,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,2,6,2,2,4,8,12
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,179,146,1,1,180,147,327
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,6,5,2,3,8,8,16
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,3,3,2,3,5,6,11
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,5,1,3,5,8,6,14
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,10,12,4,3,14,15,29
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,5,5,1,3,6,8,14
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,2,1,2,1,4,2,6
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,2,4,4,2,6,6,12
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,106,98,19,13,125,111,236
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,4,2,4,4,8,6,14
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,4,6,0,1,4,7,11
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,6,6,0,0,6,6,12
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,3,8,5,2,8,10,18
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,5,1,4,2,9,3,12
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,28,27,9,6,37,33,70
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,10,10,4,1,14,11,25
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,0,1,4,3,4,4,8
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,4,1,1,1,5,2,7
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,2,0,0,0,2,0,2
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,3,6,7,5,10,11,21
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,6,1,0,2,6,3,9
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,1,1,4,4,5,5,10
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,6,9,3,3,9,12,21
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,3,3,1,0,4,3,7
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,75,72,0,0,75,72,147
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,17,18,4,1,21,19,40
TURCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,1,1,0,0,1,1,2
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,0,3,0,0,0,3,3
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,9,7,7,6,16,13,29
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,8,4,3,1,11,5,16
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,2,1,1,0,3,1,4
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,10,15,2,1,12,16,28
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,3,2,5,0,8,2,10
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,8,5,0,0,8,5,13
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,25,35,5,3,30,38,68
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,1,1,2,4,3,5,8
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,4,5,4,4,8,9,17
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,32,24,4,2,36,26,62
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,1,1,0,4,1,5,6
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,1,2,5,1,6,3,9
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,5,9,4,4,9,13,22
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,78,64,17,12,95,76,171
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,2,4,7,8,9,12,21
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,23,22,5,2,28,24,52
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,22,32,13,13,35,45,80
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,4,5,0,0,4,5,9
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,1,3,0,0,1,3,4
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,114,120,4,9,118,129,247
YACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,4,6,1,1,5,7,12
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,40,34,18,20,58,54,112
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,1,0,0,2,1,2,3
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,5,3,0,0,5,3,8
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,19,21,24,15,43,36,79
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,11,2,0,1,11,3,14
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,2,2,4,0,6,2,8
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,2,0,1,2,3,2,5
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-02-01,2,6,1,1,3,7,10
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,2,1,0,0,2,1,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,14,14,1,6,15,20,35
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,15,16,0,2,15,18,33
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,13,11,13,7,26,18,44
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,1,1,3,2,4,6
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,0,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,6,12,1,1,7,13,20
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,7,9,1,1,8,10,18
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,2,2,2,3,4,7
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,1,2,1,2,2,4
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,5,7,7,7,12,14,26
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,1,1,3,2,4,6
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,6,4,1,0,7,4,11
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,17,12,9,6,26,18,44
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,6,8,3,3,9,11,20
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,23,33,1,0,24,33,57
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,4,8,4,9,8,17,25
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,6,5,0,0,6,5,11
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,4,3,2,4,6,10
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,7,6,2,0,9,6,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,8,13,4,4,12,17,29
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,5,4,3,5,8,9,17
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,10,4,5,1,15,5,20
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,1,0,1,1,2,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,0,1,2,2,2,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,15,24,3,4,18,28,46
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,13,7,9,6,22,13,35
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,3,0,2,0,5,0,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,2,1,7,5,9,6,15
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,11,6,5,4,16,10,26
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,15,15,5,3,20,18,38
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,5,4,1,5,6,9,15
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,1,7,5,8,6,14
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,10,6,0,0,10,6,16
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,2,2,3,1,5,3,8
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,2,2,4,8,6,10,16
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,2,1,0,1,2,3
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,2,0,0,1,2,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,12,13,4,3,16,16,32
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,16,20,0,0,16,20,36
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,5,3,0,0,5,3,8
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,13,11,0,1,13,12,25
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,21,25,8,5,29,30,59
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,6,2,4,9,10,11,21
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,4,3,3,2,7,5,12
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,6,2,10,7,16,9,25
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,0,0,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,3,1,1,0,4,1,5
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,13,13,15,15,28,28,56
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,6,3,0,3,6,6,12
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,18,12,25,20,43,32,75
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,2,0,0,0,2,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,7,6,0,3,7,9,16
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,25,36,8,6,33,42,75
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,0,4,0,4,0,4
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,2,0,2,1,4,5
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,3,2,0,1,3,3,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,15,13,6,5,21,18,39
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,2,5,4,4,6,9,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,2,1,10,6,12,7,19
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,9,5,4,1,13,6,19
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,8,8,5,3,13,11,24
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,29,28,16,8,45,36,81
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,7,4,14,12,21,16,37
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,486,460,1,6,487,466,953
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,3,0,1,1,4,1,5
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,29,33,1,0,30,33,63
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,14,11,5,1,19,12,31
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,1,0,0,1,1,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,17,12,5,7,22,19,41
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,3,7,9,3,12,10,22
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,6,7,0,0,6,7,13
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,9,4,11,9,20,13,33
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,2,0,0,1,2,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,20,16,3,3,23,19,42
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,1,1,1,1,2,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,30,16,10,15,40,31,71
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,3,4,3,5,6,9,15
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,8,2,0,0,8,2,10
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,0,2,2,3,2,5
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,4,10,2,1,6,11,17
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,4,0,2,0,6,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,6,10,6,5,12,15,27
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,54,59,5,4,59,63,122
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,21,13,3,3,24,16,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,0,2,2,2,2,4
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,1,3,1,3,2,5
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,6,12,4,3,10,15,25
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,2,2,0,0,2,2,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,3,4,0,2,3,6,9
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,406,422,225,216,631,638,1269
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,2,2,1,2,3,5
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,8,6,0,0,8,6,14
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,2,3,4,2,6,5,11
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,48,42,2,2,50,44,94
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,3,4,2,1,5,5,10
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,21,13,2,1,23,14,37
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,43,48,2,2,45,50,95
ESCARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,2,0,0,1,2,3
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,0,3,0,3,0,3
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,0,0,0,1,0,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,3,1,0,0,3,1,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,0,2,2,2,2,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,0,2,2,2,2,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,1,10,6,10,7,17
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,0,3,6,3,6,9
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,17,19,2,0,19,19,38
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,9,7,1,1,10,8,18
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,9,6,6,6,15,12,27
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,3,2,1,0,4,2,6
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,18,28,2,5,20,33,53
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,5,3,1,1,6,4,10
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,7,4,4,1,11,5,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,0,1,1,1,1,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,2,2,0,0,2,2,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,10,11,8,6,18,17,35
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,2,0,0,0,2,0,2
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,6,3,0,0,6,3,9
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,0,0,2,0,2,2
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,3,2,0,2,3,5
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,3,1,1,2,4,6
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,6,2,4,4,10,6,16
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,2,1,1,1,3,2,5
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,6,3,7,5,13,8,21
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,10,12,8,3,18,15,33
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,2,3,3,1,5,4,9
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,13,1,4,2,17,19
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,30,22,3,5,33,27,60
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,109,90,2,8,111,98,209
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,441,397,5,7,446,404,850
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,1,6,8,6,9,15
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,10,6,5,5,15,11,26
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,1,0,0,0,1,1
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,6,0,0,1,6,7
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,12,6,30,44,42,50,92
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,1,2,3,3,4,7
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,0,0,0,1,0,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,10,6,0,0,10,6,16
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,5,2,0,3,5,5,10
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,2,6,15,7,17,24
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,20,12,5,3,25,15,40
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,0,1,2,2,2,4
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,13,13,8,4,21,17,38
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,10,7,3,3,13,10,23
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,22,20,4,6,26,26,52
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,7,4,14,15,21,19,40
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,4,12,11,12,15,27
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,1,1,0,2,1,3
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,6,5,2,0,8,5,13
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,7,11,1,0,8,11,19
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,107,104,10,22,117,126,243
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,0,3,2,3,2,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,4,2,2,2,6,4,10
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,3,2,0,4,3,6,9
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,9,4,8,4,17,8,25
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,6,7,1,4,7,11,18
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,1,1,10,3,11,4,15
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,177,172,4,1,181,173,354
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,9,18,0,1,9,19,28
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,2,0,0,0,2,2
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,18,13,10,12,28,25,53
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,4,2,4,4,8,6,14
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,11,9,8,13,19,22,41
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,0,1,3,0,3,1,4
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-03-01,4,5,0,1,4,6,10
