municipality,group,variable,month,Otras actividades,TOTAL
PRESTO,otras actividades de enfermeria,otras actividades,2023-03-01,2698,2698
PUCARA,otras actividades de enfermeria,otras actividades,2023-03-01,7,7
PUCARANI,otras actividades de enfermeria,otras actividades,2023-03-01,18,18
PUERTO ACOSTA,otras actividades de enfermeria,otras actividades,2023-03-01,103,103
PUERTO CARABUCO,otras actividades de enfermeria,otras actividades,2023-03-01,110,110
PUERTO GONZALO MORENO,otras actividades de enfermeria,otras actividades,2023-03-01,83,83
PUERTO PEREZ,otras actividades de enfermeria,otras actividades,2023-03-01,12,12
PUERTO QUIJARRO,otras actividades de enfermeria,otras actividades,2023-03-01,3303,3303
PUERTO RICO,otras actividades de enfermeria,otras actividades,2023-03-01,252,252
PUERTO SILES,otras actividades de enfermeria,otras actividades,2023-03-01,7,7
PUERTO SUAREZ,otras actividades de enfermeria,otras actividades,2023-03-01,291,291
PUERTO VILLARROEL,otras actividades de enfermeria,otras actividades,2023-03-01,25854,25854
PUNA,otras actividades de enfermeria,otras actividades,2023-03-01,266,266
PUNATA,otras actividades de enfermeria,otras actividades,2023-03-01,42863,42863
QUIABAYA,otras actividades de enfermeria,otras actividades,2023-03-01,4,4
QUILLACOLLO,otras actividades de enfermeria,otras actividades,2023-03-01,7997,7997
QUIME,otras actividades de enfermeria,otras actividades,2023-03-01,4,4
QUIRUSILLAS,otras actividades de enfermeria,otras actividades,2023-03-01,114,114
RAQAYPAMPA(ETA),otras actividades de enfermeria,otras actividades,2023-03-01,1,1
RAVELO,otras actividades de enfermeria,otras actividades,2023-03-01,3,3
REYES,otras actividades de enfermeria,otras actividades,2023-03-01,1246,1246
RIBERALTA,otras actividades de enfermeria,otras actividades,2023-03-01,105586,105586
ROBORE,otras actividades de enfermeria,otras actividades,2023-03-01,15075,15075
RURRENABAQUE,otras actividades de enfermeria,otras actividades,2023-03-01,1097,1097
SABAYA,otras actividades de enfermeria,otras actividades,2023-03-01,36,36
SACABA,otras actividades de enfermeria,otras actividades,2023-03-01,24996,24996
SACABAMBA,otras actividades de enfermeria,otras actividades,2023-03-01,16,16
SACACA,otras actividades de enfermeria,otras actividades,2023-03-01,11,11
SAIPINA,otras actividades de enfermeria,otras actividades,2023-03-01,128,128
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,otras actividades,2023-03-01,1811,1811
SAMAIPATA,otras actividades de enfermeria,otras actividades,2023-03-01,151,151
SAN ANDRES,otras actividades de enfermeria,otras actividades,2023-03-01,1633,1633
SAN ANDRES DE MACHACA,otras actividades de enfermeria,otras actividades,2023-03-01,2,2
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,otras actividades,2023-03-01,34,34
SAN BENITO,otras actividades de enfermeria,otras actividades,2023-03-01,2,2
SAN BORJA,otras actividades de enfermeria,otras actividades,2023-03-01,3946,3946
SAN BUENA VENTURA,otras actividades de enfermeria,otras actividades,2023-03-01,2078,2078
SAN CARLOS,otras actividades de enfermeria,otras actividades,2023-03-01,19641,19641
SAN IGNACIO,otras actividades de enfermeria,otras actividades,2023-03-01,7666,7666
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,otras actividades,2023-03-01,38011,38011
SAN JAVIER(BNI),otras actividades de enfermeria,otras actividades,2023-03-01,125,125
SAN JAVIER(STC),otras actividades de enfermeria,otras actividades,2023-03-01,433,433
SAN JOAQUIN,otras actividades de enfermeria,otras actividades,2023-03-01,735,735
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,otras actividades,2023-03-01,2958,2958
SAN JUAN DE YAPACANI,otras actividades de enfermeria,otras actividades,2023-03-01,220,220
SAN JULIAN,otras actividades de enfermeria,otras actividades,2023-03-01,1715,1715
SAN LORENZO(PND),otras actividades de enfermeria,otras actividades,2023-03-01,12,12
SAN LORENZO(TJA),otras actividades de enfermeria,otras actividades,2023-03-01,289,289
SAN LUCAS,otras actividades de enfermeria,otras actividades,2023-03-01,5763,5763
SAN MATIAS,otras actividades de enfermeria,otras actividades,2023-03-01,1265,1265
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,otras actividades,2023-03-01,951,951
SAN PABLO DE LIPEZ,otras actividades de enfermeria,otras actividades,2023-03-01,4,4
SAN PEDRO,otras actividades de enfermeria,otras actividades,2023-03-01,2081,2081
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,otras actividades,2023-03-01,128,128
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,otras actividades,2023-03-01,3,3
SAN PEDRO DE MACHA,otras actividades de enfermeria,otras actividades,2023-03-01,11,11
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,otras actividades,2023-03-01,36,36
SAN RAFAEL,otras actividades de enfermeria,otras actividades,2023-03-01,1165,1165
SAN RAMON BENI,otras actividades de enfermeria,otras actividades,2023-03-01,316,316
SAN RAMON SCZ,otras actividades de enfermeria,otras actividades,2023-03-01,322,322
SANTA ANA,otras actividades de enfermeria,otras actividades,2023-03-01,14578,14578
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,otras actividades,2023-03-01,2682817,2682817
SANTA ROSA,otras actividades de enfermeria,otras actividades,2023-03-01,487,487
SANTA ROSA DEL SARA,otras actividades de enfermeria,otras actividades,2023-03-01,232,232
SANTIAGO DE CALLAPA,otras actividades de enfermeria,otras actividades,2023-03-01,11,11
SANTIAGO DE HUARI,otras actividades de enfermeria,otras actividades,2023-03-01,20,20
SANTIAGO DE HUATA,otras actividades de enfermeria,otras actividades,2023-03-01,2,2
SANTIAGO DE MACHACA,otras actividades de enfermeria,otras actividades,2023-03-01,4,4
SANTIVAÑES,otras actividades de enfermeria,otras actividades,2023-03-01,2,2
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,otras actividades,2023-03-01,223,223
SAPAHAQUI,otras actividades de enfermeria,otras actividades,2023-03-01,70,70
SENA,otras actividades de enfermeria,otras actividades,2023-03-01,302,302
SHINAOTA,otras actividades de enfermeria,otras actividades,2023-03-01,5170,5170
SICA SICA (VILLA AROMA),otras actividades de enfermeria,otras actividades,2023-03-01,102,102
SICAYA,otras actividades de enfermeria,otras actividades,2023-03-01,19,19
SIPE SIPE,otras actividades de enfermeria,otras actividades,2023-03-01,397,397
SOPACHUY,otras actividades de enfermeria,otras actividades,2023-03-01,219,219
SORACACHI,otras actividades de enfermeria,otras actividades,2023-03-01,87,87
SORATA,otras actividades de enfermeria,otras actividades,2023-03-01,1108,1108
SUCRE,otras actividades de enfermeria,otras actividades,2023-03-01,340937,340937
TACACOMA,otras actividades de enfermeria,otras actividades,2023-03-01,3,3
TACOBAMBA,otras actividades de enfermeria,otras actividades,2023-03-01,1,1
TACOPAYA,otras actividades de enfermeria,otras actividades,2023-03-01,6,6
TAHUA,otras actividades de enfermeria,otras actividades,2023-03-01,8,8
TAPACARI,otras actividades de enfermeria,otras actividades,2023-03-01,251,251
TARABUCO,otras actividades de enfermeria,otras actividades,2023-03-01,4045,4045
TARACO,otras actividades de enfermeria,otras actividades,2023-03-01,14,14
TARATA,otras actividades de enfermeria,otras actividades,2023-03-01,224,224
TARIJA,otras actividades de enfermeria,otras actividades,2023-03-01,584092,584092
TARVITA,otras actividades de enfermeria,otras actividades,2023-03-01,2075,2075
TEOPONTE,otras actividades de enfermeria,otras actividades,2023-03-01,197,197
TIAHUANACU,otras actividades de enfermeria,otras actividades,2023-03-01,121,121
TINGUIPAYA,otras actividades de enfermeria,otras actividades,2023-03-01,1,1
TIPUANI,otras actividades de enfermeria,otras actividades,2023-03-01,165,165
TIQUIPAYA,otras actividades de enfermeria,otras actividades,2023-03-01,373,373
TIRAQUE (CBBA),otras actividades de enfermeria,otras actividades,2023-03-01,98,98
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,otras actividades,2023-03-01,52,52
TOCO,otras actividades de enfermeria,otras actividades,2023-03-01,45,45
TOLATA,otras actividades de enfermeria,otras actividades,2023-03-01,14,14
TOLEDO,otras actividades de enfermeria,otras actividades,2023-03-01,666,666
TOMAVE,otras actividades de enfermeria,otras actividades,2023-03-01,5,5
TOMINA,otras actividades de enfermeria,otras actividades,2023-03-01,2376,2376
TORO TORO,otras actividades de enfermeria,otras actividades,2023-03-01,81,81
TOTORA(CBBA),otras actividades de enfermeria,otras actividades,2023-03-01,1053,1053
TOTORA(ORR),otras actividades de enfermeria,otras actividades,2023-03-01,36,36
TRIGAL,otras actividades de enfermeria,otras actividades,2023-03-01,10,10
TRINIDAD,otras actividades de enfermeria,otras actividades,2023-03-01,442931,442931
TUPIZA,otras actividades de enfermeria,otras actividades,2023-03-01,30734,30734
TURCO,otras actividades de enfermeria,otras actividades,2023-03-01,348,348
UMALA,otras actividades de enfermeria,otras actividades,2023-03-01,8,8
UNCIA,otras actividades de enfermeria,otras actividades,2023-03-01,629,629
URIONDO (A. CONCEPCION),otras actividades de enfermeria,otras actividades,2023-03-01,41,41
URUBICHA,otras actividades de enfermeria,otras actividades,2023-03-01,119,119
UYUNI,otras actividades de enfermeria,otras actividades,2023-03-01,11444,11444
VACAS,otras actividades de enfermeria,otras actividades,2023-03-01,11,11
VALLEGRANDE,otras actividades de enfermeria,otras actividades,2023-03-01,14534,14534
VIACHA,otras actividades de enfermeria,otras actividades,2023-03-01,969,969
VILA VILA,otras actividades de enfermeria,otras actividades,2023-03-01,21,21
VILLA CHARCAS,otras actividades de enfermeria,otras actividades,2023-03-01,1,1
VILLA MONTES,otras actividades de enfermeria,otras actividades,2023-03-01,45752,45752
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,otras actividades,2023-03-01,13,13
VILLA RIVERO,otras actividades de enfermeria,otras actividades,2023-03-01,5,5
VILLA SERRANO,otras actividades de enfermeria,otras actividades,2023-03-01,1561,1561
VILLA TUNARI,otras actividades de enfermeria,otras actividades,2023-03-01,2652,2652
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,otras actividades,2023-03-01,2128,2128
VILLAZON,otras actividades de enfermeria,otras actividades,2023-03-01,12151,12151
VINTO,otras actividades de enfermeria,otras actividades,2023-03-01,3423,3423
VITICHI,otras actividades de enfermeria,otras actividades,2023-03-01,27,27
WALDO BALLIVIAN,otras actividades de enfermeria,otras actividades,2023-03-01,7,7
WARNES,otras actividades de enfermeria,otras actividades,2023-03-01,26379,26379
YACO,otras actividades de enfermeria,otras actividades,2023-03-01,2,2
YACUIBA,otras actividades de enfermeria,otras actividades,2023-03-01,8221,8221
YAMPARAEZ,otras actividades de enfermeria,otras actividades,2023-03-01,52,52
YANACACHI,otras actividades de enfermeria,otras actividades,2023-03-01,6,6
YAPACANI,otras actividades de enfermeria,otras actividades,2023-03-01,2109,2109
YOCALLA,otras actividades de enfermeria,otras actividades,2023-03-01,8,8
YOTALA,otras actividades de enfermeria,otras actividades,2023-03-01,90,90
YUNCHARA,otras actividades de enfermeria,otras actividades,2023-03-01,35,35
ZUDAÑEZ,otras actividades de enfermeria,otras actividades,2023-03-01,1080,1080
ACACIO,otras actividades de enfermeria,otras actividades,2023-04-01,18,18
ACHACACHI,otras actividades de enfermeria,otras actividades,2023-04-01,159,159
ACHOCALLA,otras actividades de enfermeria,otras actividades,2023-04-01,48,48
AIQUILE,otras actividades de enfermeria,otras actividades,2023-04-01,957,957
ALALAY,otras actividades de enfermeria,otras actividades,2023-04-01,59,59
ALCALA,otras actividades de enfermeria,otras actividades,2023-04-01,380,380
ALTO BENI,otras actividades de enfermeria,otras actividades,2023-04-01,14,14
ANCORAIMES,otras actividades de enfermeria,otras actividades,2023-04-01,28,28
ANDAMARCA,otras actividades de enfermeria,otras actividades,2023-04-01,51,51
ANTEQUERA,otras actividades de enfermeria,otras actividades,2023-04-01,3,3
ANZALDO,otras actividades de enfermeria,otras actividades,2023-04-01,10,10
APOLO,otras actividades de enfermeria,otras actividades,2023-04-01,2136,2136
ARAMPAMPA,otras actividades de enfermeria,otras actividades,2023-04-01,20,20
ARANI,otras actividades de enfermeria,otras actividades,2023-04-01,145,145
ARBIETO,otras actividades de enfermeria,otras actividades,2023-04-01,102,102
ARQUE,otras actividades de enfermeria,otras actividades,2023-04-01,54,54
ASCENCION DE GUARAYOS,otras actividades de enfermeria,otras actividades,2023-04-01,2047,2047
ATOCHA,otras actividades de enfermeria,otras actividades,2023-04-01,9094,9094
AUCAPATA,otras actividades de enfermeria,otras actividades,2023-04-01,4,4
AYATA,otras actividades de enfermeria,otras actividades,2023-04-01,14,14
AYO AYO,otras actividades de enfermeria,otras actividades,2023-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,otras actividades,2023-04-01,360,360
AZURDUY,otras actividades de enfermeria,otras actividades,2023-04-01,678,678
BATALLAS,otras actividades de enfermeria,otras actividades,2023-04-01,5,5
BAURES,otras actividades de enfermeria,otras actividades,2023-04-01,221,221
BELEN DE URMIRI,otras actividades de enfermeria,otras actividades,2023-04-01,30,30
BELLA FLOR,otras actividades de enfermeria,otras actividades,2023-04-01,496,496
BERMEJO,otras actividades de enfermeria,otras actividades,2023-04-01,152706,152706
BETANZOS,otras actividades de enfermeria,otras actividades,2023-04-01,1418,1418
BOLIVAR,otras actividades de enfermeria,otras actividades,2023-04-01,1,1
BOLPEBRA,otras actividades de enfermeria,otras actividades,2023-04-01,18,18
BOYUIBE,otras actividades de enfermeria,otras actividades,2023-04-01,1,1
BUENA VISTA,otras actividades de enfermeria,otras actividades,2023-04-01,106,106
CABEZAS,otras actividades de enfermeria,otras actividades,2023-04-01,865,865
CAIROMA,otras actividades de enfermeria,otras actividades,2023-04-01,22,22
"CAIZA ""D""",otras actividades de enfermeria,otras actividades,2023-04-01,2073,2073
CAJUATA,otras actividades de enfermeria,otras actividades,2023-04-01,205,205
CALACOTO,otras actividades de enfermeria,otras actividades,2023-04-01,7,7
CALAMARCA,otras actividades de enfermeria,otras actividades,2023-04-01,41,41
CAMARGO,otras actividades de enfermeria,otras actividades,2023-04-01,9081,9081
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,otras actividades,2023-04-01,81,81
CAMIRI,otras actividades de enfermeria,otras actividades,2023-04-01,3160,3160
CAPINOTA,otras actividades de enfermeria,otras actividades,2023-04-01,313,313
CAQUIAVIRI,otras actividades de enfermeria,otras actividades,2023-04-01,75,75
CARACOLLO,otras actividades de enfermeria,otras actividades,2023-04-01,240,240
CARANAVI,otras actividades de enfermeria,otras actividades,2023-04-01,36910,36910
CARAPARI,otras actividades de enfermeria,otras actividades,2023-04-01,283,283
CARIPUYO,otras actividades de enfermeria,otras actividades,2023-04-01,86,86
CARMEN RIVERO TORREZ,otras actividades de enfermeria,otras actividades,2023-04-01,310,310
CATACORA,otras actividades de enfermeria,otras actividades,2023-04-01,1,1
CHALLAPATA,otras actividades de enfermeria,otras actividades,2023-04-01,26102,26102
CHAQUI,otras actividades de enfermeria,otras actividades,2023-04-01,13,13
CHARAGUA,otras actividades de enfermeria,otras actividades,2023-04-01,1790,1790
CHAYANTA,otras actividades de enfermeria,otras actividades,2023-04-01,420,420
CHIMORE,otras actividades de enfermeria,otras actividades,2023-04-01,289,289
CHOQUE COTA,otras actividades de enfermeria,otras actividades,2023-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,otras actividades,2023-04-01,18,18
CHUMA,otras actividades de enfermeria,otras actividades,2023-04-01,352,352
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,otras actividades,2023-04-01,124,124
CKOCHAS,otras actividades de enfermeria,otras actividades,2023-04-01,5,5
CLIZA,otras actividades de enfermeria,otras actividades,2023-04-01,934,934
COBIJA,otras actividades de enfermeria,otras actividades,2023-04-01,77988,77988
COCAPATA,otras actividades de enfermeria,otras actividades,2023-04-01,100,100
COCHABAMBA,otras actividades de enfermeria,otras actividades,2023-04-01,428651,428651
COIPASA,otras actividades de enfermeria,otras actividades,2023-04-01,40,40
COLCAPIRHUA,otras actividades de enfermeria,otras actividades,2023-04-01,2760,2760
"COLCHA ""K""",otras actividades de enfermeria,otras actividades,2023-04-01,504,504
COLLANA,otras actividades de enfermeria,otras actividades,2023-04-01,7,7
COLOMI,otras actividades de enfermeria,otras actividades,2023-04-01,120,120
COLPA BELGICA,otras actividades de enfermeria,otras actividades,2023-04-01,196,196
COLQUECHACA,otras actividades de enfermeria,otras actividades,2023-04-01,21,21
COLQUENCHA,otras actividades de enfermeria,otras actividades,2023-04-01,2,2
COLQUIRI,otras actividades de enfermeria,otras actividades,2023-04-01,4588,4588
COMARAPA,otras actividades de enfermeria,otras actividades,2023-04-01,190,190
COMBAYA,otras actividades de enfermeria,otras actividades,2023-04-01,6,6
CONCEPCION,otras actividades de enfermeria,otras actividades,2023-04-01,1003,1003
COPACABANA,otras actividades de enfermeria,otras actividades,2023-04-01,15,15
CORIPATA,otras actividades de enfermeria,otras actividades,2023-04-01,86,86
CORO CORO,otras actividades de enfermeria,otras actividades,2023-04-01,41,41
COROICO,otras actividades de enfermeria,otras actividades,2023-04-01,29130,29130
CORQUE,otras actividades de enfermeria,otras actividades,2023-04-01,794,794
COTAGAITA,otras actividades de enfermeria,otras actividades,2023-04-01,3091,3091
COTOCA,otras actividades de enfermeria,otras actividades,2023-04-01,8074,8074
CUATRO CAÑADAS,otras actividades de enfermeria,otras actividades,2023-04-01,899,899
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,otras actividades,2023-04-01,8,8
CUEVO,otras actividades de enfermeria,otras actividades,2023-04-01,1,1
CULPINA,otras actividades de enfermeria,otras actividades,2023-04-01,271,271
CURAHUARA DE CARANGAS,otras actividades de enfermeria,otras actividades,2023-04-01,108,108
CURVA,otras actividades de enfermeria,otras actividades,2023-04-01,27,27
DESAGUADERO,otras actividades de enfermeria,otras actividades,2023-04-01,3,3
EL ALTO,otras actividades de enfermeria,otras actividades,2023-04-01,188734,188734
EL CHORO,otras actividades de enfermeria,otras actividades,2023-04-01,9,9
EL PUENTE(STC),otras actividades de enfermeria,otras actividades,2023-04-01,115,115
EL PUENTE(TJA),otras actividades de enfermeria,otras actividades,2023-04-01,16,16
EL TORNO,otras actividades de enfermeria,otras actividades,2023-04-01,1124,1124
EL VILLAR,otras actividades de enfermeria,otras actividades,2023-04-01,402,402
ENTRE RIOS TRJ,otras actividades de enfermeria,otras actividades,2023-04-01,9442,9442
ENTRE RIOS CBBA,otras actividades de enfermeria,otras actividades,2023-04-01,523,523
ESCOMA,otras actividades de enfermeria,otras actividades,2023-04-01,51,51
EUCALIPTUS,otras actividades de enfermeria,otras actividades,2023-04-01,4,4
EXALTACION,otras actividades de enfermeria,otras actividades,2023-04-01,189,189
FERNANDEZ ALONSO,otras actividades de enfermeria,otras actividades,2023-04-01,227,227
FILADELFIA,otras actividades de enfermeria,otras actividades,2023-04-01,265,265
GAIOC JATUN AYLLU YURA,otras actividades de enfermeria,otras actividades,2023-04-01,30,30
GENERAL SAAVEDRA,otras actividades de enfermeria,otras actividades,2023-04-01,141,141
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,otras actividades,2023-04-01,62,62
GUANAY,otras actividades de enfermeria,otras actividades,2023-04-01,113,113
GUAQUI,otras actividades de enfermeria,otras actividades,2023-04-01,6,6
GUAYARAMERIN,otras actividades de enfermeria,otras actividades,2023-04-01,314408,314408
GUTIERREZ,otras actividades de enfermeria,otras actividades,2023-04-01,234,234
HUACARAJE,otras actividades de enfermeria,otras actividades,2023-04-01,475,475
HUACARETA,otras actividades de enfermeria,otras actividades,2023-04-01,282,282
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,otras actividades,2023-04-01,186,186
HUANUNI,otras actividades de enfermeria,otras actividades,2023-04-01,110601,110601
HUARINA,otras actividades de enfermeria,otras actividades,2023-04-01,23,23
HUATAJATA,otras actividades de enfermeria,otras actividades,2023-04-01,11,11
HUAYLLAMARCA,otras actividades de enfermeria,otras actividades,2023-04-01,154,154
HUMANATA,otras actividades de enfermeria,otras actividades,2023-04-01,23,23
ICHOCA,otras actividades de enfermeria,otras actividades,2023-04-01,68,68
ICLA,otras actividades de enfermeria,otras actividades,2023-04-01,917,917
INCAHUASI,otras actividades de enfermeria,otras actividades,2023-04-01,384,384
INGAVI (HUMAITA),otras actividades de enfermeria,otras actividades,2023-04-01,3,3
INQUISIVI,otras actividades de enfermeria,otras actividades,2023-04-01,7,7
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,otras actividades,2023-04-01,175,175
IXIAMAS,otras actividades de enfermeria,otras actividades,2023-04-01,104,104
JESUS DE MACHACA,otras actividades de enfermeria,otras actividades,2023-04-01,31,31
LA ASUNTA,otras actividades de enfermeria,otras actividades,2023-04-01,50,50
LA GUARDIA,otras actividades de enfermeria,otras actividades,2023-04-01,7195,7195
LA PAZ,otras actividades de enfermeria,otras actividades,2023-04-01,300825,300825
LAGUNILLAS,otras actividades de enfermeria,otras actividades,2023-04-01,256,256
LAJA,otras actividades de enfermeria,otras actividades,2023-04-01,8,8
LAS CARRERAS,otras actividades de enfermeria,otras actividades,2023-04-01,32,32
LICOMA PAMPA,otras actividades de enfermeria,otras actividades,2023-04-01,5,5
LLALLAGUA,otras actividades de enfermeria,otras actividades,2023-04-01,14534,14534
LLICA,otras actividades de enfermeria,otras actividades,2023-04-01,140,140
LORETO,otras actividades de enfermeria,otras actividades,2023-04-01,129,129
LURIBAY,otras actividades de enfermeria,otras actividades,2023-04-01,15,15
MACHACAMARCA,otras actividades de enfermeria,otras actividades,2023-04-01,457,457
MACHARETI,otras actividades de enfermeria,otras actividades,2023-04-01,910,910
MAGDALENA,otras actividades de enfermeria,otras actividades,2023-04-01,107,107
MAIRANA,otras actividades de enfermeria,otras actividades,2023-04-01,3075,3075
MALLA,otras actividades de enfermeria,otras actividades,2023-04-01,5,5
MAPIRI,otras actividades de enfermeria,otras actividades,2023-04-01,101,101
MECAPACA,otras actividades de enfermeria,otras actividades,2023-04-01,2,2
MINEROS,otras actividades de enfermeria,otras actividades,2023-04-01,786,786
MIZQUE,otras actividades de enfermeria,otras actividades,2023-04-01,6971,6971
MOCOMOCO,otras actividades de enfermeria,otras actividades,2023-04-01,150,150
MOJOCOYA,otras actividades de enfermeria,otras actividades,2023-04-01,240,240
MONTEAGUDO,otras actividades de enfermeria,otras actividades,2023-04-01,37693,37693
MONTERO,otras actividades de enfermeria,otras actividades,2023-04-01,176900,176900
MORO MORO,otras actividades de enfermeria,otras actividades,2023-04-01,172,172
MOROCHATA,otras actividades de enfermeria,otras actividades,2023-04-01,48,48
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,otras actividades,2023-04-01,22,22
NAZACARA DE PACAJES,otras actividades de enfermeria,otras actividades,2023-04-01,2,2
OCURI,otras actividades de enfermeria,otras actividades,2023-04-01,15,15
OKINAWA,otras actividades de enfermeria,otras actividades,2023-04-01,25,25
OMEREQUE,otras actividades de enfermeria,otras actividades,2023-04-01,30,30
ORURO,otras actividades de enfermeria,otras actividades,2023-04-01,320247,320247
PADCAYA,otras actividades de enfermeria,otras actividades,2023-04-01,139,139
PADILLA,otras actividades de enfermeria,otras actividades,2023-04-01,5736,5736
PAILON,otras actividades de enfermeria,otras actividades,2023-04-01,1336,1336
PALCA,otras actividades de enfermeria,otras actividades,2023-04-01,182,182
PALOS BLANCOS,otras actividades de enfermeria,otras actividades,2023-04-01,515,515
PAMPA AULLAGAS,otras actividades de enfermeria,otras actividades,2023-04-01,195,195
PAMPA GRANDE,otras actividades de enfermeria,otras actividades,2023-04-01,1469,1469
PAPEL PAMPA,otras actividades de enfermeria,otras actividades,2023-04-01,312,312
PASORAPA,otras actividades de enfermeria,otras actividades,2023-04-01,3,3
PATACAMAYA,otras actividades de enfermeria,otras actividades,2023-04-01,864,864
PAZÑA,otras actividades de enfermeria,otras actividades,2023-04-01,228,228
PELECHUCO,otras actividades de enfermeria,otras actividades,2023-04-01,133,133
POCOATA,otras actividades de enfermeria,otras actividades,2023-04-01,5,5
POCONA,otras actividades de enfermeria,otras actividades,2023-04-01,169,169
POJO (CBBA),otras actividades de enfermeria,otras actividades,2023-04-01,18,18
POOPO,otras actividades de enfermeria,otras actividades,2023-04-01,96,96
PORCO,otras actividades de enfermeria,otras actividades,2023-04-01,31,31
POROMA,otras actividades de enfermeria,otras actividades,2023-04-01,355,355
PORONGO,otras actividades de enfermeria,otras actividades,2023-04-01,432,432
PORTACHUELO,otras actividades de enfermeria,otras actividades,2023-04-01,1190,1190
PORVENIR,otras actividades de enfermeria,otras actividades,2023-04-01,117,117
POSTRER VALLE,otras actividades de enfermeria,otras actividades,2023-04-01,44,44
POTOSI,otras actividades de enfermeria,otras actividades,2023-04-01,117107,117107
PRESTO,otras actividades de enfermeria,otras actividades,2023-04-01,2177,2177
PUCARA,otras actividades de enfermeria,otras actividades,2023-04-01,9,9
PUCARANI,otras actividades de enfermeria,otras actividades,2023-04-01,45,45
PUERTO ACOSTA,otras actividades de enfermeria,otras actividades,2023-04-01,101,101
PUERTO CARABUCO,otras actividades de enfermeria,otras actividades,2023-04-01,72,72
PUERTO GONZALO MORENO,otras actividades de enfermeria,otras actividades,2023-04-01,72,72
PUERTO PEREZ,otras actividades de enfermeria,otras actividades,2023-04-01,82,82
PUERTO QUIJARRO,otras actividades de enfermeria,otras actividades,2023-04-01,1292,1292
PUERTO RICO,otras actividades de enfermeria,otras actividades,2023-04-01,274,274
PUERTO SILES,otras actividades de enfermeria,otras actividades,2023-04-01,5,5
PUERTO SUAREZ,otras actividades de enfermeria,otras actividades,2023-04-01,335,335
PUERTO VILLARROEL,otras actividades de enfermeria,otras actividades,2023-04-01,22020,22020
PUNA,otras actividades de enfermeria,otras actividades,2023-04-01,438,438
PUNATA,otras actividades de enfermeria,otras actividades,2023-04-01,58369,58369
QUILLACOLLO,otras actividades de enfermeria,otras actividades,2023-04-01,5536,5536
QUIME,otras actividades de enfermeria,otras actividades,2023-04-01,12,12
QUIRUSILLAS,otras actividades de enfermeria,otras actividades,2023-04-01,193,193
RAQAYPAMPA(ETA),otras actividades de enfermeria,otras actividades,2023-04-01,7,7
RAVELO,otras actividades de enfermeria,otras actividades,2023-04-01,14,14
REYES,otras actividades de enfermeria,otras actividades,2023-04-01,925,925
RIBERALTA,otras actividades de enfermeria,otras actividades,2023-04-01,29552,29552
ROBORE,otras actividades de enfermeria,otras actividades,2023-04-01,11211,11211
RURRENABAQUE,otras actividades de enfermeria,otras actividades,2023-04-01,1278,1278
SABAYA,otras actividades de enfermeria,otras actividades,2023-04-01,165,165
SACABA,otras actividades de enfermeria,otras actividades,2023-04-01,19719,19719
SACABAMBA,otras actividades de enfermeria,otras actividades,2023-04-01,20,20
SACACA,otras actividades de enfermeria,otras actividades,2023-04-01,8,8
SAIPINA,otras actividades de enfermeria,otras actividades,2023-04-01,226,226
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,otras actividades,2023-04-01,1817,1817
SAMAIPATA,otras actividades de enfermeria,otras actividades,2023-04-01,323,323
SAN ANDRES,otras actividades de enfermeria,otras actividades,2023-04-01,1058,1058
SAN ANDRES DE MACHACA,otras actividades de enfermeria,otras actividades,2023-04-01,2,2
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,otras actividades,2023-04-01,3,3
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,otras actividades,2023-04-01,55,55
SAN BORJA,otras actividades de enfermeria,otras actividades,2023-04-01,5381,5381
SAN BUENA VENTURA,otras actividades de enfermeria,otras actividades,2023-04-01,2417,2417
SAN CARLOS,otras actividades de enfermeria,otras actividades,2023-04-01,15240,15240
SAN IGNACIO,otras actividades de enfermeria,otras actividades,2023-04-01,6661,6661
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,otras actividades,2023-04-01,43353,43353
