municipality,group,variable,month,Tratamientos iniciados con esquema l,TOTAL
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,1,1
SANTA ANA,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,124,124
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,1,1
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,2,2
SORATA,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,25,25
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,16,16
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,1,1
TIAWANACU,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,2,2
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,4,4
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,1,1
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2005-03-01,15,15
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema l,2005-03-01,2,2
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,6,6
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,3,3
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,6,6
UYUNI,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,1,1
VACAS,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,2,2
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,6,6
VILLA SERRANO,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,tratamientos iniciados con esquema l,2005-03-01,3,3
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,1,1
VINTO,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,1,1
VITICHI,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,1,1
WALDO BALLIVIAN,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,7,7
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,13,13
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,8,8
YOCALLA,tuberculosis,tratamientos iniciados con esquema l,2005-03-01,1,1
ACHOCALLA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
ARQUE,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
AYO AYO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
BAURES,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,7,7
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,17,17
CARIPUYO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
CHAQUI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,4,4
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,13,13
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,35,35
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,4,4
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
COLPA BELGICA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,3,3
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
COLQUIRI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
COROICO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,5,5
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,3,3
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,4,4
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
DESAGUADERO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,3,3
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,40,40
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,6,6
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
HUANUNI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,3,3
INGAVI (HUMAITA),tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
JESUS DE MACHACA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,8,8
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,81,81
MACHARETI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
MAGDALENA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,3,3
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,10,10
MOROCHATA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,15,15
PADCAYA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,3,3
PAILON,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,5,5
PALCA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,4,4
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
PORVENIR,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,14,14
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,3,3
PUNA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,4,4
RAVELO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,10,10
ROBORE,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,10,10
SACACA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
SAMAIPATA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,7,7
SAN BUENA VENTURA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,4,4
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
SAN JOAQUIN,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,5,5
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
SAN MIGUEL DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,115,115
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
SORACACHI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,4,4
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,16,16
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
TARATA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,10,10
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,3,3
TINGUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2005-04-01,5,5
TOLATA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,8,8
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,3,3
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,4,4
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,5,5
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,3,3
VINTO,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
VITICHI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,6,6
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,13,13
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,11,11
ZUDAÑEZ,tuberculosis,tratamientos iniciados con esquema l,2005-04-01,2,2
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
ARBIETO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
ARQUE,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
ATOCHA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2005-05-01,3,3
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,5,5
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,3,3
CAIROMA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
CAMATAQUI (C. VILLA ABECIA),tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,11,11
CHAQUI,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
CHAYANTA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2005-05-01,6,6
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,7,7
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,21,21
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
COPACABANA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
COROICO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,3,3
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,3,3
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,26,26
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,6,6
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,3,3
EUCALIPTUS,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,3,3
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,8,8
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,85,85
LAS CARRERAS,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
LURIBAY,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,6,6
MOROCHATA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,6,6
PAILON,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,5,5
PALCA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,5,5
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,10,10
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
PUERTO GONZALO MORENO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,6,6
PUNA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,3,3
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,9,9
QUIME,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,4,4
ROBORE,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,4,4
SACABA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,6,6
SAN ANTONIO DE ESMORUCO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
SAN ANTONIO DE LOMERIO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
SAN BENITO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,3,3
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,3,3
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,3,3
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,7,7
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
SANTA ANA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,82,82
SANTIVAÑES,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,5,5
SORATA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,3,3
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,16,16
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
TARACO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,12,12
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,4,4
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,3,3
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,3,3
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,4,4
VILA VILA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,12,12
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
VINTO,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,2,2
VITICHI,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,4,4
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,11,11
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2005-05-01,3,3
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
AIQUILE,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
ALCALA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
APOLO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
ARAMPAMPA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
ARQUE,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,3,3
ATOCHA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
BATALLAS,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,5,5
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
CALACOTO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,3,3
CARACOLLO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,12,12
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
CHARAÑA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
CHAYANTA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,6,6
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2005-06-01,9,9
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,5,5
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,32,32
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
COLPA BELGICA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
COROICO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,3,3
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,3,3
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,36,36
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,4,4
EL VILLAR,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,5,5
HUACARETA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,6,6
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,73,73
LAGUNILLAS,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
LICOMA PAMPA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
LURIBAY,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
MACHACAMARCA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
MECAPACA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,6,6
MOROCHATA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,3,3
OCURI,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
ORURO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,11,11
PADCAYA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,2,2
PADILLA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
PAILON,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
PALCA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,6,6
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
PAZÑA,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
PELECHUCO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
PORCO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2005-06-01,14,14
