municipality,group,variable,month,Tratamientos iniciados con esquema ll,TOTAL
CAMIRI,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,3,3
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,2,2
CHIMORE,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,2,2
COBIJA,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,3,3
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,5,5
COTOCA,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,6,6
EL TORNO,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,3,3
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,2,2
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,5,5
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
POROMA,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,16,16
SORATA,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,3,3
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,2,2
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
TOLEDO,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
TUPIZA,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,2,2
UNCIA,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,2,2
ACHACACHI,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
AIQUILE,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
ARBIETO,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
CAPINOTA,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,2,2
CHIMORE,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,5,5
COLPA BELGICA,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,2,2
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,2,2
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,10,10
LURIBAY,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,2,2
OCURI,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,4,4
PUNATA,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
SAN LORENZO(PND),tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,18,18
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,3,3
TACACOMA,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,2,2
TOLEDO,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
VILLAZON,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,2,2
YOCALLA,tuberculosis,tratamientos iniciados con esquema ll,2005-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,3,3
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,2,2
COBIJA,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,14,14
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
COTAGAITA,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,2,2
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,3,3
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,2,2
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,9,9
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
OMEREQUE,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
PUNA,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,2,2
SACABA,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,2,2
SAN ANDRES,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
SAN RAFAEL,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,27,27
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
TACACOMA,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
TIAWANACU,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
UNCIA,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2005-11-01,2,2
ANCORAIMES,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,3,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
CHUMA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,2,2
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
COLOMI,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
COMBAYA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
CULPINA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,5,5
EL TORNO,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,2,2
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,8,8
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,3,3
PADILLA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
PAZÑA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
PUERTO CARABUCO,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,15,15
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
VINTO,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2005-12-01,4,4
