,group,variable,month,OTROS EN MENORES DE 5 AÑOS CANTIDAD,OTROS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
WARNES,diagnostico de egreso,otros en menores de 5 anos,2013-04-01,3,5,8
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2013-04-01,15,17,32
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2013-04-01,5,3,8
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2013-04-01,2,3,5
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,4,1,5
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,24,23,47
AZURDUY,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,7,8,15
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,165,143,308
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,20,15,35
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,28,14,42
CAPINOTA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,1,0,1
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,10,9,19
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,9,6,15
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,7,5,12
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,8,11,19
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2013-05-01,15,21,36
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,7,4,11
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,106,115,221
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,593,627,1220
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,4,1,5
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,0,1,1
COROICO,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,3,3,6
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,3,5,8
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,2,0,2
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,336,379,715
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2013-05-01,1,3,4
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,4,5,9
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,2,4,6
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,20,28,48
HUACAYA (VILLA DE HUACAYA),diagnostico de egreso,otros en menores de 5 anos,2013-05-01,1,0,1
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,9,4,13
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2013-05-01,1,0,1
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,22,31,53
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,440,437,877
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,31,17,48
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,2,0,2
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,4,2,6
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,8,6,14
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,463,413,876
ORURO,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,42,37,79
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,5,4,9
PALOS BLANCOS,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,1,0,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,44,52,96
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,42,36,78
PUERTO RICO,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,0,1,1
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,2,7,9
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,9,9,18
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,13,20,33
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,67,44,111
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,40,24,64
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,3,1,4
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,7,11,18
SACABA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,23,28,51
SAN ANTONIO DE LOMERIO,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,0,2,2
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,2,4,6
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,3,2,5
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,0,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,40,48,88
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,1,0,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,1,3,4
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,3,2,5
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,0,4,4
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,8,3,11
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,1,1,2
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,0,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,401,332,733
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,0,1,1
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,3,4,7
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,2,2,4
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,69,64,133
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,0,3,3
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,111,74,185
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,0,1,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,13,25,38
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,86,57,143
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,17,12,29
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,2,1,3
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,3,7,10
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,2,4,6
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,11,6,17
WARNES,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,10,4,14
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,11,16,27
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2013-05-01,27,14,41
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,6,3,9
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,23,20,43
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,357,282,639
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,0,1,1
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,2,0,2
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,29,22,51
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,21,9,30
CAPINOTA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,0,1,1
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,9,11,20
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,3,5,8
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,10,7,17
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2013-06-01,16,15,31
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,5,0,5
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,113,118,231
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,637,449,1086
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,6,1,7
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,2,0,2
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,1,0,1
COROICO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,4,3,7
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,6,3,9
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,1,3,4
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,336,284,620
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2013-06-01,11,12,23
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,5,3,8
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,2,3,5
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,27,18,45
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,3,2,5
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,7,9,16
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,337,331,668
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,10,7,17
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,2,4,6
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,4,2,6
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,5,8,13
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,100,89,189
ORURO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,63,68,131
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,9,8,17
PALOS BLANCOS,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,1,0,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,51,43,94
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,38,32,70
PRESTO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,1,1,2
PUERTO RICO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,2,0,2
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,2,4,6
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,16,9,25
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,12,9,21
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,3,7,10
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,22,29,51
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,3,1,4
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,5,5,10
SACABA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,25,20,45
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,2,2,4
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,1,1,2
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,1,0,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,57,26,83
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,4,4,8
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,4,4,8
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,1,0,1
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,3,0,3
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,1,2,3
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,3,2,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,382,291,673
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,5,2,7
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,4,1,5
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,57,30,87
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,111,63,174
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,0,1,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,30,23,53
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2013-06-01,8,4,12
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,35,43,78
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,28,22,50
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,3,5,8
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,9,6,15
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,11,9,20
VINTO,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,1,4,5
WARNES,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,3,6,9
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,20,13,33
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,12,14,26
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2013-06-01,5,4,9
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,4,3,7
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,32,21,53
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,0,1,1
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,283,217,500
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,0,3,3
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,23,23,46
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,18,18,36
CAPINOTA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,1,1,2
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,12,6,18
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,2,6,8
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,9,7,16
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2013-07-01,19,17,36
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,1,2,3
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,130,142,272
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,763,566,1329
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,7,1,8
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,1,1,2
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,1,0,1
COROICO,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,4,1,5
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,1,5,6
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,2,3,5
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,227,213,440
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2013-07-01,3,10,13
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,2,3,5
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,2,1,3
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,27,17,44
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,2,0,2
JESUS DE MACHACA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,1,0,1
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,4,10,14
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,434,417,851
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,12,7,19
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,3,2,5
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,1,2,3
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,4,6,10
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,121,102,223
ORURO,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,50,49,99
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,6,2,8
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,70,70,140
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,49,38,87
PUERTO RICO,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,0,1,1
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,4,2,6
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,9,4,13
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,115,109,224
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,89,61,150
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,1,2,3
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,5,5,10
SACABA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,33,30,63
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,3,3,6
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,3,7,10
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,4,1,5
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,35,37,72
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,1,3,4
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,4,3,7
SAN RAMON SCZ,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,2,0,2
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,0,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,489,435,924
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,0,3,3
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,2,0,2
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,3,1,4
SORATA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,1,0,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,36,32,68
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,2,2,4
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,94,70,164
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,23,22,45
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2013-07-01,3,3,6
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,38,32,70
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,16,19,35
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,0,1,1
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,12,4,16
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,8,11,19
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,17,10,27
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,4,6,10
VINTO,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,1,0,1
WARNES,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,6,6,12
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,49,23,72
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2013-07-01,17,15,32
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,3,2,5
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,39,29,68
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,25,50,75
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,320,234,554
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,0,1
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,1,2
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,22,24,46
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,14,18,32
CAPINOTA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,2,1,3
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,9,10,19
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,4,4,8
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,5,7,12
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2013-08-01,14,20,34
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,3,4,7
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,24,16,40
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,559,454,1013
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,2,2,4
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,0,1
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,1,2
COROICO,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,4,6,10
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,3,4
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,2,2,4
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,243,222,465
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2013-08-01,3,7,10
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,3,1,4
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,23,25,48
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,0,1
JESUS DE MACHACA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,0,1
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,11,7,18
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,412,378,790
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,5,6,11
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,5,3,8
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,4,5
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,9,1,10
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,77,57,134
ORURO,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,42,32,74
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,9,4,13
PAILON,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,0,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,73,87,160
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,57,48,105
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,2,1,3
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,8,3,11
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,6,15,21
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,12,9,21
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,78,70,148
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,1,2
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,8,1,9
SACABA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,36,35,71
SACACA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,0,1,1
SAIPINA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,0,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,5,4,9
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,3,1,4
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,55,54,109
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,0,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,2,2,4
SAN JUAN DE YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,14,8,22
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,3,1,4
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,0,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,0,1
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,3,0,3
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,6,1,7
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,639,584,1223
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,5,6
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,0,2,2
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,36,38,74
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,91,86,177
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,26,20,46
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2013-08-01,5,6,11
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,53,38,91
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,20,16,36
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,2,1,3
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,10,4,14
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,3,7,10
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,4,6,10
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,12,7,19
VINTO,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,1,3,4
WARNES,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,3,5,8
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,45,54,99
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2013-08-01,23,16,39
