,group,variable,month,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,2,0,2
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,18,15,33
SAN LORENZO(PND),diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,1,0,1
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,22,8,30
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,1,1,2
SAN RAMON BENI,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,1,0,1
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,1,1,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,169,151,320
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,5,4,9
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,5,3,8
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,1,0,1
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,5,7,12
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,5,7,12
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,0,2,2
UMALA,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,0,1,1
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,0,1,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,1,2,3
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,5,4,9
VILLA SERRANO,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,20,27,47
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,6,4,10
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,8,1,9
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,2,3,5
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,4,3,7
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,0,4,4
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2013-04-01,7,6,13
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,1,1,2
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,2,1,3
BAURES,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,2,4,6
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,18,17,35
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,3,5,8
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,2,6,8
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,3,3,6
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,0,1,1
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,3,2,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,0,1,1
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,18,17,35
COCAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,2,2,4
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,86,55,141
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,1,1,2
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,3,1,4
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,4,7,11
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,50,46,96
EL PUENTE(STC),diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,13,5,18
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,2,1,3
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,8,9,17
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,8,8,16
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,1,0,1
INCAHUASI,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,0,1,1
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,8,6,14
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,30,35,65
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,9,6,15
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,4,1,5
MECAPACA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,3,9,12
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,2,3,5
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,320,242,562
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,24,16,40
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,1,2,3
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,4,4,8
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,1,1,2
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,18,8,26
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,52,34,86
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,5,2,7
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,3,0,3
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,15,21,36
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,8,6,14
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,4,4,8
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,3,2,5
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,8,3,11
SAN ANTONIO DE LOMERIO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,1,0,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,1,2,3
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,2,3,5
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,0,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,8,8,16
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,1,0,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,1,1,2
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,20,27,47
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,0,1,1
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,6,5,11
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,0,1,1
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,32,15,47
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,3,1,4
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,1,0,1
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,1,1,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,221,111,332
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,1,0,1
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,5,6,11
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,28,11,39
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,6,0,6
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,0,1,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,14,12,26
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,4,1,5
UMALA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,0,2,2
UNCIA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,0,1,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,0,2,2
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,8,8,16
VILLA SERRANO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,24,27,51
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,5,4,9
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,5,3,8
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,5,4,9
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,10,6,16
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,7,13,20
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2013-05-01,21,15,36
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,2,0,2
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,3,4,7
BELLA FLOR,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,2,0,2
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,38,25,63
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,0,1,1
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,0,2,2
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,6,1,7
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,3,5,8
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,2,2,4
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,1,1,2
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,0,1,1
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,8,6,14
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,25,17,42
COCAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,2,2,4
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,146,205,351
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,0,1,1
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,3,3,6
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,3,0,3
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,2,1,3
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,18,6,24
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,4,0,4
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,115,71,186
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,5,2,7
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,5,6,11
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,10,14,24
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,9,14,23
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,48,53,101
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,5,5,10
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,3,1,4
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,1,0,1
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,7,4,11
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,152,120,272
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,29,27,56
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,4,2,6
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,4,1,5
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,12,8,20
PORVENIR,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,0,1,1
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,58,27,85
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,2,1,3
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,5,3,8
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,6,4,10
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,8,16,24
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,7,6,13
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,2,3,5
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,5,4,9
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,24,7,31
SAN ANTONIO DE LOMERIO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,1,0,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,1,0,1
SAN BUENA VENTURA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,0,1,1
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,2,0,2
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,6,2,8
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,12,10,22
SAN JUAN DE YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,1,0,1
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,15,12,27
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,1,0,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,5,1,6
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,18,32,50
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,1,0,1
SAN RAMON BENI,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,1,0,1
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,1,1,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,113,112,225
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,13,9,22
SICA SICA (VILLA AROMA),diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,6,3,9
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,0,2,2
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,31,16,47
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,1,1,2
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,20,14,34
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,1,0,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,30,20,50
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,5,2,7
UMALA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,0,5,5
UNCIA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,14,10,24
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,0,1,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,1,1,2
VILLA SERRANO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,30,27,57
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,10,15,25
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,6,4,10
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,7,10,17
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,9,5,14
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,18,12,30
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,36,23,59
ZUDAÑEZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-06-01,1,0,1
ACHACACHI,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,2,2,4
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,2,2,4
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,0,1,1
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,7,5,12
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,6,4,10
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,48,27,75
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,2,4,6
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,3,5,8
CAPINOTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,0,1,1
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,4,2,6
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,5,5,10
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,4,1,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,5,2,7
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,2,2,4
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,34,17,51
COCAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,5,2,7
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,134,89,223
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,2,0,2
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,3,0,3
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,3,2,5
COTAGAITA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,0,1
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,7,5,12
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,2,4,6
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,88,69,157
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,20,19,39
ENTRE RIOS TRJ,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,2,3
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,17,8,25
GUANAY,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,2,0,2
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,10,8,18
GUTIERREZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,1,2
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,0,1,1
INCAHUASI,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,2,1,3
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,10,9,19
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,56,44,100
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,6,10,16
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,4,5
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,2,2,4
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,68,54,122
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,34,171,205
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,2,3
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,4,1,5
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,23,20,43
PORVENIR,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,3,4
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,42,25,67
PUERTO CARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,0,3,3
PUERTO RICO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,0,1
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,0,1
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,20,15,35
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,28,28,56
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,20,18,38
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,3,3,6
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,8,4,12
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,11,8,19
SAMAIPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,0,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,0,1
SAN BUENA VENTURA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,1,2
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,3,0,3
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,5,7,12
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,9,7,16
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,2,0,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,0,1,1
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,26,31,57
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,3,4
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,6,10,16
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,0,1
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,1,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,190,183,373
SANTA ROSA DEL SARA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,9,12,21
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,22,10,32
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,0,1,1
SORATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,0,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,2,9,11
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,0,2,2
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,36,23,59
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,3,1,4
TOMINA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,0,1
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,2,1,3
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,28,18,46
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,4,10,14
UMALA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,1,2
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,1,0,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,5,4,9
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,6,9,15
VILLA SERRANO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,36,34,70
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,32,24,56
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,3,6,9
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,2,3,5
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,12,9,21
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,15,22,37
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2013-07-01,17,7,24
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,3,0,3
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,2,2,4
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,10,8,18
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,4,6,10
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,46,24,70
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,0,2,2
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,2,1,3
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,14,4,18
CAPINOTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,1,0,1
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,3,8,11
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,2,0,2
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,2,2,4
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,4,1,5
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,22,26,48
COCAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,3,2,5
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,97,61,158
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,1,0,1
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,2,4,6
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,7,13,20
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,4,1,5
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,50,51,101
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,29,11,40
ENTRE RIOS TRJ,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,2,1,3
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,7,6,13
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,14,17,31
GUTIERREZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-08-01,1,1,2
