,group,variable,month,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2013-04-01,11,10,21
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2013-04-01,3,5,8
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-04-01,5,6,11
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2013-04-01,2,6,8
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-04-01,40,32,72
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2013-04-01,36,35,71
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,3,1,4
APOLO,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,6,2,8
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,1,1,2
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,4,8,12
BOYUIBE,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,0,1,1
CAMARGO,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,13,1,14
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,11,5,16
CAPINOTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,0,1,1
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,2,3,5
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,4,1,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,0,4,4
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,1,7,8
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,6,6,12
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,107,87,194
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,2,0,2
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,2,0,2
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,1,1,2
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,4,2,6
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,5,3,8
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,60,65,125
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,6,9,15
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,0,1,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,2,1,3
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,1,3,4
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,0,2,2
IRUPANA (VILLA DE LANZA),diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,2,0,2
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,3,2,5
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,74,70,144
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,9,12,21
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,0,1,1
MECAPACA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,3,5,8
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,7,7,14
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,61,100,161
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,42,27,69
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,0,1,1
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,0,1,1
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,0,1,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,21,20,41
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,50,34,84
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,1,2,3
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,7,4,11
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,6,5,11
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,34,29,63
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,5,2,7
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,1,2,3
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,3,3,6
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,15,9,24
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,1,0,1
SAMAIPATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,1,1,2
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,2,2,4
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,2,5,7
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,10,18,28
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,5,8,13
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,1,0,1
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,2,1,3
SAN RAFAEL,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,75,89,164
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,4,6,10
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,4,0,4
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,37,33,70
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,0,1,1
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,14,12,26
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,0,1,1
TOMINA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,0,3,3
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,1,2,3
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,5,1,6
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,6,10,16
UMALA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,1,0,1
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,2,1,3
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,1,2,3
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,3,1,4
VILLA SERRANO,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,4,3,7
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,12,4,16
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,9,2,11
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,1,5,6
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,4,0,4
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,15,13,28
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2013-05-01,7,7,14
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,1,2
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,0,1,1
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,2,1,3
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,6,7
BUENA VISTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,4,5
CAMARGO,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,12,6,18
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,6,6,12
CAPINOTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,5,1,6
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,2,1,3
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,0,1,1
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,3,1,4
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,3,4
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,3,0,3
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,16,17,33
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,65,49,114
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,0,1,1
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,2,1,3
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,1,2
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,2,3
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,1,2
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,6,7,13
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,156,103,259
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,6,3,9
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,2,3
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,2,3
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,0,1
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,2,3,5
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,33,38,71
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,8,1,9
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,0,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,7,1,8
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,30,25,55
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,45,32,77
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,0,1,1
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,2,3
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,16,10,26
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,32,20,52
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,0,2,2
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,6,7
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,6,5,11
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,6,3,9
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,4,1,5
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,3,1,4
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,2,3
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,9,5,14
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,0,1
SAMAIPATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,0,1,1
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,2,0,2
SAN BUENA VENTURA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,0,1,1
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,4,1,5
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,7,8,15
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,4,5,9
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,3,0,3
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,0,1,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,49,51,100
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,0,1
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,4,8,12
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,34,25,59
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,0,1
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,17,26,43
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,0,1,1
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,2,1,3
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,6,2,8
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,1,2
UMALA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,3,3,6
UNCIA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,40,21,61
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,1,2
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,2,0,2
VILLA SERRANO,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,0,1
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,7,3,10
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,6,3,9
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,3,1,4
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,1,0,1
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,8,11,19
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2013-06-01,43,24,67
APOLO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,4,2,6
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,2,0,2
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,1,2
BAURES,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,0,1
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,10,6,16
CAMARGO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,5,3,8
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,2,1,3
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,2,3
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,4,4,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,2,3
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,3,2,5
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,21,23,44
COCAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,2,0,2
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,68,40,108
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,0,1,1
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,1,2
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,0,1
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,6,3,9
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,4,2,6
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,72,39,111
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,7,5,12
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,2,1,3
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,2,1,3
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,0,2,2
INCAHUASI,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,2,0,2
JESUS DE MACHACA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,0,1
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,1,2
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,41,17,58
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,9,2,11
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,2,0,2
MOJINETE,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,0,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,4,4,8
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,56,36,92
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,25,21,46
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,2,1,3
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,0,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,18,21,39
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,24,27,51
PUERTO CARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,0,1
PUERTO RICO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,1,2
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,2,1,3
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,4,0,4
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,14,3,17
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,9,3,12
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,3,1,4
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,4,2,6
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,3,3,6
SAN ANTONIO DE LOMERIO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,0,1
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,0,3,3
SAN BUENA VENTURA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,1,2
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,5,4,9
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,3,0,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,10,11,21
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,1,2
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,3,1,4
SAN RAFAEL,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,1,2
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,0,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,2,0,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,39,64,103
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,2,1,3
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,0,1
SORATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,0,1
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,7,8,15
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,0,2,2
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,13,8,21
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,1,2
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,3,1,4
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,5,18,23
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,1,0,1
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,3,0,3
VILLA SERRANO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,3,1,4
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,5,4,9
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,4,2,6
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,4,3,7
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,3,2,5
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,22,5,27
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2013-07-01,10,6,16
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,2,0,2
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,9,8,17
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,1,3,4
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,2,2,4
BAURES,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,0,2,2
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,7,2,9
BOYUIBE,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,2,0,2
CAMARGO,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,2,2,4
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,8,8,16
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,3,0,3
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,3,0,3
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,3,5,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,1,2,3
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,0,1,1
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,20,8,28
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,44,29,73
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,1,2,3
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,6,2,8
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,1,1,2
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,50,32,82
EL PUENTE(TJA),diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,0,1,1
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,8,2,10
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,4,5,9
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,3,8,11
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,24,16,40
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,5,3,8
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,2,1,3
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,0,1,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,2,6,8
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,39,29,68
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,16,9,25
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,3,0,3
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,4,1,5
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,20,14,34
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,26,24,50
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,5,3,8
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,1,2,3
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,5,2,7
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,6,3,9
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,4,6,10
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,4,2,6
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,1,5,6
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,5,3,8
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,3,1,4
SAN BUENA VENTURA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,2,3,5
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,1,0,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,17,22,39
SAN JUAN DE YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,2,11,13
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,2,1,3
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,0,2,2
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,1,2,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,119,120,239
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,3,3,6
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,29,30,59
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,23,19,42
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,0,1,1
TINGUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,0,1,1
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,0,1,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,11,2,13
UMALA,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,1,1,2
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,0,1,1
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,2,0,2
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,0,2,2
VILLA SERRANO,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,0,1,1
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,1,1,2
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,4,2,6
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2013-08-01,5,6,11
