,group,variable,month,REPETIDAS A. < 15,REPETIDAS A. < 15,REPETIDAS B. 15 A 19,REPETIDAS B. 15 A 19,REPETIDAS C. 20 - 34,REPETIDAS C. 20 - 34,REPETIDAS D. 35 - 49,REPETIDAS D. 35 - 49,REPETIDAS E. 50 Y +,REPETIDAS E. 50 Y +,TOTALES
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2019-02-01,0,0,2,0,11,0,0,0,0,0,13
SANTIVAÑES,consultas prenatales,repetidas,2019-02-01,0,0,5,0,37,0,3,0,0,0,45
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2019-02-01,0,0,1,0,8,6,4,3,0,0,22
SAPAHAQUI,consultas prenatales,repetidas,2019-02-01,0,0,5,0,17,3,2,1,0,0,28
SENA,consultas prenatales,repetidas,2019-02-01,3,0,17,0,34,1,1,0,0,0,56
SHINAOTA,consultas prenatales,repetidas,2019-02-01,4,0,54,0,171,0,35,0,0,0,264
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2019-02-01,1,0,13,3,68,8,5,2,0,0,100
SICAYA,consultas prenatales,repetidas,2019-02-01,1,0,9,0,11,1,3,0,0,0,25
SIPE SIPE,consultas prenatales,repetidas,2019-02-01,0,0,96,1,362,4,43,1,0,0,507
SOPACHUY,consultas prenatales,repetidas,2019-02-01,0,0,7,1,22,1,8,2,0,0,41
SORACACHI,consultas prenatales,repetidas,2019-02-01,0,0,4,0,26,4,6,0,0,0,40
SORATA,consultas prenatales,repetidas,2019-02-01,0,0,19,0,57,2,10,0,0,0,88
SUCRE,consultas prenatales,repetidas,2019-02-01,6,0,312,4,1830,2,404,3,0,0,2561
TACACHI,consultas prenatales,repetidas,2019-02-01,0,0,2,0,1,0,0,0,0,0,3
TACACOMA,consultas prenatales,repetidas,2019-02-01,0,0,10,1,28,1,1,0,0,0,41
TACOBAMBA,consultas prenatales,repetidas,2019-02-01,0,0,5,1,11,11,5,3,0,0,36
TACOPAYA,consultas prenatales,repetidas,2019-02-01,2,0,3,0,12,2,4,0,0,0,23
TAHUA,consultas prenatales,repetidas,2019-02-01,0,0,1,0,0,1,1,1,0,0,4
TAPACARI,consultas prenatales,repetidas,2019-02-01,0,0,23,1,46,1,14,0,0,0,85
TARABUCO,consultas prenatales,repetidas,2019-02-01,0,0,15,0,32,4,11,4,0,0,66
TARACO,consultas prenatales,repetidas,2019-02-01,0,0,5,0,14,2,1,0,0,0,22
TARATA,consultas prenatales,repetidas,2019-02-01,0,0,14,0,33,0,8,0,0,0,55
TARIJA,consultas prenatales,repetidas,2019-02-01,7,3,201,73,1478,67,292,12,0,0,2133
TARVITA,consultas prenatales,repetidas,2019-02-01,0,0,21,4,26,5,10,3,0,0,69
TEOPONTE,consultas prenatales,repetidas,2019-02-01,1,0,17,0,56,1,8,0,0,0,83
TIAHUANACU,consultas prenatales,repetidas,2019-02-01,0,0,14,0,26,0,5,0,0,0,45
TINGUIPAYA,consultas prenatales,repetidas,2019-02-01,0,0,6,9,9,26,8,14,0,0,72
TIPUANI,consultas prenatales,repetidas,2019-02-01,0,0,6,0,36,0,7,0,0,0,49
TIQUIPAYA,consultas prenatales,repetidas,2019-02-01,4,0,78,6,288,21,39,4,0,0,440
TIRAQUE (CBBA),consultas prenatales,repetidas,2019-02-01,2,0,22,1,65,3,14,0,0,0,107
TOCO,consultas prenatales,repetidas,2019-02-01,1,0,11,0,26,0,2,0,0,0,40
TOLATA,consultas prenatales,repetidas,2019-02-01,0,1,8,0,42,1,3,0,0,0,55
TOLEDO,consultas prenatales,repetidas,2019-02-01,0,0,4,0,13,0,1,0,0,0,18
TOMAVE,consultas prenatales,repetidas,2019-02-01,0,0,12,1,23,11,8,0,0,0,55
TOMINA,consultas prenatales,repetidas,2019-02-01,0,0,11,0,18,2,4,1,0,0,36
TORO TORO,consultas prenatales,repetidas,2019-02-01,0,0,8,0,22,3,1,4,0,0,38
TOTORA(CBBA),consultas prenatales,repetidas,2019-02-01,0,0,26,4,76,7,5,0,0,0,118
TOTORA(ORR),consultas prenatales,repetidas,2019-02-01,0,0,4,0,14,1,1,0,0,0,20
TRIGAL,consultas prenatales,repetidas,2019-02-01,0,0,0,0,8,0,0,0,0,0,8
TRINIDAD,consultas prenatales,repetidas,2019-02-01,13,0,237,1,788,15,140,3,1,0,1198
TUPIZA,consultas prenatales,repetidas,2019-02-01,5,0,62,5,289,6,47,1,0,0,415
TURCO,consultas prenatales,repetidas,2019-02-01,0,0,1,0,9,0,2,0,0,0,12
UMALA,consultas prenatales,repetidas,2019-02-01,1,0,6,1,12,3,5,0,0,0,28
UNCIA,consultas prenatales,repetidas,2019-02-01,0,0,17,2,159,8,92,1,0,0,279
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2019-02-01,0,0,7,2,43,3,10,1,0,0,66
URUBICHA,consultas prenatales,repetidas,2019-02-01,0,0,10,0,20,0,3,0,0,0,33
UYUNI,consultas prenatales,repetidas,2019-02-01,2,0,56,3,145,13,31,2,0,0,252
VACAS,consultas prenatales,repetidas,2019-02-01,0,0,14,0,22,0,7,0,0,0,43
VALLEGRANDE,consultas prenatales,repetidas,2019-02-01,0,0,21,0,98,3,11,1,0,0,134
VIACHA,consultas prenatales,repetidas,2019-02-01,0,0,125,0,396,0,58,0,0,0,579
VILA VILA,consultas prenatales,repetidas,2019-02-01,0,0,4,0,7,3,2,0,0,0,16
VILLA CHARCAS,consultas prenatales,repetidas,2019-02-01,1,0,20,4,36,4,10,2,0,0,77
VILLA MONTES,consultas prenatales,repetidas,2019-02-01,7,0,61,1,201,1,32,1,0,0,304
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2019-02-01,0,0,2,0,4,0,0,0,0,0,6
VILLA RIVERO,consultas prenatales,repetidas,2019-02-01,3,0,17,0,29,0,4,0,0,0,53
VILLA SERRANO,consultas prenatales,repetidas,2019-02-01,1,0,10,5,26,6,4,7,0,0,59
VILLA TUNARI,consultas prenatales,repetidas,2019-02-01,7,1,157,2,523,8,90,4,0,0,792
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2019-02-01,0,0,13,1,27,2,8,0,0,0,51
VILLAZON,consultas prenatales,repetidas,2019-02-01,0,0,46,0,222,6,42,2,0,0,318
VINTO,consultas prenatales,repetidas,2019-02-01,2,0,74,4,311,28,39,1,0,0,459
VITICHI,consultas prenatales,repetidas,2019-02-01,0,0,9,1,15,1,3,2,0,0,31
WALDO BALLIVIAN,consultas prenatales,repetidas,2019-02-01,0,0,6,0,8,0,2,0,0,0,16
WARNES,consultas prenatales,repetidas,2019-02-01,13,0,236,0,726,5,119,0,0,0,1099
YACO,consultas prenatales,repetidas,2019-02-01,0,0,7,0,17,5,1,1,0,0,31
YACUIBA,consultas prenatales,repetidas,2019-02-01,4,0,95,4,483,6,462,1,0,0,1055
YAMPARAEZ,consultas prenatales,repetidas,2019-02-01,0,0,5,3,7,2,6,0,0,0,23
YANACACHI,consultas prenatales,repetidas,2019-02-01,0,0,1,0,20,0,2,0,0,0,23
YAPACANI,consultas prenatales,repetidas,2019-02-01,0,0,60,5,281,40,43,9,0,0,438
YOCALLA,consultas prenatales,repetidas,2019-02-01,1,0,9,0,28,3,3,0,0,0,44
YOTALA,consultas prenatales,repetidas,2019-02-01,0,0,9,1,35,0,6,0,0,0,51
YUNCHARA,consultas prenatales,repetidas,2019-02-01,0,0,4,5,7,12,1,5,0,0,34
ZUDAÑEZ,consultas prenatales,repetidas,2019-02-01,1,0,9,1,15,3,6,1,0,0,36
ACACIO,consultas prenatales,repetidas,2019-03-01,0,0,3,2,5,2,1,0,0,0,13
ACHACACHI,consultas prenatales,repetidas,2019-03-01,0,0,35,0,120,1,22,0,0,0,178
ACHOCALLA,consultas prenatales,repetidas,2019-03-01,3,0,15,1,124,1,22,2,0,0,168
AIQUILE,consultas prenatales,repetidas,2019-03-01,1,0,38,1,96,2,29,2,0,0,169
ALALAY,consultas prenatales,repetidas,2019-03-01,2,0,2,0,4,3,0,0,0,0,11
ALCALA,consultas prenatales,repetidas,2019-03-01,1,0,2,0,6,0,2,0,0,0,11
ALTO BENI,consultas prenatales,repetidas,2019-03-01,0,0,9,0,34,0,5,0,0,0,48
ANCORAIMES,consultas prenatales,repetidas,2019-03-01,0,0,7,0,23,0,2,0,0,0,32
ANDAMARCA,consultas prenatales,repetidas,2019-03-01,0,0,3,0,6,1,2,0,0,0,12
ANTEQUERA,consultas prenatales,repetidas,2019-03-01,0,0,4,0,6,0,0,0,0,0,10
ANZALDO,consultas prenatales,repetidas,2019-03-01,0,0,12,2,14,4,5,0,2,1,40
APOLO,consultas prenatales,repetidas,2019-03-01,0,1,25,2,62,12,12,4,0,0,118
ARAMPAMPA,consultas prenatales,repetidas,2019-03-01,0,0,0,2,6,5,1,4,0,0,18
ARANI,consultas prenatales,repetidas,2019-03-01,0,0,10,0,31,0,0,0,0,0,41
ARBIETO,consultas prenatales,repetidas,2019-03-01,0,0,24,0,112,0,26,0,0,0,162
ARQUE,consultas prenatales,repetidas,2019-03-01,0,0,12,0,26,0,12,0,0,0,50
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2019-03-01,4,0,40,0,157,0,40,0,0,0,241
ATOCHA,consultas prenatales,repetidas,2019-03-01,0,0,10,2,42,6,12,1,0,0,73
AUCAPATA,consultas prenatales,repetidas,2019-03-01,0,0,6,0,13,1,2,0,0,0,22
AYATA,consultas prenatales,repetidas,2019-03-01,0,0,8,0,5,0,2,0,0,0,15
AYO AYO,consultas prenatales,repetidas,2019-03-01,0,0,10,0,33,2,10,1,0,0,56
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2019-03-01,0,0,30,1,54,1,22,1,0,0,109
AZURDUY,consultas prenatales,repetidas,2019-03-01,0,0,11,5,18,8,7,5,0,0,54
BATALLAS,consultas prenatales,repetidas,2019-03-01,0,0,10,2,50,4,10,2,0,0,78
BAURES,consultas prenatales,repetidas,2019-03-01,0,0,5,1,18,2,1,1,0,0,28
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2019-03-01,0,0,1,0,2,2,0,0,0,0,5
BELEN DE URMIRI,consultas prenatales,repetidas,2019-03-01,0,0,0,1,0,2,0,0,0,0,3
BELLA FLOR,consultas prenatales,repetidas,2019-03-01,0,0,7,2,11,0,2,0,0,0,22
BERMEJO,consultas prenatales,repetidas,2019-03-01,0,0,48,0,250,1,47,0,1,0,347
BETANZOS,consultas prenatales,repetidas,2019-03-01,0,0,21,3,100,20,21,6,0,0,171
BOLIVAR,consultas prenatales,repetidas,2019-03-01,0,0,9,0,8,3,1,1,0,0,22
BOLPEBRA,consultas prenatales,repetidas,2019-03-01,1,0,1,1,2,1,0,0,0,0,6
BOYUIBE,consultas prenatales,repetidas,2019-03-01,1,0,7,0,14,1,3,0,0,0,26
BUENA VISTA,consultas prenatales,repetidas,2019-03-01,3,0,17,0,44,2,5,0,0,0,71
CABEZAS,consultas prenatales,repetidas,2019-03-01,3,0,52,4,108,1,13,0,0,0,181
CAIROMA,consultas prenatales,repetidas,2019-03-01,0,0,12,1,31,1,6,0,0,0,51
"CAIZA ""D""",consultas prenatales,repetidas,2019-03-01,1,0,9,0,25,3,5,1,0,0,44
CAJUATA,consultas prenatales,repetidas,2019-03-01,1,0,28,0,53,0,8,0,0,0,90
CALACOTO,consultas prenatales,repetidas,2019-03-01,0,0,0,2,3,5,0,3,0,0,13
CALAMARCA,consultas prenatales,repetidas,2019-03-01,0,0,11,0,43,3,11,1,0,0,69
CAMARGO,consultas prenatales,repetidas,2019-03-01,0,0,8,0,17,20,11,11,0,0,67
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2019-03-01,0,0,2,0,7,1,0,0,0,0,10
CAMIRI,consultas prenatales,repetidas,2019-03-01,0,0,71,1,222,4,33,1,0,0,332
CAPINOTA,consultas prenatales,repetidas,2019-03-01,0,0,39,1,109,0,27,0,0,0,176
CAQUIAVIRI,consultas prenatales,repetidas,2019-03-01,0,0,5,0,21,1,7,0,0,0,34
CARACOLLO,consultas prenatales,repetidas,2019-03-01,0,0,32,0,88,4,5,0,0,0,129
CARANAVI,consultas prenatales,repetidas,2019-03-01,1,0,64,0,261,0,52,0,0,0,378
CARAPARI,consultas prenatales,repetidas,2019-03-01,0,0,13,0,61,2,11,0,0,0,87
CARIPUYO,consultas prenatales,repetidas,2019-03-01,0,0,8,0,10,0,7,1,0,0,26
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2019-03-01,0,0,16,0,24,0,8,0,0,0,48
CATACORA,consultas prenatales,repetidas,2019-03-01,0,0,0,0,1,1,2,0,0,0,4
CHACARILLA,consultas prenatales,repetidas,2019-03-01,0,0,1,0,0,0,1,0,0,0,2
CHALLAPATA,consultas prenatales,repetidas,2019-03-01,2,0,39,1,124,5,31,4,1,0,207
CHAQUI,consultas prenatales,repetidas,2019-03-01,0,0,8,1,20,1,5,0,0,0,35
CHARAGUA,consultas prenatales,repetidas,2019-03-01,2,0,45,2,126,4,19,0,0,0,198
CHARAÑA,consultas prenatales,repetidas,2019-03-01,0,0,0,0,6,0,0,0,0,0,6
CHAYANTA,consultas prenatales,repetidas,2019-03-01,0,1,21,0,38,7,6,2,0,0,75
CHIMORE,consultas prenatales,repetidas,2019-03-01,3,0,57,4,224,7,23,1,0,0,319
CHIPAYA,consultas prenatales,repetidas,2019-03-01,0,0,0,0,12,0,0,0,0,0,12
CHOQUE COTA,consultas prenatales,repetidas,2019-03-01,0,0,1,0,1,2,0,0,0,0,4
CHUA COCANI,consultas prenatales,repetidas,2019-03-01,0,0,1,0,8,0,3,0,0,0,12
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2019-03-01,2,0,21,0,111,0,37,0,0,0,171
CHUMA,consultas prenatales,repetidas,2019-03-01,0,0,7,2,11,3,3,0,0,0,26
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2019-03-01,0,0,7,1,16,5,4,5,0,0,38
CKOCHAS,consultas prenatales,repetidas,2019-03-01,0,0,12,4,23,15,10,8,0,0,72
CLIZA,consultas prenatales,repetidas,2019-03-01,3,0,45,0,161,0,50,0,0,0,259
COBIJA,consultas prenatales,repetidas,2019-03-01,10,0,142,6,375,5,67,2,0,0,607
COCAPATA,consultas prenatales,repetidas,2019-03-01,0,0,11,9,30,14,9,9,0,0,82
COCHABAMBA,consultas prenatales,repetidas,2019-03-01,8,0,625,0,5066,14,1086,1,2,0,6802
COIPASA,consultas prenatales,repetidas,2019-03-01,0,0,1,0,1,0,0,0,0,0,2
COLCAPIRHUA,consultas prenatales,repetidas,2019-03-01,2,0,38,3,198,47,44,12,0,0,344
"COLCHA ""K""",consultas prenatales,repetidas,2019-03-01,0,0,5,0,49,0,10,0,0,0,64
COLLANA,consultas prenatales,repetidas,2019-03-01,0,0,1,0,8,0,1,0,0,0,10
COLOMI,consultas prenatales,repetidas,2019-03-01,2,0,54,0,157,0,27,1,0,0,241
COLPA BELGICA,consultas prenatales,repetidas,2019-03-01,0,0,6,0,27,0,2,0,0,0,35
COLQUECHACA,consultas prenatales,repetidas,2019-03-01,1,0,52,2,97,12,36,3,0,0,203
COLQUENCHA,consultas prenatales,repetidas,2019-03-01,0,0,9,0,47,1,4,0,0,0,61
COLQUIRI,consultas prenatales,repetidas,2019-03-01,0,0,11,1,42,2,3,0,0,0,59
COMANCHE,consultas prenatales,repetidas,2019-03-01,0,0,0,0,6,0,0,0,0,0,6
COMARAPA,consultas prenatales,repetidas,2019-03-01,3,0,42,0,108,1,20,0,0,0,174
COMBAYA,consultas prenatales,repetidas,2019-03-01,0,0,0,0,4,0,0,1,0,0,5
CONCEPCION,consultas prenatales,repetidas,2019-03-01,4,1,48,2,100,5,17,1,0,0,178
COPACABANA,consultas prenatales,repetidas,2019-03-01,0,0,10,0,46,2,5,0,0,0,63
CORIPATA,consultas prenatales,repetidas,2019-03-01,0,0,35,0,79,0,11,0,0,0,125
CORO CORO,consultas prenatales,repetidas,2019-03-01,0,0,5,0,22,1,5,4,0,0,37
COROICO,consultas prenatales,repetidas,2019-03-01,1,0,11,0,61,1,14,0,0,0,88
CORQUE,consultas prenatales,repetidas,2019-03-01,1,0,2,0,11,0,6,0,0,0,20
COTAGAITA,consultas prenatales,repetidas,2019-03-01,0,0,20,3,58,4,15,1,0,0,101
COTOCA,consultas prenatales,repetidas,2019-03-01,4,0,121,0,410,12,52,0,0,0,599
CRUZ DE MACHACAMARCA,consultas prenatales,repetidas,2019-03-01,0,0,1,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,consultas prenatales,repetidas,2019-03-01,1,0,14,1,70,4,14,0,0,0,104
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2019-03-01,0,0,2,0,7,0,1,0,0,0,10
CUEVO,consultas prenatales,repetidas,2019-03-01,0,0,3,1,8,3,5,0,0,0,20
CULPINA,consultas prenatales,repetidas,2019-03-01,1,0,20,2,55,5,17,0,0,0,100
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2019-03-01,0,0,10,0,16,0,4,0,0,0,30
CURVA,consultas prenatales,repetidas,2019-03-01,0,0,3,0,9,2,1,0,0,0,15
DESAGUADERO,consultas prenatales,repetidas,2019-03-01,0,0,4,0,31,0,3,0,0,0,38
EL ALTO,consultas prenatales,repetidas,2019-03-01,4,1,829,166,4754,904,948,123,0,0,7729
EL CHORO,consultas prenatales,repetidas,2019-03-01,0,0,3,0,7,3,0,0,0,0,13
EL PUENTE(STC),consultas prenatales,repetidas,2019-03-01,2,0,17,0,41,0,4,0,0,0,64
EL PUENTE(TJA),consultas prenatales,repetidas,2019-03-01,1,0,12,2,32,1,5,0,0,0,53
EL TORNO,consultas prenatales,repetidas,2019-03-01,13,0,83,3,374,8,71,2,0,0,554
EL VILLAR,consultas prenatales,repetidas,2019-03-01,0,0,5,0,14,2,0,0,0,0,21
ENTRE RIOS TRJ,consultas prenatales,repetidas,2019-03-01,2,0,19,2,64,6,17,0,0,0,110
ENTRE RIOS CBBA,consultas prenatales,repetidas,2019-03-01,4,0,101,2,313,1,39,0,0,0,460
ESCOMA,consultas prenatales,repetidas,2019-03-01,1,0,7,0,17,0,7,0,0,0,32
ESMERALDA,consultas prenatales,repetidas,2019-03-01,0,0,0,0,1,0,0,0,0,0,1
EUCALIPTUS,consultas prenatales,repetidas,2019-03-01,0,0,4,0,18,0,3,0,0,0,25
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2019-03-01,0,0,3,0,2,0,2,0,0,0,7
EXALTACION,consultas prenatales,repetidas,2019-03-01,0,0,4,0,4,0,2,0,0,0,10
FERNANDEZ ALONSO,consultas prenatales,repetidas,2019-03-01,2,0,16,0,56,0,15,0,0,0,89
FILADELFIA,consultas prenatales,repetidas,2019-03-01,0,0,17,0,16,0,5,0,0,0,38
GENERAL SAAVEDRA,consultas prenatales,repetidas,2019-03-01,1,0,21,0,51,0,6,0,0,0,79
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2019-03-01,0,0,3,1,10,1,2,0,0,0,17
GUANAY,consultas prenatales,repetidas,2019-03-01,1,0,23,0,47,0,5,0,0,0,76
GUAQUI,consultas prenatales,repetidas,2019-03-01,0,0,5,0,16,0,4,0,0,0,25
GUAYARAMERIN,consultas prenatales,repetidas,2019-03-01,6,0,93,0,253,0,29,0,0,0,381
GUTIERREZ,consultas prenatales,repetidas,2019-03-01,1,0,23,1,41,0,4,1,0,0,71
HUACARETA,consultas prenatales,repetidas,2019-03-01,2,3,16,0,25,1,7,0,0,0,54
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2019-03-01,0,0,2,2,4,1,3,0,0,0,12
HUACHACALLA,consultas prenatales,repetidas,2019-03-01,0,0,3,0,1,0,0,0,0,0,4
HUANUNI,consultas prenatales,repetidas,2019-03-01,0,0,20,1,88,0,13,1,0,0,123
HUARACAJE,consultas prenatales,repetidas,2019-03-01,0,0,10,0,14,0,2,0,0,0,26
HUARINA,consultas prenatales,repetidas,2019-03-01,1,0,3,0,14,4,4,3,0,0,29
HUATAJATA,consultas prenatales,repetidas,2019-03-01,0,0,3,0,5,0,1,0,0,0,9
HUAYLLAMARCA,consultas prenatales,repetidas,2019-03-01,0,0,2,0,4,0,3,0,0,0,9
HUMANATA,consultas prenatales,repetidas,2019-03-01,0,0,3,1,2,0,1,0,0,0,7
ICHOCA,consultas prenatales,repetidas,2019-03-01,0,0,1,2,8,3,2,1,0,0,17
ICLA,consultas prenatales,repetidas,2019-03-01,0,0,3,0,11,5,5,2,0,0,26
INCAHUASI,consultas prenatales,repetidas,2019-03-01,1,0,6,7,21,11,9,3,0,0,58
INGAVI (HUMAITA),consultas prenatales,repetidas,2019-03-01,2,0,3,0,7,0,3,0,0,0,15
INQUISIVI,consultas prenatales,repetidas,2019-03-01,0,0,13,0,18,1,8,0,0,0,40
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2019-03-01,1,0,20,0,48,1,8,0,0,0,78
IXIAMAS,consultas prenatales,repetidas,2019-03-01,1,0,21,1,34,1,4,0,0,0,62
JESUS DE MACHACA,consultas prenatales,repetidas,2019-03-01,0,0,8,0,22,0,6,0,0,0,36
LA ASUNTA,consultas prenatales,repetidas,2019-03-01,2,0,53,2,198,1,24,0,0,0,280
LA GUARDIA,consultas prenatales,repetidas,2019-03-01,6,0,172,0,620,1,107,0,2,0,908
LA PAZ,consultas prenatales,repetidas,2019-03-01,10,1,474,0,4372,15,1149,7,45,0,6073
LAGUNILLAS,consultas prenatales,repetidas,2019-03-01,1,0,7,4,22,1,6,1,0,0,42
LAJA,consultas prenatales,repetidas,2019-03-01,2,0,17,2,66,2,4,0,0,0,93
LAS CARRERAS,consultas prenatales,repetidas,2019-03-01,0,0,1,0,4,0,3,1,0,0,9
LICOMA PAMPA,consultas prenatales,repetidas,2019-03-01,0,0,1,0,7,0,2,0,0,0,10
LLALLAGUA,consultas prenatales,repetidas,2019-03-01,1,0,87,1,243,9,49,0,0,0,390
LLICA,consultas prenatales,repetidas,2019-03-01,0,0,6,0,8,2,1,0,0,0,17
LORETO,consultas prenatales,repetidas,2019-03-01,0,0,6,1,4,0,1,0,0,0,12
LURIBAY,consultas prenatales,repetidas,2019-03-01,0,0,3,1,25,0,1,1,0,0,31
MACHACAMARCA,consultas prenatales,repetidas,2019-03-01,0,0,1,0,14,0,3,0,0,0,18
MACHARETI,consultas prenatales,repetidas,2019-03-01,0,0,6,0,18,1,0,0,0,0,25
MAGDALENA,consultas prenatales,repetidas,2019-03-01,0,0,19,0,73,0,6,0,0,0,98
MAIRANA,consultas prenatales,repetidas,2019-03-01,3,1,23,0,57,0,15,0,0,0,99
MALLA,consultas prenatales,repetidas,2019-03-01,0,0,1,0,1,1,1,0,0,0,4
MAPIRI,consultas prenatales,repetidas,2019-03-01,2,0,34,0,118,0,16,0,0,0,170
MECAPACA,consultas prenatales,repetidas,2019-03-01,0,0,17,1,42,2,8,0,0,0,70
MINEROS,consultas prenatales,repetidas,2019-03-01,3,0,41,0,106,0,18,0,0,0,168
MIZQUE,consultas prenatales,repetidas,2019-03-01,1,0,47,4,101,0,25,2,0,0,180
MOCOMOCO,consultas prenatales,repetidas,2019-03-01,1,0,10,2,17,5,1,1,0,0,37
MOJINETE,consultas prenatales,repetidas,2019-03-01,0,0,1,0,1,0,0,1,0,0,3
MOJOCOYA,consultas prenatales,repetidas,2019-03-01,0,0,6,0,10,0,3,0,0,0,19
MONTEAGUDO,consultas prenatales,repetidas,2019-03-01,1,1,31,0,117,2,28,2,0,0,182
MONTERO,consultas prenatales,repetidas,2019-03-01,3,0,232,3,871,9,162,1,0,0,1281
MORO MORO,consultas prenatales,repetidas,2019-03-01,0,0,6,0,8,2,2,1,0,0,19
MOROCHATA,consultas prenatales,repetidas,2019-03-01,0,0,8,3,24,4,8,10,0,0,57
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2019-03-01,2,0,12,0,10,0,2,0,0,0,26
NAZACARA DE PACAJES,consultas prenatales,repetidas,2019-03-01,0,0,0,0,2,0,0,0,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2019-03-01,0,0,2,0,7,0,0,0,0,0,9
OCURI,consultas prenatales,repetidas,2019-03-01,0,0,12,1,25,6,17,7,0,0,68
OKINAWA,consultas prenatales,repetidas,2019-03-01,4,0,23,0,53,0,6,0,0,0,86
OMEREQUE,consultas prenatales,repetidas,2019-03-01,0,0,4,0,17,0,6,0,0,0,27
ORURO,consultas prenatales,repetidas,2019-03-01,10,0,354,4,2053,100,377,15,0,0,2913
PADCAYA,consultas prenatales,repetidas,2019-03-01,0,0,10,0,48,2,16,1,0,0,77
PADILLA,consultas prenatales,repetidas,2019-03-01,0,0,18,0,48,3,7,1,0,0,77
PAILON,consultas prenatales,repetidas,2019-03-01,2,0,59,3,129,3,20,0,0,0,216
PALCA,consultas prenatales,repetidas,2019-03-01,2,0,19,2,37,2,3,0,0,0,65
PALOS BLANCOS,consultas prenatales,repetidas,2019-03-01,4,0,36,0,96,0,21,0,0,0,157
PAMPA AULLAGAS,consultas prenatales,repetidas,2019-03-01,0,0,9,0,5,0,1,1,0,0,16
PAMPA GRANDE,consultas prenatales,repetidas,2019-03-01,1,0,10,1,42,0,6,0,0,0,60
PAPEL PAMPA,consultas prenatales,repetidas,2019-03-01,0,0,5,0,11,4,7,0,0,0,27
PASORAPA,consultas prenatales,repetidas,2019-03-01,0,0,2,0,0,3,1,0,0,0,6
PATACAMAYA,consultas prenatales,repetidas,2019-03-01,1,0,30,0,109,1,19,0,0,0,160
PAZÑA,consultas prenatales,repetidas,2019-03-01,0,0,7,1,6,1,4,2,0,0,21
PELECHUCO,consultas prenatales,repetidas,2019-03-01,0,0,8,0,22,0,4,0,0,0,34
POCOATA,consultas prenatales,repetidas,2019-03-01,0,0,10,15,36,25,4,9,0,0,99
POCONA,consultas prenatales,repetidas,2019-03-01,1,0,9,0,35,1,7,0,0,0,53
POJO (CBBA),consultas prenatales,repetidas,2019-03-01,0,0,12,0,29,0,8,0,0,0,49
POOPO,consultas prenatales,repetidas,2019-03-01,0,0,7,0,23,0,1,1,0,0,32
PORCO,consultas prenatales,repetidas,2019-03-01,0,0,19,1,59,0,4,0,0,0,83
POROMA,consultas prenatales,repetidas,2019-03-01,1,0,22,5,31,11,11,7,0,0,88
PORONGO,consultas prenatales,repetidas,2019-03-01,1,0,11,3,35,1,8,0,0,0,59
PORTACHUELO,consultas prenatales,repetidas,2019-03-01,5,0,42,0,109,0,17,0,0,0,173
PORVENIR,consultas prenatales,repetidas,2019-03-01,0,0,8,0,26,0,2,0,0,0,36
POSTRER VALLE,consultas prenatales,repetidas,2019-03-01,0,0,1,1,2,0,1,0,0,0,5
POTOSI,consultas prenatales,repetidas,2019-03-01,9,0,273,22,1202,67,293,20,0,0,1886
PRESTO,consultas prenatales,repetidas,2019-03-01,0,0,1,2,16,5,10,4,0,0,38
PUCARA,consultas prenatales,repetidas,2019-03-01,0,0,1,0,2,0,0,0,0,0,3
PUCARANI,consultas prenatales,repetidas,2019-03-01,0,0,35,1,99,1,15,0,0,0,151
PUERTO ACOSTA,consultas prenatales,repetidas,2019-03-01,0,0,8,0,20,1,3,1,0,0,33
PUERTO CARABUCO,consultas prenatales,repetidas,2019-03-01,0,0,7,2,28,7,1,3,0,0,48
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2019-03-01,1,0,13,1,23,1,5,1,0,0,45
PUERTO PEREZ,consultas prenatales,repetidas,2019-03-01,0,0,5,1,9,1,4,0,0,0,20
PUERTO QUIJARRO,consultas prenatales,repetidas,2019-03-01,2,0,21,0,35,0,1,0,0,0,59
