,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES,TOTALES
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,3,1,1,2,4,3,7
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,2,0,0,0,2,0,2
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,30,24,33,23,63,47,110
LLALLAGUA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,0,0,1,0,1,0,1
MAGDALENA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,2,0,0,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,5,0,9,0,14,0,14
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,5,1,1,1,6,2,8
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,2,1,5,0,7,1,8
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,1,1,2,1,3,2,5
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,5,2,2,0,7,2,9
REYES,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,2,0,1,1,3,1,4
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,6,3,18,5,24,8,32
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,2,1,2,1,4,2,6
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,1,1,0,0,1,1,2
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,4,2,4,2,8,4,12
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,2,0,1,0,3,0,3
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,6,2,2,1,8,3,11
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,1,1,0,0,1,1,2
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,1,0,0,0,1,0,1
SENA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,1,1,0,0,1,1,2
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,1,0,1,0,2,0,2
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,4,0,0,0,4,0,4
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,11,6,6,7,17,13,30
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,2,0,0,0,2,0,2
BAURES,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,0,1,0,1,0,2,2
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,3,1,3,2,6,3,9
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,0,1,0,0,0,1,1
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,1,0,1,0,2,0,2
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,0,0,1,1,1,1,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,0,2,0,1,0,3,3
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,0,1,0,0,0,1,1
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,0,0,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,1,1,0,0,1,1,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,8,3,18,4,26,7,33
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,1,1,0,0,1,1,2
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,1,0,1,0,2,0,2
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,2,0,0,0,2,0,2
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,2,1,0,0,2,1,3
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,8,1,13,0,21,1,22
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,1,1,0,0,1,1,2
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,0,0,2,0,2,0,2
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,10,1,2,4,12,5,17
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,7,0,6,0,13,0,13
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,0,1,1,1,1,2,3
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,0,1,0,0,0,1,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,6,0,1,0,7,0,7
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,6,10,30,24,36,34,70
MAGDALENA,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,3,0,0,0,3,0,3
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,4,0,10,1,14,1,15
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,0,4,1,4,1,8,9
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,1,0,1,0,2,0,2
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,2,1,1,0,3,1,4
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,7,1,1,0,8,1,9
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,2,0,1,0,3,0,3
REYES,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,1,0,3,0,4,0,4
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,4,3,4,0,8,3,11
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,0,0,1,1,1,1,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,3,1,1,1,4,2,6
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,1,0,1,0,2,0,2
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,1,0,1,1,2,1,3
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,0,0,1,0,1,0,1
SENA,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,1,1,0,0,1,1,2
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,0,1,0,0,0,1,1
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,0,1,0,0,0,1,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2013-09-01,4,2,5,0,9,2,11
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,0,2,0,3,0,3
AZURDUY,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,0,1,0,2,0,2
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,3,4,0,0,3,4,7
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,0,1,0,1,0,2,2
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,2,0,2,1,4,1,5
BUENA VISTA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,2,0,0,0,2,0,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,1,1,2,2,3,5
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,4,0,0,1,4,5
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,1,4,1,5,2,7
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,1,0,0,1,1,2
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,3,0,1,0,4,0,4
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,2,1,0,0,2,1,3
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,1,1,0,2,1,3
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,9,0,8,1,17,1,18
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,0,1,1,2,1,3
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,5,4,7,2,12,6,18
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,6,0,4,0,10,0,10
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,0,1,0,0,0,1,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,1,1,0,2,1,3
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,12,13,6,10,18,23,41
MAGDALENA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,0,0,2,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,0,1,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,1,0,1,1,2,3
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,5,1,1,0,6,1,7
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,3,1,1,0,4,1,5
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,0,0,3,2,3,2,5
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,3,1,0,0,3,1,4
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,0,2,0,3,0,3
REYES,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,2,1,0,0,2,1,3
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,1,2,0,3,1,4
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,2,0,2,1,4,5
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,2,0,0,0,2,0,2
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,7,1,3,0,10,1,11
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,1,2,2,3,3,6
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,0,1,0,1,0,2,2
SENA,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,0,2,0,0,0,2,2
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,1,0,1,1,2,3
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,3,7,2,2,5,9,14
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2013-10-01,1,0,0,0,1,0,1
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,0,1,0,2,0,2
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,4,0,0,0,4,0,4
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,0,0,0,1,0,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,4,0,2,0,6,0,6
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,2,1,0,0,2,1,3
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,0,0,2,0,2,0,2
BUENA VISTA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,0,0,0,1,0,1
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,1,1,0,2,1,3
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,0,1,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,0,6,0,5,0,11,11
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,4,3,2,1,6,4,10
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,2,0,1,1,3,1,4
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,0,0,0,1,0,1
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,0,0,0,1,0,1,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,8,0,12,1,20,1,21
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,0,0,1,0,1,0,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,0,2,0,3,0,3
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,4,0,3,0,7,0,7
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,0,1,0,2,0,2
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,0,1,0,0,0,1,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,3,0,2,0,5,0,5
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,11,9,12,12,23,21,44
MAGDALENA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,0,0,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,3,1,1,1,4,2,6
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,1,2,2,3,3,6
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,2,0,2,0,4,0,4
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,0,1,0,2,0,2
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,8,3,12,1,20,4,24
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,2,0,0,0,2,0,2
REYES,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,4,1,3,1,7,2,9
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,3,0,1,0,4,0,4
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,7,0,3,0,10,0,10
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,0,0,2,0,2,0,2
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,2,0,5,1,7,1,8
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,0,1,0,0,0,1,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,2,2,2,0,4,2,6
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,0,0,0,1,0,1
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,0,0,0,1,0,1
SENA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,0,0,1,1,1,2
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,0,2,0,3,0,3
SUCRE,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,1,0,0,0,1,0,1
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,0,1,1,0,1,1,2
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2013-11-01,3,2,3,4,6,6,12
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,2,3,2,1,4,4,8
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,4,1,6,1,10,2,12
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,1,0,1,0,2,0,2
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,0,0,2,0,2,0,2
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,1,1,0,0,1,1,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,1,3,0,0,1,3,4
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,0,0,4,3,4,3,7
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,1,1,2,1,3,2,5
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,1,0,0,0,1,0,1
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,1,0,1,0,2,0,2
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,11,2,10,2,21,4,25
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,2,1,2,0,4,1,5
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,2,0,0,0,2,0,2
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,2,0,1,0,3,0,3
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,1,1,1,2,2,3,5
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,1,0,0,0,1,0,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,12,12,16,13,28,25,53
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,3,1,2,1,5,2,7
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,1,0,1,0,2,0,2
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,4,0,2,0,6,0,6
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,0,1,2,0,2,1,3
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,1,0,0,0,1,0,1
REYES,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,0,1,2,1,2,2,4
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,3,0,4,0,7,0,7
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,2,0,1,0,3,0,3
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,0,1,0,0,0,1,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,7,2,14,5,21,7,28
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,1,0,0,0,1,0,1
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,0,1,0,0,0,1,1
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,0,1,0,0,0,1,1
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,0,0,0,3,0,3,3
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2013-12-01,1,2,2,0,3,2,5
