municipality,group,variable,month,Cirugías medianas y mayores,TOTAL
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,24,24
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,15,15
BAURES,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,2,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,31,31
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,2,2
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,25,25
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,53,53
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,37,37
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,9,9
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,7,7
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2009-05-01,1,1
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,126,126
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,2886,2886
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,56,56
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,11,11
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,11,11
COROICO,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,14,14
COTAGAITA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,1,1
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,14,14
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,7,7
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,785,785
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,14,14
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,49,49
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,2595,2595
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,54,54
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,1,1
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,6,6
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,40,40
ORURO,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,580,580
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,11,11
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,5,5
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,31,31
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,215,215
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,3,3
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,13,13
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,25,25
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,48,48
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,45,45
REYES,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,2,2
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,289,289
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,13,13
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,6,6
SACABA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,81,81
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,1,1
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,33,33
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,6,6
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,21,21
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,4,4
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,49,49
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2009-05-01,11,11
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,27,27
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,38,38
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,26,26
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,1,1
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,12,12
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,4,4
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,3,3
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,16,16
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,3621,3621
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,69,69
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,2,2
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,761,761
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,16,16
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,477,477
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,1,1
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2009-05-01,10,10
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,179,179
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,22,22
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,32,32
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,13,13
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,55,55
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,47,47
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,23,23
VINTO,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,4,4
WARNES,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,27,27
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,109,109
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,6,6
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,11,11
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,27,27
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,17,17
BAURES,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,2,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,40,40
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,30,30
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,84,84
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,3,3
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,34,34
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,11,11
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,12,12
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2009-06-01,2,2
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,133,133
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,2927,2927
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,65,65
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,10,10
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,8,8
COROICO,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,14,14
COTAGAITA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,1,1
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,17,17
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,13,13
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,712,712
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,5,5
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,35,35
JESUS DE MACHACA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,7,7
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,2749,2749
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,59,59
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,2,2
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,7,7
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,25,25
OCURI,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,1,1
OMEREQUE,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,15,15
ORURO,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,418,418
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,17,17
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,14,14
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,56,56
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,198,198
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,3,3
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,17,17
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,34,34
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,62,62
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,64,64
REYES,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,8,8
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,297,297
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,8,8
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,6,6
SACABA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,69,69
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,3,3
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,38,38
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,11,11
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,24,24
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,7,7
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,48,48
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2009-06-01,6,6
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,36,36
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,15,15
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,15,15
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,21,21
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,17,17
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,4,4
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,16,16
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,3163,3163
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,3,3
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,1,1
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,813,813
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,9,9
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,478,478
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,7,7
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2009-06-01,20,20
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,339,339
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,13,13
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,42,42
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,20,20
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,75,75
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,54,54
VINTO,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,23,23
WARNES,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,56,56
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,100,100
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,14,14
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2009-06-01,2,2
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,11,11
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,31,31
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,8,8
BAURES,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,51,51
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,1,1
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,6,6
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,57,57
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,1,1
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,42,42
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,10,10
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,8,8
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,146,146
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,3216,3216
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,79,79
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,6,6
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,17,17
COROICO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,11,11
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,10,10
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,31,31
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,799,799
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,18,18
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,67,67
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,2997,2997
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,42,42
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,4,4
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,11,11
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,25,25
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,136,136
ORURO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,714,714
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,18,18
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,13,13
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,82,82
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,205,205
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,1,1
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,3,3
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,21,21
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,27,27
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,63,63
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,54,54
REYES,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,6,6
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,129,129
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,63,63
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,9,9
SACABA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,42,42
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,1,1
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,8,8
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,28,28
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,6,6
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,20,20
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,12,12
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,102,102
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2009-07-01,12,12
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,26,26
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,19,19
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,29,29
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,12,12
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,7,7
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,2,2
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,11,11
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,3964,3964
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,1,1
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,4,4
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,890,890
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,12,12
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,438,438
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,2,2
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2009-07-01,29,29
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,302,302
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,26,26
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,8,8
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,29,29
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,24,24
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,78,78
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,48,48
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,19,19
VINTO,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,21,21
WARNES,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,32,32
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,86,86
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,8,8
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2009-07-01,3,3
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,5,5
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,46,46
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,9,9
BAURES,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,2,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,38,38
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,21,21
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,67,67
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,37,37
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,11,11
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,9,9
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,79,79
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,2832,2832
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,81,81
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,8,8
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,8,8
COROICO,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,10,10
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,7,7
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,5,5
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,812,812
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,20,20
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,42,42
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,2825,2825
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,38,38
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,1,1
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,5,5
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,26,26
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,146,146
OCURI,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,2,2
ORURO,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,696,696
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,9,9
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,18,18
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,43,43
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,232,232
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,1,1
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,5,5
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,16,16
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,28,28
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,63,63
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,22,22
REYES,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,7,7
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,114,114
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,10,10
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,7,7
SACABA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,68,68
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,2,2
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,24,24
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,3,3
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,31,31
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,8,8
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,48,48
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2009-08-01,8,8
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,29,29
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,20,20
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,15,15
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,8,8
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,13,13
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,5,5
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,3,3
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,18,18
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,3855,3855
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,2,2
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,2,2
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,905,905
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,7,7
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,228,228
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,4,4
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2009-08-01,18,18
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,311,311
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,29,29
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,14,14
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,40,40
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,19,19
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,65,65
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,4,4
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,30,30
VINTO,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,20,20
WARNES,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,36,36
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,122,122
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-08-01,9,9
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,4,4
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,16,16
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,5,5
BAURES,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,32,32
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,21,21
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,67,67
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,26,26
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,8,8
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,10,10
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2009-09-01,1,1
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2009-09-01,127,127
