,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2022-07-01,11,2,7,4,18,6
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2022-07-01,1,0,1,0,2,0
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,6,2,2,1,8,3
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,0,1,0,1,0,2
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,0,0,1,0,1,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,1,2,0,3,1
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,0,1,0,2,0
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,0,2,1,1,1,3
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,10,9,3,5,13,14
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,0,1,1,2,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,2,0,0,1,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,13,3,13,5,26,8
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,0,0,0,1,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,1,0,1,1,2
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,15,0,13,0,28,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,5,0,3,0,8,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,5,0,3,0,8,0
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,0,0,1,0,1,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,5,3,5,5,10,8
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,0,0,1,0,1,0
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,2,1,3,2,5,3
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,0,1,5,3,5,4
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,3,1,3,0,6,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,15,9,4,0,19,9
MIZQUE,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,0,0,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,2,0,1,1,3,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,3,5,3,6,6
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,0,0,3,4,3,4
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,0,0,0,1,0
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,1,0,0,1,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,2,2,0,0,2,2
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,0,0,1,0,1,0
REYES,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,0,1,0,2,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,11,3,11,1,22,4
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,0,0,1,1,1
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,0,1,0,0,0,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,7,1,5,1,12,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,0,1,0,2,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,9,1,3,2,12,3
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,0,1,0,2,0
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,0,1,0,2,0
SENA,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,1,3,0,4,1
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,2,2,0,0,2,2
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,0,1,0,2,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,9,1,8,1,17,2
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,0,1,0,2,0
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2022-08-01,1,0,0,0,1,0
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,1,1,5,2,6,3
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,1,0,0,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,3,1,0,2,3,3
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,1,0,0,0,1,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,1,0,0,1,1,1
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,2,0,1,0,3,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,5,6,3,6,8,12
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,2,2,2,1,4,3
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,2,4,0,0,2,4
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,7,3,10,2,17,5
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,1,0,2,0,3,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,0,0,1,0,1,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,15,4,7,0,22,4
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,2,1,0,0,2,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,7,0,7,0,14,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,1,0,1,0,2,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,0,1,4,1,4,2
GRAL. J.J. PEREZ (CHARAZANI),leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,1,1,0,0,1,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,1,1,5,2,6,3
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,12,10,16,10,28,20
MAPIRI,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,1,0,0,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,0,2,0,2,0,4
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,1,0,1,1,2,1
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,0,1,1,1,1,2
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,0,0,1,0,1,0
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,2,0,3,1,5,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,2,1,2,2,4,3
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,8,2,4,1,12,3
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,1,0,1,0,2,0
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,0,0,0,1,0,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,4,1,3,1,7,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,1,0,1,0,2,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,17,2,11,0,28,2
SAN IGNACIO DE VELASCO,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,16,0,2,0,18,0
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,0,1,0,1,0,2
SAN PEDRO(PND),leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,1,0,0,0,1,0
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,0,1,0,0,0,1
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,1,1,0,0,1,1
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,1,1,1,0,2,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,10,2,13,1,23,3
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2022-09-01,0,0,1,0,1,0
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,2,2,2,2,4,4
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,1,0,1,0,2,0
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,0,0,1,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,4,0,7,0,11,0
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,0,0,1,0,1,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,2,1,1,0,3,1
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,1,3,0,1,1,4
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,3,1,0,0,3,1
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,2,5,6,6,8,11
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,2,1,3,1,5,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,3,0,0,0,3,0
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,10,1,9,1,19,2
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,1,0,0,0,1,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,1,0,0,0,1,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,2,0,10,4,12,4
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,0,0,2,1,2,1
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,1,0,0,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,2,0,0,0,2,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,4,4,2,3,6,7
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,1,1,2,1,3,2
GRAL. J.J. PEREZ (CHARAZANI),leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,0,0,0,1,0,1
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,2,0,0,0,2,0
HUACARETA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,1,0,1,0,2,0
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,2,0,2,0,4,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,1,2,2,2,3,4
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,3,1,0,0,3,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,11,9,11,12,22,21
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,1,0,0,0,1,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,2,3,2,2,4,5
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,2,0,0,1,2,1
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,0,1,0,2,0,3
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,5,5,3,2,8,7
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,2,2,1,0,3,2
REYES,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,0,1,0,0,0,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,3,0,8,2,11,2
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,7,4,3,0,10,4
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,0,1,2,0,2,1
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,2,1,1,0,3,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,7,2,11,2,18,4
SAN PEDRO(PND),leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,1,0,2,0,3,0
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,0,0,0,1,0,1
SENA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,1,0,0,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,2,0,2,0,4,0
TARIJA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,0,1,0,0,0,1
TARVITA,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,1,0,0,0,1,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,1,2,1,2,2,4
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,3,2,0,0,3,2
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,0,0,0,1,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2022-10-01,16,11,9,9,25,20
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,6,6,0,0,6,6
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,1,0,1,0,2,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,1,3,2,1,3,4
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,1,0,2,2,3,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,5,0,0,0,5,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,2,1,6,5,8,6
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,0,1,0,1,0,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,6,1,7,1,13,2
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,0,0,1,0,1,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,0,1,2,0,2,1
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,7,0,4,0,11,0
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,0,1,1,1,1,2
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,1,0,1,0,2,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,4,0,5,2,9,2
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,1,2,1,2,2,4
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,1,1,2,1,3,2
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,0,0,1,0,1,0
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,1,0,1,0,2,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,0,0,1,2,1,2
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,4,0,4,0,8,0
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,5,3,10,7,15,10
MAPIRI,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,0,0,1,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,1,0,1,0,2,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,4,0,1,1,5,1
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,1,1,3,0,4,1
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,0,1,0,0,0,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,3,1,3,4,6,5
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,0,0,1,2,1,2
REYES,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,0,0,0,1,0,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,6,1,4,1,10,2
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,1,0,4,2,5,2
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,2,0,0,1,2,1
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,4,0,3,2,7,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,14,2,9,4,23,6
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,1,0,0,0,1,0
SENA,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,0,0,1,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,1,0,0,0,1,0
SUCRE,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,1,0,0,0,1,0
TARVITA,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,0,0,1,0,1,0
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,10,2,0,0,10,2
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2022-11-01,4,1,4,5,8,6
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,3,3,2,4,5
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,3,0,2,0,5,0
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,0,1,0,0,0,1
BAURES,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,0,0,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,0,1,0,0,0,1
BETANZOS,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,0,1,0,1,0,2
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,3,2,2,4,5,6
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,3,0,0,0,3,0
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,1,2,2,3,3
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,1,1,0,2,1
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,2,0,7,1,9,1
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,1,0,0,1,1
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,0,0,0,1,0
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,0,1,0,2,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,3,0,2,0,5,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,0,2,0,3,0
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,0,0,1,1,1,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,0,3,0,4,0
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,0,0,0,1,0
HUACARETA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,0,0,0,1,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,0,1,0,1,0,2
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,3,2,6,2,9,4
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,9,4,8,2,17,6
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,0,0,1,0,1,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,3,2,5,2,8,4
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,0,0,0,1,0,1
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,0,0,0,1,0,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,3,1,1,2,4
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,1,1,0,2,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,2,2,5,2,7,4
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,3,2,2,1,5,3
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,0,0,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,3,0,2,0,5,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,0,0,2,0,2,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,2,4,3,2,5,6
SAN JUAN DE YAPACANI,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,0,1,0,2,0
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,0,0,1,0,1,0
SENA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,0,1,0,2,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,2,0,3,0,5,0
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,0,0,0,1,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,1,1,0,1,1,2
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,2,0,0,0,2,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2022-12-01,14,5,4,2,18,7
