municipality,group,variable,month,Nº de visitas familiares realizadas,TOTAL
PASORAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,28,28
PATACAMAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,23,23
PAZÑA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,38,38
PELECHUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,68,68
POCOATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,387,387
POCONA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,216,216
POJO (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,66,66
POOPO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,83,83
PORCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,1031,1031
POROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,469,469
PORONGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,95,95
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,4,4
POTOSI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,166,166
PRESTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,233,233
PUCARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,8,8
PUCARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,191,191
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,26,26
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,108,108
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,62,62
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,199,199
PUERTO SILES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,20,20
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,7,7
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,584,584
PUNA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,450,450
PUNATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,420,420
QUIABAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,53,53
QUIME,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,288,288
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,145,145
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,13,13
RAVELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,382,382
REYES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,2539,2539
RIBERALTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,361,361
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,2851,2851
SABAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,152,152
SACABA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,620,620
SACABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,37,37
SACACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,243,243
SAIPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,186,186
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,618,618
SAMAIPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,87,87
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,36,36
SAN ANDRES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,47,47
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,96,96
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,18,18
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,7,7
SAN BENITO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,81,81
SAN BORJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,116,116
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,127,127
SAN CARLOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,206,206
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,117,117
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,26,26
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,10,10
SAN JOAQUIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,6,6
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,15,15
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,155,155
SAN JULIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,370,370
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,3,3
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,73,73
SAN LUCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,1102,1102
SAN MATIAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,14,14
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,14,14
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,69,69
SAN PEDRO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,97,97
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,87,87
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,60,60
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,12,12
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,255,255
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,13,13
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,55,55
SANTA ROSA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,3469,3469
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,10,10
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,32,32
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,1308,1308
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,48,48
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,51,51
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,155,155
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,177,177
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,20,20
SHINAOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,21,21
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,109,109
SICAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,111,111
SIPE SIPE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,69,69
SOPACHUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,204,204
SORACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,194,194
SORATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,166,166
SUCRE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,562,562
TACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,32,32
TACACOMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,34,34
TACOBAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,54,54
TACOPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,221,221
TAHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,253,253
TAPACARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,195,195
TARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,267,267
TARACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,21,21
TARATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,16,16
TARIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,151,151
TARVITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,158,158
TEOPONTE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,30,30
TIAHUANACU,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,24,24
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,157,157
TIPUANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,7,7
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,96,96
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,537,537
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,20,20
TOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,264,264
TODOS SANTOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,30,30
TOLATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,6,6
TOLEDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,277,277
TOMAVE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,29,29
TOMINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,158,158
TORO TORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,49,49
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,226,226
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,110,110
TRIGAL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,112,112
TRINIDAD,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,37,37
TUPIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,1760,1760
TURCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,16,16
UMALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,14,14
UNCIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,103,103
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,350,350
URUBICHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,353,353
UYUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,56,56
VACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,37,37
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,174,174
VIACHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,81,81
VILA VILA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,175,175
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,267,267
VILLA MONTES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,139,139
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,7,7
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,117,117
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,315,315
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,242,242
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,131,131
VILLAZON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,1216,1216
VINTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,396,396
VITICHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,251,251
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,55,55
WARNES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,69,69
YACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,152,152
YACUIBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,142,142
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,330,330
YANACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,225,225
YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,526,526
YOTALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,210,210
YUNCHARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,66,66
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-04-01,187,187
ACACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,271,271
ACHACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,545,545
ACHOCALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,59,59
AIQUILE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,237,237
ALALAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,21,21
ALCALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,203,203
ALTO BENI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,77,77
ANCORAIMES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,30,30
ANDAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,329,329
ANTEQUERA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,72,72
ANZALDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,406,406
APOLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,29,29
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,34,34
ARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,142,142
ARBIETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,88,88
ARQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,27,27
ATOCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,141,141
AUCAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,9,9
AYATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,246,246
AYO AYO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,122,122
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,157,157
AZURDUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,398,398
BATALLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,25,25
BAURES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,10,10
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,72,72
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,83,83
BELLA FLOR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,22,22
BERMEJO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,22,22
BETANZOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,380,380
BOLIVAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,176,176
BOYUIBE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,269,269
BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,67,67
CAIROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,24,24
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,740,740
CAJUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,2,2
CALACOTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,200,200
CALAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,62,62
CAMARGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,514,514
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,84,84
CAMIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,149,149
CAPINOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,344,344
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,139,139
CARACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,619,619
CARANAVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,151,151
CARAPARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,184,184
CARIPUYO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,166,166
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,32,32
CATACORA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,35,35
CHACARILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,102,102
CHALLAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,892,892
CHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,365,365
CHARAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,15,15
CHARAÑA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,85,85
CHAYANTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,282,282
CHIMORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,150,150
CHIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,66,66
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,11,11
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,22,22
CHUMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,402,402
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,217,217
CKOCHAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,457,457
CLIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,458,458
COBIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,7,7
COCAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,67,67
COCHABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,630,630
COLLANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,19,19
COLOMI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,10,10
COLQUECHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,182,182
COLQUENCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,39,39
COLQUIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,5,5
COMANCHE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,21,21
COMARAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,86,86
COMBAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,4,4
CONCEPCION,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,38,38
CORO CORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,74,74
COROICO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,28,28
CORQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,201,201
COTAGAITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,1420,1420
COTOCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,3,3
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,8,8
CUEVO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,22,22
CULPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,368,368
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,170,170
CURVA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,9,9
EL ALTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,838,838
EL CHORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,140,140
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,495,495
EL TORNO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,46,46
EL VILLAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,112,112
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,340,340
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,18,18
ESCOMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,22,22
ESMERALDA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,27,27
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,12,12
FILADELFIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,15,15
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,17,17
GUANAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,9,9
GUAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,10,10
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,15,15
GUTIERREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,34,34
HUACARETA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,194,194
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,205,205
HUACHACALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,11,11
HUANUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,318,318
HUARACAJE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,3,3
HUARINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,213,213
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,280,280
HUMANATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,15,15
ICHOCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,23,23
ICLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,352,352
INCAHUASI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,271,271
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,8,8
INQUISIVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,87,87
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,164,164
IXIAMAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,74,74
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,296,296
LA ASUNTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,12,12
LA GUARDIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,20,20
LA PAZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,145,145
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,202,202
LAJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,80,80
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,68,68
LLALLAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,90,90
LLICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,256,256
LORETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,76,76
LURIBAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2020-05-01,149,149
