municipality,group,variable,month,Nº de actividades educativas en Salud,TOTAL
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,14,14
SAN JULIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,78,78
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,5,5
SAN LUCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,13,13
SAN MATIAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,2,2
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,38,38
SAN PEDRO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,58,58
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,55,55
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,22,22
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,46,46
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,2,2
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,6,6
SANTA ANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,4,4
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,470,470
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,18,18
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,23,23
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,2,2
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,3,3
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,8,8
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,21,21
SHINAOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,34,34
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,35,35
SICAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,6,6
SIPE SIPE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,31,31
SOPACHUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,6,6
SORACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,53,53
SORATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,46,46
TACACOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,47,47
TACOPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,50,50
TAHUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,3,3
TAPACARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,15,15
TARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,68,68
TARACO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,4,4
TARATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,115,115
TARVITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,64,64
TEOPONTE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,1,1
TIAHUANACU,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,54,54
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,4,4
TIPUANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,10,10
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,61,61
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,61,61
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,4,4
TOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,29,29
TOLATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,9,9
TOLEDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,18,18
TOMINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,26,26
TORO TORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,28,28
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,2,2
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,28,28
TRINIDAD,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,143,143
TUPIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,21,21
TURCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,20,20
UMALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,9,9
UNCIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,5,5
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,72,72
URUBICHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,18,18
UYUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,11,11
VACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,5,5
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,34,34
VIACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,53,53
VILA VILA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,9,9
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,24,24
VILLA MONTES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,5,5
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,8,8
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,90,90
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,13,13
VILLAZON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,54,54
VINTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,70,70
VITICHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,4,4
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,114,114
YACO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,4,4
YACUIBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,83,83
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,49,49
YANACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,7,7
YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,353,353
YOTALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,21,21
YUNCHARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,7,7
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-02-01,37,37
ACACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,8,8
ACHACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,41,41
ACHOCALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,29,29
AIQUILE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,9,9
ALALAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,4,4
ALCALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,24,24
ALTO BENI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,9,9
ANCORAIMES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,50,50
ANTEQUERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,5,5
ANZALDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,28,28
APOLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,5,5
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,32,32
ARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
ARBIETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,9,9
ARQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,34,34
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,34,34
ATOCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,24,24
AYATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,13,13
AZURDUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,35,35
BATALLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,4,4
BAURES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,33,33
BERMEJO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,9,9
BETANZOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,92,92
BOLIVAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,9,9
BOYUIBE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,10,10
CABEZAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,1,1
CAIROMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,21,21
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,44,44
CAJUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
CALACOTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,6,6
CALAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,16,16
CAMARGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,64,64
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,8,8
CAMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,21,21
CAPINOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,26,26
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,49,49
CARACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,63,63
CARANAVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,7,7
CARAPARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,4,4
CARIPUYO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,45,45
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,22,22
CATACORA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,4,4
CHACARILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
CHALLAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,138,138
CHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,48,48
CHARAÑA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,8,8
CHAYANTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,13,13
CHIMORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,21,21
CHIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,14,14
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,9,9
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,10,10
CHUMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,11,11
CKOCHAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,73,73
CLIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,14,14
COBIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,20,20
COCAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,27,27
COCHABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,134,134
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,18,18
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,121,121
COLLANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,2,2
COLOMI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,9,9
COLQUECHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,111,111
COLQUENCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,4,4
COLQUIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,16,16
COMANCHE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,12,12
COMARAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,2,2
COMBAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,7,7
CORO CORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,9,9
COROICO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
CORQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,62,62
COTAGAITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,151,151
COTOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,5,5
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,1,1
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,11,11
CUEVO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
CULPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,58,58
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
CURVA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
DESAGUADERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,703,703
EL CHORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,54,54
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,1,1
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,131,131
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,61,61
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,18,18
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,22,22
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,65,65
ESCARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,8,8
ESCOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,6,6
ESMERALDA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,2,2
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,9,9
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,27,27
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,15,15
GUAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,4,4
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,22,22
HUACARETA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,17,17
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,28,28
HUACHACALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
HUANUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,82,82
HUARACAJE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,4,4
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,33,33
HUMANATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,5,5
ICLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,42,42
INCAHUASI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,4,4
INQUISIVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,75,75
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,27,27
IXIAMAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,7,7
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,13,13
LA ASUNTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,5,5
LA GUARDIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,17,17
LA PAZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,178,178
LA RIVERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,6,6
LAJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,8,8
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,7,7
LLICA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,15,15
LORETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,5,5
LURIBAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,14,14
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,8,8
MACHARETI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,10,10
MAIRANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,6,6
MALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,9,9
MINEROS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,6,6
MIZQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
MOCOMOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,6,6
MOJINETE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,11,11
MOJOCOYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,29,29
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,22,22
MONTERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,108,108
MORO MORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,1,1
MOROCHATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,24,24
OKINAWA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,8,8
OMEREQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,13,13
ORURO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,794,794
PADCAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,32,32
PADILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,36,36
PAILON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
PALCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,7,7
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,45,45
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,7,7
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,6,6
PASORAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
PATACAMAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,13,13
PAZÑA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,4,4
PELECHUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,20,20
POCOATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,104,104
POCONA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,6,6
POOPO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,1,1
PORCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,8,8
POROMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,16,16
PORONGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,17,17
PORTACHUELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,4,4
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,8,8
POTOSI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,111,111
PRESTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,63,63
PUCARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,5,5
PUCARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,72,72
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,4,4
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,20,20
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,17,17
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,92,92
PUNA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,119,119
PUNATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,362,362
QUIABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,10,10
QUIME,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,39,39
REYES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,27,27
ROBORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,16,16
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,29,29
SABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,78,78
SACABA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,124,124
SACABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,23,23
SACACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,46,46
SAIPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,19,19
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,92,92
SAMAIPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
SAN ANDRES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,4,4
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,5,5
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,6,6
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,52,52
SAN BENITO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,12,12
SAN BORJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,100,100
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,3,3
SAN CARLOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,5,5
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,22,22
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2020-03-01,2,2
