municipality,group,variable,month,N°de visitas familiares planificadas,TOTAL
PORVENIR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,9,9
POTOSI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,2094,2094
PRESTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,330,330
PUCARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,8,8
PUCARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,334,334
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,48,48
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,193,193
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,135,135
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,300,300
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,30,30
PUERTO RICO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,65,65
PUERTO SILES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,33,33
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,26,26
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,205,205
PUNA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,145,145
PUNATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,239,239
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,10,10
QUIME,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,85,85
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,110,110
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,20,20
RAVELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,321,321
REYES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,110,110
RIBERALTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,412,412
ROBORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,1,1
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,222,222
SABAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,66,66
SACABA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,361,361
SACABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,102,102
SACACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,105,105
SAIPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,158,158
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,261,261
SAMAIPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,63,63
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,37,37
SAN ANDRES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,49,49
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,135,135
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,13,13
SAN BORJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,324,324
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,115,115
SAN CARLOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,376,376
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,226,226
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,5,5
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,2,2
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,98,98
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,100,100
SAN JULIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,344,344
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,12,12
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,19,19
SAN LUCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,696,696
SAN MATIAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,4,4
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,19,19
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,31,31
SAN PEDRO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,25,25
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,84,84
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,16,16
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,18,18
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,210,210
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,20,20
SANTA ANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,358,358
SANTA ROSA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,80,80
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,10,10
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,42,42
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,150,150
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,53,53
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,30,30
SANTIVAÑES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,75,75
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,126,126
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,71,71
SHINAOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,39,39
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,143,143
SICAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,54,54
SIPE SIPE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,9,9
SOPACHUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,135,135
SORACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,68,68
SORATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,167,167
SUCRE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,515,515
TACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,30,30
TACACOMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,40,40
TACOBAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,7,7
TACOPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,37,37
TAHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,80,80
TAPACARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,109,109
TARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,381,381
TARACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,41,41
TARATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,65,65
TARIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,1042,1042
TARVITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,398,398
TIAHUANACU,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,5,5
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,45,45
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,171,171
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,349,349
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,60,60
TOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,84,84
TOLEDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,360,360
TOMAVE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,7,7
TOMINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,292,292
TORO TORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,8,8
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,124,124
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,42,42
TRIGAL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,125,125
TRINIDAD,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,112,112
TUPIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,558,558
TURCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,1,1
UMALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,104,104
UNCIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,144,144
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,94,94
URUBICHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,4,4
UYUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,33,33
VACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,43,43
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,177,177
VIACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,257,257
VILA VILA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,59,59
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,273,273
VILLA MONTES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,112,112
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,3,3
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,439,439
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,213,213
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,58,58
VILLAZON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,501,501
VINTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,349,349
VITICHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,58,58
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,30,30
WARNES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,113,113
YACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,65,65
YACUIBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,198,198
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,305,305
YANACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,125,125
YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,1350,1350
YOTALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,132,132
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-03-01,177,177
ACHACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,427,427
ACHOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,40,40
AIQUILE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,169,169
ALCALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,89,89
ALTO BENI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,31,31
ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,18,18
ANTEQUERA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,97,97
ANZALDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,239,239
APOLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,19,19
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,79,79
ARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,87,87
ARBIETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,52,52
ARQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,40,40
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,5,5
ATOCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,63,63
AUCAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,11,11
AYO AYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,120,120
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,176,176
AZURDUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,184,184
BATALLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,70,70
BAURES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,5,5
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,66,66
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,39,39
BERMEJO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,8,8
BETANZOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,333,333
BOLIVAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,25,25
BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,146,146
CABEZAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,4,4
CAIROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,11,11
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,120,120
CALAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,55,55
CAMARGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,133,133
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,110,110
CAMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,99,99
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,88,88
CARACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,182,182
CARANAVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,93,93
CARIPUYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,14,14
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,30,30
CHACARILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,170,170
CHALLAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,635,635
CHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,152,152
CHARAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,25,25
CHAYANTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,65,65
CHIMORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,14,14
CHIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,18,18
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,5,5
CHUMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,577,577
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,20,20
CKOCHAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,199,199
CLIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,15,15
COCHABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,6,6
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,32,32
COLLANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,26,26
COLOMI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,30,30
COLQUECHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,12,12
COLQUENCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,66,66
COLQUIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,7,7
COMANCHE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,18,18
COMARAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,30,30
CONCEPCION,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,5,5
CORO CORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,36,36
COROICO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,4,4
CORQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,64,64
COTAGAITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,781,781
COTOCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,5,5
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,18,18
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,48,48
CUEVO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,23,23
CULPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,389,389
CURVA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,11,11
EL ALTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,1355,1355
EL CHORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,82,82
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,195,195
EL TORNO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,10,10
EL VILLAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,76,76
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,199,199
ESCOMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,17,17
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,14,14
FILADELFIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,10,10
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,25,25
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,7,7
GUANAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,30,30
GUAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,15,15
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,20,20
GUTIERREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,64,64
HUACARETA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,7,7
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,84,84
HUANUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,140,140
HUARACAJE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,2,2
HUARINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,188,188
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,114,114
HUMANATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,3,3
ICLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,91,91
INCAHUASI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,339,339
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,8,8
INQUISIVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,76,76
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,40,40
IXIAMAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,4,4
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,150,150
LA ASUNTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,16,16
LA GUARDIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,26,26
LA PAZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,60,60
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,69,69
LAJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,26,26
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,72,72
LLALLAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,57,57
LORETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,103,103
LURIBAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,38,38
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,8,8
MACHARETI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,191,191
MAGDALENA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,65,65
MALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,200,200
MECAPACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,35,35
MOCOMOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,235,235
MOJINETE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,42,42
MOJOCOYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,197,197
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,179,179
MONTERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,28,28
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,71,71
OCURI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,2,2
OMEREQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,138,138
ORURO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,158,158
PADCAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,81,81
PADILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,267,267
PAILON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,187,187
PALCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,81,81
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,88,88
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,6,6
PAMPA GRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,5,5
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,13,13
PASORAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,25,25
PAZÑA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,51,51
POCOATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,339,339
POCONA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,120,120
POJO (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,71,71
POROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,200,200
PORONGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,50,50
POTOSI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,357,357
PRESTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,264,264
PUCARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,6,6
PUCARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,141,141
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,20,20
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,165,165
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,80,80
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-04-01,242,242
