municipality,group,variable,month,Nº. De actividades educativas en Salud,TOTAL
BERMEJO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,7,7
BETANZOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,23,23
BOLIVAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,18,18
BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,16,16
CABEZAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,9,9
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,10,10
CAJUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
CALACOTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,8,8
CALAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,8,8
CAMARGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,18,18
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,4,4
CAMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,37,37
CAPINOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,20,20
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,16,16
CARACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,5,5
CARANAVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,18,18
CARAPARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,29,29
CARIPUYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,6,6
CATACORA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,3,3
CHACARILLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,14,14
CHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,7,7
CHARAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,3,3
CHIMORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,13,13
CHIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,12,12
CLIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,75,75
COCAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,14,14
COCHABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,277,277
COIPASA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,4,4
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,3,3
COLLANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,6,6
COLQUECHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,14,14
COMANCHE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,4,4
COMARAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,17,17
COMBAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,9,9
CONCEPCION,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
CORIPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,7,7
COROICO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,12,12
CORQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,5,5
COTAGAITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,25,25
COTOCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,14,14
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,11,11
CUEVO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,6,6
CULPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,13,13
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,33,33
EL ALTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,403,403
EL CHORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,7,7
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,8,8
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,11,11
EL TORNO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,27,27
EL VILLAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,6,6
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,12,12
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,11,11
ESCARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,11,11
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,44,44
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,5,5
GUAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,4,4
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
GUTIERREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,28,28
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,7,7
HUACHACALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,27,27
HUANUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,72,72
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,26,26
HUMANATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,8,8
ICHOCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,5,5
ICLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,20,20
INQUISIVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,3,3
IXIAMAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,10,10
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,25,25
LA ASUNTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
LA GUARDIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,205,205
LA PAZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,235,235
LAGUNILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,12,12
LAJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,4,4
LAS CARRERAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,3,3
LLALLAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,43,43
LORETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,15,15
MAGDALENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,5,5
MALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,4,4
MECAPACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,15,15
MINEROS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,4,4
MIZQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,15,15
MOCOMOCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,5,5
MOJOCOYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,28,28
MONTEAGUDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,40,40
MONTERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,136,136
MOROCHATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,12,12
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,13,13
OKINAWA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,22,22
OMEREQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
ORURO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,301,301
PADCAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,37,37
PADILLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,41,41
PAILON,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,22,22
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,21,21
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,4,4
PASORAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,10,10
PAZÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,18,18
POCOATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,7,7
POCONA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,5,5
POJO (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,7,7
POOPO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,3,3
POROMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,11,11
PORONGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,3,3
PORTACHUELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,47,47
PRESTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,35,35
PUCARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,3,3
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,6,6
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,16,16
PUERTO SILES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,14,14
PUNA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,12,12
PUNATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,4,4
QUIABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,8,8
QUILLACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,45,45
QUIME,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,21,21
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,5,5
RAVELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,13,13
RIBERALTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
ROBORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
SABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,7,7
SACABA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,40,40
SACABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,6,6
SACACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,7,7
SAIPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,3,3
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,19,19
SAMAIPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,6,6
SAN ANDRES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,9,9
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,7,7
SAN BENITO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,46,46
SAN BORJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,10,10
SAN CARLOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,43,43
SAN IGNACIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,21,21
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,163,163
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,5,5
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,10,10
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,101,101
SAN JULIAN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,32,32
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,26,26
SAN LUCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,23,23
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,32,32
SAN PEDRO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,29,29
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,3,3
SAN RAFAEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,3,3
SANTA ANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,163,163
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,7,7
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,9,9
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,14,14
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,11,11
SANTIVAÑES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,14,14
SAPAHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,4,4
SHINAOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,10,10
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,18,18
SICAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
SIPE SIPE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,5,5
SOPACHUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,4,4
SORACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,97,97
SORATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,27,27
SUCRE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,193,193
TACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
TACOBAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
TACOPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,13,13
TAPACARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,50,50
TARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,60,60
TARACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,4,4
TARIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,60,60
TARVITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,49,49
TEOPONTE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,3,3
TIAWANACU,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
TINGUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
TIPUANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,9,9
TIQUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,24,24
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,4,4
TODOS SANTOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,2,2
TOLATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,160,160
TOLEDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,13,13
TORO TORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,23,23
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,8,8
TOTORA(ORR),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,21,21
TRIGAL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,55,55
TUPIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,23,23
TURCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,13,13
UMALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,11,11
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,13,13
UYUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,5,5
VALLEGRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,99,99
VIACHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,49,49
VILA VILA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,6,6
VILLA MONTES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,4,4
VILLA RIVERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,18,18
VILLA SERRANO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,15,15
VILLA TUNARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,42,42
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,6,6
VILLAZON,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,12,12
VINTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,12,12
WARNES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,14,14
YACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,4,4
YACUIBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,152,152
YAMPARAEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,24,24
YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,156,156
YOCALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,6,6
YOTALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,31,31
YUNCHARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,21,21
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-04-01,50,50
ACACIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,5,5
ACHACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,64,64
ACHOCALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,7,7
AIQUILE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,23,23
ALALAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,16,16
ALCALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,10,10
ALTO BENI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,15,15
ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,3,3
ANTEQUERA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,11,11
APOLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,16,16
ARAMPAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,2,2
ARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,14,14
ARBIETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,7,7
ARQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,16,16
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,14,14
ATOCHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,9,9
AYATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,12,12
AZURDUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,18,18
BAURES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,1,1
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,3,3
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,66,66
BETANZOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,31,31
BOLIVAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,21,21
BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,9,9
CABEZAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,4,4
CAIROMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,20,20
CAJUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,12,12
CAMARGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,28,28
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,12,12
CAMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,48,48
CAPINOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,22,22
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,8,8
CARACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,12,12
CARANAVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,32,32
CARAPARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,23,23
CARIPUYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,5,5
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,2,2
CATACORA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,4,4
CHACARILLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,17,17
CHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,15,15
CHARAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,9,9
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-05-01,9,9
