municipality,group,variable,month,N° de reuniones realizadas con Comités Loc. De Salud/Consejo Mun. De Salud,TOTAL
LA PAZ,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,22,22
LAJA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
LAS CARRERAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
LORETO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,9,9
MACHARETI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,3,3
MAPIRI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,3,3
MIZQUE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,2,2
MOJOCOYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,2,2
MONTEAGUDO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,7,7
MONTERO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,7,7
MOROCHATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,2,2
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
PAILON,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,6,6
POCOATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,4,4
POCONA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,6,6
POROMA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,4,4
PORONGO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,6,6
PRESTO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,3,3
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
PUERTO SILES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,3,3
PUNA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,18,18
QUIME,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,4,4
ROBORE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
SABAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,2,2
SACABA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,4,4
SACABAMBA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,3,3
SACACA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,5,5
SAN CARLOS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,3,3
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,7,7
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,2,2
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,6,6
SAN LUCAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,11,11
SAN PEDRO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,2,2
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
SAN RAMON BENI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,7,7
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,3,3
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,3,3
SIPE SIPE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
SORATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,15,15
TACACHI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,4,4
TAPACARI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,9,9
TARABUCO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
TARATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,3,3
TARVITA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,3,3
TEOPONTE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,4,4
TODOS SANTOS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,3,3
TOMINA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,2,2
TOTORA(CBBA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
TOTORA(ORR),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,4,4
TRIGAL,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,2,2
TUPIZA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,5,5
UMALA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,3,3
UNCIA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,11,11
UYUNI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
VACAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,3,3
VIACHA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,2,2
VILA VILA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
VILLA MONTES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,3,3
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,5,5
VINTO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,11,11
WARNES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,6,6
YACUIBA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,2,2
YAMPARAEZ,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,1,1
YOCALLA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-03-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
AIQUILE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
ALALAY,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
ALCALA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
ANTEQUERA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
APOLO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
ATOCHA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,5,5
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,4,4
BERMEJO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,6,6
BOLIVAR,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
BOYUIBE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
CAPINOTA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
CAQUIAVIRI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
CARANAVI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
CARAPARI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
CARIPUYO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
CHAYANTA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
COCAPATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,12,12
COCHABAMBA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,11,11
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
COLQUECHACA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
COROICO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
COTOCA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,4,4
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,6,6
DESAGUADERO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
EL CHORO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
EL TORNO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,9,9
EL VILLAR,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
INQUISIVI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
IXIAMAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,13,13
LAJA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,4,4
LORETO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,4,4
MACHARETI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
MIZQUE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,7,7
MONTERO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,26,26
MOROCHATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
PADILLA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
PAILON,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
PALCA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
PASORAPA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,4,4
PAZÑA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
POCONA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,6,6
POROMA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,4,4
PUCARANI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,8,8
PUNA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,9,9
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,9,9
QUIME,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
RIBERALTA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,4,4
SABAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
SACABA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,5,5
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
SAN ANDRES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,5,5
SAN BENITO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,6,6
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,4,4
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,3,3
SAN LUCAS,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,8,8
SAN PEDRO,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,4,4
SANTA ROSA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
SANTIVAÑES,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,2,2
SHINAOTA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,5,5
SICAYA,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
SIPE SIPE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,5,5
SORACACHI,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2012-04-01,16,16
