municipality,group,variable,month,Nuevas en personas de 60 años o más -Hombre,Nuevas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,25,30,25,30,55
SAN PEDRO,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,41,43,41,43,84
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,35,65,35,65,100
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,77,69,77,69,146
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,26,11,26,11,37
SAN PEDRO(PND),consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,0,1,0,1,1
SAN RAFAEL,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,9,7,9,7,16
SAN RAMON,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,46,85,46,85,131
SAN RAMON,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,17,18,17,18,35
SANTA ANA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,119,143,119,143,262
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,6397,9083,6397,9083,15480
SANTA ROSA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,53,61,53,61,114
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,54,46,54,46,100
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,21,18,21,18,39
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,119,118,119,118,237
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,11,14,11,14,25
SANTIVAÑES,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,25,51,25,51,76
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,24,50,24,50,74
SAPAHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,49,43,49,43,92
SENA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,18,8,18,8,26
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,37,49,37,49,86
SICAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,4,6,4,6,10
SIPE SIPE,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,32,53,32,53,85
SOPACHUY,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,48,71,48,71,119
SORACACHI,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,15,16,15,16,31
SORATA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,58,67,58,67,125
SUCRE,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,2548,3332,2548,3332,5880
TACACHI,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,1,5,1,5,6
TACACOMA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,18,15,18,15,33
TACOBAMBA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,32,77,32,77,109
TACOPAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,30,42,30,42,72
TAHUA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,27,30,27,30,57
TAPACARI,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,72,100,72,100,172
TARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,76,210,76,210,286
TARACO,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,14,15,14,15,29
TARATA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,11,18,11,18,29
TARIJA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,2067,2290,2067,2290,4357
TARVITA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,83,127,83,127,210
TEOPONTE,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,97,60,97,60,157
TIAWANACU,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,30,40,30,40,70
TINGUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,48,96,48,96,144
TIPUANI,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,11,7,11,7,18
TIQUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,15,24,15,24,39
TIRAQUE (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,42,38,42,38,80
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,12,9,12,9,21
TOCO,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,5,16,5,16,21
TODOS SANTOS,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,1,1,1,1,2
TOLATA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,5,17,5,17,22
TOLEDO,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,27,33,27,33,60
TOMAVE,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,57,116,57,116,173
TOMINA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,59,86,59,86,145
TORO TORO,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,35,51,35,51,86
TOTORA(CBBA),consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,23,23,23,23,46
TOTORA(ORR),consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,14,16,14,16,30
TRIGAL,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,49,64,49,64,113
TRINIDAD,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,522,573,522,573,1095
TUPIZA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,423,710,423,710,1133
TURCO,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,34,49,34,49,83
UMALA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,11,11,11,11,22
UNCIA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,140,183,140,183,323
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,57,86,57,86,143
URUBICHA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,6,7,6,7,13
UYUNI,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,205,292,205,292,497
VACAS,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,19,44,19,44,63
VALLEGRANDE,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,214,263,214,263,477
VIACHA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,448,338,448,338,786
VILA VILA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,18,11,18,11,29
VILLA MONTES,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,96,101,96,101,197
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,6,6,6,6,12
VILLA RIVERO,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,18,21,18,21,39
VILLA SERRANO,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,67,166,67,166,233
VILLA TUNARI,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,137,108,137,108,245
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,65,72,65,72,137
VILLAZON,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,364,436,364,436,800
VINTO,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,10,51,10,51,61
VITICHI,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,54,108,54,108,162
WALDO BALLIVIAN,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,0,4,0,4,4
WARNES,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,68,44,68,44,112
YACO,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,26,17,26,17,43
YACUIBA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,620,812,620,812,1432
YAMPARAEZ,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,48,40,48,40,88
YANACACHI,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,36,28,36,28,64
YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,194,210,194,210,404
YOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,34,68,34,68,102
YOTALA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,26,62,26,62,88
YUNCHARA,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,22,37,22,37,59
ZUDAÑEZ,consulta externa,nuevas en personas de 60 anos o mas,2006-03-01,55,118,55,118,173
ACACIO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,42,31,42,31,73
ACHACACHI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,142,171,142,171,313
ACHOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,10,10,10,10,20
AIQUILE,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,66,91,66,91,157
ALALAY,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,8,9,8,9,17
ALCALA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,32,40,32,40,72
ANCORAIMES,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,28,32,28,32,60
ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,29,57,29,57,86
ANTEQUERA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,3,5,3,5,8
ANZALDO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,8,26,8,26,34
APOLO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,25,36,25,36,61
ARAMPAMPA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,7,18,7,18,25
ARANI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,21,19,21,19,40
ARBIETO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,21,26,21,26,47
ARQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,23,41,23,41,64
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,29,17,29,17,46
ATOCHA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,84,116,84,116,200
AUCAPATA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,25,30,25,30,55
AYATA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,18,19,18,19,37
AYO AYO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,13,11,13,11,24
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,60,69,60,69,129
AZURDUY,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,72,81,72,81,153
BATALLAS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,31,38,31,38,69
BAURES,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,42,41,42,41,83
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,15,6,15,6,21
BELEN DE URMIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,22,21,22,21,43
BELLA FLOR,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,16,14,16,14,30
BERMEJO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,271,298,271,298,569
BETANZOS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,124,259,124,259,383
BOLIVAR,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,18,28,18,28,46
BOLPEBRA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,5,3,5,3,8
BOYUIBE,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,31,48,31,48,79
BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,120,105,120,105,225
CABEZAS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,30,26,30,26,56
CAIROMA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,38,31,38,31,69
"CAIZA ""D""",consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,91,143,91,143,234
CAJUATA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,44,41,44,41,85
CALACOTO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,52,43,52,43,95
CALAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,14,25,14,25,39
CAMARGO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,135,209,135,209,344
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,30,53,30,53,83
CAMIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,632,1105,632,1105,1737
CAPINOTA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,52,73,52,73,125
CAQUIAVIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,38,39,38,39,77
CARACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,104,91,104,91,195
CARANAVI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,243,145,243,145,388
CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,2,0,2,0,2
CARAPARI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,87,85,87,85,172
CARIPUYO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,13,20,13,20,33
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,12,10,12,10,22
CATACORA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,17,15,17,15,32
CHACARILLA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,8,3,8,3,11
CHALLAPATA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,143,146,143,146,289
CHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,25,34,25,34,59
CHARAGUA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,23,43,23,43,66
CHARAÑA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,23,18,23,18,41
CHAYANTA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,44,106,44,106,150
CHIMORE,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,20,21,20,21,41
CHIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,21,22,21,22,43
CHOQUE COTA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,11,18,11,18,29
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,58,38,58,38,96
CHUMA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,33,37,33,37,70
CLIZA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,12,10,12,10,22
COBIJA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,175,106,175,106,281
COCHABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,3380,4896,3380,4896,8276
COIPASA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,1,0,1,0,1
COLCAPIRHUA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,87,159,87,159,246
"COLCHA ""K""",consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,68,67,68,67,135
COLLANA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,6,9,6,9,15
COLOMI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,12,10,12,10,22
COLPA BELGICA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,71,47,71,47,118
COLQUECHACA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,68,114,68,114,182
COLQUENCHA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,28,28,28,28,56
COLQUIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,69,20,69,20,89
COMANCHE,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,7,9,7,9,16
COMARAPA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,79,117,79,117,196
COMBAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,10,15,10,15,25
CONCEPCION,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,89,83,89,83,172
COPACABANA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,96,85,96,85,181
CORIPATA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,42,14,42,14,56
CORO CORO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,13,11,13,11,24
COROICO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,123,87,123,87,210
CORQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,69,60,69,60,129
COTAGAITA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,176,330,176,330,506
COTOCA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,143,179,143,179,322
CUATRO CAÑADAS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,44,43,44,43,87
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,8,13,8,13,21
CUEVO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,20,28,20,28,48
CULPINA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,62,69,62,69,131
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,50,49,50,49,99
CURVA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,9,12,9,12,21
DESAGUADERO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,17,12,17,12,29
EL ALTO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,1267,1328,1267,1328,2595
EL CHORO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,69,82,69,82,151
EL PUENTE(STC),consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,19,23,19,23,42
EL PUENTE(TJA),consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,56,81,56,81,137
EL TORNO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,225,210,225,210,435
EL VILLAR,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,20,47,20,47,67
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,70,84,70,84,154
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,15,17,15,17,32
ESCARA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,3,2,3,2,5
ESMERALDA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,4,5,4,5,9
EUCALIPTUS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,24,65,24,65,89
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,2,0,2,0,2
EXALTACION,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,5,5,5,5,10
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,15,10,15,10,25
FILADELFIA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,14,16,14,16,30
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,38,31,38,31,69
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,25,31,25,31,56
GUANAY,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,48,54,48,54,102
GUAQUI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,16,22,16,22,38
GUAYARAMERIN,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,301,299,301,299,600
GUTIERREZ,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,35,49,35,49,84
HUACARETA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,57,67,57,67,124
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,4,23,4,23,27
HUACHACALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,8,6,8,6,14
HUANUNI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,119,150,119,150,269
HUARACAJE,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,12,6,12,6,18
HUAYLLAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,31,24,31,24,55
ICHOCA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,11,17,11,17,28
ICLA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,28,70,28,70,98
INCAHUASI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,44,111,44,111,155
INGAVI (HUMAITA),consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,4,3,4,3,7
INQUISIVI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,52,28,52,28,80
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,55,56,55,56,111
IXIAMAS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,13,10,13,10,23
JESUS DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,65,73,65,73,138
LA ASUNTA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,13,19,13,19,32
LA GUARDIA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,46,39,46,39,85
LA PAZ,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,8017,8725,8017,8725,16742
LA RIVERA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,1,3,1,3,4
LAGUNILLAS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,22,43,22,43,65
LAJA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,17,29,17,29,46
LAS CARRERAS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,25,38,25,38,63
LICOMA PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,30,14,30,14,44
LLALLAGUA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,186,227,186,227,413
LLICA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,38,46,38,46,84
LORETO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,19,13,19,13,32
LURIBAY,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,40,44,40,44,84
MACHACAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,47,50,47,50,97
MACHARETI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,45,41,45,41,86
MAGDALENA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,35,20,35,20,55
MAIRANA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,28,63,28,63,91
MALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,7,7,7,7,14
MAPIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,38,36,38,36,74
MECAPACA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,32,30,32,30,62
MINEROS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,18,9,18,9,27
MIZQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,28,39,28,39,67
MOCOMOCO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,76,73,76,73,149
MOJINETE,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,6,16,6,16,22
MOJOCOYA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,44,47,44,47,91
MONTEAGUDO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,173,250,173,250,423
MONTERO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,339,362,339,362,701
MORO MORO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,25,26,25,26,51
MOROCHATA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,33,24,33,24,57
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,6,3,6,3,9
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,6,4,6,4,10
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,1,3,1,3,4
OCURI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,28,44,28,44,72
OKINAWA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,30,49,30,49,79
OMEREQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,47,70,47,70,117
ORURO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,2512,2838,2512,2838,5350
PADCAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,93,170,93,170,263
PADILLA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,135,249,135,249,384
PAILON,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,5,15,5,15,20
PALCA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,24,17,24,17,41
PALOS BLANCOS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,31,29,31,29,60
PAMPA AULLAGAS,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,2,10,2,10,12
PAMPA GRANDE,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,32,32,32,32,64
PAPEL PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,53,47,53,47,100
PASORAPA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,9,10,9,10,19
PATACAMAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,45,23,45,23,68
PAZÑA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,38,36,38,36,74
PELECHUCO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,9,18,9,18,27
POCOATA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,66,62,66,62,128
POCONA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,21,51,21,51,72
POJO (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,6,11,6,11,17
POOPO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,44,78,44,78,122
PORCO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,4,9,4,9,13
POROMA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,48,58,48,58,106
PORONGO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,25,17,25,17,42
PORTACHUELO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,131,140,131,140,271
PORVENIR,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,13,5,13,5,18
POSTRER VALLE,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,27,23,27,23,50
POTOSI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,1184,1718,1184,1718,2902
PRESTO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,35,56,35,56,91
PUCARA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,14,35,14,35,49
PUCARANI,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,68,41,68,41,109
PUERTO ACOSTA,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,135,142,135,142,277
PUERTO CARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,75,79,75,79,154
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,12,3,12,3,15
PUERTO PEREZ,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,33,27,33,27,60
PUERTO QUIJARRO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,95,58,95,58,153
PUERTO RICO,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,15,6,15,6,21
PUERTO SILES,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,8,4,8,4,12
PUERTO SUAREZ,consulta externa,nuevas en personas de 60 anos o mas,2006-04-01,166,149,166,149,315
