municipality,group,variable,month,Repetidas en menores de 5 años -Hombre,Repetidas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
TAHUA,consulta externa,repetidas en menores de 5 anos,2006-03-01,1,1,1,1,2
TAPACARI,consulta externa,repetidas en menores de 5 anos,2006-03-01,37,40,37,40,77
TARABUCO,consulta externa,repetidas en menores de 5 anos,2006-03-01,176,204,176,204,380
TARACO,consulta externa,repetidas en menores de 5 anos,2006-03-01,1,1,1,1,2
TARATA,consulta externa,repetidas en menores de 5 anos,2006-03-01,21,23,21,23,44
TARIJA,consulta externa,repetidas en menores de 5 anos,2006-03-01,830,612,830,612,1442
TARVITA,consulta externa,repetidas en menores de 5 anos,2006-03-01,31,25,31,25,56
TEOPONTE,consulta externa,repetidas en menores de 5 anos,2006-03-01,4,4,4,4,8
TIAWANACU,consulta externa,repetidas en menores de 5 anos,2006-03-01,6,1,6,1,7
TINGUIPAYA,consulta externa,repetidas en menores de 5 anos,2006-03-01,3,2,3,2,5
TIPUANI,consulta externa,repetidas en menores de 5 anos,2006-03-01,2,1,2,1,3
TIQUIPAYA,consulta externa,repetidas en menores de 5 anos,2006-03-01,233,161,233,161,394
TIRAQUE (CBBA),consulta externa,repetidas en menores de 5 anos,2006-03-01,165,147,165,147,312
TOCO,consulta externa,repetidas en menores de 5 anos,2006-03-01,7,6,7,6,13
TODOS SANTOS,consulta externa,repetidas en menores de 5 anos,2006-03-01,2,1,2,1,3
TOLATA,consulta externa,repetidas en menores de 5 anos,2006-03-01,3,9,3,9,12
TOLEDO,consulta externa,repetidas en menores de 5 anos,2006-03-01,4,4,4,4,8
TOMAVE,consulta externa,repetidas en menores de 5 anos,2006-03-01,14,17,14,17,31
TOMINA,consulta externa,repetidas en menores de 5 anos,2006-03-01,4,5,4,5,9
TORO TORO,consulta externa,repetidas en menores de 5 anos,2006-03-01,2,1,2,1,3
TOTORA(CBBA),consulta externa,repetidas en menores de 5 anos,2006-03-01,91,82,91,82,173
TOTORA(ORR),consulta externa,repetidas en menores de 5 anos,2006-03-01,19,13,19,13,32
TRIGAL,consulta externa,repetidas en menores de 5 anos,2006-03-01,10,9,10,9,19
TRINIDAD,consulta externa,repetidas en menores de 5 anos,2006-03-01,917,986,917,986,1903
TUPIZA,consulta externa,repetidas en menores de 5 anos,2006-03-01,95,120,95,120,215
TURCO,consulta externa,repetidas en menores de 5 anos,2006-03-01,3,2,3,2,5
UNCIA,consulta externa,repetidas en menores de 5 anos,2006-03-01,59,48,59,48,107
URIONDO (A. CONCEPCION),consulta externa,repetidas en menores de 5 anos,2006-03-01,42,50,42,50,92
URUBICHA,consulta externa,repetidas en menores de 5 anos,2006-03-01,2,6,2,6,8
UYUNI,consulta externa,repetidas en menores de 5 anos,2006-03-01,5,6,5,6,11
VACAS,consulta externa,repetidas en menores de 5 anos,2006-03-01,32,23,32,23,55
VALLEGRANDE,consulta externa,repetidas en menores de 5 anos,2006-03-01,22,12,22,12,34
VIACHA,consulta externa,repetidas en menores de 5 anos,2006-03-01,73,71,73,71,144
VILA VILA,consulta externa,repetidas en menores de 5 anos,2006-03-01,2,0,2,0,2
VILLA MONTES,consulta externa,repetidas en menores de 5 anos,2006-03-01,59,54,59,54,113
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en menores de 5 anos,2006-03-01,8,7,8,7,15
VILLA RIVERO,consulta externa,repetidas en menores de 5 anos,2006-03-01,5,6,5,6,11
VILLA SERRANO,consulta externa,repetidas en menores de 5 anos,2006-03-01,3,4,3,4,7
VILLA TUNARI,consulta externa,repetidas en menores de 5 anos,2006-03-01,106,84,106,84,190
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en menores de 5 anos,2006-03-01,14,6,14,6,20
VILLAZON,consulta externa,repetidas en menores de 5 anos,2006-03-01,64,63,64,63,127
VINTO,consulta externa,repetidas en menores de 5 anos,2006-03-01,185,135,185,135,320
VITICHI,consulta externa,repetidas en menores de 5 anos,2006-03-01,6,8,6,8,14
WALDO BALLIVIAN,consulta externa,repetidas en menores de 5 anos,2006-03-01,2,4,2,4,6
WARNES,consulta externa,repetidas en menores de 5 anos,2006-03-01,99,81,99,81,180
YACO,consulta externa,repetidas en menores de 5 anos,2006-03-01,0,2,0,2,2
YACUIBA,consulta externa,repetidas en menores de 5 anos,2006-03-01,176,164,176,164,340
YAMPARAEZ,consulta externa,repetidas en menores de 5 anos,2006-03-01,9,8,9,8,17
YANACACHI,consulta externa,repetidas en menores de 5 anos,2006-03-01,1,0,1,0,1
YAPACANI,consulta externa,repetidas en menores de 5 anos,2006-03-01,181,156,181,156,337
YOCALLA,consulta externa,repetidas en menores de 5 anos,2006-03-01,7,9,7,9,16
YOTALA,consulta externa,repetidas en menores de 5 anos,2006-03-01,22,22,22,22,44
YUNCHARA,consulta externa,repetidas en menores de 5 anos,2006-03-01,1,3,1,3,4
ZUDAÑEZ,consulta externa,repetidas en menores de 5 anos,2006-03-01,3,5,3,5,8
ACACIO,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,0,1,0,1
ACHACACHI,consulta externa,repetidas en menores de 5 anos,2006-04-01,6,7,6,7,13
ACHOCALLA,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,2,3,2,5
AIQUILE,consulta externa,repetidas en menores de 5 anos,2006-04-01,171,161,171,161,332
ALALAY,consulta externa,repetidas en menores de 5 anos,2006-04-01,0,3,0,3,3
ALCALA,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,3,1,3,4
ANCORAIMES,consulta externa,repetidas en menores de 5 anos,2006-04-01,6,8,6,8,14
ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2006-04-01,8,6,8,6,14
ANTEQUERA,consulta externa,repetidas en menores de 5 anos,2006-04-01,43,35,43,35,78
ANZALDO,consulta externa,repetidas en menores de 5 anos,2006-04-01,15,17,15,17,32
APOLO,consulta externa,repetidas en menores de 5 anos,2006-04-01,6,17,6,17,23
ARAMPAMPA,consulta externa,repetidas en menores de 5 anos,2006-04-01,0,2,0,2,2
ARANI,consulta externa,repetidas en menores de 5 anos,2006-04-01,52,52,52,52,104
ARBIETO,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,3,1,3,4
ARQUE,consulta externa,repetidas en menores de 5 anos,2006-04-01,38,34,38,34,72
ASCENCION DE GUARAYOS,consulta externa,repetidas en menores de 5 anos,2006-04-01,34,45,34,45,79
ATOCHA,consulta externa,repetidas en menores de 5 anos,2006-04-01,91,62,91,62,153
AUCAPATA,consulta externa,repetidas en menores de 5 anos,2006-04-01,11,11,11,11,22
AYATA,consulta externa,repetidas en menores de 5 anos,2006-04-01,4,6,4,6,10
AYO AYO,consulta externa,repetidas en menores de 5 anos,2006-04-01,14,13,14,13,27
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en menores de 5 anos,2006-04-01,11,12,11,12,23
BATALLAS,consulta externa,repetidas en menores de 5 anos,2006-04-01,0,2,0,2,2
BAURES,consulta externa,repetidas en menores de 5 anos,2006-04-01,15,9,15,9,24
BELEN DE ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2006-04-01,5,4,5,4,9
BELEN DE URMIRI,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,1,3,1,4
BERMEJO,consulta externa,repetidas en menores de 5 anos,2006-04-01,49,39,49,39,88
BETANZOS,consulta externa,repetidas en menores de 5 anos,2006-04-01,11,18,11,18,29
BOLIVAR,consulta externa,repetidas en menores de 5 anos,2006-04-01,7,1,7,1,8
BOYUIBE,consulta externa,repetidas en menores de 5 anos,2006-04-01,11,4,11,4,15
BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2006-04-01,163,131,163,131,294
CABEZAS,consulta externa,repetidas en menores de 5 anos,2006-04-01,9,12,9,12,21
CAIROMA,consulta externa,repetidas en menores de 5 anos,2006-04-01,13,6,13,6,19
"CAIZA ""D""",consulta externa,repetidas en menores de 5 anos,2006-04-01,10,6,10,6,16
CAJUATA,consulta externa,repetidas en menores de 5 anos,2006-04-01,8,6,8,6,14
CALACOTO,consulta externa,repetidas en menores de 5 anos,2006-04-01,2,4,2,4,6
CALAMARCA,consulta externa,repetidas en menores de 5 anos,2006-04-01,19,19,19,19,38
CAMARGO,consulta externa,repetidas en menores de 5 anos,2006-04-01,5,5,5,5,10
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en menores de 5 anos,2006-04-01,4,1,4,1,5
CAMIRI,consulta externa,repetidas en menores de 5 anos,2006-04-01,61,72,61,72,133
CAPINOTA,consulta externa,repetidas en menores de 5 anos,2006-04-01,62,76,62,76,138
CAQUIAVIRI,consulta externa,repetidas en menores de 5 anos,2006-04-01,5,1,5,1,6
CARACOLLO,consulta externa,repetidas en menores de 5 anos,2006-04-01,29,31,29,31,60
CARANAVI,consulta externa,repetidas en menores de 5 anos,2006-04-01,17,20,17,20,37
CARANGAS,consulta externa,repetidas en menores de 5 anos,2006-04-01,0,1,0,1,1
CARAPARI,consulta externa,repetidas en menores de 5 anos,2006-04-01,19,11,19,11,30
CARMEN RIVERO TORREZ,consulta externa,repetidas en menores de 5 anos,2006-04-01,0,1,0,1,1
CHALLAPATA,consulta externa,repetidas en menores de 5 anos,2006-04-01,17,24,17,24,41
CHAQUI,consulta externa,repetidas en menores de 5 anos,2006-04-01,2,4,2,4,6
CHARAGUA,consulta externa,repetidas en menores de 5 anos,2006-04-01,18,19,18,19,37
CHARAÑA,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,0,1,0,1
CHAYANTA,consulta externa,repetidas en menores de 5 anos,2006-04-01,9,8,9,8,17
CHIMORE,consulta externa,repetidas en menores de 5 anos,2006-04-01,26,28,26,28,54
CHIPAYA,consulta externa,repetidas en menores de 5 anos,2006-04-01,2,2,2,2,4
CHOQUE COTA,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en menores de 5 anos,2006-04-01,22,22,22,22,44
CHUMA,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,4,3,4,7
CLIZA,consulta externa,repetidas en menores de 5 anos,2006-04-01,21,27,21,27,48
COBIJA,consulta externa,repetidas en menores de 5 anos,2006-04-01,136,131,136,131,267
COCHABAMBA,consulta externa,repetidas en menores de 5 anos,2006-04-01,3023,2794,3023,2794,5817
COIPASA,consulta externa,repetidas en menores de 5 anos,2006-04-01,0,1,0,1,1
COLCAPIRHUA,consulta externa,repetidas en menores de 5 anos,2006-04-01,154,156,154,156,310
"COLCHA ""K""",consulta externa,repetidas en menores de 5 anos,2006-04-01,1,12,1,12,13
COLLANA,consulta externa,repetidas en menores de 5 anos,2006-04-01,0,2,0,2,2
COLOMI,consulta externa,repetidas en menores de 5 anos,2006-04-01,23,15,23,15,38
COLPA BELGICA,consulta externa,repetidas en menores de 5 anos,2006-04-01,58,35,58,35,93
COLQUECHACA,consulta externa,repetidas en menores de 5 anos,2006-04-01,9,10,9,10,19
COLQUENCHA,consulta externa,repetidas en menores de 5 anos,2006-04-01,2,3,2,3,5
COLQUIRI,consulta externa,repetidas en menores de 5 anos,2006-04-01,28,31,28,31,59
COMANCHE,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,0,1,0,1
COMARAPA,consulta externa,repetidas en menores de 5 anos,2006-04-01,31,25,31,25,56
COMBAYA,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,0,1,0,1
CONCEPCION,consulta externa,repetidas en menores de 5 anos,2006-04-01,4,5,4,5,9
COPACABANA,consulta externa,repetidas en menores de 5 anos,2006-04-01,4,2,4,2,6
CORIPATA,consulta externa,repetidas en menores de 5 anos,2006-04-01,33,17,33,17,50
CORO CORO,consulta externa,repetidas en menores de 5 anos,2006-04-01,6,5,6,5,11
COROICO,consulta externa,repetidas en menores de 5 anos,2006-04-01,38,52,38,52,90
CORQUE,consulta externa,repetidas en menores de 5 anos,2006-04-01,26,13,26,13,39
COTAGAITA,consulta externa,repetidas en menores de 5 anos,2006-04-01,39,18,39,18,57
COTOCA,consulta externa,repetidas en menores de 5 anos,2006-04-01,63,40,63,40,103
CUATRO CAÑADAS,consulta externa,repetidas en menores de 5 anos,2006-04-01,33,28,33,28,61
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en menores de 5 anos,2006-04-01,5,2,5,2,7
CUEVO,consulta externa,repetidas en menores de 5 anos,2006-04-01,11,12,11,12,23
CULPINA,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,7,3,7,10
CURAHUARA DE CARANGAS,consulta externa,repetidas en menores de 5 anos,2006-04-01,6,2,6,2,8
DESAGUADERO,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,1,1,1,2
EL ALTO,consulta externa,repetidas en menores de 5 anos,2006-04-01,1630,1853,1630,1853,3483
EL CHORO,consulta externa,repetidas en menores de 5 anos,2006-04-01,7,1,7,1,8
EL PUENTE(STC),consulta externa,repetidas en menores de 5 anos,2006-04-01,11,3,11,3,14
EL PUENTE(TJA),consulta externa,repetidas en menores de 5 anos,2006-04-01,20,17,20,17,37
EL TORNO,consulta externa,repetidas en menores de 5 anos,2006-04-01,33,40,33,40,73
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2006-04-01,50,43,50,43,93
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2006-04-01,10,9,10,9,19
EUCALIPTUS,consulta externa,repetidas en menores de 5 anos,2006-04-01,23,8,23,8,31
EUREKA (SANTOS MERCADO),consulta externa,repetidas en menores de 5 anos,2006-04-01,1,0,1,0,1
EXALTACION,consulta externa,repetidas en menores de 5 anos,2006-04-01,9,8,9,8,17
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2006-04-01,55,50,55,50,105
GENERAL SAAVEDRA,consulta externa,repetidas en menores de 5 anos,2006-04-01,40,26,40,26,66
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en menores de 5 anos,2006-04-01,6,1,6,1,7
GUAQUI,consulta externa,repetidas en menores de 5 anos,2006-04-01,18,9,18,9,27
GUAYARAMERIN,consulta externa,repetidas en menores de 5 anos,2006-04-01,77,74,77,74,151
GUTIERREZ,consulta externa,repetidas en menores de 5 anos,2006-04-01,27,14,27,14,41
HUACARETA,consulta externa,repetidas en menores de 5 anos,2006-04-01,43,65,43,65,108
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en menores de 5 anos,2006-04-01,3,3,3,3,6
HUACHACALLA,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,5,3,5,8
HUANUNI,consulta externa,repetidas en menores de 5 anos,2006-04-01,98,121,98,121,219
HUARACAJE,consulta externa,repetidas en menores de 5 anos,2006-04-01,31,31,31,31,62
HUAYLLAMARCA,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,1,3,1,4
ICLA,consulta externa,repetidas en menores de 5 anos,2006-04-01,5,10,5,10,15
INCAHUASI,consulta externa,repetidas en menores de 5 anos,2006-04-01,9,10,9,10,19
INGAVI (HUMAITA),consulta externa,repetidas en menores de 5 anos,2006-04-01,6,4,6,4,10
INQUISIVI,consulta externa,repetidas en menores de 5 anos,2006-04-01,14,14,14,14,28
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en menores de 5 anos,2006-04-01,11,5,11,5,16
IXIAMAS,consulta externa,repetidas en menores de 5 anos,2006-04-01,20,20,20,20,40
JESUS DE MACHACA,consulta externa,repetidas en menores de 5 anos,2006-04-01,8,7,8,7,15
LA ASUNTA,consulta externa,repetidas en menores de 5 anos,2006-04-01,17,9,17,9,26
LA GUARDIA,consulta externa,repetidas en menores de 5 anos,2006-04-01,91,75,91,75,166
LA PAZ,consulta externa,repetidas en menores de 5 anos,2006-04-01,3759,3690,3759,3690,7449
LAGUNILLAS,consulta externa,repetidas en menores de 5 anos,2006-04-01,11,21,11,21,32
LAJA,consulta externa,repetidas en menores de 5 anos,2006-04-01,5,2,5,2,7
LAS CARRERAS,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,4,3,4,7
LICOMA PAMPA,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,1,1,1,2
LLALLAGUA,consulta externa,repetidas en menores de 5 anos,2006-04-01,45,39,45,39,84
LLICA,consulta externa,repetidas en menores de 5 anos,2006-04-01,2,3,2,3,5
LORETO,consulta externa,repetidas en menores de 5 anos,2006-04-01,56,59,56,59,115
LURIBAY,consulta externa,repetidas en menores de 5 anos,2006-04-01,8,1,8,1,9
MACHACAMARCA,consulta externa,repetidas en menores de 5 anos,2006-04-01,9,5,9,5,14
MACHARETI,consulta externa,repetidas en menores de 5 anos,2006-04-01,10,5,10,5,15
MAGDALENA,consulta externa,repetidas en menores de 5 anos,2006-04-01,16,14,16,14,30
MAIRANA,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,2,3,2,5
MALLA,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,4,1,4,5
MAPIRI,consulta externa,repetidas en menores de 5 anos,2006-04-01,7,4,7,4,11
MECAPACA,consulta externa,repetidas en menores de 5 anos,2006-04-01,23,14,23,14,37
MINEROS,consulta externa,repetidas en menores de 5 anos,2006-04-01,27,32,27,32,59
MIZQUE,consulta externa,repetidas en menores de 5 anos,2006-04-01,25,14,25,14,39
MOCOMOCO,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,2,3,2,5
MOJINETE,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,0,1,0,1
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2006-04-01,4,7,4,7,11
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2006-04-01,61,47,61,47,108
MONTERO,consulta externa,repetidas en menores de 5 anos,2006-04-01,455,388,455,388,843
MORO MORO,consulta externa,repetidas en menores de 5 anos,2006-04-01,2,1,2,1,3
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2006-04-01,40,48,40,48,88
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en menores de 5 anos,2006-04-01,1,0,1,0,1
NAZACARA DE PACAJES,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,0,1,0,1
OCURI,consulta externa,repetidas en menores de 5 anos,2006-04-01,5,3,5,3,8
OKINAWA,consulta externa,repetidas en menores de 5 anos,2006-04-01,8,6,8,6,14
OMEREQUE,consulta externa,repetidas en menores de 5 anos,2006-04-01,10,9,10,9,19
ORURO,consulta externa,repetidas en menores de 5 anos,2006-04-01,805,746,805,746,1551
PADCAYA,consulta externa,repetidas en menores de 5 anos,2006-04-01,42,39,42,39,81
PADILLA,consulta externa,repetidas en menores de 5 anos,2006-04-01,8,3,8,3,11
PAILON,consulta externa,repetidas en menores de 5 anos,2006-04-01,16,28,16,28,44
PALCA,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,2,3,2,5
PALOS BLANCOS,consulta externa,repetidas en menores de 5 anos,2006-04-01,39,34,39,34,73
PAMPA AULLAGAS,consulta externa,repetidas en menores de 5 anos,2006-04-01,5,2,5,2,7
PAMPA GRANDE,consulta externa,repetidas en menores de 5 anos,2006-04-01,6,8,6,8,14
PAPEL PAMPA,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,1,1,1,2
PASORAPA,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,2,3,2,5
PATACAMAYA,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,0,1,0,1
PAZÑA,consulta externa,repetidas en menores de 5 anos,2006-04-01,16,8,16,8,24
PELECHUCO,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,0,1,0,1
POCOATA,consulta externa,repetidas en menores de 5 anos,2006-04-01,8,4,8,4,12
POCONA,consulta externa,repetidas en menores de 5 anos,2006-04-01,4,4,4,4,8
POJO (CBBA),consulta externa,repetidas en menores de 5 anos,2006-04-01,5,2,5,2,7
POOPO,consulta externa,repetidas en menores de 5 anos,2006-04-01,5,2,5,2,7
PORCO,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,9,3,9,12
POROMA,consulta externa,repetidas en menores de 5 anos,2006-04-01,9,23,9,23,32
PORONGO,consulta externa,repetidas en menores de 5 anos,2006-04-01,25,33,25,33,58
PORTACHUELO,consulta externa,repetidas en menores de 5 anos,2006-04-01,79,63,79,63,142
PORVENIR,consulta externa,repetidas en menores de 5 anos,2006-04-01,2,1,2,1,3
POSTRER VALLE,consulta externa,repetidas en menores de 5 anos,2006-04-01,4,0,4,0,4
POTOSI,consulta externa,repetidas en menores de 5 anos,2006-04-01,402,247,402,247,649
PRESTO,consulta externa,repetidas en menores de 5 anos,2006-04-01,2,2,2,2,4
PUCARANI,consulta externa,repetidas en menores de 5 anos,2006-04-01,11,6,11,6,17
PUERTO ACOSTA,consulta externa,repetidas en menores de 5 anos,2006-04-01,10,12,10,12,22
PUERTO CARABUCO,consulta externa,repetidas en menores de 5 anos,2006-04-01,8,6,8,6,14
PUERTO GONZALO MORENO,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,3,1,3,4
PUERTO PEREZ,consulta externa,repetidas en menores de 5 anos,2006-04-01,6,3,6,3,9
PUERTO QUIJARRO,consulta externa,repetidas en menores de 5 anos,2006-04-01,29,25,29,25,54
PUERTO SILES,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,2,1,2,3
PUERTO SUAREZ,consulta externa,repetidas en menores de 5 anos,2006-04-01,38,62,38,62,100
PUERTO VILLARROEL,consulta externa,repetidas en menores de 5 anos,2006-04-01,112,87,112,87,199
PUNA,consulta externa,repetidas en menores de 5 anos,2006-04-01,21,20,21,20,41
PUNATA,consulta externa,repetidas en menores de 5 anos,2006-04-01,87,64,87,64,151
QUILLACOLLO,consulta externa,repetidas en menores de 5 anos,2006-04-01,234,294,234,294,528
QUIME,consulta externa,repetidas en menores de 5 anos,2006-04-01,5,9,5,9,14
QUIRUSILLAS,consulta externa,repetidas en menores de 5 anos,2006-04-01,10,2,10,2,12
RAVELO,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,0,1,0,1
REYES,consulta externa,repetidas en menores de 5 anos,2006-04-01,12,21,12,21,33
RIBERALTA,consulta externa,repetidas en menores de 5 anos,2006-04-01,290,328,290,328,618
ROBORE,consulta externa,repetidas en menores de 5 anos,2006-04-01,13,19,13,19,32
RURRENABAQUE,consulta externa,repetidas en menores de 5 anos,2006-04-01,22,13,22,13,35
SABAYA,consulta externa,repetidas en menores de 5 anos,2006-04-01,2,3,2,3,5
SACABA,consulta externa,repetidas en menores de 5 anos,2006-04-01,243,223,243,223,466
SACABAMBA,consulta externa,repetidas en menores de 5 anos,2006-04-01,6,9,6,9,15
SACACA,consulta externa,repetidas en menores de 5 anos,2006-04-01,2,7,2,7,9
SAIPINA,consulta externa,repetidas en menores de 5 anos,2006-04-01,10,5,10,5,15
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,1,1,1,2
SAMAIPATA,consulta externa,repetidas en menores de 5 anos,2006-04-01,6,2,6,2,8
SAN AGUSTIN,consulta externa,repetidas en menores de 5 anos,2006-04-01,0,2,0,2,2
SAN ANDRES,consulta externa,repetidas en menores de 5 anos,2006-04-01,35,13,35,13,48
SAN ANDRES DE MACHACA,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,1,1,1,2
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en menores de 5 anos,2006-04-01,4,4,4,4,8
SAN BENITO,consulta externa,repetidas en menores de 5 anos,2006-04-01,23,22,23,22,45
SAN BORJA,consulta externa,repetidas en menores de 5 anos,2006-04-01,90,77,90,77,167
SAN BUENA VENTURA,consulta externa,repetidas en menores de 5 anos,2006-04-01,51,33,51,33,84
SAN CARLOS,consulta externa,repetidas en menores de 5 anos,2006-04-01,24,25,24,25,49
SAN IGNACIO,consulta externa,repetidas en menores de 5 anos,2006-04-01,49,68,49,68,117
SAN IGNACIO DE VELASCO,consulta externa,repetidas en menores de 5 anos,2006-04-01,59,61,59,61,120
SAN JAVIER(BNI),consulta externa,repetidas en menores de 5 anos,2006-04-01,1,4,1,4,5
SAN JAVIER(STC),consulta externa,repetidas en menores de 5 anos,2006-04-01,27,19,27,19,46
SAN JOAQUIN,consulta externa,repetidas en menores de 5 anos,2006-04-01,6,8,6,8,14
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en menores de 5 anos,2006-04-01,2,3,2,3,5
SAN JUAN DE YAPACANI,consulta externa,repetidas en menores de 5 anos,2006-04-01,40,45,40,45,85
SAN JULIAN,consulta externa,repetidas en menores de 5 anos,2006-04-01,94,60,94,60,154
SAN LORENZO(PND),consulta externa,repetidas en menores de 5 anos,2006-04-01,5,3,5,3,8
SAN LORENZO(TJA),consulta externa,repetidas en menores de 5 anos,2006-04-01,61,56,61,56,117
SAN LUCAS,consulta externa,repetidas en menores de 5 anos,2006-04-01,14,10,14,10,24
SAN MATIAS,consulta externa,repetidas en menores de 5 anos,2006-04-01,13,7,13,7,20
SAN MIGUEL DE VELASCO,consulta externa,repetidas en menores de 5 anos,2006-04-01,24,28,24,28,52
SAN PABLO DE LIPEZ,consulta externa,repetidas en menores de 5 anos,2006-04-01,12,8,12,8,20
SAN PEDRO,consulta externa,repetidas en menores de 5 anos,2006-04-01,258,263,258,263,521
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,0,1,0,1
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,1,1,1,2
SAN PEDRO DE QUEMES,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,consulta externa,repetidas en menores de 5 anos,2006-04-01,4,2,4,2,6
SAN RAFAEL,consulta externa,repetidas en menores de 5 anos,2006-04-01,17,11,17,11,28
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2006-04-01,13,10,13,10,23
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2006-04-01,8,7,8,7,15
SANTA ANA,consulta externa,repetidas en menores de 5 anos,2006-04-01,10,10,10,10,20
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en menores de 5 anos,2006-04-01,3809,4222,3809,4222,8031
SANTA ROSA,consulta externa,repetidas en menores de 5 anos,2006-04-01,28,27,28,27,55
SANTA ROSA DEL SARA,consulta externa,repetidas en menores de 5 anos,2006-04-01,39,30,39,30,69
SANTIAGO DE HUARI,consulta externa,repetidas en menores de 5 anos,2006-04-01,22,32,22,32,54
SANTIAGO DE MACHACA,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,2,3,2,5
SANTIVAÑES,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,8,3,8,11
SANTUARIO DE QUILLACAS,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,1,3,1,4
SAPAHAQUI,consulta externa,repetidas en menores de 5 anos,2006-04-01,5,3,5,3,8
SENA,consulta externa,repetidas en menores de 5 anos,2006-04-01,2,1,2,1,3
SICA SICA (VILLA AROMA),consulta externa,repetidas en menores de 5 anos,2006-04-01,18,11,18,11,29
SIPE SIPE,consulta externa,repetidas en menores de 5 anos,2006-04-01,120,109,120,109,229
SOPACHUY,consulta externa,repetidas en menores de 5 anos,2006-04-01,6,3,6,3,9
SORACACHI,consulta externa,repetidas en menores de 5 anos,2006-04-01,8,6,8,6,14
SORATA,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,5,3,5,8
SUCRE,consulta externa,repetidas en menores de 5 anos,2006-04-01,1067,1053,1067,1053,2120
TACACHI,consulta externa,repetidas en menores de 5 anos,2006-04-01,2,2,2,2,4
TACACOMA,consulta externa,repetidas en menores de 5 anos,2006-04-01,1,2,1,2,3
TACOBAMBA,consulta externa,repetidas en menores de 5 anos,2006-04-01,3,2,3,2,5
TACOPAYA,consulta externa,repetidas en menores de 5 anos,2006-04-01,2,6,2,6,8
