municipality,group,variable,month,Repetidas en personas de 60 años o más -Hombre,Repetidas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
PUERTO CARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,9,5,9,5,14
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,3,1,3,1,4
PUERTO PEREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,6,3,6,3,9
PUERTO QUIJARRO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,15,10,15,10,25
PUERTO RICO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,1,1,1,2
PUERTO SILES,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,3,0,3,0,3
PUERTO SUAREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,12,16,12,16,28
PUERTO VILLARROEL,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,3,2,3,2,5
PUNA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,12,12,12,12,24
PUNATA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,110,164,110,164,274
QUILLACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,331,382,331,382,713
QUIME,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,5,1,5,1,6
REYES,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,32,46,32,46,78
RIBERALTA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,18,22,18,22,40
ROBORE,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,18,23,18,23,41
RURRENABAQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,36,38,36,38,74
SABAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,4,1,4,1,5
SACABA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,98,121,98,121,219
SACABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,0,1,0,1
SACACA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,3,2,3,2,5
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,5,5,5,5,10
SAMAIPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,1,1,1,2
SAN ANDRES,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,1,1,1,2
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,2,5,2,5,7
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,0,1,0,1
SAN BENITO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,9,5,9,5,14
SAN BORJA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,54,51,54,51,105
SAN BUENA VENTURA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,6,6,6,6,12
SAN CARLOS,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,7,8,7,8,15
SAN IGNACIO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,50,64,50,64,114
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,39,38,39,38,77
SAN JAVIER(BNI),consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,3,3,3,3,6
SAN JAVIER(STC),consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,3,0,3,3
SAN JOAQUIN,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,10,14,10,14,24
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,8,11,8,11,19
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,26,31,26,31,57
SAN JULIAN,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,31,15,31,15,46
SAN LORENZO(PND),consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,0,1,0,1
SAN LORENZO(TJA),consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,4,3,4,3,7
SAN LUCAS,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,18,33,18,33,51
SAN MATIAS,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,6,4,6,4,10
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,30,66,30,66,96
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,8,6,8,6,14
SAN PEDRO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,7,6,7,6,13
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,7,0,7,7
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,4,8,4,8,12
SAN PEDRO(PND),consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,1,0,1,1
SAN RAFAEL,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,1,0,1,1
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,27,30,27,30,57
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,2,1,2,3
SANTA ANA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,50,106,50,106,156
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,3443,5860,3443,5860,9303
SANTA ROSA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,2,0,2,0,2
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,3,7,3,7,10
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,0,1,0,1
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,27,24,27,24,51
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,3,1,3,4
SANTIVAÑES,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,4,3,4,3,7
SANTUARIO DE QUILLACAS,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,2,0,2,2
SAPAHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,3,0,3,0,3
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,3,4,3,4,7
SICAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,2,0,2,0,2
SIPE SIPE,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,23,23,23,23,46
SOPACHUY,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,4,0,4,4
SORATA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,4,2,4,2,6
SUCRE,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1503,2247,1503,2247,3750
TACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,2,6,2,6,8
TACOBAMBA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,0,1,0,1
TACOPAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,2,0,2,0,2
TAHUA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,1,1,1,2
TAPACARI,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,7,1,7,8
TARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,16,48,16,48,64
TARACO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,4,1,4,1,5
TARATA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,3,4,3,4,7
TARIJA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1702,2480,1702,2480,4182
TARVITA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,2,3,2,3,5
TEOPONTE,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,2,1,2,1,3
TIAWANACU,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,3,6,3,6,9
TINGUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,2,5,2,5,7
TIPUANI,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,2,0,2,0,2
TIQUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,7,13,7,13,20
TIRAQUE (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,6,8,6,8,14
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,1,1,1,2
TOCO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,1,0,1,1
TOLATA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,2,1,2,3
TOLEDO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,3,0,3,3
TOMAVE,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,5,6,5,6,11
TOMINA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,4,0,4,4
TORO TORO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,1,0,1,1
TOTORA(CBBA),consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,7,51,7,51,58
TRIGAL,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,2,1,2,3
TRINIDAD,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,404,447,404,447,851
TUPIZA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,63,92,63,92,155
UMALA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,1,0,1,1
UNCIA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,51,91,51,91,142
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,6,6,6,6,12
UYUNI,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,66,29,66,29,95
VACAS,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,10,4,10,4,14
VALLEGRANDE,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,209,293,209,293,502
VIACHA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,145,128,145,128,273
VILA VILA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,1,0,1,1
VILLA MONTES,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,188,87,188,87,275
VILLA RIVERO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,6,12,6,12,18
VILLA SERRANO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,4,16,4,16,20
VILLA TUNARI,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,15,12,15,12,27
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,3,0,3,3
VILLAZON,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,31,60,31,60,91
VINTO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,20,33,20,33,53
VITICHI,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,13,10,13,10,23
WALDO BALLIVIAN,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,2,0,2,2
WARNES,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,17,4,17,4,21
YACO,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,1,0,1,1
YACUIBA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,175,342,175,342,517
YAMPARAEZ,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,8,4,8,4,12
YANACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,3,1,3,1,4
YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,9,4,9,4,13
YOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,2,4,2,4,6
YOTALA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,2,11,2,11,13
YUNCHARA,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,0,1,0,1,1
ZUDAÑEZ,consulta externa,repetidas en personas de 60 anos o mas,2006-03-01,1,0,1,0,1
ACACIO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,4,0,4,4
ACHACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,22,33,22,33,55
ACHOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,2,0,2,2
AIQUILE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,48,55,48,55,103
ALCALA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,5,2,5,2,7
ANCORAIMES,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,16,8,16,8,24
ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,3,2,3,2,5
ANTEQUERA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,0,1,0,1
ANZALDO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,0,2,0,2
APOLO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,8,4,8,12
ARAMPAMPA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
ARANI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,6,7,6,7,13
ARBIETO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,5,5,5,5,10
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
ATOCHA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,61,69,61,69,130
AUCAPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,3,5,3,5,8
AYATA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,1,2,1,3
AYO AYO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,5,2,5,2,7
AZURDUY,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
BATALLAS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,4,1,4,5
BAURES,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,5,6,5,6,11
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,7,1,7,1,8
BELEN DE URMIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,2,0,2,2
BELLA FLOR,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,0,2,0,2
BERMEJO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,56,52,56,52,108
BETANZOS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,21,59,21,59,80
BOLPEBRA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,2,0,2,2
BOYUIBE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,3,1,3,4
BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,41,29,41,29,70
CABEZAS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,2,0,2,2
CAIROMA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,11,5,11,5,16
"CAIZA ""D""",consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,6,16,6,16,22
CAJUATA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,6,4,6,4,10
CALACOTO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,7,2,7,2,9
CALAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,5,5,5,5,10
CAMARGO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,12,17,12,17,29
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,2,1,2,3
CAMIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,71,92,71,92,163
CAPINOTA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,15,19,15,19,34
CAQUIAVIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,8,6,8,6,14
CARACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,10,13,10,13,23
CARANAVI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,18,15,18,15,33
CARAPARI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,3,0,3,3
CATACORA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
CHALLAPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,18,5,18,5,23
CHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
CHARAGUA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,8,1,8,9
CHARAÑA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,1,1,1,2
CHAYANTA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,13,2,13,15
CHIMORE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,4,1,4,5
CHOQUE COTA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,20,6,20,6,26
CHUMA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,6,4,6,10
CLIZA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,2,1,2,3
COBIJA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,5,7,5,7,12
COCHABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4471,5706,4471,5706,10177
COLCAPIRHUA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,37,66,37,66,103
"COLCHA ""K""",consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,9,4,9,13
COLLANA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,2,2,2,4
COLOMI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,2,0,2,2
COLPA BELGICA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,31,24,31,24,55
COLQUECHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,8,4,8,12
COLQUENCHA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,0,2,0,2
COLQUIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,5,2,5,2,7
COMARAPA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,15,4,15,19
COMBAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,2,0,2,2
COPACABANA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,3,4,3,7
CORIPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,1,4,1,5
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,43,46,43,46,89
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,12,10,12,10,22
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,8,23,8,23,31
COTOCA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,4,1,4,5
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,7,1,7,8
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,2,1,2,3
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,3,1,3,4
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,1,2,1,3
DESAGUADERO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,1,1,1,2
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,742,713,742,713,1455
EL CHORO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,1,1,1,2
EL PUENTE(STC),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,6,6,6,6,12
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,246,268,246,268,514
EL VILLAR,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,2,0,2,2
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,1,1,1,2
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,1,2,1,3
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,4,0,4,4
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,2,2,2,4
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,8,7,8,7,15
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,1,2,1,3
GUAQUI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,0,2,0,2
GUAYARAMERIN,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,127,125,127,125,252
GUTIERREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,1,2,1,3
HUACARETA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,2,4,2,6
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
HUACHACALLA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,2,0,2,2
HUANUNI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,90,84,90,84,174
HUARACAJE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,2,1,2,3
HUAYLLAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,3,2,3,2,5
INCAHUASI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,5,0,5,5
INGAVI (HUMAITA),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,1,2,1,3
INQUISIVI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,6,1,6,1,7
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,9,8,9,8,17
IXIAMAS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,0,2,0,2
JESUS DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,9,8,9,8,17
LA ASUNTA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,1,1,1,2
LA GUARDIA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,3,6,3,6,9
LA PAZ,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,8946,11709,8946,11709,20655
LAJA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,6,1,6,1,7
LAS CARRERAS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,8,1,8,9
LICOMA PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,0,1,0,1
LLALLAGUA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,56,114,56,114,170
LLICA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,4,2,4,6
LORETO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,0,1,0,1
LURIBAY,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,5,1,5,1,6
MACHACAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,35,35,35,35,70
MACHARETI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,1,2,1,3
MAGDALENA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,55,81,55,81,136
MAIRANA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,2,0,2,2
MAPIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
MECAPACA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,8,5,8,5,13
MINEROS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,2,1,2,3
MIZQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,1,1,1,2
MOCOMOCO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,8,2,8,10
MOJINETE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,4,2,4,6
MOJOCOYA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,2,0,2,2
MONTEAGUDO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,50,81,50,81,131
MONTERO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,480,557,480,557,1037
MORO MORO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,0,1,0,1
MOROCHATA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,5,10,5,10,15
OCURI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,2,1,2,3
OKINAWA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
OMEREQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,2,2,2,4
ORURO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1464,1709,1464,1709,3173
PADCAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,11,26,11,26,37
PADILLA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,21,17,21,17,38
PALCA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
PALOS BLANCOS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,10,10,10,10,20
PAMPA AULLAGAS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,0,1,0,1
PAMPA GRANDE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,11,0,11,11
PAPEL PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,3,8,3,8,11
PASORAPA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,2,1,2,3
PATACAMAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,2,1,2,3
PAZÑA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,11,25,11,25,36
POCOATA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,4,2,4,6
POCONA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,5,0,5,5
POOPO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,7,3,7,3,10
POROMA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,11,8,11,8,19
PORONGO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,3,3,3,3,6
PORTACHUELO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,16,14,16,14,30
PORVENIR,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,7,3,7,3,10
POSTRER VALLE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,5,9,5,9,14
POTOSI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,748,1149,748,1149,1897
PUCARANI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,1,4,1,5
PUERTO ACOSTA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,19,17,19,17,36
PUERTO CARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,8,1,8,1,9
PUERTO PEREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,4,0,4,4
PUERTO QUIJARRO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,9,3,9,3,12
PUERTO RICO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,4,4,4,8
PUERTO SILES,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,0,1,0,1
PUERTO SUAREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,8,13,8,13,21
