municipality,group,variable,month,Repetidas en personas de 15 a 59 años -Hombre,Repetidas en personas de 15 a 59 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,1,2,1,2,3
SANTIVAÑES,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,1,3,1,3,4
SAPAHAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,6,2,6,2,8
SENA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,2,2,2,2,4
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,4,9,4,9,13
SICAYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,1,1,1,1,2
SIPE SIPE,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,18,264,18,264,282
SOPACHUY,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,0,7,0,7,7
SORACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,3,3,3,3,6
SORATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,1,3,1,3,4
SUCRE,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,2472,6880,2472,6880,9352
TACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,0,12,0,12,12
TACOBAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,1,0,1,0,1
TACOPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,2,2,2,2,4
TAHUA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,1,1,1,1,2
TAPACARI,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,4,23,4,23,27
TARABUCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,25,38,25,38,63
TARACO,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,1,2,1,2,3
TARATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,6,5,6,5,11
TARIJA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,2240,6773,2240,6773,9013
TARVITA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,2,31,2,31,33
TIAWANACU,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,6,15,6,15,21
TINGUIPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,1,7,1,7,8
TIPUANI,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,7,4,7,4,11
TIQUIPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,16,196,16,196,212
TIRAQUE (CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,47,260,47,260,307
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,0,4,0,4,4
TOCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,1,3,1,3,4
TOLATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,0,2,0,2,2
TOLEDO,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,6,11,6,11,17
TOMAVE,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,21,24,21,24,45
TOMINA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,6,4,6,4,10
TORO TORO,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,2,4,2,4,6
TOTORA(CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,5,2,5,2,7
TRIGAL,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,0,4,0,4,4
TRINIDAD,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,857,1443,857,1443,2300
TUPIZA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,214,397,214,397,611
TURCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,0,2,0,2,2
UMALA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,0,1,0,1,1
UNCIA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,123,228,123,228,351
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,4,22,4,22,26
URUBICHA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,2,117,2,117,119
UYUNI,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,47,129,47,129,176
VACAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,23,56,23,56,79
VALLEGRANDE,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,63,190,63,190,253
VIACHA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,128,313,128,313,441
VILA VILA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,4,15,4,15,19
VILLA MONTES,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,71,111,71,111,182
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,3,1,3,1,4
VILLA RIVERO,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,17,56,17,56,73
VILLA SERRANO,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,4,24,4,24,28
VILLA TUNARI,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,54,74,54,74,128
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,11,20,11,20,31
VILLAZON,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,48,147,48,147,195
VINTO,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,41,64,41,64,105
VITICHI,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,5,16,5,16,21
WALDO BALLIVIAN,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,2,0,2,0,2
WARNES,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,53,163,53,163,216
YACO,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,0,2,0,2,2
YACUIBA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,266,1337,266,1337,1603
YAMPARAEZ,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,15,22,15,22,37
YANACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,11,8,11,8,19
YAPACANI,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,33,291,33,291,324
YOCALLA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,0,2,0,2,2
YOTALA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,15,30,15,30,45
YUNCHARA,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,0,2,0,2,2
ZUDAÑEZ,consulta externa,repetidas en personas de 15 a 59 anos,2006-03-01,1,4,1,4,5
ACACIO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,2,0,2,2
ACHACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,34,32,34,32,66
ACHOCALLA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,5,1,5,6
AIQUILE,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,30,301,30,301,331
ALALAY,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,2,2,2,4
ALCALA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,24,3,24,27
ANCORAIMES,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,12,6,12,6,18
ANDAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,12,11,12,11,23
ANTEQUERA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,2,1,2,3
ANZALDO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,6,0,6,6
APOLO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,7,9,7,9,16
ARAMPAMPA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,1,3,1,4
ARANI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,11,58,11,58,69
ARBIETO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,6,20,6,20,26
ARQUE,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,5,0,5,5
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,3,2,3,5
ATOCHA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,268,296,268,296,564
AUCAPATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,7,11,7,11,18
AYATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,2,3,2,5
AYO AYO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,12,20,12,20,32
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,5,9,5,9,14
BATALLAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,10,3,10,13
BAURES,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,9,8,9,8,17
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,9,3,9,3,12
BELEN DE URMIRI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,0,1,0,1
BERMEJO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,75,138,75,138,213
BETANZOS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,23,27,23,27,50
BOLPEBRA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,0,2,0,2
BOYUIBE,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,3,0,3,3
BUENA VISTA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,32,75,32,75,107
CABEZAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,7,30,7,30,37
CAIROMA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,80,55,80,55,135
"CAIZA ""D""",consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,7,12,7,12,19
CAJUATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,6,2,6,8
CALACOTO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,6,3,6,9
CALAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,19,2,19,21
CAMARGO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,8,27,8,27,35
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,4,4,4,4,8
CAMIRI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,62,144,62,144,206
CAPINOTA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,75,59,75,59,134
CAQUIAVIRI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,7,3,7,3,10
CARACOLLO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,6,11,6,11,17
CARANAVI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,35,69,35,69,104
CARAPARI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,5,8,5,8,13
CARIPUYO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,0,3,0,3
CARMEN RIVERO TORREZ,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,0,1,0,1
CHALLAPATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,48,15,48,15,63
CHAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,5,2,5,7
CHARAGUA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,13,31,13,31,44
CHARAÑA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,0,1,0,1
CHAYANTA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,13,14,13,14,27
CHIMORE,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,5,12,5,12,17
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,73,34,73,34,107
CHUMA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,7,3,7,10
CLIZA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,3,0,3,3
COBIJA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,27,314,27,314,341
COCHABAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,6422,16367,6422,16367,22789
COLCAPIRHUA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,95,358,95,358,453
"COLCHA ""K""",consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,7,9,7,9,16
COLLANA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,6,6,6,6,12
COLOMI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,7,3,7,10
COLPA BELGICA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,16,33,16,33,49
COLQUECHACA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,5,3,5,8
COLQUENCHA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,3,3,3,6
COLQUIRI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,21,18,21,18,39
COMANCHE,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,1,0,1,1
COMARAPA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,12,29,12,29,41
COMBAYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,3,2,3,5
COPACABANA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,5,1,5,6
CORIPATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,10,7,10,7,17
CORO CORO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,6,3,6,9
COROICO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,66,87,66,87,153
CORQUE,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,23,14,23,14,37
COTAGAITA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,93,76,93,76,169
COTOCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,5,1,5,1,6
CUATRO CAÑADAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,12,31,12,31,43
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,10,3,10,13
CUEVO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,8,6,8,6,14
CULPINA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,4,1,4,5
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,0,1,0,1
DESAGUADERO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,5,2,5,7
EL ALTO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3564,6020,3564,6020,9584
EL CHORO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,3,2,3,5
EL PUENTE(STC),consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,3,0,3,3
EL PUENTE(TJA),consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,4,10,4,10,14
EL TORNO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,130,179,130,179,309
ENTRE RIOS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,8,6,8,6,14
ENTRE RIOS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,14,9,14,9,23
ESCARA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,2,0,2,2
EUCALIPTUS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,3,1,3,4
EUREKA (SANTOS MERCADO),consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,1,1,1,2
EXALTACION,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,2,2,2,4
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,37,70,37,70,107
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,25,39,25,39,64
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,0,1,0,1
GUANAY,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,3,3,3,6
GUAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,17,3,17,20
GUAYARAMERIN,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,69,171,69,171,240
GUTIERREZ,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,5,9,5,9,14
HUACARETA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,20,84,20,84,104
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,1,0,1,1
HUACHACALLA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,4,0,4,0,4
HUANUNI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,116,129,116,129,245
HUARACAJE,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,14,18,14,18,32
HUAYLLAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,0,2,0,2
ICHOCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,5,2,5,7
ICLA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,4,8,4,8,12
INCAHUASI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,7,1,7,8
INGAVI (HUMAITA),consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,4,2,4,2,6
INQUISIVI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,15,7,15,7,22
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,18,25,18,25,43
IXIAMAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,10,0,10,10
JESUS DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,4,12,4,12,16
LA ASUNTA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,11,16,11,16,27
LA GUARDIA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,27,118,27,118,145
LA PAZ,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,11368,27786,11368,27786,39154
LAGUNILLAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,23,2,23,25
LAJA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,13,7,13,7,20
LAS CARRERAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,8,14,8,14,22
LLALLAGUA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,72,152,72,152,224
LLICA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,4,6,4,6,10
LORETO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,5,2,5,7
LURIBAY,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,8,6,8,6,14
MACHACAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,6,12,6,12,18
MACHARETI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,4,43,4,43,47
MAGDALENA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,38,115,38,115,153
MAIRANA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,5,1,5,1,6
MALLA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,2,2,2,4
MAPIRI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,4,2,4,6
MECAPACA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,13,15,13,15,28
MINEROS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,9,39,9,39,48
MIZQUE,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,0,1,0,1
MOCOMOCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,9,4,9,4,13
MOJINETE,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,4,0,4,4
MOJOCOYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,7,0,7,7
MONTEAGUDO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,53,313,53,313,366
MONTERO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,780,1535,780,1535,2315
MORO MORO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,5,2,5,7
MOROCHATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,18,87,18,87,105
NAZACARA DE PACAJES,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,0,1,0,1
OCURI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,1,3,1,4
OKINAWA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,5,27,5,27,32
OMEREQUE,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,2,2,2,4
ORURO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2217,4800,2217,4800,7017
PADCAYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,44,85,44,85,129
PADILLA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,16,59,16,59,75
PAILON,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,7,1,7,8
PALCA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,9,8,9,8,17
PALOS BLANCOS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,36,37,36,37,73
PAMPA AULLAGAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,6,6,6,6,12
PAMPA GRANDE,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,11,12,11,12,23
PAPEL PAMPA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,5,2,5,7
PASORAPA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,1,1,1,2
PATACAMAYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,1,1,1,2
PAZÑA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,12,15,12,15,27
PELECHUCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,5,3,5,3,8
POCOATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,2,2,2,4
POCONA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,11,2,11,2,13
POJO (CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,4,0,4,4
POOPO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,7,1,7,1,8
PORCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,2,2,2,4
POROMA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,7,32,7,32,39
PORONGO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,10,14,10,14,24
PORTACHUELO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,20,31,20,31,51
PORVENIR,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,7,7,7,7,14
POSTRER VALLE,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,7,2,7,9
POTOSI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,5181,3120,5181,3120,8301
PRESTO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,4,1,4,1,5
PUCARANI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,7,14,7,14,21
PUERTO ACOSTA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,21,29,21,29,50
PUERTO CARABUCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,6,8,6,8,14
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,2,1,2,3
PUERTO PEREZ,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,10,2,10,12
PUERTO QUIJARRO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,25,48,25,48,73
PUERTO RICO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,2,3,2,5
PUERTO SILES,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,1,0,1,1
PUERTO SUAREZ,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,41,70,41,70,111
PUERTO VILLARROEL,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,26,63,26,63,89
PUNA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,7,15,7,15,22
PUNATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,61,183,61,183,244
QUILLACOLLO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,217,760,217,760,977
QUIME,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,25,3,25,3,28
QUIRUSILLAS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,1,0,1,1
RAVELO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,1,0,1,1
REYES,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,22,54,22,54,76
RIBERALTA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,113,398,113,398,511
ROBORE,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,39,90,39,90,129
RURRENABAQUE,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,18,63,18,63,81
SABAYA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,1,1,1,2
SACABA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,94,227,94,227,321
SACABAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,5,3,5,8
SACACA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,5,0,5,0,5
SAIPINA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,2,2,2,4
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,6,10,6,10,16
SAMAIPATA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,4,4,4,4,8
SAN AGUSTIN,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,2,4,2,4,6
SAN ANDRES,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,5,6,5,6,11
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,3,1,3,4
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,5,8,5,8,13
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,1,0,1,0,1
SAN BENITO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,6,41,6,41,47
SAN BORJA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,24,97,24,97,121
SAN BUENA VENTURA,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,10,47,10,47,57
SAN CARLOS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,4,83,4,83,87
SAN IGNACIO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,13,86,13,86,99
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,59,167,59,167,226
SAN JAVIER(BNI),consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,0,11,0,11,11
SAN JAVIER(STC),consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,12,21,12,21,33
SAN JOAQUIN,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,5,29,5,29,34
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,3,10,3,10,13
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 15 a 59 anos,2006-04-01,92,141,92,141,233
