municipality,group,variable,month,Nuevas en personas de 5 a 14 años -Hombre,Nuevas en personas de 5 a 14 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
"COLCHA ""K""",consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,73,81,73,81,154
COLLANA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,4,2,4,2,6
COLOMI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,34,39,34,39,73
COLPA BELGICA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,87,93,87,93,180
COLQUECHACA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,118,88,118,88,206
COLQUENCHA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,24,27,24,27,51
COLQUIRI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,103,81,103,81,184
COMANCHE,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,10,9,10,9,19
COMARAPA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,123,105,123,105,228
COMBAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,8,1,8,1,9
CONCEPCION,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,58,35,58,35,93
COPACABANA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,55,50,55,50,105
CORIPATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,82,84,82,84,166
CORO CORO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,28,24,28,24,52
COROICO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,167,138,167,138,305
CORQUE,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,52,50,52,50,102
COTAGAITA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,260,277,260,277,537
COTOCA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,86,66,86,66,152
CUATRO CAÑADAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,224,225,224,225,449
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,10,8,10,8,18
CUEVO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,39,63,39,63,102
CULPINA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,62,70,62,70,132
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,129,140,129,140,269
CURVA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,3,11,3,11,14
DESAGUADERO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,11,11,11,11,22
EL ALTO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,5167,5334,5167,5334,10501
EL CHORO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,56,58,56,58,114
EL PUENTE(STC),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,97,104,97,104,201
EL PUENTE(TJA),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,203,204,203,204,407
EL TORNO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,255,266,255,266,521
EL VILLAR,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,27,30,27,30,57
ENTRE RIOS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,162,149,162,149,311
ENTRE RIOS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,59,55,59,55,114
EUCALIPTUS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,25,41,25,41,66
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,4,1,4,1,5
EXALTACION,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,13,8,13,8,21
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,77,90,77,90,167
FILADELFIA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,55,69,55,69,124
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,145,102,145,102,247
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,29,33,29,33,62
GUANAY,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,81,83,81,83,164
GUAQUI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,26,18,26,18,44
GUAYARAMERIN,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,276,353,276,353,629
GUTIERREZ,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,169,154,169,154,323
HUACARETA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,110,83,110,83,193
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,11,16,11,16,27
HUACHACALLA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,3,15,3,15,18
HUANUNI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,250,274,250,274,524
HUARACAJE,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,32,25,32,25,57
HUAYLLAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,22,39,22,39,61
ICHOCA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,16,13,16,13,29
ICLA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,112,112,112,112,224
INCAHUASI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,139,147,139,147,286
INGAVI (HUMAITA),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,23,40,23,40,63
INQUISIVI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,30,42,30,42,72
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,84,71,84,71,155
IXIAMAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,52,59,52,59,111
JESUS DE MACHACA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,53,53,53,53,106
LA ASUNTA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,88,53,88,53,141
LA GUARDIA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,225,183,225,183,408
LA PAZ,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,6770,6557,6770,6557,13327
LA RIVERA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,1,3,1,3,4
LAGUNILLAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,78,81,78,81,159
LAJA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,30,24,30,24,54
LAS CARRERAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,14,15,14,15,29
LICOMA PAMPA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,30,40,30,40,70
LLALLAGUA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,139,131,139,131,270
LLICA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,40,52,40,52,92
LORETO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,32,39,32,39,71
LURIBAY,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,43,42,43,42,85
MACHACAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,24,19,24,19,43
MACHARETI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,83,111,83,111,194
MAGDALENA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,48,56,48,56,104
MAIRANA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,44,36,44,36,80
MALLA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,56,45,56,45,101
MAPIRI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,53,67,53,67,120
MECAPACA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,128,93,128,93,221
MINEROS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,49,51,49,51,100
MIZQUE,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,40,44,40,44,84
MOCOMOCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,72,59,72,59,131
MOJINETE,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,7,8,7,8,15
MOJOCOYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,37,42,37,42,79
MONTEAGUDO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,223,262,223,262,485
MONTERO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,1463,1370,1463,1370,2833
MORO MORO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,45,61,45,61,106
MOROCHATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,30,24,30,24,54
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,83,45,83,45,128
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,3,3,3,3,6
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,26,25,26,25,51
OCURI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,93,66,93,66,159
OKINAWA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,85,71,85,71,156
OMEREQUE,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,90,63,90,63,153
ORURO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,2428,2385,2428,2385,4813
PADCAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,307,259,307,259,566
PADILLA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,133,122,133,122,255
PAILON,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,98,140,98,140,238
PALCA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,47,39,47,39,86
PALOS BLANCOS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,141,133,141,133,274
PAMPA AULLAGAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,18,21,18,21,39
PAMPA GRANDE,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,45,47,45,47,92
PAPEL PAMPA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,27,33,27,33,60
PASORAPA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,38,38,38,38,76
PATACAMAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,41,39,41,39,80
PAZÑA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,41,53,41,53,94
PELECHUCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,27,24,27,24,51
POCOATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,86,67,86,67,153
POCONA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,59,56,59,56,115
POJO (CBBA),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,21,17,21,17,38
POOPO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,36,43,36,43,79
PORCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,31,24,31,24,55
POROMA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,124,162,124,162,286
PORONGO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,109,95,109,95,204
PORTACHUELO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,108,153,108,153,261
PORVENIR,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,58,40,58,40,98
POSTRER VALLE,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,21,22,21,22,43
POTOSI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,1527,1477,1527,1477,3004
PRESTO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,83,77,83,77,160
PUCARA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,15,16,15,16,31
PUCARANI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,74,47,74,47,121
PUERTO ACOSTA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,85,81,85,81,166
PUERTO CARABUCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,122,113,122,113,235
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,49,27,49,27,76
PUERTO PEREZ,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,27,22,27,22,49
PUERTO QUIJARRO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,175,135,175,135,310
PUERTO RICO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,89,78,89,78,167
PUERTO SILES,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,10,18,10,18,28
PUERTO SUAREZ,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,306,304,306,304,610
PUERTO VILLARROEL,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,334,284,334,284,618
PUNA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,193,180,193,180,373
PUNATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,103,86,103,86,189
QUIABAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,0,2,0,2,2
QUILLACOLLO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,331,301,331,301,632
QUIME,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,38,38,38,38,76
QUIRUSILLAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,18,16,18,16,34
RAVELO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,42,41,42,41,83
REYES,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,66,57,66,57,123
RIBERALTA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,361,382,361,382,743
ROBORE,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,107,91,107,91,198
RURRENABAQUE,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,104,117,104,117,221
SABAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,19,22,19,22,41
SACABA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,283,285,283,285,568
SACABAMBA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,22,12,22,12,34
SACACA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,94,102,94,102,196
SAIPINA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,11,11,11,11,22
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,59,51,59,51,110
SAMAIPATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,73,78,73,78,151
SAN AGUSTIN,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,8,5,8,5,13
SAN ANDRES,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,49,49,49,49,98
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,22,24,22,24,46
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,15,21,15,21,36
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,28,26,28,26,54
SAN BENITO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,54,52,54,52,106
SAN BORJA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,120,125,120,125,245
SAN BUENA VENTURA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,84,126,84,126,210
SAN CARLOS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,106,71,106,71,177
SAN IGNACIO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,78,92,78,92,170
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,286,303,286,303,589
SAN JAVIER(BNI),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,32,33,32,33,65
SAN JAVIER(STC),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,31,41,31,41,72
SAN JOAQUIN,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,32,34,32,34,66
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,103,114,103,114,217
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,73,51,73,51,124
SAN JULIAN,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,539,484,539,484,1023
SAN LORENZO(PND),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,31,35,31,35,66
SAN LORENZO(TJA),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,291,326,291,326,617
SAN LUCAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,156,122,156,122,278
SAN MATIAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,31,48,31,48,79
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,135,146,135,146,281
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,51,48,51,48,99
SAN PEDRO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,211,215,211,215,426
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,65,57,65,57,122
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,44,41,44,41,85
SAN PEDRO DE QUEMES,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,1,5,1,5,6
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,25,19,25,19,44
SAN PEDRO(PND),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,44,30,44,30,74
SAN RAFAEL,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,29,19,29,19,48
SAN RAMON,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,38,32,38,32,70
SAN RAMON,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,55,50,55,50,105
SANTA ANA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,40,52,40,52,92
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,10399,10800,10399,10800,21199
SANTA ROSA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,125,153,125,153,278
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,102,103,102,103,205
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,19,16,19,16,35
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,60,42,60,42,102
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,3,8,3,8,11
SANTIVAÑES,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,38,23,38,23,61
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,15,14,15,14,29
SAPAHAQUI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,50,47,50,47,97
SENA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,37,27,37,27,64
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,23,26,23,26,49
SICAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,9,9,9,9,18
SIPE SIPE,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,81,60,81,60,141
SOPACHUY,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,47,51,47,51,98
SORACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,39,35,39,35,74
SORATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,40,45,40,45,85
SUCRE,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,2892,2869,2892,2869,5761
TACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,3,5,3,5,8
TACACOMA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,23,26,23,26,49
TACOBAMBA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,46,37,46,37,83
TACOPAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,46,35,46,35,81
TAHUA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,4,11,4,11,15
TAPACARI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,101,64,101,64,165
TARABUCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,112,106,112,106,218
TARACO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,5,12,5,12,17
TARATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,49,29,49,29,78
TARIJA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,1321,1168,1321,1168,2489
TARVITA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,69,67,69,67,136
TEOPONTE,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,54,43,54,43,97
TIAWANACU,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,82,51,82,51,133
TINGUIPAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,135,100,135,100,235
TIPUANI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,19,14,19,14,33
TIQUIPAYA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,107,108,107,108,215
TIRAQUE (CBBA),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,144,136,144,136,280
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,12,18,12,18,30
TOCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,14,13,14,13,27
TODOS SANTOS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,2,1,2,1,3
TOLATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,29,24,29,24,53
TOLEDO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,62,63,62,63,125
TOMAVE,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,56,59,56,59,115
TOMINA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,46,52,46,52,98
TORO TORO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,48,58,48,58,106
TOTORA(CBBA),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,26,39,26,39,65
TOTORA(ORR),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,16,10,16,10,26
TRIGAL,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,21,28,21,28,49
TRINIDAD,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,527,616,527,616,1143
TUPIZA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,693,812,693,812,1505
TURCO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,17,13,17,13,30
UMALA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,34,36,34,36,70
UNCIA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,199,207,199,207,406
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,130,142,130,142,272
URUBICHA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,23,15,23,15,38
UYUNI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,145,152,145,152,297
VACAS,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,124,106,124,106,230
VALLEGRANDE,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,123,165,123,165,288
VIACHA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,331,329,331,329,660
VILA VILA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,11,12,11,12,23
VILLA MONTES,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,321,329,321,329,650
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,12,19,12,19,31
VILLA RIVERO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,26,15,26,15,41
VILLA SERRANO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,52,48,52,48,100
VILLA TUNARI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,465,446,465,446,911
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,123,81,123,81,204
VILLAZON,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,271,240,271,240,511
VINTO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,41,37,41,37,78
VITICHI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,79,72,79,72,151
WALDO BALLIVIAN,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,14,9,14,9,23
WARNES,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,279,284,279,284,563
YACO,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,34,37,34,37,71
YACUIBA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,614,524,614,524,1138
YAMPARAEZ,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,46,22,46,22,68
YANACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,121,99,121,99,220
YAPACANI,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,182,177,182,177,359
YOCALLA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,39,29,39,29,68
YOTALA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,68,110,68,110,178
YUNCHARA,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,98,133,98,133,231
ZUDAÑEZ,consulta externa,nuevas en personas de 5 a 14 anos,2006-04-01,55,94,55,94,149
ACACIO,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,122,96,122,96,218
ACHACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,177,158,177,158,335
ACHOCALLA,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,58,36,58,36,94
AIQUILE,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,101,109,101,109,210
ALALAY,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,6,9,6,9,15
ALCALA,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,52,56,52,56,108
ANCORAIMES,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,45,26,45,26,71
ANDAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,27,15,27,15,42
ANTEQUERA,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,35,37,35,37,72
ANZALDO,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,34,45,34,45,79
APOLO,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,86,70,86,70,156
ARAMPAMPA,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,25,27,25,27,52
ARANI,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,26,12,26,12,38
ARBIETO,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,34,42,34,42,76
ARQUE,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,62,49,62,49,111
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,198,194,198,194,392
ATOCHA,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,433,530,433,530,963
AUCAPATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,84,27,84,27,111
AYATA,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,46,33,46,33,79
AYO AYO,consulta externa,nuevas en personas de 5 a 14 anos,2006-05-01,31,33,31,33,64
