municipality,group,variable,month,Repetidas en personas de 5 a 14 años -Hombre,Repetidas en personas de 5 a 14 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
SAN LORENZO(TJA),consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,7,12,7,12,19
SAN LUCAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,4,5,4,5,9
SAN MATIAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,13,22,13,22,35
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,21,23,21,23,44
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,2,1,2,1,3
SAN PEDRO,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,16,15,16,15,31
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,0,1,0,1,1
SAN PEDRO(PND),consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,5,5,5,5,10
SAN RAFAEL,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,1,0,1,0,1
SAN RAMON,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,11,7,11,7,18
SAN RAMON,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,2,2,2,2,4
SANTA ANA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,9,11,9,11,20
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,2231,2729,2231,2729,4960
SANTA ROSA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,4,4,4,4,8
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,2,5,2,5,7
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,1,0,1,0,1
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,11,3,11,3,14
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,0,2,0,2,2
SANTIVAÑES,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,2,0,2,0,2
SAPAHAQUI,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,0,3,0,3,3
SENA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,0,1,0,1,1
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,0,1,0,1,1
SIPE SIPE,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,22,17,22,17,39
SOPACHUY,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,3,9,3,9,12
SORACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,2,2,2,2,4
SORATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,2,0,2,0,2
SUCRE,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,801,696,801,696,1497
TACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,0,3,0,3,3
TACACOMA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,1,0,1,0,1
TAPACARI,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,2,1,2,1,3
TARABUCO,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,7,114,7,114,121
TARATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,37,35,37,35,72
TARIJA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,550,485,550,485,1035
TEOPONTE,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,0,5,0,5,5
TIAWANACU,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,8,1,8,1,9
TIPUANI,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,0,3,0,3,3
TIQUIPAYA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,19,20,19,20,39
TIRAQUE (CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,14,41,14,41,55
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,1,0,1,0,1
TOLATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,1,3,1,3,4
TOLEDO,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,1,0,1,0,1
TOMAVE,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,6,5,6,5,11
TOMINA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,0,1,0,1,1
TOTORA(ORR),consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,0,2,0,2,2
TRIGAL,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,0,1,0,1,1
TRINIDAD,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,314,511,314,511,825
TUPIZA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,111,149,111,149,260
TURCO,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,1,0,1,0,1
UNCIA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,26,44,26,44,70
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,2,8,2,8,10
URUBICHA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,8,44,8,44,52
UYUNI,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,6,10,6,10,16
VACAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,10,5,10,5,15
VALLEGRANDE,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,39,38,39,38,77
VIACHA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,33,45,33,45,78
VILA VILA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,1,4,1,4,5
VILLA MONTES,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,28,31,28,31,59
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,1,2,1,2,3
VILLA RIVERO,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,2,2,2,2,4
VILLA SERRANO,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,1,1,1,1,2
VILLA TUNARI,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,4,15,4,15,19
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,2,5,2,5,7
VILLAZON,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,23,19,23,19,42
VINTO,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,11,17,11,17,28
VITICHI,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,3,1,3,1,4
WARNES,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,19,24,19,24,43
YACO,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,1,0,1,0,1
YACUIBA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,81,133,81,133,214
YAMPARAEZ,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,12,1,12,1,13
YANACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,2,0,2,0,2
YAPACANI,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,10,10,10,10,20
YOCALLA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,1,0,1,0,1
YOTALA,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,3,4,3,4,7
ZUDAÑEZ,consulta externa,repetidas en personas de 5 a 14 anos,2006-03-01,3,2,3,2,5
ACACIO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
ACHACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,6,4,6,4,10
AIQUILE,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,32,37,32,37,69
ALALAY,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,0,2,0,2
ALCALA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,4,1,4,5
ANCORAIMES,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,0,2,0,2,2
ANTEQUERA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,0,2,0,2
ANZALDO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
APOLO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
ARANI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,10,8,10,8,18
ARBIETO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,4,7,4,7,11
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,10,5,10,5,15
ATOCHA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,56,54,56,54,110
AUCAPATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,6,4,6,4,10
AYATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,3,2,3,2,5
AYO AYO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,7,3,7,3,10
BATALLAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
BAURES,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,4,6,4,6,10
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,7,4,7,4,11
BERMEJO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,25,21,25,21,46
BETANZOS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,3,2,3,2,5
BOLIVAR,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,0,1,0,1,1
BOLPEBRA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
BUENA VISTA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,9,18,9,18,27
CABEZAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,7,2,7,2,9
CAIROMA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,14,22,14,22,36
"CAIZA ""D""",consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,4,0,4,0,4
CAJUATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,2,2,2,4
CALACOTO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,0,2,0,2
CALAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,16,6,16,6,22
CAMARGO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,3,2,3,5
CAMIRI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,42,56,42,56,98
CAPINOTA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,9,13,9,13,22
CAQUIAVIRI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,1,2,1,3
CARACOLLO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,2,1,2,3
CARANAVI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,34,54,34,54,88
CARAPARI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,4,7,4,7,11
CHALLAPATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,22,46,22,46,68
CHARAGUA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,4,4,4,4,8
CHAYANTA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,4,1,4,1,5
CHIMORE,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,3,2,3,2,5
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,6,9,6,9,15
CHUMA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
COBIJA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,14,18,14,18,32
COCHABAMBA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1754,1728,1754,1728,3482
COLCAPIRHUA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,34,25,34,25,59
"COLCHA ""K""",consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,2,2,2,4
COLOMI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
COLPA BELGICA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,4,9,4,9,13
COLQUECHACA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,4,3,4,3,7
COLQUENCHA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
COLQUIRI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,6,3,6,3,9
COMANCHE,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,0,2,0,2,2
COMARAPA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,12,4,12,4,16
COMBAYA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
COPACABANA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,3,0,3,0,3
CORIPATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
CORO CORO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
COROICO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,14,8,14,8,22
CORQUE,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,0,5,0,5,5
COTAGAITA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,19,14,19,14,33
COTOCA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,7,7,7,7,14
CUATRO CAÑADAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,9,4,9,4,13
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,4,1,4,1,5
CUEVO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,3,2,3,5
CULPINA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,1,2,1,3
EL ALTO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1722,1743,1722,1743,3465
EL CHORO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,1,2,1,3
EL PUENTE(STC),consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,2,2,2,4
EL PUENTE(TJA),consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
EL TORNO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,57,44,57,44,101
ENTRE RIOS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
ENTRE RIOS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,7,5,7,5,12
EUCALIPTUS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
EUREKA (SANTOS MERCADO),consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,0,1,0,1,1
EXALTACION,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,1,2,1,3
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,16,16,16,16,32
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,20,21,20,21,41
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,0,1,0,1,1
GUAQUI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,10,3,10,3,13
GUAYARAMERIN,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,54,64,54,64,118
GUTIERREZ,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,0,3,0,3,3
HUACARETA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,9,9,9,9,18
HUANUNI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,201,103,201,103,304
HUARACAJE,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,7,1,7,1,8
HUAYLLAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,2,1,2,3
ICHOCA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
ICLA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,32,6,32,6,38
INGAVI (HUMAITA),consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,4,7,4,7,11
INQUISIVI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,1,2,1,3
IXIAMAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,3,0,3,0,3
JESUS DE MACHACA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,3,1,3,4
LA GUARDIA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,14,18,14,18,32
LA PAZ,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2511,2430,2511,2430,4941
LAGUNILLAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,2,2,2,4
LAJA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,0,2,0,2
LAS CARRERAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,3,0,3,0,3
LLALLAGUA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,10,13,10,13,23
LLICA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,0,1,0,1,1
LORETO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,3,2,3,2,5
LURIBAY,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,0,1,0,1,1
MACHACAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
MACHARETI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,3,2,3,5
MAGDALENA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,8,4,8,4,12
MALLA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
MAPIRI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,1,2,1,3
MECAPACA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,9,6,9,6,15
MINEROS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,5,1,5,6
MIZQUE,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,1,2,1,3
MOJOCOYA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,0,2,0,2
MONTEAGUDO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,19,23,19,23,42
MONTERO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,209,264,209,264,473
MOROCHATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,5,9,5,9,14
OKINAWA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,6,5,6,5,11
ORURO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,633,746,633,746,1379
PADCAYA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,60,43,60,43,103
PADILLA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,3,2,3,5
PAILON,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,0,9,0,9,9
PALCA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,1,2,1,3
PALOS BLANCOS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,9,17,9,17,26
PAMPA AULLAGAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,4,5,4,5,9
PAPEL PAMPA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,0,2,0,2,2
PATACAMAYA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,0,3,0,3,3
PAZÑA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,2,2,2,4
PELECHUCO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
POCOATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
POCONA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,0,2,0,2
POJO (CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,6,7,6,7,13
POOPO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
POROMA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,4,7,4,7,11
PORONGO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,5,2,5,2,7
PORTACHUELO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,13,4,13,4,17
PORVENIR,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
POSTRER VALLE,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,3,1,3,4
POTOSI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,267,279,267,279,546
PRESTO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,2,1,2,3
PUCARANI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,3,1,3,1,4
PUERTO ACOSTA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,2,1,2,3
PUERTO CARABUCO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,3,1,3,4
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,0,2,0,2
PUERTO PEREZ,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,0,2,0,2
PUERTO QUIJARRO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,16,18,16,18,34
PUERTO SUAREZ,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,23,62,23,62,85
PUERTO VILLARROEL,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,11,6,11,6,17
PUNA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,3,2,3,5
PUNATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,22,22,22,22,44
QUILLACOLLO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,64,40,64,40,104
QUIME,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
QUIRUSILLAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
REYES,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,8,5,8,5,13
RIBERALTA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,36,36,36,36,72
ROBORE,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,23,17,23,17,40
RURRENABAQUE,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,6,4,6,4,10
SACABA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,57,51,57,51,108
SACACA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,0,1,0,1,1
SAMAIPATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,0,2,0,2,2
SAN ANDRES,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,0,1,0,1,1
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
SAN BENITO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,5,4,5,4,9
SAN BORJA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,18,24,18,24,42
SAN BUENA VENTURA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,4,1,4,1,5
SAN CARLOS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,5,4,5,4,9
SAN IGNACIO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,31,11,31,11,42
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,19,16,19,16,35
SAN JAVIER(STC),consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,13,12,13,12,25
SAN JOAQUIN,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,4,5,4,5,9
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,3,7,3,7,10
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,20,16,20,16,36
SAN JULIAN,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,32,39,32,39,71
SAN LORENZO(PND),consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,3,1,3,4
SAN LORENZO(TJA),consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,7,8,7,8,15
SAN LUCAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,6,6,6,6,12
SAN MATIAS,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,6,4,6,4,10
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,11,11,11,11,22
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,6,5,6,5,11
SAN PEDRO,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,51,78,51,78,129
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,3,1,3,4
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
SAN RAFAEL,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
SAN RAMON,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,10,5,10,5,15
SAN RAMON,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,5,6,5,6,11
SANTA ANA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,12,15,12,15,27
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2307,2855,2307,2855,5162
SANTA ROSA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,3,0,3,0,3
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,3,2,3,2,5
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,3,2,3,2,5
SANTIVAÑES,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,5,1,5,1,6
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,0,2,0,2
SICAYA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
SIPE SIPE,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,3,9,3,9,12
SOPACHUY,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,5,1,5,1,6
SORACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
SORATA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,0,1,0,1
SUCRE,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,869,758,869,758,1627
TACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
TACACOMA,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,1,1,1,1,2
TAPACARI,consulta externa,repetidas en personas de 5 a 14 anos,2006-04-01,2,2,2,2,4
