municipality,group,variable,month,Nuevas en personas de 15 a 59 años -Hombre,Nuevas en personas de 15 a 59 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
CATACORA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,26,57,26,57,83
CHACARILLA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,5,10,5,10,15
CHALLAPATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,277,540,277,540,817
CHAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,67,155,67,155,222
CHARAGUA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,149,439,149,439,588
CHARAÑA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,57,65,57,65,122
CHAYANTA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,136,306,136,306,442
CHIMORE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,262,310,262,310,572
CHIPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,23,29,23,29,52
CHOQUE COTA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,39,62,39,62,101
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,232,318,232,318,550
CHUMA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,136,211,136,211,347
CLIZA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,61,106,61,106,167
COBIJA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,819,1581,819,1581,2400
COCHABAMBA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,12480,26654,12480,26654,39134
COIPASA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,7,13,7,13,20
COLCAPIRHUA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,466,985,466,985,1451
"COLCHA ""K""",consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,213,455,213,455,668
COLLANA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,28,34,28,34,62
COLOMI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,139,228,139,228,367
COLPA BELGICA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,87,166,87,166,253
COLQUECHACA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,418,729,418,729,1147
COLQUENCHA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,52,120,52,120,172
COLQUIRI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,231,594,231,594,825
COMANCHE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,27,49,27,49,76
COMARAPA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,262,600,262,600,862
COMBAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,19,30,19,30,49
CONCEPCION,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,9,162,9,162,171
COPACABANA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,150,267,150,267,417
CORIPATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,139,227,139,227,366
CORO CORO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,72,117,72,117,189
COROICO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,359,426,359,426,785
CORQUE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,154,165,154,165,319
COTAGAITA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,781,1234,781,1234,2015
COTOCA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,169,469,169,469,638
CUATRO CAÑADAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,379,648,379,648,1027
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,91,35,91,35,126
CUEVO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,88,107,88,107,195
CULPINA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,270,642,270,642,912
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,56,174,56,174,230
CURVA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,21,44,21,44,65
DESAGUADERO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,34,62,34,62,96
EL ALTO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,6720,13304,6720,13304,20024
EL CHORO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,115,210,115,210,325
EL PUENTE(STC),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,236,430,236,430,666
EL PUENTE(TJA),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,265,469,265,469,734
EL TORNO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,712,1142,712,1142,1854
EL VILLAR,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,86,229,86,229,315
ENTRE RIOS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,387,643,387,643,1030
ENTRE RIOS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,214,257,214,257,471
ESCARA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,10,3,10,3,13
EUCALIPTUS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,67,123,67,123,190
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,27,56,27,56,83
EXALTACION,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,8,14,8,14,22
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,104,277,104,277,381
FILADELFIA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,152,246,152,246,398
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,134,236,134,236,370
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,126,180,126,180,306
GUANAY,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,189,365,189,365,554
GUAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,38,66,38,66,104
GUAYARAMERIN,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,484,1670,484,1670,2154
GUTIERREZ,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,186,285,186,285,471
HUACARETA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,195,364,195,364,559
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,32,90,32,90,122
HUACHACALLA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,15,19,15,19,34
HUANUNI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,442,689,442,689,1131
HUARACAJE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,46,100,46,100,146
HUAYLLAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,75,144,75,144,219
ICHOCA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,87,192,87,192,279
ICLA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,158,368,158,368,526
INCAHUASI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,275,728,275,728,1003
INGAVI (HUMAITA),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,15,7,15,7,22
INQUISIVI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,81,214,81,214,295
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,135,330,135,330,465
IXIAMAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,273,370,273,370,643
JESUS DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,128,254,128,254,382
LA ASUNTA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,290,428,290,428,718
LA GUARDIA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,289,727,289,727,1016
LA PAZ,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,21373,39983,21373,39983,61356
LA RIVERA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,4,11,4,11,15
LAGUNILLAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,126,202,126,202,328
LAJA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,57,138,57,138,195
LAS CARRERAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,64,155,64,155,219
LICOMA PAMPA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,35,74,35,74,109
LLALLAGUA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,435,908,435,908,1343
LLICA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,132,160,132,160,292
LORETO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,17,42,17,42,59
LURIBAY,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,131,212,131,212,343
MACHACAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,46,79,46,79,125
MACHARETI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,155,372,155,372,527
MAGDALENA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,122,308,122,308,430
MAIRANA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,86,247,86,247,333
MALLA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,49,91,49,91,140
MAPIRI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,164,262,164,262,426
MECAPACA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,159,277,159,277,436
MINEROS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,110,362,110,362,472
MIZQUE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,195,384,195,384,579
MOCOMOCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,258,287,258,287,545
MOJINETE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,13,37,13,37,50
MOJOCOYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,137,280,137,280,417
MONTEAGUDO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,782,1298,782,1298,2080
MONTERO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,1248,2695,1248,2695,3943
MORO MORO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,47,78,47,78,125
MOROCHATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,98,206,98,206,304
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,51,45,51,45,96
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,5,6,5,6,11
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,49,27,49,27,76
OCURI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,150,379,150,379,529
OKINAWA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,171,527,171,527,698
OMEREQUE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,30,67,30,67,97
ORURO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,7387,12107,7387,12107,19494
PADCAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,388,750,388,750,1138
PADILLA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,308,772,308,772,1080
PAILON,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,101,205,101,205,306
PALCA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,94,151,94,151,245
PALOS BLANCOS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,524,642,524,642,1166
PAMPA AULLAGAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,16,43,16,43,59
PAMPA GRANDE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,120,279,120,279,399
PAPEL PAMPA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,71,103,71,103,174
PASORAPA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,19,30,19,30,49
PATACAMAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,95,204,95,204,299
PAZÑA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,88,175,88,175,263
PELECHUCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,125,143,125,143,268
POCOATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,242,418,242,418,660
POCONA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,112,159,112,159,271
POJO (CBBA),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,47,128,47,128,175
POOPO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,68,77,68,77,145
PORCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,68,173,68,173,241
POROMA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,238,532,238,532,770
PORONGO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,127,201,127,201,328
PORTACHUELO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,224,576,224,576,800
PORVENIR,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,92,101,92,101,193
POSTRER VALLE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,97,154,97,154,251
POTOSI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,11348,8578,11348,8578,19926
PRESTO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,188,476,188,476,664
PUCARA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,29,78,29,78,107
PUCARANI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,113,252,113,252,365
PUERTO ACOSTA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,254,348,254,348,602
PUERTO CARABUCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,154,193,154,193,347
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,87,127,87,127,214
PUERTO PEREZ,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,98,111,98,111,209
PUERTO QUIJARRO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,382,379,382,379,761
PUERTO RICO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,117,256,117,256,373
PUERTO SILES,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,22,11,22,11,33
PUERTO SUAREZ,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,204,496,204,496,700
PUERTO VILLARROEL,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,608,960,608,960,1568
PUNA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,493,1028,493,1028,1521
PUNATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,189,634,189,634,823
QUIABAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,24,46,24,46,70
QUILLACOLLO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,734,1654,734,1654,2388
QUIME,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,249,144,249,144,393
QUIRUSILLAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,29,50,29,50,79
RAVELO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,156,329,156,329,485
REYES,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,213,297,213,297,510
RIBERALTA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,1029,1888,1029,1888,2917
ROBORE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,144,572,144,572,716
RURRENABAQUE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,158,316,158,316,474
SABAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,43,70,43,70,113
SACABA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,530,1600,530,1600,2130
SACABAMBA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,46,44,46,44,90
SACACA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,169,376,169,376,545
SAIPINA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,146,267,146,267,413
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,155,308,155,308,463
SAMAIPATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,75,150,75,150,225
SAN AGUSTIN,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,40,62,40,62,102
SAN ANDRES,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,82,239,82,239,321
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,30,85,30,85,115
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,35,105,35,105,140
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,30,45,30,45,75
SAN BENITO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,58,148,58,148,206
SAN BORJA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,168,537,168,537,705
SAN BUENA VENTURA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,194,305,194,305,499
SAN CARLOS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,163,462,163,462,625
SAN IGNACIO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,245,574,245,574,819
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,757,1527,757,1527,2284
SAN JAVIER(BNI),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,12,55,12,55,67
SAN JAVIER(STC),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,287,346,287,346,633
SAN JOAQUIN,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,66,145,66,145,211
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,254,490,254,490,744
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,253,503,253,503,756
SAN JULIAN,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,1261,1850,1261,1850,3111
SAN LORENZO(PND),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,154,350,154,350,504
SAN LORENZO(TJA),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,383,900,383,900,1283
SAN LUCAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,529,1276,529,1276,1805
SAN MATIAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,95,191,95,191,286
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,132,298,132,298,430
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,89,198,89,198,287
SAN PEDRO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,309,553,309,553,862
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,193,371,193,371,564
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,142,204,142,204,346
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,22,44,22,44,66
SAN PEDRO(PND),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,29,37,29,37,66
SAN RAFAEL,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,62,106,62,106,168
SAN RAMON,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,51,176,51,176,227
SAN RAMON,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,131,260,131,260,391
SANTA ANA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,97,280,97,280,377
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,23036,41823,23036,41823,64859
SANTA ROSA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,94,225,94,225,319
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,199,393,199,393,592
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,31,30,31,30,61
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,104,163,104,163,267
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,27,41,27,41,68
SANTIVAÑES,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,53,88,53,88,141
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,42,75,42,75,117
SAPAHAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,139,135,139,135,274
SENA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,102,225,102,225,327
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,68,173,68,173,241
SICAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,13,22,13,22,35
SIPE SIPE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,110,483,110,483,593
SOPACHUY,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,172,324,172,324,496
SORACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,58,85,58,85,143
SORATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,194,201,194,201,395
SUCRE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,7965,15418,7965,15418,23383
TACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,5,30,5,30,35
TACACOMA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,66,146,66,146,212
TACOBAMBA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,89,175,89,175,264
TACOPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,70,142,70,142,212
TAHUA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,18,41,18,41,59
TAPACARI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,174,424,174,424,598
TARABUCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,304,583,304,583,887
TARACO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,20,53,20,53,73
TARATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,56,60,56,60,116
TARIJA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,3377,8346,3377,8346,11723
TARVITA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,278,705,278,705,983
TEOPONTE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,216,319,216,319,535
TIAWANACU,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,99,158,99,158,257
TINGUIPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,179,492,179,492,671
TIPUANI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,56,133,56,133,189
TIQUIPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,115,372,115,372,487
TIRAQUE (CBBA),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,430,847,430,847,1277
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,18,37,18,37,55
TOCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,23,39,23,39,62
TODOS SANTOS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,6,13,6,13,19
TOLATA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,24,56,24,56,80
TOLEDO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,113,163,113,163,276
TOMAVE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,197,314,197,314,511
TOMINA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,218,382,218,382,600
TORO TORO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,129,281,129,281,410
TOTORA(CBBA),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,96,186,96,186,282
TOTORA(ORR),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,40,62,40,62,102
TRIGAL,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,54,87,54,87,141
TRINIDAD,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,1651,3407,1651,3407,5058
TUPIZA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,1603,3057,1603,3057,4660
TURCO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,90,135,90,135,225
UMALA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,16,40,16,40,56
UNCIA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,476,858,476,858,1334
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,218,586,218,586,804
URUBICHA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,25,111,25,111,136
UYUNI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,805,844,805,844,1649
VACAS,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,115,235,115,235,350
VALLEGRANDE,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,347,751,347,751,1098
VIACHA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,655,1084,655,1084,1739
VILA VILA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,95,108,95,108,203
VILLA MONTES,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,381,604,381,604,985
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,40,36,40,36,76
VILLA RIVERO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,41,78,41,78,119
VILLA SERRANO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,190,571,190,571,761
VILLA TUNARI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,1022,1487,1022,1487,2509
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,323,517,323,517,840
VILLAZON,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,563,1561,563,1561,2124
VINTO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,687,155,687,155,842
VITICHI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,134,282,134,282,416
WALDO BALLIVIAN,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,24,29,24,29,53
WARNES,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,474,817,474,817,1291
YACO,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,56,97,56,97,153
YACUIBA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,1848,3772,1848,3772,5620
YAMPARAEZ,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,103,174,103,174,277
YANACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,174,177,174,177,351
YAPACANI,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,910,1704,910,1704,2614
YOCALLA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,77,102,77,102,179
YOTALA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,108,219,108,219,327
YUNCHARA,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,86,220,86,220,306
ZUDAÑEZ,consulta externa,nuevas en personas de 15 a 59 anos,2006-03-01,245,452,245,452,697
ACACIO,consulta externa,nuevas en personas de 15 a 59 anos,2006-04-01,132,180,132,180,312
