,group,variable,month,ANTIPOLIOMIELÍTICA 5TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 5TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 5TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 5TA. DOSIS FUERA,TOTALES
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,22,10,3,10,45
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,24,31,57,68,180
PUNA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,5,5,7,5,22
PUNATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,4,3,14,11,32
QUIABAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,1,2,4,7
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,49,63,95,77,284
QUIME,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,3,4,2,9
QUIRUSILLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,0,1,0,2
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,4,3,1,1,9
RAVELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,1,7,7,16
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,6,4,12,12,34
RIBERALTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,41,40,117,88,286
ROBORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,4,10,1,8,23
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,15,5,10,7,37
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,34,37,20,28,119
SACABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,0,0,3,3
SACACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,2,9,7,19
SAIPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,6,3,10,2,21
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,2,2,1,6
SAMAIPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,3,9,3,2,17
SAN AGUSTIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,0,0,0,1
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,5,1,2,3,11
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,0,1,0,2
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,5,6,1,0,12
SAN BENITO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,6,2,0,0,8
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,17,18,5,7,47
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,4,5,10,20
SAN CARLOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,5,7,4,3,19
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,16,9,6,0,31
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,28,29,5,8,70
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,2,0,0,2
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,13,16,3,2,34
SAN JOAQUIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,6,1,2,9
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,9,7,13,12,41
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,2,3,1,2,8
SAN JULIAN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,18,22,9,5,54
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,1,11,6,19
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,15,6,7,8,36
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,13,12,5,4,34
SAN MATIAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,4,9,1,7,21
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,4,9,11,5,29
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,1,0,0,1
SAN PEDRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,8,6,4,3,21
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,2,4,8,6,20
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,1,1,0,3
SAN PEDRO DE MACHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,7,2,5,4,18
SAN PEDRO DE QUEMES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,1,2,2,6
SAN PEDRO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,0,2,3,5
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,0,0,0,1
SAN RAMON BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,1,10,4,15
SAN RAMON SCZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,5,5,15,12,37
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,9,7,8,10,34
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,375,359,148,128,1010
SANTA ROSA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,6,2,0,0,8
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,9,9,1,0,19
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,2,5,0,0,7
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,2,1,3,7
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,1,1,1,4
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,0,1,2,3
SANTIVAÑES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,5,0,0,2,7
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,0,1,2,3
SAPAHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,4,2,2,3,11
SENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,3,4,6,7,20
SHINAOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,15,14,36,24,89
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,16,14,2,3,35
SICAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,3,1,3,7
SIPE SIPE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,19,11,18,25,73
SOPACHUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,4,1,3,3,11
SORACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,2,0,2,5
SORATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,3,8,5,3,19
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,106,120,58,52,336
TACACOMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,3,3,2,9
TACOBAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,0,14,10,25
TACOPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,0,3,4,7
TAHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,3,1,2,3,9
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,2,7,6,5,20
TARABUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,2,2,5,1,10
TARACO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,1,0,1,3
TARATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,5,5,6,6,22
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,71,71,94,86,322
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,0,2,1,4
TEOPONTE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,4,1,0,1,6
TIAHUANACU,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,7,1,3,3,14
TINGUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,1,5,6,12
TIPUANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,1,2,2,6
TIQUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,21,13,29,9,72
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,0,11,14,26
TITO YUPANQUI (PARQUIPUJIO),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,0,0,0,1
TOCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,4,0,2,1,7
TOLATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,0,3,1,4
TOLEDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,2,2,1,0,5
TOMAVE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,3,1,1,1,6
TOMINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,2,2,0,3,7
TORO TORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,2,0,3,1,6
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,4,7,2,4,17
TOTORA(ORR),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,0,1,0,2
TRIGAL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,0,1,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,24,30,61,65,180
TUPIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,16,14,1,5,36
UMALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,3,1,3,1,8
UNCIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,7,7,11,8,33
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,5,3,5,2,15
URUBICHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,5,1,1,1,8
UYUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,4,8,0,0,12
VACAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,3,2,3,9
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,10,12,3,2,27
VIACHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,20,17,33,27,97
VILA VILA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,0,0,2,3
VILLA CHARCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,6,3,4,2,15
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,13,13,6,5,37
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,0,2,2,4
VILLA RIVERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,2,3,0,6
VILLA SERRANO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,3,4,1,4,12
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,42,47,45,35,169
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,3,2,7,2,14
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,26,27,8,19,80
VINTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,26,5,35,20,86
VITICHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,1,3,2,7
WALDO BALLIVIAN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,69,50,27,31,177
YACO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,3,1,1,2,7
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,19,15,6,13,53
YAMPARAEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,2,1,2,0,5
YANACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,1,0,1,3
YAPACANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,7,12,22,20,61
YOCALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,1,0,0,1
YOTALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,3,3,4,10
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,0,1,2,3,6
ZUDAÑEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-03-01,1,5,2,3,11
ACACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,2,0,1,1,4
ACHACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,5,7,17,23,52
ACHOCALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,10,9,0,2,21
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,3,1,13,9,26
ALALAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,0,0,1,1
ALCALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,1,1,2,4
ALTO BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,7,5,3,1,16
ANCORAIMES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,1,6,6,13
ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,3,1,0,2,6
ANZALDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,1,0,8,3,12
APOLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,9,10,13,10,42
ARAMPAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,0,2,0,2
ARANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,2,3,11,6,22
ARBIETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,11,11,4,4,30
ARQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,2,0,13,11,26
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,16,15,37,45,113
ATOCHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,3,16,13,32
AUCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,2,4,2,4,12
AYATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,3,2,0,5
AYO AYO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,4,0,9,8,21
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,8,8,17,17,50
AZURDUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,5,4,2,6,17
BATALLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,7,5,7,5,24
BAURES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,5,1,0,0,6
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,0,1,1,2
BELEN DE URMIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,0,0,2,2
BELLA FLOR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,3,2,4,9
BERMEJO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,9,9,13,15,46
BETANZOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,5,7,13,8,33
BOLIVAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,0,4,6,10
BOLPEBRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,0,1,0,1
BOYUIBE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,4,2,3,4,13
BUENA VISTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,9,7,1,1,18
CABEZAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,4,4,8,11,27
CAIROMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,11,12,13,6,42
"CAIZA ""D""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,2,1,0,1,4
CAJUATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,2,2,1,1,6
CALACOTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,0,3,1,4
CALAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,2,4,5,11,22
CAMARGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,5,4,8,13,30
CAMIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,13,9,24,14,60
CAPINOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,2,4,15,15,36
CAQUIAVIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,2,1,5,0,8
CARACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,3,6,22,23,54
CARANAVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,21,16,20,25,82
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,5,5,1,3,14
CARIPUYO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,1,1,3,3,8
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,2,2,0,1,5
CATACORA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,0,1,1,2
CHACARILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,2,1,0,3
CHALLAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,4,1,25,20,50
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,2,3,1,4,10
CHARAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,9,3,18,28,58
CHARAÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,1,1,0,0,2
CHAYANTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,0,5,7,12
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,8,3,22,14,47
CHIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,0,0,1,1
CHOQUE COTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,1,0,0,1,2
CHUA COCANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,0,1,3,4
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,5,10,6,12,33
CHUMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,6,3,6,7,22
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,0,1,2,3
CKOCHAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,7,2,3,3,15
CLIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,8,9,26,17,60
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,8,5,116,75,204
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,8,5,16,7,36
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,181,157,309,320,967
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,6,12,8,4,30
"COLCHA ""K""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,13,11,5,3,32
COLLANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,2,0,0,0,2
COLOMI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,5,4,2,4,15
COLPA BELGICA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,5,3,5,3,16
COLQUECHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,4,3,22,13,42
COLQUENCHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,5,3,1,6,15
COLQUIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,1,0,2,4,7
COMANCHE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,0,1,0,1
COMARAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,3,2,10,14,29
COMBAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,1,1,2,0,4
CONCEPCION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,6,11,11,15,43
COPACABANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,1,3,9,11,24
CORIPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,8,8,4,6,26
CORO CORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,3,2,3,7,15
COROICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,9,8,5,9,31
CORQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,4,4,1,3,12
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,8,7,6,6,27
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,29,24,59,45,157
CRUZ DE MACHACAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,1,1,0,0,2
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,8,10,12,21,51
CUEVO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,3,1,4,3,11
CULPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,10,11,19,16,56
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,3,3,2,8
CURVA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,1,2,2,5
DESAGUADERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,1,0,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,174,197,631,613,1615
EL CHORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,3,1,1,0,5
EL PUENTE(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,3,3,9,11,26
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,2,6,5,5,18
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,39,24,11,10,84
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,2,4,2,0,8
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,13,8,5,4,30
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,10,13,22,20,65
ESCOMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,1,1,2,5,9
EUCALIPTUS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2023-04-01,0,1,1,1,3
