,group,variable,month,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA FUERA,ANTIAMARILICA DOSIS UNICA FUERA,TOTALES
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,10,19,151,138,318
SANTA ROSA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,3,0,7,0,10
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,0,0,0,1,1
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,0,1,0,1,2
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,0,1,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,3,8,6,7,24
TACACOMA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,0,1,0,0,1
TAPACARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,0,0,1,0,1
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,1,5,1,0,7
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,5,5,1,0,11
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,0,0,1,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,0,1,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,4,5,16,11,36
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,0,0,0,2,2
UMALA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,0,0,1,1,2
UNCIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,1,0,0,0,1
VALLEGRANDE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,0,0,1,1,2
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,1,0,0,1,2
VILA VILA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,0,0,0,1,1
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,0,1,1,1,3
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,1,1,2,0,4
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,0,1,0,0,1
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,5,15,3,1,24
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,1,1,5,4,11
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,0,0,2,1,3
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-04-01,0,0,2,1,3
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,0,0,1
ARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,1,0,0,1
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,1,0,0,1
CARAPARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,1,2
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,2,0,2
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,3,0,4
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,0,1,1
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,0,1
COCAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,5,2,7,6,20
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,5,6,5,6,22
"COLCHA ""K""",vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,1,0,1,2
COLOMI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,2,10,8,20
COLPA BELGICA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,0,1
CONCEPCION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,1,0,0,1
CORIPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,3,0,3
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,2,3
COTAGAITA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,2,0,1,2,5
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,9,14,15,19,57
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,1,0,1,3
GUANAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,1,3,4,9
HUACARAJE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,0,1,1
ICLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,0,0,1
INCAHUASI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,1,0,0,2
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,1,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,2,1,0,1,4
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,6,7,3,9,25
LAJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,1,0,0,1
LURIBAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,0,1
MAGDALENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,4,0,4
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,1,0,0,1
MAPIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,0,0,1
MECAPACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,1,2
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,0,0,1
MONTEAGUDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,2,0,2
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,3,0,0,3
OKINAWA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,0,0,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,3,1,3,2,9
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,2,1,3,0,6
POJO (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,0,1,1
PORONGO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,0,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,0,1,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,1,3,5
PRESTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,0,1,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,1,2
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,2,0,0,2,4
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,2,2,4
RAVELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,0,1,1
REYES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,4,1,5
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,2,0,1,3
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,0,1
SABAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,2,3
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,2,4,6,4,16
SACACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,2,3
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,2,0,2
SAN CARLOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,1,2,3,6
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,1,0,1,2
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,1,0,0,1
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,1,2
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,0,2,3
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,1,3,1,5
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,20,22,6,7,55
SANTA ROSA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,0,0,1
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,1,0,0,1
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,2,3
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,0,0,1
SOPACHUY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,1,2
SORACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,0,1,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,2,2,0,1,5
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,3,1,1,1,6
TARVITA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,0,1
TEOPONTE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,5,6,12
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,2,1,1,0,4
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,4,5,9,12,30
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,1,0,0,2
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,0,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,0,1,5,7
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,1,1,0,3
VILLA SERRANO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,1,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,1,1,0,2
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,0,1,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,1,4,0,1,6
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,4,0,2,0,6
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-05-01,0,0,0,1,1
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,0,0,0,1
ACHOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,0,0,0,1
ARBIETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,1,0,2
BELLA FLOR,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,0,1
BERMEJO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,0,1,0,2
BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,0,0,0,1
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,2,1,2,3,8
CAMARGO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,0,0,0,1
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,0,1,2
CAPINOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,0,0,0,1
CAQUIAVIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,0,1,1
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,0,1,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,0,2,2
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,2,1,3
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,11,7,18
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,0,0,1,2
CLIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,0,1,1
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,0,0,1
COCAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,2,0,0,0,2
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,7,8,24,18,57
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,1,0,2
COLOMI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,7,4,11
COLQUECHACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,1,1,0,3
COLQUENCHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,0,1
CONCEPCION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,0,0,0,1
CORIPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,1,2
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,2,2,1,3,8
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,2,0,2
DESAGUADERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,2,3
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,10,9,6,13,38
EL PUENTE(STC),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,2,0,3
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,0,1,1
EL TORNO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,4,2,0,1,7
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,0,0,1
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,2,9,4,16
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,2,0,2
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,1,1,3
GUTIERREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,2,1,0,0,3
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,0,1,1
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,0,1
INCAHUASI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,0,1
INQUISIVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,0,0,1,2
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,0,3,4
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,1,2,4
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,10,7,1,0,18
LAS CARRERAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,0,1,1
LORETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,1,2
LURIBAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,0,0,1
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,1,2
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,1,1,1,4
MONTEAGUDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,2,1,2,2,7
OKINAWA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,2,1,3
OMEREQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,2,1,3
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,10,7,7,25
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,3,0,3
PALOS BLANCOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,2,0,0,0,2
PATACAMAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,0,1,1
POJO (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,3,0,3
PORVENIR,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,5,7,13
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,5,4,9
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,0,1,1,3
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,1,3,2,7
REYES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,0,1,1
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,2,0,0,3
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,7,4,12
SAMAIPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,0,1,1
SAN ANDRES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,2,3
SAN CARLOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,1,1,1,4
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,3,3,0,0,6
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,2,0,2,1,5
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,3,1,4
SAN JOAQUIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,3,2,1,2,8
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,1,2
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,1,0,2
SAN RAMON SCZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,4,1,5
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,1,0,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,14,15,45,39,113
SANTA ROSA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,3,1,4
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,1,2
SAPAHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,3,2,5
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,0,3,4
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,1,0,1,3
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,0,1,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,0,3,3,7
SORACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,2,2,1,5,10
TARATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,0,2,2
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,3,3,3,9
TIPUANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,0,1,1
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,2,1,2,5
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,1,2
TOTORA(CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,4,3,7,8,22
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,0,0,1
UNCIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,0,0,0,1
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,2,3
VALLEGRANDE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,0,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,0,0,0,1
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,1,3,2,6
VILLA RIVERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,1,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,3,1,3,3,10
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,1,1,0,4,6
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,3,5,4,6,18
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,3,2,3,4,12
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-06-01,0,0,3,4,7
ACHOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
BATALLAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,1,0,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,1,0,1
BERMEJO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,1,0,2
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,3,3,2,3,11
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,1,1,0,2
CARACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,0,1,1
CLIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,0,1,1
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,1,0,2
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,10,16,15,18,59
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
COLQUIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
COMARAPA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
CONCEPCION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,3,0,3
CORIPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,2,1,3
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,4,2,0,4,10
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,1,0,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,15,9,13,12,49
EL TORNO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,1,0,1
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,2,1,3
FILADELFIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,0,0,0,1,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,1,0,0,2
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-07-01,1,0,0,1,2
