municipality,group,variable,month,Consultas repetidas en menores de 5 años,TOTAL
SIPE SIPE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,140,140
SOPACHUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,19,19
SORATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,19,19
SUCRE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,796,796
TACACOMA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,3,3
TAPACARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,11,11
TARIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,218,218
TARVITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,11,11
TIAWANACU,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,1,1
TINGUIPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,42,42
TIQUIPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,38,38
TIRAQUE (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,10,10
TOCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,4,4
TOLATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,19,19
TOMAVE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,7,7
TOMINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,404,404
TORO TORO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,3,3
TOTORA(CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,8,8
TOTORA(ORR),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,4,4
TRINIDAD,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,132,132
TUPIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,1,1
TURCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,4,4
UNCIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,33,33
URIONDO (A. CONCEPCION),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,1,1
URUBICHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,42,42
UYUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,10,10
VALLEGRANDE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,39,39
VIACHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,24,24
VILA VILA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,2,2
VILLA MONTES,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,4,4
VILLA RIVERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,2,2
VILLA SERRANO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,14,14
VILLA TUNARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,39,39
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,7,7
VILLAZON,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,19,19
VINTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,16,16
WALDO BALLIVIAN,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,76,76
WARNES,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,33,33
YACUIBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,94,94
YAMPARAEZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,2,2
YAPACANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,10,10
YOTALA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-03-01,4,4
ACACIO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,38,38
ACHACACHI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,8,8
ACHOCALLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
AIQUILE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,24,24
ALCALA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,3,3
ANTEQUERA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,5,5
ANZALDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
ARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,16,16
ARBIETO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,3,3
ARQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
ASCENCION DE GUARAYOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
ATOCHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,167,167
AYO AYO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,69,69
AZURDUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
BATALLAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,7,7
BERMEJO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,102,102
BETANZOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,8,8
BOLIVAR,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,3,3
BUENA VISTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
CABEZAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,15,15
"CAIZA ""D""",consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
CALAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,5,5
CAMARGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,126,126
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,16,16
CAMIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,93,93
CAPINOTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,33,33
CARACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,15,15
CARANAVI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,5,5
CARAPARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,10,10
CHALLAPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,33,33
CHAYANTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,29,29
CHIMORE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,3,3
CLIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,25,25
COBIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,34,34
COCHABAMBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1567,1567
COLCAPIRHUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,54,54
COLLANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,3,3
COLOMI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,21,21
COLQUECHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,8,8
COLQUIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,3,3
COMARAPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,8,8
COROICO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,5,5
COTAGAITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,35,35
COTOCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,3,3
CUATRO CAÑADAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,33,33
CULPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,5,5
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
EL ALTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,594,594
EL PUENTE(STC),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
EL PUENTE(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
EL TORNO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,4,4
EL VILLAR,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,4,4
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,44,44
EUCALIPTUS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,7,7
GUAYARAMERIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,9,9
GUTIERREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,11,11
HUACARETA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,49,49
HUACHACALLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
HUANUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,46,46
HUARACAJE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,5,5
HUAYLLAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,4,4
ICHOCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,57,57
ICLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
INCAHUASI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,223,223
INQUISIVI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,6,6
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,13,13
JESUS DE MACHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
LA ASUNTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,8,8
LA GUARDIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,21,21
LA PAZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2700,2700
LAGUNILLAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
LAJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,3,3
LAS CARRERAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
LLALLAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,4,4
MACHACAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,8,8
MACHARETI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,6,6
MAIRANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
MECAPACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
MINEROS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
MIZQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,3,3
MONTEAGUDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,5,5
MONTERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,14,14
MOROCHATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
OKINAWA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,11,11
OMEREQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,3,3
ORURO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,710,710
PADCAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,9,9
PADILLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,244,244
PAILON,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,4,4
PALCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,6,6
PALOS BLANCOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,3,3
PAZÑA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,20,20
POJO (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
POOPO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,6,6
PORCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,23,23
PORONGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,88,88
PORTACHUELO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
POTOSI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,469,469
PUCARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
PUERTO ACOSTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,459,459
PUERTO CARABUCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,30,30
PUERTO QUIJARRO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,9,9
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,23,23
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,57,57
PUNA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,3,3
PUNATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,51,51
QUILLACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,657,657
QUIME,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,4,4
QUIRUSILLAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,7,7
RAVELO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,32,32
REYES,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,48,48
RIBERALTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,27,27
ROBORE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
RURRENABAQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,24,24
SABAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
SACABA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,129,129
SACACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,3,3
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
SAMAIPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,11,11
SAN ANDRES,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,25,25
SAN ANDRES DE MACHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,4,4
SAN ANTONIO DE LOMERIO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,4,4
SAN BENITO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
SAN BORJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,9,9
SAN CARLOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,7,7
SAN IGNACIO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,49,49
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,29,29
SAN JOAQUIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,10,10
SAN LORENZO(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,48,48
SAN LUCAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,8,8
SAN RAFAEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,74,74
SAN RAMON,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
SAN RAMON,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,50,50
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1370,1370
SANTA ROSA DEL SARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,6,6
SANTIAGO DE HUARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,20,20
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,5,5
SICA SICA (VILLA AROMA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
SIPE SIPE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,158,158
SOPACHUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,6,6
SORACACHI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
SORATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,6,6
SUCRE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,556,556
TACACOMA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
TAPACARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,4,4
TARABUCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,61,61
TARIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,142,142
TARVITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,7,7
TIAWANACU,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,3,3
TINGUIPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,21,21
TIQUIPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,35,35
TIRAQUE (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,11,11
TOCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,6,6
TOLATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,7,7
TOLEDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,4,4
TOMAVE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,8,8
TOMINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,327,327
TOTORA(CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,5,5
TRINIDAD,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,55,55
TUPIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,40,40
TURCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,20,20
UNCIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,23,23
URIONDO (A. CONCEPCION),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
UYUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,7,7
VALLEGRANDE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,28,28
VIACHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,10,10
VILLA MONTES,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
VILLA RIVERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,7,7
VILLA TUNARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,47,47
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,27,27
VILLAZON,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,49,49
VINTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,17,17
WARNES,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,19,19
YACUIBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,29,29
YAMPARAEZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
YAPACANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,6,6
YOTALA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,1,1
ZUDAÑEZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-04-01,2,2
ACHACACHI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,48,48
ACHOCALLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,1,1
AIQUILE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,27,27
ALCALA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,4,4
ANCORAIMES,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,2,2
ANTEQUERA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,3,3
ANZALDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,3,3
ARBIETO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,1,1
ARQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,9,9
ASCENCION DE GUARAYOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,2,2
ATOCHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,36,36
AYATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,1,1
AYO AYO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,57,57
AZURDUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,5,5
BATALLAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,1,1
BAURES,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,2,2
BERMEJO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,149,149
BETANZOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,29,29
BUENA VISTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,1,1
CABEZAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,22,22
"CAIZA ""D""",consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,1,1
CALAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,4,4
CAMARGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,69,69
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,21,21
CAMIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,95,95
CAPINOTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,32,32
CARACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,23,23
CARANAVI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,6,6
CARAPARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,10,10
CARIPUYO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,3,3
CHALLAPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,17,17
CHAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,5,5
CHARAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,1,1
CHAYANTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,20,20
CHIMORE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,4,4
CLIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,34,34
COBIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,30,30
COCHABAMBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,1502,1502
COLCAPIRHUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,74,74
COLLANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,4,4
COLOMI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,39,39
COLPA BELGICA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,4,4
COLQUECHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,14,14
COLQUENCHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,3,3
COLQUIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,1,1
COMANCHE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,14,14
COMARAPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,8,8
COROICO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,10,10
CORQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,34,34
COTAGAITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,31,31
COTOCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,9,9
CUATRO CAÑADAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,19,19
CUEVO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,2,2
CULPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,3,3
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,2,2
EL ALTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,755,755
EL PUENTE(STC),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,60,60
EL TORNO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,6,6
EL VILLAR,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,3,3
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,52,52
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,5,5
EUCALIPTUS,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,2,2
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,113,113
GENERAL SAAVEDRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,3,3
GUAYARAMERIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,6,6
GUTIERREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,2,2
HUACARETA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,46,46
HUACHACALLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,1,1
HUANUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,39,39
HUAYLLAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,4,4
ICLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,3,3
INCAHUASI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,3,3
INQUISIVI,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,5,5
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,13,13
JESUS DE MACHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,5,5
LA ASUNTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,12,12
LA GUARDIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,12,12
LA PAZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2007-05-01,2153,2153
