municipality,group,variable,month,Pulpotomías,TOTAL
PAPEL PAMPA,consultas odontologicas,pulpotomias,2007-03-01,8,8
PASORAPA,consultas odontologicas,pulpotomias,2007-03-01,10,10
PATACAMAYA,consultas odontologicas,pulpotomias,2007-03-01,29,29
PAZÑA,consultas odontologicas,pulpotomias,2007-03-01,63,63
PELECHUCO,consultas odontologicas,pulpotomias,2007-03-01,28,28
POCOATA,consultas odontologicas,pulpotomias,2007-03-01,42,42
POJO (CBBA),consultas odontologicas,pulpotomias,2007-03-01,36,36
POOPO,consultas odontologicas,pulpotomias,2007-03-01,28,28
PORCO,consultas odontologicas,pulpotomias,2007-03-01,12,12
PORONGO,consultas odontologicas,pulpotomias,2007-03-01,132,132
PORTACHUELO,consultas odontologicas,pulpotomias,2007-03-01,95,95
PORVENIR,consultas odontologicas,pulpotomias,2007-03-01,8,8
POSTRER VALLE,consultas odontologicas,pulpotomias,2007-03-01,5,5
POTOSI,consultas odontologicas,pulpotomias,2007-03-01,672,672
PRESTO,consultas odontologicas,pulpotomias,2007-03-01,56,56
PUCARA,consultas odontologicas,pulpotomias,2007-03-01,5,5
PUCARANI,consultas odontologicas,pulpotomias,2007-03-01,136,136
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2007-03-01,211,211
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2007-03-01,192,192
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2007-03-01,17,17
PUERTO PEREZ,consultas odontologicas,pulpotomias,2007-03-01,3,3
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2007-03-01,62,62
PUERTO RICO,consultas odontologicas,pulpotomias,2007-03-01,60,60
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2007-03-01,69,69
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2007-03-01,92,92
PUNA,consultas odontologicas,pulpotomias,2007-03-01,114,114
PUNATA,consultas odontologicas,pulpotomias,2007-03-01,66,66
QUIABAYA,consultas odontologicas,pulpotomias,2007-03-01,16,16
QUILLACOLLO,consultas odontologicas,pulpotomias,2007-03-01,116,116
QUIME,consultas odontologicas,pulpotomias,2007-03-01,156,156
QUIRUSILLAS,consultas odontologicas,pulpotomias,2007-03-01,3,3
RAVELO,consultas odontologicas,pulpotomias,2007-03-01,37,37
REYES,consultas odontologicas,pulpotomias,2007-03-01,120,120
RIBERALTA,consultas odontologicas,pulpotomias,2007-03-01,316,316
ROBORE,consultas odontologicas,pulpotomias,2007-03-01,58,58
RURRENABAQUE,consultas odontologicas,pulpotomias,2007-03-01,168,168
SABAYA,consultas odontologicas,pulpotomias,2007-03-01,21,21
SACABA,consultas odontologicas,pulpotomias,2007-03-01,157,157
SACACA,consultas odontologicas,pulpotomias,2007-03-01,35,35
SAIPINA,consultas odontologicas,pulpotomias,2007-03-01,112,112
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2007-03-01,45,45
SAMAIPATA,consultas odontologicas,pulpotomias,2007-03-01,42,42
SAN ANDRES,consultas odontologicas,pulpotomias,2007-03-01,65,65
SAN ANDRES DE MACHACA,consultas odontologicas,pulpotomias,2007-03-01,41,41
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2007-03-01,17,17
SAN BENITO,consultas odontologicas,pulpotomias,2007-03-01,11,11
SAN BORJA,consultas odontologicas,pulpotomias,2007-03-01,113,113
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2007-03-01,26,26
SAN CARLOS,consultas odontologicas,pulpotomias,2007-03-01,30,30
SAN IGNACIO,consultas odontologicas,pulpotomias,2007-03-01,200,200
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2007-03-01,238,238
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2007-03-01,58,58
SAN JOAQUIN,consultas odontologicas,pulpotomias,2007-03-01,22,22
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2007-03-01,30,30
SAN JUAN DE YAPACANI,consultas odontologicas,pulpotomias,2007-03-01,5,5
SAN JULIAN,consultas odontologicas,pulpotomias,2007-03-01,33,33
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2007-03-01,18,18
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2007-03-01,231,231
SAN LUCAS,consultas odontologicas,pulpotomias,2007-03-01,92,92
SAN MATIAS,consultas odontologicas,pulpotomias,2007-03-01,89,89
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2007-03-01,70,70
SAN PEDRO,consultas odontologicas,pulpotomias,2007-03-01,26,26
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2007-03-01,67,67
SAN PEDRO DE CURAHUARA,consultas odontologicas,pulpotomias,2007-03-01,14,14
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2007-03-01,6,6
SAN RAFAEL,consultas odontologicas,pulpotomias,2007-03-01,35,35
SAN RAMON,consultas odontologicas,pulpotomias,2007-03-01,21,21
SAN RAMON,consultas odontologicas,pulpotomias,2007-03-01,5,5
SANTA ANA,consultas odontologicas,pulpotomias,2007-03-01,347,347
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2007-03-01,2044,2044
SANTA ROSA,consultas odontologicas,pulpotomias,2007-03-01,15,15
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2007-03-01,131,131
SANTIAGO DE CALLAPA,consultas odontologicas,pulpotomias,2007-03-01,14,14
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2007-03-01,61,61
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2007-03-01,19,19
SANTIVAÑES,consultas odontologicas,pulpotomias,2007-03-01,5,5
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2007-03-01,40,40
SAPAHAQUI,consultas odontologicas,pulpotomias,2007-03-01,40,40
SENA,consultas odontologicas,pulpotomias,2007-03-01,39,39
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2007-03-01,53,53
SIPE SIPE,consultas odontologicas,pulpotomias,2007-03-01,67,67
SOPACHUY,consultas odontologicas,pulpotomias,2007-03-01,108,108
SORACACHI,consultas odontologicas,pulpotomias,2007-03-01,33,33
SORATA,consultas odontologicas,pulpotomias,2007-03-01,82,82
SUCRE,consultas odontologicas,pulpotomias,2007-03-01,974,974
TACACOMA,consultas odontologicas,pulpotomias,2007-03-01,102,102
TAPACARI,consultas odontologicas,pulpotomias,2007-03-01,13,13
TARABUCO,consultas odontologicas,pulpotomias,2007-03-01,68,68
TARACO,consultas odontologicas,pulpotomias,2007-03-01,67,67
TARATA,consultas odontologicas,pulpotomias,2007-03-01,9,9
TARIJA,consultas odontologicas,pulpotomias,2007-03-01,711,711
TARVITA,consultas odontologicas,pulpotomias,2007-03-01,70,70
TIAWANACU,consultas odontologicas,pulpotomias,2007-03-01,182,182
TINGUIPAYA,consultas odontologicas,pulpotomias,2007-03-01,60,60
TIPUANI,consultas odontologicas,pulpotomias,2007-03-01,16,16
TIQUIPAYA,consultas odontologicas,pulpotomias,2007-03-01,90,90
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2007-03-01,95,95
TOCO,consultas odontologicas,pulpotomias,2007-03-01,51,51
TOLATA,consultas odontologicas,pulpotomias,2007-03-01,9,9
TOLEDO,consultas odontologicas,pulpotomias,2007-03-01,47,47
TOMAVE,consultas odontologicas,pulpotomias,2007-03-01,45,45
TOMINA,consultas odontologicas,pulpotomias,2007-03-01,99,99
TORO TORO,consultas odontologicas,pulpotomias,2007-03-01,19,19
TOTORA(CBBA),consultas odontologicas,pulpotomias,2007-03-01,46,46
TOTORA(ORR),consultas odontologicas,pulpotomias,2007-03-01,19,19
TRIGAL,consultas odontologicas,pulpotomias,2007-03-01,20,20
TRINIDAD,consultas odontologicas,pulpotomias,2007-03-01,395,395
TUPIZA,consultas odontologicas,pulpotomias,2007-03-01,185,185
TURCO,consultas odontologicas,pulpotomias,2007-03-01,43,43
UMALA,consultas odontologicas,pulpotomias,2007-03-01,1,1
UNCIA,consultas odontologicas,pulpotomias,2007-03-01,85,85
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2007-03-01,68,68
URUBICHA,consultas odontologicas,pulpotomias,2007-03-01,13,13
UYUNI,consultas odontologicas,pulpotomias,2007-03-01,156,156
VACAS,consultas odontologicas,pulpotomias,2007-03-01,26,26
VALLEGRANDE,consultas odontologicas,pulpotomias,2007-03-01,142,142
VIACHA,consultas odontologicas,pulpotomias,2007-03-01,191,191
VILA VILA,consultas odontologicas,pulpotomias,2007-03-01,5,5
VILLA MONTES,consultas odontologicas,pulpotomias,2007-03-01,284,284
VILLA RIVERO,consultas odontologicas,pulpotomias,2007-03-01,11,11
VILLA SERRANO,consultas odontologicas,pulpotomias,2007-03-01,10,10
VILLA TUNARI,consultas odontologicas,pulpotomias,2007-03-01,134,134
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2007-03-01,52,52
VILLAZON,consultas odontologicas,pulpotomias,2007-03-01,236,236
VINTO,consultas odontologicas,pulpotomias,2007-03-01,15,15
VITICHI,consultas odontologicas,pulpotomias,2007-03-01,13,13
WALDO BALLIVIAN,consultas odontologicas,pulpotomias,2007-03-01,37,37
WARNES,consultas odontologicas,pulpotomias,2007-03-01,56,56
YACO,consultas odontologicas,pulpotomias,2007-03-01,51,51
YACUIBA,consultas odontologicas,pulpotomias,2007-03-01,346,346
YAMPARAEZ,consultas odontologicas,pulpotomias,2007-03-01,17,17
YANACACHI,consultas odontologicas,pulpotomias,2007-03-01,12,12
YAPACANI,consultas odontologicas,pulpotomias,2007-03-01,80,80
YOCALLA,consultas odontologicas,pulpotomias,2007-03-01,18,18
YOTALA,consultas odontologicas,pulpotomias,2007-03-01,37,37
YUNCHARA,consultas odontologicas,pulpotomias,2007-03-01,101,101
ZUDAÑEZ,consultas odontologicas,pulpotomias,2007-03-01,45,45
ACACIO,consultas odontologicas,pulpotomias,2007-04-01,17,17
ACHACACHI,consultas odontologicas,pulpotomias,2007-04-01,159,159
ACHOCALLA,consultas odontologicas,pulpotomias,2007-04-01,6,6
AIQUILE,consultas odontologicas,pulpotomias,2007-04-01,38,38
ALCALA,consultas odontologicas,pulpotomias,2007-04-01,48,48
ANCORAIMES,consultas odontologicas,pulpotomias,2007-04-01,56,56
ANDAMARCA,consultas odontologicas,pulpotomias,2007-04-01,21,21
ANTEQUERA,consultas odontologicas,pulpotomias,2007-04-01,16,16
ANZALDO,consultas odontologicas,pulpotomias,2007-04-01,13,13
APOLO,consultas odontologicas,pulpotomias,2007-04-01,55,55
ARAMPAMPA,consultas odontologicas,pulpotomias,2007-04-01,4,4
ARANI,consultas odontologicas,pulpotomias,2007-04-01,20,20
ARBIETO,consultas odontologicas,pulpotomias,2007-04-01,5,5
ARQUE,consultas odontologicas,pulpotomias,2007-04-01,33,33
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2007-04-01,93,93
ATOCHA,consultas odontologicas,pulpotomias,2007-04-01,179,179
AYATA,consultas odontologicas,pulpotomias,2007-04-01,24,24
AYO AYO,consultas odontologicas,pulpotomias,2007-04-01,56,56
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2007-04-01,92,92
AZURDUY,consultas odontologicas,pulpotomias,2007-04-01,135,135
BATALLAS,consultas odontologicas,pulpotomias,2007-04-01,101,101
BAURES,consultas odontologicas,pulpotomias,2007-04-01,37,37
BELEN DE ANDAMARCA,consultas odontologicas,pulpotomias,2007-04-01,1,1
BELLA FLOR,consultas odontologicas,pulpotomias,2007-04-01,12,12
BERMEJO,consultas odontologicas,pulpotomias,2007-04-01,145,145
BETANZOS,consultas odontologicas,pulpotomias,2007-04-01,40,40
BOLIVAR,consultas odontologicas,pulpotomias,2007-04-01,21,21
BOLPEBRA,consultas odontologicas,pulpotomias,2007-04-01,41,41
BOYUIBE,consultas odontologicas,pulpotomias,2007-04-01,24,24
BUENA VISTA,consultas odontologicas,pulpotomias,2007-04-01,13,13
CABEZAS,consultas odontologicas,pulpotomias,2007-04-01,47,47
CAIROMA,consultas odontologicas,pulpotomias,2007-04-01,95,95
"CAIZA ""D""",consultas odontologicas,pulpotomias,2007-04-01,23,23
CAJUATA,consultas odontologicas,pulpotomias,2007-04-01,25,25
CALACOTO,consultas odontologicas,pulpotomias,2007-04-01,47,47
CALAMARCA,consultas odontologicas,pulpotomias,2007-04-01,70,70
CAMARGO,consultas odontologicas,pulpotomias,2007-04-01,128,128
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2007-04-01,34,34
CAMIRI,consultas odontologicas,pulpotomias,2007-04-01,172,172
CAPINOTA,consultas odontologicas,pulpotomias,2007-04-01,17,17
CAQUIAVIRI,consultas odontologicas,pulpotomias,2007-04-01,25,25
CARACOLLO,consultas odontologicas,pulpotomias,2007-04-01,73,73
CARANAVI,consultas odontologicas,pulpotomias,2007-04-01,104,104
CARAPARI,consultas odontologicas,pulpotomias,2007-04-01,42,42
CARIPUYO,consultas odontologicas,pulpotomias,2007-04-01,32,32
CATACORA,consultas odontologicas,pulpotomias,2007-04-01,53,53
CHALLAPATA,consultas odontologicas,pulpotomias,2007-04-01,96,96
CHARAGUA,consultas odontologicas,pulpotomias,2007-04-01,164,164
CHARAÑA,consultas odontologicas,pulpotomias,2007-04-01,33,33
CHAYANTA,consultas odontologicas,pulpotomias,2007-04-01,90,90
CHIMORE,consultas odontologicas,pulpotomias,2007-04-01,45,45
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2007-04-01,29,29
CHUMA,consultas odontologicas,pulpotomias,2007-04-01,91,91
CLIZA,consultas odontologicas,pulpotomias,2007-04-01,26,26
COBIJA,consultas odontologicas,pulpotomias,2007-04-01,143,143
COCHABAMBA,consultas odontologicas,pulpotomias,2007-04-01,2270,2270
COLCAPIRHUA,consultas odontologicas,pulpotomias,2007-04-01,34,34
"COLCHA ""K""",consultas odontologicas,pulpotomias,2007-04-01,6,6
COLLANA,consultas odontologicas,pulpotomias,2007-04-01,28,28
COLOMI,consultas odontologicas,pulpotomias,2007-04-01,58,58
COLPA BELGICA,consultas odontologicas,pulpotomias,2007-04-01,21,21
COLQUECHACA,consultas odontologicas,pulpotomias,2007-04-01,65,65
COLQUENCHA,consultas odontologicas,pulpotomias,2007-04-01,32,32
COLQUIRI,consultas odontologicas,pulpotomias,2007-04-01,139,139
COMARAPA,consultas odontologicas,pulpotomias,2007-04-01,41,41
COPACABANA,consultas odontologicas,pulpotomias,2007-04-01,79,79
CORIPATA,consultas odontologicas,pulpotomias,2007-04-01,67,67
CORO CORO,consultas odontologicas,pulpotomias,2007-04-01,65,65
COROICO,consultas odontologicas,pulpotomias,2007-04-01,115,115
CORQUE,consultas odontologicas,pulpotomias,2007-04-01,13,13
COTAGAITA,consultas odontologicas,pulpotomias,2007-04-01,87,87
COTOCA,consultas odontologicas,pulpotomias,2007-04-01,91,91
CUATRO CAÑADAS,consultas odontologicas,pulpotomias,2007-04-01,46,46
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,pulpotomias,2007-04-01,2,2
CUEVO,consultas odontologicas,pulpotomias,2007-04-01,36,36
CULPINA,consultas odontologicas,pulpotomias,2007-04-01,13,13
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2007-04-01,30,30
CURVA,consultas odontologicas,pulpotomias,2007-04-01,8,8
DESAGUADERO,consultas odontologicas,pulpotomias,2007-04-01,62,62
EL ALTO,consultas odontologicas,pulpotomias,2007-04-01,3271,3271
EL PUENTE(STC),consultas odontologicas,pulpotomias,2007-04-01,15,15
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2007-04-01,43,43
EL TORNO,consultas odontologicas,pulpotomias,2007-04-01,50,50
EL VILLAR,consultas odontologicas,pulpotomias,2007-04-01,59,59
ENTRE RIOS,consultas odontologicas,pulpotomias,2007-04-01,130,130
ENTRE RIOS,consultas odontologicas,pulpotomias,2007-04-01,25,25
EUCALIPTUS,consultas odontologicas,pulpotomias,2007-04-01,14,14
EXALTACION,consultas odontologicas,pulpotomias,2007-04-01,49,49
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2007-04-01,45,45
FILADELFIA,consultas odontologicas,pulpotomias,2007-04-01,43,43
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2007-04-01,25,25
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2007-04-01,36,36
GUANAY,consultas odontologicas,pulpotomias,2007-04-01,22,22
GUAQUI,consultas odontologicas,pulpotomias,2007-04-01,66,66
GUAYARAMERIN,consultas odontologicas,pulpotomias,2007-04-01,119,119
GUTIERREZ,consultas odontologicas,pulpotomias,2007-04-01,56,56
HUACARETA,consultas odontologicas,pulpotomias,2007-04-01,59,59
HUACHACALLA,consultas odontologicas,pulpotomias,2007-04-01,13,13
HUANUNI,consultas odontologicas,pulpotomias,2007-04-01,76,76
HUARACAJE,consultas odontologicas,pulpotomias,2007-04-01,20,20
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2007-04-01,12,12
ICHOCA,consultas odontologicas,pulpotomias,2007-04-01,33,33
ICLA,consultas odontologicas,pulpotomias,2007-04-01,51,51
INCAHUASI,consultas odontologicas,pulpotomias,2007-04-01,61,61
INGAVI (HUMAITA),consultas odontologicas,pulpotomias,2007-04-01,7,7
INQUISIVI,consultas odontologicas,pulpotomias,2007-04-01,93,93
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2007-04-01,87,87
IXIAMAS,consultas odontologicas,pulpotomias,2007-04-01,46,46
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2007-04-01,185,185
LA ASUNTA,consultas odontologicas,pulpotomias,2007-04-01,45,45
LA GUARDIA,consultas odontologicas,pulpotomias,2007-04-01,71,71
LA PAZ,consultas odontologicas,pulpotomias,2007-04-01,2886,2886
LAGUNILLAS,consultas odontologicas,pulpotomias,2007-04-01,51,51
LAJA,consultas odontologicas,pulpotomias,2007-04-01,64,64
LAS CARRERAS,consultas odontologicas,pulpotomias,2007-04-01,12,12
LICOMA PAMPA,consultas odontologicas,pulpotomias,2007-04-01,45,45
LLALLAGUA,consultas odontologicas,pulpotomias,2007-04-01,73,73
LLICA,consultas odontologicas,pulpotomias,2007-04-01,40,40
LORETO,consultas odontologicas,pulpotomias,2007-04-01,16,16
LURIBAY,consultas odontologicas,pulpotomias,2007-04-01,8,8
MACHACAMARCA,consultas odontologicas,pulpotomias,2007-04-01,22,22
MACHARETI,consultas odontologicas,pulpotomias,2007-04-01,21,21
MAGDALENA,consultas odontologicas,pulpotomias,2007-04-01,25,25
MAIRANA,consultas odontologicas,pulpotomias,2007-04-01,17,17
MALLA,consultas odontologicas,pulpotomias,2007-04-01,9,9
MAPIRI,consultas odontologicas,pulpotomias,2007-04-01,30,30
MECAPACA,consultas odontologicas,pulpotomias,2007-04-01,85,85
MINEROS,consultas odontologicas,pulpotomias,2007-04-01,37,37
MIZQUE,consultas odontologicas,pulpotomias,2007-04-01,31,31
MOCOMOCO,consultas odontologicas,pulpotomias,2007-04-01,196,196
MOJOCOYA,consultas odontologicas,pulpotomias,2007-04-01,29,29
MONTEAGUDO,consultas odontologicas,pulpotomias,2007-04-01,238,238
MONTERO,consultas odontologicas,pulpotomias,2007-04-01,271,271
MORO MORO,consultas odontologicas,pulpotomias,2007-04-01,11,11
MOROCHATA,consultas odontologicas,pulpotomias,2007-04-01,58,58
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,pulpotomias,2007-04-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,pulpotomias,2007-04-01,28,28
OCURI,consultas odontologicas,pulpotomias,2007-04-01,4,4
OKINAWA,consultas odontologicas,pulpotomias,2007-04-01,15,15
OMEREQUE,consultas odontologicas,pulpotomias,2007-04-01,35,35
ORURO,consultas odontologicas,pulpotomias,2007-04-01,1363,1363
PADCAYA,consultas odontologicas,pulpotomias,2007-04-01,158,158
PADILLA,consultas odontologicas,pulpotomias,2007-04-01,115,115
PAILON,consultas odontologicas,pulpotomias,2007-04-01,30,30
PALCA,consultas odontologicas,pulpotomias,2007-04-01,79,79
PALOS BLANCOS,consultas odontologicas,pulpotomias,2007-04-01,125,125
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2007-04-01,21,21
PAMPA GRANDE,consultas odontologicas,pulpotomias,2007-04-01,12,12
PASORAPA,consultas odontologicas,pulpotomias,2007-04-01,36,36
PATACAMAYA,consultas odontologicas,pulpotomias,2007-04-01,14,14
PAZÑA,consultas odontologicas,pulpotomias,2007-04-01,51,51
PELECHUCO,consultas odontologicas,pulpotomias,2007-04-01,32,32
POCOATA,consultas odontologicas,pulpotomias,2007-04-01,20,20
POJO (CBBA),consultas odontologicas,pulpotomias,2007-04-01,16,16
POOPO,consultas odontologicas,pulpotomias,2007-04-01,40,40
PORCO,consultas odontologicas,pulpotomias,2007-04-01,14,14
POROMA,consultas odontologicas,pulpotomias,2007-04-01,20,20
PORONGO,consultas odontologicas,pulpotomias,2007-04-01,47,47
PORTACHUELO,consultas odontologicas,pulpotomias,2007-04-01,85,85
PORVENIR,consultas odontologicas,pulpotomias,2007-04-01,26,26
POSTRER VALLE,consultas odontologicas,pulpotomias,2007-04-01,20,20
POTOSI,consultas odontologicas,pulpotomias,2007-04-01,382,382
PRESTO,consultas odontologicas,pulpotomias,2007-04-01,22,22
PUCARA,consultas odontologicas,pulpotomias,2007-04-01,40,40
PUCARANI,consultas odontologicas,pulpotomias,2007-04-01,186,186
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2007-04-01,273,273
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2007-04-01,88,88
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2007-04-01,35,35
PUERTO PEREZ,consultas odontologicas,pulpotomias,2007-04-01,5,5
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2007-04-01,39,39
PUERTO RICO,consultas odontologicas,pulpotomias,2007-04-01,60,60
PUERTO SILES,consultas odontologicas,pulpotomias,2007-04-01,74,74
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2007-04-01,58,58
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2007-04-01,91,91
PUNA,consultas odontologicas,pulpotomias,2007-04-01,125,125
PUNATA,consultas odontologicas,pulpotomias,2007-04-01,61,61
QUILLACOLLO,consultas odontologicas,pulpotomias,2007-04-01,152,152
QUIME,consultas odontologicas,pulpotomias,2007-04-01,143,143
QUIRUSILLAS,consultas odontologicas,pulpotomias,2007-04-01,7,7
RAVELO,consultas odontologicas,pulpotomias,2007-04-01,40,40
REYES,consultas odontologicas,pulpotomias,2007-04-01,112,112
RIBERALTA,consultas odontologicas,pulpotomias,2007-04-01,328,328
ROBORE,consultas odontologicas,pulpotomias,2007-04-01,46,46
RURRENABAQUE,consultas odontologicas,pulpotomias,2007-04-01,76,76
SABAYA,consultas odontologicas,pulpotomias,2007-04-01,3,3
SACABA,consultas odontologicas,pulpotomias,2007-04-01,152,152
SACACA,consultas odontologicas,pulpotomias,2007-04-01,37,37
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2007-04-01,9,9
SAMAIPATA,consultas odontologicas,pulpotomias,2007-04-01,18,18
SAN ANDRES,consultas odontologicas,pulpotomias,2007-04-01,23,23
SAN ANDRES DE MACHACA,consultas odontologicas,pulpotomias,2007-04-01,25,25
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2007-04-01,30,30
SAN BENITO,consultas odontologicas,pulpotomias,2007-04-01,7,7
SAN BORJA,consultas odontologicas,pulpotomias,2007-04-01,95,95
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2007-04-01,51,51
SAN CARLOS,consultas odontologicas,pulpotomias,2007-04-01,45,45
SAN IGNACIO,consultas odontologicas,pulpotomias,2007-04-01,70,70
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2007-04-01,209,209
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2007-04-01,25,25
SAN JOAQUIN,consultas odontologicas,pulpotomias,2007-04-01,14,14
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2007-04-01,13,13
SAN JUAN DE YAPACANI,consultas odontologicas,pulpotomias,2007-04-01,24,24
SAN JULIAN,consultas odontologicas,pulpotomias,2007-04-01,60,60
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2007-04-01,46,46
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2007-04-01,163,163
SAN LUCAS,consultas odontologicas,pulpotomias,2007-04-01,59,59
SAN MATIAS,consultas odontologicas,pulpotomias,2007-04-01,114,114
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2007-04-01,62,62
SAN PEDRO,consultas odontologicas,pulpotomias,2007-04-01,17,17
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2007-04-01,43,43
SAN PEDRO DE CURAHUARA,consultas odontologicas,pulpotomias,2007-04-01,21,21
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2007-04-01,18,18
SAN RAFAEL,consultas odontologicas,pulpotomias,2007-04-01,44,44
SAN RAMON,consultas odontologicas,pulpotomias,2007-04-01,15,15
SAN RAMON,consultas odontologicas,pulpotomias,2007-04-01,10,10
SANTA ANA,consultas odontologicas,pulpotomias,2007-04-01,152,152
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2007-04-01,1954,1954
SANTA ROSA,consultas odontologicas,pulpotomias,2007-04-01,314,314
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2007-04-01,91,91
SANTIAGO DE CALLAPA,consultas odontologicas,pulpotomias,2007-04-01,6,6
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2007-04-01,58,58
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2007-04-01,26,26
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2007-04-01,11,11
SAPAHAQUI,consultas odontologicas,pulpotomias,2007-04-01,33,33
SENA,consultas odontologicas,pulpotomias,2007-04-01,2,2
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2007-04-01,40,40
SICAYA,consultas odontologicas,pulpotomias,2007-04-01,2,2
SIPE SIPE,consultas odontologicas,pulpotomias,2007-04-01,66,66
SOPACHUY,consultas odontologicas,pulpotomias,2007-04-01,80,80
SORACACHI,consultas odontologicas,pulpotomias,2007-04-01,40,40
SORATA,consultas odontologicas,pulpotomias,2007-04-01,27,27
SUCRE,consultas odontologicas,pulpotomias,2007-04-01,992,992
TACACOMA,consultas odontologicas,pulpotomias,2007-04-01,128,128
TACOPAYA,consultas odontologicas,pulpotomias,2007-04-01,30,30
TARABUCO,consultas odontologicas,pulpotomias,2007-04-01,69,69
TARACO,consultas odontologicas,pulpotomias,2007-04-01,86,86
TARATA,consultas odontologicas,pulpotomias,2007-04-01,11,11
TARIJA,consultas odontologicas,pulpotomias,2007-04-01,503,503
TARVITA,consultas odontologicas,pulpotomias,2007-04-01,31,31
TIAWANACU,consultas odontologicas,pulpotomias,2007-04-01,137,137
TINGUIPAYA,consultas odontologicas,pulpotomias,2007-04-01,98,98
TIPUANI,consultas odontologicas,pulpotomias,2007-04-01,12,12
TIQUIPAYA,consultas odontologicas,pulpotomias,2007-04-01,103,103
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2007-04-01,133,133
TOCO,consultas odontologicas,pulpotomias,2007-04-01,6,6
TOLATA,consultas odontologicas,pulpotomias,2007-04-01,10,10
TOLEDO,consultas odontologicas,pulpotomias,2007-04-01,62,62
TOMAVE,consultas odontologicas,pulpotomias,2007-04-01,37,37
