municipality,group,variable,month,Restauraciones,TOTAL
SAN IGNACIO,consultas odontologicas,restauraciones,2007-03-01,216,216
SAN IGNACIO DE VELASCO,consultas odontologicas,restauraciones,2007-03-01,212,212
SAN JOAQUIN,consultas odontologicas,restauraciones,2007-03-01,32,32
SAN JOSE DE CHIQUITOS,consultas odontologicas,restauraciones,2007-03-01,30,30
SAN JUAN DE YAPACANI,consultas odontologicas,restauraciones,2007-03-01,28,28
SAN JULIAN,consultas odontologicas,restauraciones,2007-03-01,9,9
SAN LORENZO(PND),consultas odontologicas,restauraciones,2007-03-01,36,36
SAN LORENZO(TJA),consultas odontologicas,restauraciones,2007-03-01,269,269
SAN LUCAS,consultas odontologicas,restauraciones,2007-03-01,97,97
SAN MATIAS,consultas odontologicas,restauraciones,2007-03-01,102,102
SAN MIGUEL DE VELASCO,consultas odontologicas,restauraciones,2007-03-01,141,141
SAN PEDRO,consultas odontologicas,restauraciones,2007-03-01,30,30
SAN PEDRO DE BUENA VISTA,consultas odontologicas,restauraciones,2007-03-01,46,46
SAN PEDRO DE CURAHUARA,consultas odontologicas,restauraciones,2007-03-01,9,9
SAN PEDRO DE TIQUINA,consultas odontologicas,restauraciones,2007-03-01,1,1
SAN RAFAEL,consultas odontologicas,restauraciones,2007-03-01,56,56
SAN RAMON,consultas odontologicas,restauraciones,2007-03-01,41,41
SAN RAMON,consultas odontologicas,restauraciones,2007-03-01,29,29
SANTA ANA,consultas odontologicas,restauraciones,2007-03-01,36,36
SANTA CRUZ DE LA SIERRA,consultas odontologicas,restauraciones,2007-03-01,7196,7196
SANTA ROSA,consultas odontologicas,restauraciones,2007-03-01,10,10
SANTA ROSA DEL SARA,consultas odontologicas,restauraciones,2007-03-01,118,118
SANTIAGO DE CALLAPA,consultas odontologicas,restauraciones,2007-03-01,2,2
SANTIAGO DE HUARI,consultas odontologicas,restauraciones,2007-03-01,190,190
SANTIAGO DE MACHACA,consultas odontologicas,restauraciones,2007-03-01,25,25
SANTIVAÑES,consultas odontologicas,restauraciones,2007-03-01,6,6
SANTUARIO DE QUILLACAS,consultas odontologicas,restauraciones,2007-03-01,40,40
SAPAHAQUI,consultas odontologicas,restauraciones,2007-03-01,22,22
SENA,consultas odontologicas,restauraciones,2007-03-01,9,9
SICA SICA (VILLA AROMA),consultas odontologicas,restauraciones,2007-03-01,68,68
SIPE SIPE,consultas odontologicas,restauraciones,2007-03-01,284,284
SOPACHUY,consultas odontologicas,restauraciones,2007-03-01,57,57
SORATA,consultas odontologicas,restauraciones,2007-03-01,23,23
SUCRE,consultas odontologicas,restauraciones,2007-03-01,3820,3820
TACACOMA,consultas odontologicas,restauraciones,2007-03-01,47,47
TAPACARI,consultas odontologicas,restauraciones,2007-03-01,24,24
TARABUCO,consultas odontologicas,restauraciones,2007-03-01,21,21
TARACO,consultas odontologicas,restauraciones,2007-03-01,9,9
TARATA,consultas odontologicas,restauraciones,2007-03-01,75,75
TARIJA,consultas odontologicas,restauraciones,2007-03-01,1548,1548
TARVITA,consultas odontologicas,restauraciones,2007-03-01,20,20
TIAWANACU,consultas odontologicas,restauraciones,2007-03-01,70,70
TINGUIPAYA,consultas odontologicas,restauraciones,2007-03-01,20,20
TIPUANI,consultas odontologicas,restauraciones,2007-03-01,4,4
TIQUIPAYA,consultas odontologicas,restauraciones,2007-03-01,368,368
TIRAQUE (CBBA),consultas odontologicas,restauraciones,2007-03-01,437,437
TOCO,consultas odontologicas,restauraciones,2007-03-01,20,20
TOLATA,consultas odontologicas,restauraciones,2007-03-01,69,69
TOLEDO,consultas odontologicas,restauraciones,2007-03-01,107,107
TOMAVE,consultas odontologicas,restauraciones,2007-03-01,4,4
TOMINA,consultas odontologicas,restauraciones,2007-03-01,65,65
TORO TORO,consultas odontologicas,restauraciones,2007-03-01,14,14
TOTORA(CBBA),consultas odontologicas,restauraciones,2007-03-01,41,41
TOTORA(ORR),consultas odontologicas,restauraciones,2007-03-01,13,13
TRIGAL,consultas odontologicas,restauraciones,2007-03-01,43,43
TRINIDAD,consultas odontologicas,restauraciones,2007-03-01,838,838
TUPIZA,consultas odontologicas,restauraciones,2007-03-01,143,143
TURCO,consultas odontologicas,restauraciones,2007-03-01,32,32
UNCIA,consultas odontologicas,restauraciones,2007-03-01,291,291
URIONDO (A. CONCEPCION),consultas odontologicas,restauraciones,2007-03-01,85,85
URUBICHA,consultas odontologicas,restauraciones,2007-03-01,15,15
UYUNI,consultas odontologicas,restauraciones,2007-03-01,16,16
VACAS,consultas odontologicas,restauraciones,2007-03-01,48,48
VALLEGRANDE,consultas odontologicas,restauraciones,2007-03-01,380,380
VIACHA,consultas odontologicas,restauraciones,2007-03-01,251,251
VILA VILA,consultas odontologicas,restauraciones,2007-03-01,11,11
VILLA MONTES,consultas odontologicas,restauraciones,2007-03-01,290,290
VILLA RIVERO,consultas odontologicas,restauraciones,2007-03-01,19,19
VILLA SERRANO,consultas odontologicas,restauraciones,2007-03-01,56,56
VILLA TUNARI,consultas odontologicas,restauraciones,2007-03-01,405,405
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,restauraciones,2007-03-01,121,121
VILLAZON,consultas odontologicas,restauraciones,2007-03-01,62,62
VINTO,consultas odontologicas,restauraciones,2007-03-01,55,55
VITICHI,consultas odontologicas,restauraciones,2007-03-01,10,10
WARNES,consultas odontologicas,restauraciones,2007-03-01,408,408
YACO,consultas odontologicas,restauraciones,2007-03-01,5,5
YACUIBA,consultas odontologicas,restauraciones,2007-03-01,464,464
YAMPARAEZ,consultas odontologicas,restauraciones,2007-03-01,29,29
YANACACHI,consultas odontologicas,restauraciones,2007-03-01,9,9
YAPACANI,consultas odontologicas,restauraciones,2007-03-01,78,78
YOCALLA,consultas odontologicas,restauraciones,2007-03-01,25,25
YOTALA,consultas odontologicas,restauraciones,2007-03-01,41,41
YUNCHARA,consultas odontologicas,restauraciones,2007-03-01,135,135
ZUDAÑEZ,consultas odontologicas,restauraciones,2007-03-01,35,35
ACACIO,consultas odontologicas,restauraciones,2007-04-01,8,8
ACHACACHI,consultas odontologicas,restauraciones,2007-04-01,63,63
AIQUILE,consultas odontologicas,restauraciones,2007-04-01,179,179
ALCALA,consultas odontologicas,restauraciones,2007-04-01,58,58
ANCORAIMES,consultas odontologicas,restauraciones,2007-04-01,13,13
ANDAMARCA,consultas odontologicas,restauraciones,2007-04-01,26,26
ANTEQUERA,consultas odontologicas,restauraciones,2007-04-01,45,45
ANZALDO,consultas odontologicas,restauraciones,2007-04-01,46,46
APOLO,consultas odontologicas,restauraciones,2007-04-01,20,20
ARAMPAMPA,consultas odontologicas,restauraciones,2007-04-01,18,18
ARBIETO,consultas odontologicas,restauraciones,2007-04-01,54,54
ARQUE,consultas odontologicas,restauraciones,2007-04-01,52,52
ASCENCION DE GUARAYOS,consultas odontologicas,restauraciones,2007-04-01,36,36
ATOCHA,consultas odontologicas,restauraciones,2007-04-01,290,290
AYATA,consultas odontologicas,restauraciones,2007-04-01,4,4
AYO AYO,consultas odontologicas,restauraciones,2007-04-01,45,45
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,restauraciones,2007-04-01,55,55
AZURDUY,consultas odontologicas,restauraciones,2007-04-01,104,104
BATALLAS,consultas odontologicas,restauraciones,2007-04-01,17,17
BAURES,consultas odontologicas,restauraciones,2007-04-01,22,22
BELLA FLOR,consultas odontologicas,restauraciones,2007-04-01,54,54
BERMEJO,consultas odontologicas,restauraciones,2007-04-01,311,311
BETANZOS,consultas odontologicas,restauraciones,2007-04-01,23,23
BOLIVAR,consultas odontologicas,restauraciones,2007-04-01,36,36
BOLPEBRA,consultas odontologicas,restauraciones,2007-04-01,29,29
BOYUIBE,consultas odontologicas,restauraciones,2007-04-01,19,19
BUENA VISTA,consultas odontologicas,restauraciones,2007-04-01,6,6
CABEZAS,consultas odontologicas,restauraciones,2007-04-01,62,62
CAIROMA,consultas odontologicas,restauraciones,2007-04-01,7,7
"CAIZA ""D""",consultas odontologicas,restauraciones,2007-04-01,17,17
CAJUATA,consultas odontologicas,restauraciones,2007-04-01,35,35
CALACOTO,consultas odontologicas,restauraciones,2007-04-01,20,20
CALAMARCA,consultas odontologicas,restauraciones,2007-04-01,33,33
CAMARGO,consultas odontologicas,restauraciones,2007-04-01,102,102
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,restauraciones,2007-04-01,25,25
CAMIRI,consultas odontologicas,restauraciones,2007-04-01,531,531
CAPINOTA,consultas odontologicas,restauraciones,2007-04-01,57,57
CAQUIAVIRI,consultas odontologicas,restauraciones,2007-04-01,2,2
CARACOLLO,consultas odontologicas,restauraciones,2007-04-01,48,48
CARANAVI,consultas odontologicas,restauraciones,2007-04-01,66,66
CARAPARI,consultas odontologicas,restauraciones,2007-04-01,108,108
CARIPUYO,consultas odontologicas,restauraciones,2007-04-01,20,20
CATACORA,consultas odontologicas,restauraciones,2007-04-01,12,12
CHALLAPATA,consultas odontologicas,restauraciones,2007-04-01,57,57
CHARAGUA,consultas odontologicas,restauraciones,2007-04-01,64,64
CHARAÑA,consultas odontologicas,restauraciones,2007-04-01,1,1
CHAYANTA,consultas odontologicas,restauraciones,2007-04-01,65,65
CHIMORE,consultas odontologicas,restauraciones,2007-04-01,93,93
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,restauraciones,2007-04-01,68,68
CHUMA,consultas odontologicas,restauraciones,2007-04-01,73,73
CLIZA,consultas odontologicas,restauraciones,2007-04-01,162,162
COBIJA,consultas odontologicas,restauraciones,2007-04-01,164,164
COCHABAMBA,consultas odontologicas,restauraciones,2007-04-01,11330,11330
COLCAPIRHUA,consultas odontologicas,restauraciones,2007-04-01,173,173
"COLCHA ""K""",consultas odontologicas,restauraciones,2007-04-01,8,8
COLOMI,consultas odontologicas,restauraciones,2007-04-01,46,46
COLPA BELGICA,consultas odontologicas,restauraciones,2007-04-01,111,111
COLQUECHACA,consultas odontologicas,restauraciones,2007-04-01,5,5
COLQUIRI,consultas odontologicas,restauraciones,2007-04-01,152,152
COMARAPA,consultas odontologicas,restauraciones,2007-04-01,294,294
COPACABANA,consultas odontologicas,restauraciones,2007-04-01,32,32
CORIPATA,consultas odontologicas,restauraciones,2007-04-01,63,63
CORO CORO,consultas odontologicas,restauraciones,2007-04-01,12,12
COROICO,consultas odontologicas,restauraciones,2007-04-01,247,247
CORQUE,consultas odontologicas,restauraciones,2007-04-01,13,13
COTAGAITA,consultas odontologicas,restauraciones,2007-04-01,132,132
COTOCA,consultas odontologicas,restauraciones,2007-04-01,22,22
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,restauraciones,2007-04-01,6,6
CUEVO,consultas odontologicas,restauraciones,2007-04-01,36,36
CULPINA,consultas odontologicas,restauraciones,2007-04-01,18,18
CURAHUARA DE CARANGAS,consultas odontologicas,restauraciones,2007-04-01,7,7
CURVA,consultas odontologicas,restauraciones,2007-04-01,3,3
DESAGUADERO,consultas odontologicas,restauraciones,2007-04-01,19,19
EL ALTO,consultas odontologicas,restauraciones,2007-04-01,5574,5574
EL PUENTE(STC),consultas odontologicas,restauraciones,2007-04-01,28,28
EL PUENTE(TJA),consultas odontologicas,restauraciones,2007-04-01,87,87
EL TORNO,consultas odontologicas,restauraciones,2007-04-01,162,162
EL VILLAR,consultas odontologicas,restauraciones,2007-04-01,39,39
ENTRE RIOS,consultas odontologicas,restauraciones,2007-04-01,42,42
ENTRE RIOS,consultas odontologicas,restauraciones,2007-04-01,132,132
EUCALIPTUS,consultas odontologicas,restauraciones,2007-04-01,6,6
EXALTACION,consultas odontologicas,restauraciones,2007-04-01,142,142
FERNANDEZ ALONSO,consultas odontologicas,restauraciones,2007-04-01,86,86
FILADELFIA,consultas odontologicas,restauraciones,2007-04-01,64,64
GENERAL SAAVEDRA,consultas odontologicas,restauraciones,2007-04-01,28,28
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,restauraciones,2007-04-01,27,27
GUANAY,consultas odontologicas,restauraciones,2007-04-01,102,102
GUAQUI,consultas odontologicas,restauraciones,2007-04-01,45,45
GUAYARAMERIN,consultas odontologicas,restauraciones,2007-04-01,193,193
GUTIERREZ,consultas odontologicas,restauraciones,2007-04-01,25,25
HUACARETA,consultas odontologicas,restauraciones,2007-04-01,152,152
HUACHACALLA,consultas odontologicas,restauraciones,2007-04-01,21,21
HUANUNI,consultas odontologicas,restauraciones,2007-04-01,121,121
HUARACAJE,consultas odontologicas,restauraciones,2007-04-01,29,29
HUAYLLAMARCA,consultas odontologicas,restauraciones,2007-04-01,12,12
ICHOCA,consultas odontologicas,restauraciones,2007-04-01,7,7
ICLA,consultas odontologicas,restauraciones,2007-04-01,150,150
INCAHUASI,consultas odontologicas,restauraciones,2007-04-01,56,56
INGAVI (HUMAITA),consultas odontologicas,restauraciones,2007-04-01,9,9
INQUISIVI,consultas odontologicas,restauraciones,2007-04-01,25,25
IRUPANA (VILLA DE LANZA),consultas odontologicas,restauraciones,2007-04-01,101,101
IXIAMAS,consultas odontologicas,restauraciones,2007-04-01,36,36
JESUS DE MACHACA,consultas odontologicas,restauraciones,2007-04-01,38,38
LA ASUNTA,consultas odontologicas,restauraciones,2007-04-01,25,25
LA GUARDIA,consultas odontologicas,restauraciones,2007-04-01,241,241
LA PAZ,consultas odontologicas,restauraciones,2007-04-01,11943,11943
LAGUNILLAS,consultas odontologicas,restauraciones,2007-04-01,8,8
LAJA,consultas odontologicas,restauraciones,2007-04-01,4,4
LICOMA PAMPA,consultas odontologicas,restauraciones,2007-04-01,21,21
LLALLAGUA,consultas odontologicas,restauraciones,2007-04-01,115,115
LLICA,consultas odontologicas,restauraciones,2007-04-01,14,14
LORETO,consultas odontologicas,restauraciones,2007-04-01,30,30
MACHACAMARCA,consultas odontologicas,restauraciones,2007-04-01,29,29
MACHARETI,consultas odontologicas,restauraciones,2007-04-01,30,30
MAGDALENA,consultas odontologicas,restauraciones,2007-04-01,59,59
MAIRANA,consultas odontologicas,restauraciones,2007-04-01,76,76
MAPIRI,consultas odontologicas,restauraciones,2007-04-01,67,67
MECAPACA,consultas odontologicas,restauraciones,2007-04-01,18,18
MINEROS,consultas odontologicas,restauraciones,2007-04-01,20,20
MIZQUE,consultas odontologicas,restauraciones,2007-04-01,51,51
MOCOMOCO,consultas odontologicas,restauraciones,2007-04-01,36,36
MOJOCOYA,consultas odontologicas,restauraciones,2007-04-01,18,18
MONTEAGUDO,consultas odontologicas,restauraciones,2007-04-01,47,47
MONTERO,consultas odontologicas,restauraciones,2007-04-01,351,351
MORO MORO,consultas odontologicas,restauraciones,2007-04-01,4,4
MOROCHATA,consultas odontologicas,restauraciones,2007-04-01,28,28
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,restauraciones,2007-04-01,47,47
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,restauraciones,2007-04-01,13,13
OCURI,consultas odontologicas,restauraciones,2007-04-01,14,14
OKINAWA,consultas odontologicas,restauraciones,2007-04-01,43,43
OMEREQUE,consultas odontologicas,restauraciones,2007-04-01,45,45
ORURO,consultas odontologicas,restauraciones,2007-04-01,1786,1786
PADCAYA,consultas odontologicas,restauraciones,2007-04-01,202,202
PADILLA,consultas odontologicas,restauraciones,2007-04-01,132,132
PAILON,consultas odontologicas,restauraciones,2007-04-01,72,72
PALCA,consultas odontologicas,restauraciones,2007-04-01,14,14
PALOS BLANCOS,consultas odontologicas,restauraciones,2007-04-01,119,119
PAMPA AULLAGAS,consultas odontologicas,restauraciones,2007-04-01,4,4
PAMPA GRANDE,consultas odontologicas,restauraciones,2007-04-01,33,33
PASORAPA,consultas odontologicas,restauraciones,2007-04-01,44,44
PATACAMAYA,consultas odontologicas,restauraciones,2007-04-01,2,2
PAZÑA,consultas odontologicas,restauraciones,2007-04-01,55,55
POCOATA,consultas odontologicas,restauraciones,2007-04-01,15,15
POJO (CBBA),consultas odontologicas,restauraciones,2007-04-01,53,53
POOPO,consultas odontologicas,restauraciones,2007-04-01,25,25
PORCO,consultas odontologicas,restauraciones,2007-04-01,26,26
POROMA,consultas odontologicas,restauraciones,2007-04-01,11,11
PORONGO,consultas odontologicas,restauraciones,2007-04-01,107,107
PORTACHUELO,consultas odontologicas,restauraciones,2007-04-01,107,107
PORVENIR,consultas odontologicas,restauraciones,2007-04-01,19,19
POSTRER VALLE,consultas odontologicas,restauraciones,2007-04-01,16,16
POTOSI,consultas odontologicas,restauraciones,2007-04-01,740,740
PRESTO,consultas odontologicas,restauraciones,2007-04-01,8,8
PUCARA,consultas odontologicas,restauraciones,2007-04-01,12,12
PUCARANI,consultas odontologicas,restauraciones,2007-04-01,79,79
PUERTO ACOSTA,consultas odontologicas,restauraciones,2007-04-01,183,183
PUERTO CARABUCO,consultas odontologicas,restauraciones,2007-04-01,68,68
PUERTO GONZALO MORENO,consultas odontologicas,restauraciones,2007-04-01,13,13
PUERTO PEREZ,consultas odontologicas,restauraciones,2007-04-01,1,1
PUERTO QUIJARRO,consultas odontologicas,restauraciones,2007-04-01,46,46
PUERTO RICO,consultas odontologicas,restauraciones,2007-04-01,31,31
PUERTO SILES,consultas odontologicas,restauraciones,2007-04-01,150,150
PUERTO SUAREZ,consultas odontologicas,restauraciones,2007-04-01,92,92
PUERTO VILLARROEL,consultas odontologicas,restauraciones,2007-04-01,333,333
PUNA,consultas odontologicas,restauraciones,2007-04-01,144,144
PUNATA,consultas odontologicas,restauraciones,2007-04-01,458,458
QUILLACOLLO,consultas odontologicas,restauraciones,2007-04-01,806,806
QUIME,consultas odontologicas,restauraciones,2007-04-01,164,164
QUIRUSILLAS,consultas odontologicas,restauraciones,2007-04-01,33,33
RAVELO,consultas odontologicas,restauraciones,2007-04-01,27,27
REYES,consultas odontologicas,restauraciones,2007-04-01,37,37
RIBERALTA,consultas odontologicas,restauraciones,2007-04-01,148,148
ROBORE,consultas odontologicas,restauraciones,2007-04-01,52,52
RURRENABAQUE,consultas odontologicas,restauraciones,2007-04-01,86,86
SABAYA,consultas odontologicas,restauraciones,2007-04-01,8,8
SACABA,consultas odontologicas,restauraciones,2007-04-01,497,497
SACACA,consultas odontologicas,restauraciones,2007-04-01,129,129
SALINAS DE GARCI MENDOZA,consultas odontologicas,restauraciones,2007-04-01,13,13
SAMAIPATA,consultas odontologicas,restauraciones,2007-04-01,182,182
SAN ANDRES,consultas odontologicas,restauraciones,2007-04-01,23,23
SAN ANDRES DE MACHACA,consultas odontologicas,restauraciones,2007-04-01,13,13
SAN ANTONIO DE LOMERIO,consultas odontologicas,restauraciones,2007-04-01,36,36
SAN BORJA,consultas odontologicas,restauraciones,2007-04-01,91,91
SAN BUENA VENTURA,consultas odontologicas,restauraciones,2007-04-01,74,74
SAN CARLOS,consultas odontologicas,restauraciones,2007-04-01,85,85
SAN IGNACIO,consultas odontologicas,restauraciones,2007-04-01,165,165
SAN IGNACIO DE VELASCO,consultas odontologicas,restauraciones,2007-04-01,162,162
SAN JAVIER(STC),consultas odontologicas,restauraciones,2007-04-01,49,49
SAN JOAQUIN,consultas odontologicas,restauraciones,2007-04-01,38,38
SAN JOSE DE CHIQUITOS,consultas odontologicas,restauraciones,2007-04-01,32,32
SAN JUAN DE YAPACANI,consultas odontologicas,restauraciones,2007-04-01,59,59
SAN JULIAN,consultas odontologicas,restauraciones,2007-04-01,1,1
SAN LORENZO(PND),consultas odontologicas,restauraciones,2007-04-01,30,30
SAN LORENZO(TJA),consultas odontologicas,restauraciones,2007-04-01,227,227
SAN LUCAS,consultas odontologicas,restauraciones,2007-04-01,48,48
SAN MATIAS,consultas odontologicas,restauraciones,2007-04-01,56,56
SAN MIGUEL DE VELASCO,consultas odontologicas,restauraciones,2007-04-01,102,102
SAN PEDRO,consultas odontologicas,restauraciones,2007-04-01,28,28
SAN PEDRO DE BUENA VISTA,consultas odontologicas,restauraciones,2007-04-01,10,10
SAN PEDRO DE CURAHUARA,consultas odontologicas,restauraciones,2007-04-01,6,6
SAN PEDRO DE TIQUINA,consultas odontologicas,restauraciones,2007-04-01,7,7
SAN RAFAEL,consultas odontologicas,restauraciones,2007-04-01,66,66
SAN RAMON,consultas odontologicas,restauraciones,2007-04-01,14,14
SAN RAMON,consultas odontologicas,restauraciones,2007-04-01,53,53
SANTA ANA,consultas odontologicas,restauraciones,2007-04-01,27,27
SANTA CRUZ DE LA SIERRA,consultas odontologicas,restauraciones,2007-04-01,5922,5922
SANTA ROSA,consultas odontologicas,restauraciones,2007-04-01,196,196
SANTA ROSA DEL SARA,consultas odontologicas,restauraciones,2007-04-01,125,125
SANTIAGO DE HUARI,consultas odontologicas,restauraciones,2007-04-01,236,236
SANTIAGO DE MACHACA,consultas odontologicas,restauraciones,2007-04-01,9,9
SANTUARIO DE QUILLACAS,consultas odontologicas,restauraciones,2007-04-01,25,25
SAPAHAQUI,consultas odontologicas,restauraciones,2007-04-01,2,2
SENA,consultas odontologicas,restauraciones,2007-04-01,4,4
SICA SICA (VILLA AROMA),consultas odontologicas,restauraciones,2007-04-01,25,25
SICAYA,consultas odontologicas,restauraciones,2007-04-01,12,12
SIPE SIPE,consultas odontologicas,restauraciones,2007-04-01,191,191
SOPACHUY,consultas odontologicas,restauraciones,2007-04-01,59,59
SORACACHI,consultas odontologicas,restauraciones,2007-04-01,2,2
SORATA,consultas odontologicas,restauraciones,2007-04-01,7,7
SUCRE,consultas odontologicas,restauraciones,2007-04-01,3112,3112
TACACOMA,consultas odontologicas,restauraciones,2007-04-01,77,77
TACOPAYA,consultas odontologicas,restauraciones,2007-04-01,16,16
TAPACARI,consultas odontologicas,restauraciones,2007-04-01,5,5
TARABUCO,consultas odontologicas,restauraciones,2007-04-01,84,84
TARACO,consultas odontologicas,restauraciones,2007-04-01,6,6
TARATA,consultas odontologicas,restauraciones,2007-04-01,46,46
TARIJA,consultas odontologicas,restauraciones,2007-04-01,1390,1390
TARVITA,consultas odontologicas,restauraciones,2007-04-01,23,23
TIAWANACU,consultas odontologicas,restauraciones,2007-04-01,42,42
TINGUIPAYA,consultas odontologicas,restauraciones,2007-04-01,47,47
TIPUANI,consultas odontologicas,restauraciones,2007-04-01,5,5
TIQUIPAYA,consultas odontologicas,restauraciones,2007-04-01,298,298
TIRAQUE (CBBA),consultas odontologicas,restauraciones,2007-04-01,456,456
TOCO,consultas odontologicas,restauraciones,2007-04-01,25,25
TOLATA,consultas odontologicas,restauraciones,2007-04-01,58,58
TOLEDO,consultas odontologicas,restauraciones,2007-04-01,125,125
TOMAVE,consultas odontologicas,restauraciones,2007-04-01,18,18
TOMINA,consultas odontologicas,restauraciones,2007-04-01,61,61
TORO TORO,consultas odontologicas,restauraciones,2007-04-01,8,8
TOTORA(CBBA),consultas odontologicas,restauraciones,2007-04-01,40,40
TOTORA(ORR),consultas odontologicas,restauraciones,2007-04-01,4,4
TRIGAL,consultas odontologicas,restauraciones,2007-04-01,19,19
TRINIDAD,consultas odontologicas,restauraciones,2007-04-01,443,443
TUPIZA,consultas odontologicas,restauraciones,2007-04-01,76,76
TURCO,consultas odontologicas,restauraciones,2007-04-01,17,17
UMALA,consultas odontologicas,restauraciones,2007-04-01,41,41
UNCIA,consultas odontologicas,restauraciones,2007-04-01,61,61
URIONDO (A. CONCEPCION),consultas odontologicas,restauraciones,2007-04-01,138,138
UYUNI,consultas odontologicas,restauraciones,2007-04-01,4,4
VACAS,consultas odontologicas,restauraciones,2007-04-01,9,9
VALLEGRANDE,consultas odontologicas,restauraciones,2007-04-01,369,369
VIACHA,consultas odontologicas,restauraciones,2007-04-01,186,186
VILLA MONTES,consultas odontologicas,restauraciones,2007-04-01,154,154
VILLA NUEVA (LOMA ALTA),consultas odontologicas,restauraciones,2007-04-01,52,52
VILLA RIVERO,consultas odontologicas,restauraciones,2007-04-01,43,43
VILLA TUNARI,consultas odontologicas,restauraciones,2007-04-01,531,531
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,restauraciones,2007-04-01,54,54
VILLAZON,consultas odontologicas,restauraciones,2007-04-01,117,117
VINTO,consultas odontologicas,restauraciones,2007-04-01,92,92
VITICHI,consultas odontologicas,restauraciones,2007-04-01,6,6
WALDO BALLIVIAN,consultas odontologicas,restauraciones,2007-04-01,2,2
WARNES,consultas odontologicas,restauraciones,2007-04-01,188,188
YACUIBA,consultas odontologicas,restauraciones,2007-04-01,97,97
YAMPARAEZ,consultas odontologicas,restauraciones,2007-04-01,14,14
YANACACHI,consultas odontologicas,restauraciones,2007-04-01,11,11
YAPACANI,consultas odontologicas,restauraciones,2007-04-01,91,91
YOCALLA,consultas odontologicas,restauraciones,2007-04-01,13,13
YOTALA,consultas odontologicas,restauraciones,2007-04-01,28,28
YUNCHARA,consultas odontologicas,restauraciones,2007-04-01,59,59
ZUDAÑEZ,consultas odontologicas,restauraciones,2007-04-01,10,10
ACACIO,consultas odontologicas,restauraciones,2007-05-01,8,8
ACHACACHI,consultas odontologicas,restauraciones,2007-05-01,97,97
ACHOCALLA,consultas odontologicas,restauraciones,2007-05-01,7,7
AIQUILE,consultas odontologicas,restauraciones,2007-05-01,342,342
ALCALA,consultas odontologicas,restauraciones,2007-05-01,40,40
ANCORAIMES,consultas odontologicas,restauraciones,2007-05-01,42,42
ANDAMARCA,consultas odontologicas,restauraciones,2007-05-01,17,17
ANTEQUERA,consultas odontologicas,restauraciones,2007-05-01,42,42
ANZALDO,consultas odontologicas,restauraciones,2007-05-01,42,42
APOLO,consultas odontologicas,restauraciones,2007-05-01,34,34
ARAMPAMPA,consultas odontologicas,restauraciones,2007-05-01,20,20
ARBIETO,consultas odontologicas,restauraciones,2007-05-01,53,53
ARQUE,consultas odontologicas,restauraciones,2007-05-01,55,55
ASCENCION DE GUARAYOS,consultas odontologicas,restauraciones,2007-05-01,9,9
ATOCHA,consultas odontologicas,restauraciones,2007-05-01,367,367
AYATA,consultas odontologicas,restauraciones,2007-05-01,10,10
AYO AYO,consultas odontologicas,restauraciones,2007-05-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,restauraciones,2007-05-01,124,124
AZURDUY,consultas odontologicas,restauraciones,2007-05-01,28,28
BATALLAS,consultas odontologicas,restauraciones,2007-05-01,1,1
BAURES,consultas odontologicas,restauraciones,2007-05-01,15,15
BERMEJO,consultas odontologicas,restauraciones,2007-05-01,316,316
BETANZOS,consultas odontologicas,restauraciones,2007-05-01,26,26
BOLIVAR,consultas odontologicas,restauraciones,2007-05-01,23,23
BOLPEBRA,consultas odontologicas,restauraciones,2007-05-01,20,20
BOYUIBE,consultas odontologicas,restauraciones,2007-05-01,34,34
BUENA VISTA,consultas odontologicas,restauraciones,2007-05-01,62,62
CABEZAS,consultas odontologicas,restauraciones,2007-05-01,49,49
CAIROMA,consultas odontologicas,restauraciones,2007-05-01,7,7
"CAIZA ""D""",consultas odontologicas,restauraciones,2007-05-01,13,13
CAJUATA,consultas odontologicas,restauraciones,2007-05-01,34,34
CALACOTO,consultas odontologicas,restauraciones,2007-05-01,13,13
CALAMARCA,consultas odontologicas,restauraciones,2007-05-01,26,26
CAMARGO,consultas odontologicas,restauraciones,2007-05-01,132,132
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,restauraciones,2007-05-01,60,60
CAMIRI,consultas odontologicas,restauraciones,2007-05-01,442,442
CAPINOTA,consultas odontologicas,restauraciones,2007-05-01,196,196
CAQUIAVIRI,consultas odontologicas,restauraciones,2007-05-01,5,5
CARACOLLO,consultas odontologicas,restauraciones,2007-05-01,73,73
CARANAVI,consultas odontologicas,restauraciones,2007-05-01,58,58
CARAPARI,consultas odontologicas,restauraciones,2007-05-01,94,94
CARIPUYO,consultas odontologicas,restauraciones,2007-05-01,95,95
CARMEN RIVERO TORREZ,consultas odontologicas,restauraciones,2007-05-01,5,5
