municipality,group,variable,month,Consultas repetidas en personas de 5 años y más,TOTAL
PUCARA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,35,35
PUCARANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,76,76
PUERTO ACOSTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,102,102
PUERTO CARABUCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,1,1
PUERTO QUIJARRO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,19,19
PUERTO RICO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,36,36
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,87,87
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,57,57
PUNA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,6,6
PUNATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,132,132
QUIABAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,1,1
QUILLACOLLO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,611,611
QUIME,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,212,212
QUIRUSILLAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,11,11
RAVELO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,45,45
REYES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,62,62
RIBERALTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,37,37
ROBORE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,56,56
RURRENABAQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,122,122
SABAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,32,32
SACABA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,356,356
SAIPINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,308,308
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,12,12
SAMAIPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,80,80
SAN ANDRES DE MACHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,19,19
SAN BENITO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,35,35
SAN BORJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,156,156
SAN BUENA VENTURA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,3,3
SAN CARLOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,79,79
SAN IGNACIO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,108,108
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,323,323
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,6,6
SAN JUAN DE YAPACANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,18,18
SAN JULIAN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,4,4
SAN LORENZO(TJA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,119,119
SAN LUCAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,38,38
SAN MATIAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,17,17
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,129,129
SAN PEDRO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,61,61
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,1,1
SAN PEDRO DE CURAHUARA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,3,3
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,2,2
SAN RAFAEL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,87,87
SAN RAMON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,46,46
SAN RAMON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,10,10
SANTA ANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,50,50
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,3707,3707
SANTA ROSA DEL SARA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,31,31
SANTIAGO DE HUARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,206,206
SANTIAGO DE MACHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,3,3
SANTIVAÑES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,5,5
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,44,44
SAPAHAQUI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,25,25
SENA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,9,9
SICA SICA (VILLA AROMA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,4,4
SIPE SIPE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,349,349
SOPACHUY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,140,140
SORACACHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,3,3
SORATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,14,14
SUCRE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,4827,4827
TACACOMA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,32,32
TAPACARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,18,18
TARATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,13,13
TARIJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,2762,2762
TARVITA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,23,23
TEOPONTE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,4,4
TIAWANACU,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,14,14
TINGUIPAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,78,78
TIPUANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,4,4
TIQUIPAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,34,34
TIRAQUE (CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,79,79
TOCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,16,16
TOLATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,11,11
TOLEDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,15,15
TOMAVE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,3,3
TOMINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,433,433
TORO TORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,7,7
TOTORA(CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,25,25
TOTORA(ORR),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,30,30
TRIGAL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,16,16
TRINIDAD,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,470,470
TUPIZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,157,157
TURCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,12,12
UNCIA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,109,109
URIONDO (A. CONCEPCION),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,73,73
URUBICHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,10,10
UYUNI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,221,221
VALLEGRANDE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,210,210
VIACHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,228,228
VILA VILA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,3,3
VILLA MONTES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,277,277
VILLA RIVERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,18,18
VILLA SERRANO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,3,3
VILLA TUNARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,233,233
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,30,30
VILLAZON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,238,238
VINTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,8,8
VITICHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,4,4
WALDO BALLIVIAN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,21,21
WARNES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,94,94
YACUIBA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,325,325
YAMPARAEZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,34,34
YANACACHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,7,7
YAPACANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,35,35
YOCALLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,14,14
YOTALA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,41,41
ZUDAÑEZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-03-01,87,87
ACACIO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,9,9
ACHACACHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,23,23
ACHOCALLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,3,3
AIQUILE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,36,36
ALCALA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,3,3
ANCORAIMES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,7,7
ANDAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,29,29
ANTEQUERA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,19,19
ANZALDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,3,3
ARAMPAMPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,185,185
ARANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,86,86
ARBIETO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,3,3
ARQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,37,37
ASCENCION DE GUARAYOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,21,21
ATOCHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,653,653
AYO AYO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,55,55
AZURDUY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,41,41
BATALLAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,22,22
BAURES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,46,46
BERMEJO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,228,228
BETANZOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,25,25
BOLIVAR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,10,10
BOYUIBE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,3,3
CABEZAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,39,39
CAIROMA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,1,1
"CAIZA ""D""",consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,28,28
CAJUATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,5,5
CALAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,13,13
CAMARGO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,154,154
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,78,78
CAMIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,440,440
CAPINOTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,37,37
CARACOLLO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,69,69
CARANAVI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,69,69
CARAPARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,58,58
CARIPUYO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,27,27
CHALLAPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,57,57
CHARAGUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,22,22
CHAYANTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,41,41
CHIMORE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,12,12
CHUMA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,1,1
CLIZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,45,45
COBIJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,147,147
COCHABAMBA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,7858,7858
COLCAPIRHUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,117,117
COLLANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,3,3
COLOMI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,9,9
COLQUECHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,74,74
COLQUENCHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,2,2
COLQUIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,182,182
COMARAPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,115,115
CORIPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,10,10
CORO CORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,2,2
COROICO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,66,66
CORQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,13,13
COTAGAITA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,280,280
COTOCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,42,42
CUATRO CAÑADAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,37,37
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,2,2
CUEVO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,22,22
CULPINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,24,24
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,28,28
EL ALTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,2519,2519
EL PUENTE(STC),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,18,18
EL PUENTE(TJA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,39,39
EL TORNO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,103,103
EL VILLAR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,8,8
ENTRE RIOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,31,31
ENTRE RIOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,61,61
EUCALIPTUS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,18,18
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,73,73
GENERAL SAAVEDRA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,7,7
GUAQUI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,2,2
GUAYARAMERIN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,37,37
GUTIERREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,41,41
HUACARETA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,110,110
HUACHACALLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,12,12
HUANUNI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,132,132
HUARACAJE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,7,7
HUAYLLAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,17,17
ICHOCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,5,5
INCAHUASI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,32,32
INQUISIVI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,3,3
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,69,69
IXIAMAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,16,16
JESUS DE MACHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,17,17
LA ASUNTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,48,48
LA GUARDIA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,77,77
LA PAZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,8272,8272
LAGUNILLAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,18,18
LAJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,1,1
LAS CARRERAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,3,3
LICOMA PAMPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,1,1
LLALLAGUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,83,83
LLICA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,12,12
MACHACAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,46,46
MACHARETI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,9,9
MAGDALENA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,28,28
MAIRANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,91,91
MECAPACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,12,12
MINEROS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,12,12
MIZQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,6,6
MOCOMOCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,1,1
MOJOCOYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,16,16
MONTEAGUDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,19,19
MONTERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,312,312
MORO MORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,1,1
MOROCHATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,23,23
OCURI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,2,2
OKINAWA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,18,18
OMEREQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,24,24
ORURO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,2709,2709
PADCAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,96,96
PADILLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,170,170
PAILON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,9,9
PALCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,16,16
PALOS BLANCOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,15,15
PASORAPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,21,21
PAZÑA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,83,83
POCOATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,10,10
POJO (CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,30,30
POOPO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,71,71
PORCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,9,9
PORONGO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,5,5
PORTACHUELO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,55,55
PORVENIR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,18,18
POSTRER VALLE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,8,8
POTOSI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,1175,1175
PRESTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,3,3
PUCARANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,42,42
PUERTO ACOSTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,112,112
PUERTO CARABUCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,7,7
PUERTO QUIJARRO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,22,22
PUERTO RICO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,21,21
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,76,76
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,36,36
PUNA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,12,12
PUNATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,151,151
QUILLACOLLO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,513,513
QUIME,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,192,192
QUIRUSILLAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,20,20
RAVELO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,60,60
REYES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,22,22
RIBERALTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,24,24
ROBORE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,53,53
RURRENABAQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,136,136
SABAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,22,22
SACABA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,234,234
SACACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,22,22
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,26,26
SAMAIPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,59,59
SAN ANDRES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,36,36
SAN ANDRES DE MACHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,16,16
SAN BENITO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,17,17
SAN BORJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,74,74
SAN BUENA VENTURA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,17,17
SAN CARLOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,61,61
SAN IGNACIO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,64,64
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,262,262
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,43,43
SAN JUAN DE YAPACANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,24,24
SAN LORENZO(TJA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,65,65
SAN LUCAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,66,66
SAN MATIAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,15,15
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,122,122
SAN PEDRO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,60,60
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,3,3
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,6,6
SAN RAFAEL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,69,69
SAN RAMON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,19,19
SAN RAMON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,31,31
SANTA ANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,33,33
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2007-04-01,2550,2550
