municipality,group,variable,month,Periodoncias,TOTAL
CAIROMA,consultas odontologicas,periodoncias,2007-03-01,52,52
"CAIZA ""D""",consultas odontologicas,periodoncias,2007-03-01,3,3
CAJUATA,consultas odontologicas,periodoncias,2007-03-01,2,2
CALAMARCA,consultas odontologicas,periodoncias,2007-03-01,2,2
CAMARGO,consultas odontologicas,periodoncias,2007-03-01,1,1
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,periodoncias,2007-03-01,2,2
CAMIRI,consultas odontologicas,periodoncias,2007-03-01,488,488
CAPINOTA,consultas odontologicas,periodoncias,2007-03-01,97,97
CARACOLLO,consultas odontologicas,periodoncias,2007-03-01,6,6
CARANAVI,consultas odontologicas,periodoncias,2007-03-01,5,5
CARAPARI,consultas odontologicas,periodoncias,2007-03-01,17,17
CHALLAPATA,consultas odontologicas,periodoncias,2007-03-01,16,16
CHARAGUA,consultas odontologicas,periodoncias,2007-03-01,4,4
CHIMORE,consultas odontologicas,periodoncias,2007-03-01,38,38
CHUMA,consultas odontologicas,periodoncias,2007-03-01,2,2
CLIZA,consultas odontologicas,periodoncias,2007-03-01,5,5
COBIJA,consultas odontologicas,periodoncias,2007-03-01,142,142
COCHABAMBA,consultas odontologicas,periodoncias,2007-03-01,1033,1033
COLCAPIRHUA,consultas odontologicas,periodoncias,2007-03-01,11,11
"COLCHA ""K""",consultas odontologicas,periodoncias,2007-03-01,1,1
COLOMI,consultas odontologicas,periodoncias,2007-03-01,6,6
COLPA BELGICA,consultas odontologicas,periodoncias,2007-03-01,11,11
COLQUECHACA,consultas odontologicas,periodoncias,2007-03-01,5,5
COLQUIRI,consultas odontologicas,periodoncias,2007-03-01,1,1
COMARAPA,consultas odontologicas,periodoncias,2007-03-01,35,35
CONCEPCION,consultas odontologicas,periodoncias,2007-03-01,8,8
CORO CORO,consultas odontologicas,periodoncias,2007-03-01,1,1
COROICO,consultas odontologicas,periodoncias,2007-03-01,8,8
CORQUE,consultas odontologicas,periodoncias,2007-03-01,2,2
COTAGAITA,consultas odontologicas,periodoncias,2007-03-01,29,29
CULPINA,consultas odontologicas,periodoncias,2007-03-01,1,1
EL ALTO,consultas odontologicas,periodoncias,2007-03-01,430,430
EL PUENTE(TJA),consultas odontologicas,periodoncias,2007-03-01,48,48
EL TORNO,consultas odontologicas,periodoncias,2007-03-01,4,4
EL VILLAR,consultas odontologicas,periodoncias,2007-03-01,17,17
ENTRE RIOS,consultas odontologicas,periodoncias,2007-03-01,21,21
ENTRE RIOS,consultas odontologicas,periodoncias,2007-03-01,5,5
EXALTACION,consultas odontologicas,periodoncias,2007-03-01,2,2
FERNANDEZ ALONSO,consultas odontologicas,periodoncias,2007-03-01,19,19
GENERAL SAAVEDRA,consultas odontologicas,periodoncias,2007-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,periodoncias,2007-03-01,1,1
GUANAY,consultas odontologicas,periodoncias,2007-03-01,14,14
GUAQUI,consultas odontologicas,periodoncias,2007-03-01,11,11
GUAYARAMERIN,consultas odontologicas,periodoncias,2007-03-01,2,2
GUTIERREZ,consultas odontologicas,periodoncias,2007-03-01,19,19
HUACHACALLA,consultas odontologicas,periodoncias,2007-03-01,1,1
HUANUNI,consultas odontologicas,periodoncias,2007-03-01,13,13
HUARACAJE,consultas odontologicas,periodoncias,2007-03-01,17,17
INQUISIVI,consultas odontologicas,periodoncias,2007-03-01,2,2
IRUPANA (VILLA DE LANZA),consultas odontologicas,periodoncias,2007-03-01,10,10
IXIAMAS,consultas odontologicas,periodoncias,2007-03-01,12,12
JESUS DE MACHACA,consultas odontologicas,periodoncias,2007-03-01,27,27
LA ASUNTA,consultas odontologicas,periodoncias,2007-03-01,19,19
LA GUARDIA,consultas odontologicas,periodoncias,2007-03-01,44,44
LA PAZ,consultas odontologicas,periodoncias,2007-03-01,1981,1981
LAJA,consultas odontologicas,periodoncias,2007-03-01,2,2
LLALLAGUA,consultas odontologicas,periodoncias,2007-03-01,17,17
MACHACAMARCA,consultas odontologicas,periodoncias,2007-03-01,7,7
MACHARETI,consultas odontologicas,periodoncias,2007-03-01,35,35
MAGDALENA,consultas odontologicas,periodoncias,2007-03-01,2,2
MAIRANA,consultas odontologicas,periodoncias,2007-03-01,50,50
MAPIRI,consultas odontologicas,periodoncias,2007-03-01,14,14
MINEROS,consultas odontologicas,periodoncias,2007-03-01,7,7
MIZQUE,consultas odontologicas,periodoncias,2007-03-01,57,57
MONTERO,consultas odontologicas,periodoncias,2007-03-01,71,71
MOROCHATA,consultas odontologicas,periodoncias,2007-03-01,2,2
OCURI,consultas odontologicas,periodoncias,2007-03-01,43,43
OKINAWA,consultas odontologicas,periodoncias,2007-03-01,8,8
OMEREQUE,consultas odontologicas,periodoncias,2007-03-01,7,7
ORURO,consultas odontologicas,periodoncias,2007-03-01,276,276
PADCAYA,consultas odontologicas,periodoncias,2007-03-01,132,132
PADILLA,consultas odontologicas,periodoncias,2007-03-01,31,31
PAILON,consultas odontologicas,periodoncias,2007-03-01,14,14
PALCA,consultas odontologicas,periodoncias,2007-03-01,1,1
PAMPA AULLAGAS,consultas odontologicas,periodoncias,2007-03-01,1,1
PAPEL PAMPA,consultas odontologicas,periodoncias,2007-03-01,4,4
PASORAPA,consultas odontologicas,periodoncias,2007-03-01,1,1
PATACAMAYA,consultas odontologicas,periodoncias,2007-03-01,1,1
PAZÑA,consultas odontologicas,periodoncias,2007-03-01,7,7
POCOATA,consultas odontologicas,periodoncias,2007-03-01,90,90
POJO (CBBA),consultas odontologicas,periodoncias,2007-03-01,32,32
POOPO,consultas odontologicas,periodoncias,2007-03-01,4,4
PORONGO,consultas odontologicas,periodoncias,2007-03-01,14,14
PORTACHUELO,consultas odontologicas,periodoncias,2007-03-01,187,187
PORVENIR,consultas odontologicas,periodoncias,2007-03-01,2,2
POTOSI,consultas odontologicas,periodoncias,2007-03-01,119,119
PUCARA,consultas odontologicas,periodoncias,2007-03-01,2,2
PUCARANI,consultas odontologicas,periodoncias,2007-03-01,6,6
PUERTO ACOSTA,consultas odontologicas,periodoncias,2007-03-01,40,40
PUERTO CARABUCO,consultas odontologicas,periodoncias,2007-03-01,19,19
PUERTO QUIJARRO,consultas odontologicas,periodoncias,2007-03-01,4,4
PUERTO RICO,consultas odontologicas,periodoncias,2007-03-01,5,5
PUERTO SUAREZ,consultas odontologicas,periodoncias,2007-03-01,34,34
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2007-03-01,20,20
PUNATA,consultas odontologicas,periodoncias,2007-03-01,2624,2624
QUILLACOLLO,consultas odontologicas,periodoncias,2007-03-01,77,77
QUIME,consultas odontologicas,periodoncias,2007-03-01,21,21
QUIRUSILLAS,consultas odontologicas,periodoncias,2007-03-01,2,2
RAVELO,consultas odontologicas,periodoncias,2007-03-01,2,2
REYES,consultas odontologicas,periodoncias,2007-03-01,6,6
RIBERALTA,consultas odontologicas,periodoncias,2007-03-01,354,354
ROBORE,consultas odontologicas,periodoncias,2007-03-01,39,39
RURRENABAQUE,consultas odontologicas,periodoncias,2007-03-01,179,179
SABAYA,consultas odontologicas,periodoncias,2007-03-01,3,3
SACABA,consultas odontologicas,periodoncias,2007-03-01,62,62
SAIPINA,consultas odontologicas,periodoncias,2007-03-01,69,69
SALINAS DE GARCI MENDOZA,consultas odontologicas,periodoncias,2007-03-01,1,1
SAMAIPATA,consultas odontologicas,periodoncias,2007-03-01,9,9
SAN ANDRES,consultas odontologicas,periodoncias,2007-03-01,11,11
SAN BENITO,consultas odontologicas,periodoncias,2007-03-01,13,13
SAN BORJA,consultas odontologicas,periodoncias,2007-03-01,20,20
SAN CARLOS,consultas odontologicas,periodoncias,2007-03-01,19,19
SAN IGNACIO,consultas odontologicas,periodoncias,2007-03-01,182,182
SAN IGNACIO DE VELASCO,consultas odontologicas,periodoncias,2007-03-01,2,2
SAN JAVIER(STC),consultas odontologicas,periodoncias,2007-03-01,5,5
SAN JOSE DE CHIQUITOS,consultas odontologicas,periodoncias,2007-03-01,13,13
SAN JUAN DE YAPACANI,consultas odontologicas,periodoncias,2007-03-01,1,1
SAN LORENZO(TJA),consultas odontologicas,periodoncias,2007-03-01,65,65
SAN LUCAS,consultas odontologicas,periodoncias,2007-03-01,7,7
SAN MIGUEL DE VELASCO,consultas odontologicas,periodoncias,2007-03-01,8,8
SAN PEDRO,consultas odontologicas,periodoncias,2007-03-01,10,10
SAN PEDRO DE CURAHUARA,consultas odontologicas,periodoncias,2007-03-01,3,3
SAN RAFAEL,consultas odontologicas,periodoncias,2007-03-01,36,36
SAN RAMON,consultas odontologicas,periodoncias,2007-03-01,7,7
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2007-03-01,1211,1211
SANTA ROSA,consultas odontologicas,periodoncias,2007-03-01,5,5
SANTA ROSA DEL SARA,consultas odontologicas,periodoncias,2007-03-01,254,254
SANTIAGO DE CALLAPA,consultas odontologicas,periodoncias,2007-03-01,2,2
SANTIAGO DE HUARI,consultas odontologicas,periodoncias,2007-03-01,4,4
SANTUARIO DE QUILLACAS,consultas odontologicas,periodoncias,2007-03-01,3,3
SAPAHAQUI,consultas odontologicas,periodoncias,2007-03-01,2,2
SENA,consultas odontologicas,periodoncias,2007-03-01,5,5
SICA SICA (VILLA AROMA),consultas odontologicas,periodoncias,2007-03-01,59,59
SIPE SIPE,consultas odontologicas,periodoncias,2007-03-01,28,28
SORACACHI,consultas odontologicas,periodoncias,2007-03-01,20,20
SORATA,consultas odontologicas,periodoncias,2007-03-01,5,5
SUCRE,consultas odontologicas,periodoncias,2007-03-01,444,444
TACACOMA,consultas odontologicas,periodoncias,2007-03-01,7,7
TAPACARI,consultas odontologicas,periodoncias,2007-03-01,15,15
TARABUCO,consultas odontologicas,periodoncias,2007-03-01,2,2
TARACO,consultas odontologicas,periodoncias,2007-03-01,3,3
TARATA,consultas odontologicas,periodoncias,2007-03-01,12,12
TARIJA,consultas odontologicas,periodoncias,2007-03-01,135,135
TEOPONTE,consultas odontologicas,periodoncias,2007-03-01,9,9
TIAWANACU,consultas odontologicas,periodoncias,2007-03-01,7,7
TINGUIPAYA,consultas odontologicas,periodoncias,2007-03-01,6,6
TIPUANI,consultas odontologicas,periodoncias,2007-03-01,3,3
TIQUIPAYA,consultas odontologicas,periodoncias,2007-03-01,63,63
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2007-03-01,38,38
TOCO,consultas odontologicas,periodoncias,2007-03-01,2,2
TOLATA,consultas odontologicas,periodoncias,2007-03-01,5,5
TOLEDO,consultas odontologicas,periodoncias,2007-03-01,1,1
TOMAVE,consultas odontologicas,periodoncias,2007-03-01,3,3
TOMINA,consultas odontologicas,periodoncias,2007-03-01,72,72
TRIGAL,consultas odontologicas,periodoncias,2007-03-01,3,3
TRINIDAD,consultas odontologicas,periodoncias,2007-03-01,57,57
TUPIZA,consultas odontologicas,periodoncias,2007-03-01,13,13
UNCIA,consultas odontologicas,periodoncias,2007-03-01,187,187
URUBICHA,consultas odontologicas,periodoncias,2007-03-01,8,8
VACAS,consultas odontologicas,periodoncias,2007-03-01,4,4
VALLEGRANDE,consultas odontologicas,periodoncias,2007-03-01,6,6
VIACHA,consultas odontologicas,periodoncias,2007-03-01,7,7
VILA VILA,consultas odontologicas,periodoncias,2007-03-01,1,1
VILLA MONTES,consultas odontologicas,periodoncias,2007-03-01,100,100
VILLA RIVERO,consultas odontologicas,periodoncias,2007-03-01,355,355
VILLA SERRANO,consultas odontologicas,periodoncias,2007-03-01,3,3
VILLA TUNARI,consultas odontologicas,periodoncias,2007-03-01,68,68
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,periodoncias,2007-03-01,7,7
VILLAZON,consultas odontologicas,periodoncias,2007-03-01,53,53
VINTO,consultas odontologicas,periodoncias,2007-03-01,10,10
WARNES,consultas odontologicas,periodoncias,2007-03-01,12,12
YACUIBA,consultas odontologicas,periodoncias,2007-03-01,41,41
YOCALLA,consultas odontologicas,periodoncias,2007-03-01,7,7
YUNCHARA,consultas odontologicas,periodoncias,2007-03-01,14,14
ACACIO,consultas odontologicas,periodoncias,2007-04-01,23,23
ACHACACHI,consultas odontologicas,periodoncias,2007-04-01,6,6
ACHOCALLA,consultas odontologicas,periodoncias,2007-04-01,1,1
AIQUILE,consultas odontologicas,periodoncias,2007-04-01,273,273
ALCALA,consultas odontologicas,periodoncias,2007-04-01,254,254
ANCORAIMES,consultas odontologicas,periodoncias,2007-04-01,13,13
ANDAMARCA,consultas odontologicas,periodoncias,2007-04-01,2,2
ANZALDO,consultas odontologicas,periodoncias,2007-04-01,5,5
ARANI,consultas odontologicas,periodoncias,2007-04-01,49,49
ARBIETO,consultas odontologicas,periodoncias,2007-04-01,22,22
ARQUE,consultas odontologicas,periodoncias,2007-04-01,5,5
ASCENCION DE GUARAYOS,consultas odontologicas,periodoncias,2007-04-01,5,5
ATOCHA,consultas odontologicas,periodoncias,2007-04-01,24,24
AYATA,consultas odontologicas,periodoncias,2007-04-01,1,1
AYO AYO,consultas odontologicas,periodoncias,2007-04-01,2,2
AZURDUY,consultas odontologicas,periodoncias,2007-04-01,88,88
BAURES,consultas odontologicas,periodoncias,2007-04-01,7,7
BERMEJO,consultas odontologicas,periodoncias,2007-04-01,87,87
BETANZOS,consultas odontologicas,periodoncias,2007-04-01,2,2
CABEZAS,consultas odontologicas,periodoncias,2007-04-01,41,41
CAIROMA,consultas odontologicas,periodoncias,2007-04-01,111,111
"CAIZA ""D""",consultas odontologicas,periodoncias,2007-04-01,5,5
CAJUATA,consultas odontologicas,periodoncias,2007-04-01,3,3
CALAMARCA,consultas odontologicas,periodoncias,2007-04-01,3,3
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,periodoncias,2007-04-01,2,2
CAMIRI,consultas odontologicas,periodoncias,2007-04-01,183,183
CAPINOTA,consultas odontologicas,periodoncias,2007-04-01,15,15
CARACOLLO,consultas odontologicas,periodoncias,2007-04-01,5,5
CARANAVI,consultas odontologicas,periodoncias,2007-04-01,5,5
CARAPARI,consultas odontologicas,periodoncias,2007-04-01,21,21
CARIPUYO,consultas odontologicas,periodoncias,2007-04-01,9,9
CATACORA,consultas odontologicas,periodoncias,2007-04-01,3,3
CHALLAPATA,consultas odontologicas,periodoncias,2007-04-01,15,15
CHARAGUA,consultas odontologicas,periodoncias,2007-04-01,2,2
CHUMA,consultas odontologicas,periodoncias,2007-04-01,2,2
CLIZA,consultas odontologicas,periodoncias,2007-04-01,8,8
COBIJA,consultas odontologicas,periodoncias,2007-04-01,159,159
COCHABAMBA,consultas odontologicas,periodoncias,2007-04-01,1140,1140
COLCAPIRHUA,consultas odontologicas,periodoncias,2007-04-01,58,58
"COLCHA ""K""",consultas odontologicas,periodoncias,2007-04-01,2,2
COLLANA,consultas odontologicas,periodoncias,2007-04-01,3,3
COLOMI,consultas odontologicas,periodoncias,2007-04-01,8,8
COLPA BELGICA,consultas odontologicas,periodoncias,2007-04-01,12,12
COLQUECHACA,consultas odontologicas,periodoncias,2007-04-01,75,75
COLQUENCHA,consultas odontologicas,periodoncias,2007-04-01,20,20
COMARAPA,consultas odontologicas,periodoncias,2007-04-01,5,5
COROICO,consultas odontologicas,periodoncias,2007-04-01,18,18
CORQUE,consultas odontologicas,periodoncias,2007-04-01,1,1
COTAGAITA,consultas odontologicas,periodoncias,2007-04-01,24,24
COTOCA,consultas odontologicas,periodoncias,2007-04-01,5,5
CUEVO,consultas odontologicas,periodoncias,2007-04-01,9,9
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2007-04-01,1,1
EL ALTO,consultas odontologicas,periodoncias,2007-04-01,358,358
EL TORNO,consultas odontologicas,periodoncias,2007-04-01,1,1
EL VILLAR,consultas odontologicas,periodoncias,2007-04-01,28,28
ENTRE RIOS,consultas odontologicas,periodoncias,2007-04-01,2,2
ENTRE RIOS,consultas odontologicas,periodoncias,2007-04-01,6,6
EUCALIPTUS,consultas odontologicas,periodoncias,2007-04-01,1,1
EXALTACION,consultas odontologicas,periodoncias,2007-04-01,2,2
FERNANDEZ ALONSO,consultas odontologicas,periodoncias,2007-04-01,16,16
GENERAL SAAVEDRA,consultas odontologicas,periodoncias,2007-04-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,periodoncias,2007-04-01,1,1
GUANAY,consultas odontologicas,periodoncias,2007-04-01,15,15
GUAQUI,consultas odontologicas,periodoncias,2007-04-01,15,15
GUAYARAMERIN,consultas odontologicas,periodoncias,2007-04-01,27,27
GUTIERREZ,consultas odontologicas,periodoncias,2007-04-01,60,60
HUACHACALLA,consultas odontologicas,periodoncias,2007-04-01,1,1
HUANUNI,consultas odontologicas,periodoncias,2007-04-01,12,12
HUARACAJE,consultas odontologicas,periodoncias,2007-04-01,22,22
HUAYLLAMARCA,consultas odontologicas,periodoncias,2007-04-01,2,2
ICHOCA,consultas odontologicas,periodoncias,2007-04-01,6,6
ICLA,consultas odontologicas,periodoncias,2007-04-01,1,1
IRUPANA (VILLA DE LANZA),consultas odontologicas,periodoncias,2007-04-01,2,2
JESUS DE MACHACA,consultas odontologicas,periodoncias,2007-04-01,5,5
LA ASUNTA,consultas odontologicas,periodoncias,2007-04-01,16,16
LA GUARDIA,consultas odontologicas,periodoncias,2007-04-01,113,113
LA PAZ,consultas odontologicas,periodoncias,2007-04-01,1385,1385
LAGUNILLAS,consultas odontologicas,periodoncias,2007-04-01,1,1
LAJA,consultas odontologicas,periodoncias,2007-04-01,1,1
LAS CARRERAS,consultas odontologicas,periodoncias,2007-04-01,11,11
LICOMA PAMPA,consultas odontologicas,periodoncias,2007-04-01,7,7
LLALLAGUA,consultas odontologicas,periodoncias,2007-04-01,10,10
LLICA,consultas odontologicas,periodoncias,2007-04-01,1,1
LORETO,consultas odontologicas,periodoncias,2007-04-01,9,9
MACHACAMARCA,consultas odontologicas,periodoncias,2007-04-01,24,24
MACHARETI,consultas odontologicas,periodoncias,2007-04-01,4,4
MAGDALENA,consultas odontologicas,periodoncias,2007-04-01,4,4
MAIRANA,consultas odontologicas,periodoncias,2007-04-01,40,40
MAPIRI,consultas odontologicas,periodoncias,2007-04-01,4,4
MINEROS,consultas odontologicas,periodoncias,2007-04-01,8,8
MIZQUE,consultas odontologicas,periodoncias,2007-04-01,11,11
MOCOMOCO,consultas odontologicas,periodoncias,2007-04-01,38,38
MONTERO,consultas odontologicas,periodoncias,2007-04-01,65,65
MOROCHATA,consultas odontologicas,periodoncias,2007-04-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,periodoncias,2007-04-01,3,3
OCURI,consultas odontologicas,periodoncias,2007-04-01,4,4
OKINAWA,consultas odontologicas,periodoncias,2007-04-01,10,10
OMEREQUE,consultas odontologicas,periodoncias,2007-04-01,128,128
ORURO,consultas odontologicas,periodoncias,2007-04-01,286,286
PADCAYA,consultas odontologicas,periodoncias,2007-04-01,166,166
PADILLA,consultas odontologicas,periodoncias,2007-04-01,22,22
PAILON,consultas odontologicas,periodoncias,2007-04-01,7,7
PALCA,consultas odontologicas,periodoncias,2007-04-01,5,5
PAMPA GRANDE,consultas odontologicas,periodoncias,2007-04-01,5,5
PAPEL PAMPA,consultas odontologicas,periodoncias,2007-04-01,6,6
PASORAPA,consultas odontologicas,periodoncias,2007-04-01,7,7
PATACAMAYA,consultas odontologicas,periodoncias,2007-04-01,12,12
PAZÑA,consultas odontologicas,periodoncias,2007-04-01,11,11
POCOATA,consultas odontologicas,periodoncias,2007-04-01,1,1
POJO (CBBA),consultas odontologicas,periodoncias,2007-04-01,4,4
POOPO,consultas odontologicas,periodoncias,2007-04-01,6,6
PORCO,consultas odontologicas,periodoncias,2007-04-01,2,2
PORONGO,consultas odontologicas,periodoncias,2007-04-01,19,19
PORTACHUELO,consultas odontologicas,periodoncias,2007-04-01,12,12
PORVENIR,consultas odontologicas,periodoncias,2007-04-01,5,5
POSTRER VALLE,consultas odontologicas,periodoncias,2007-04-01,2,2
POTOSI,consultas odontologicas,periodoncias,2007-04-01,57,57
PUCARA,consultas odontologicas,periodoncias,2007-04-01,2,2
PUCARANI,consultas odontologicas,periodoncias,2007-04-01,2,2
PUERTO ACOSTA,consultas odontologicas,periodoncias,2007-04-01,112,112
PUERTO CARABUCO,consultas odontologicas,periodoncias,2007-04-01,2,2
PUERTO GONZALO MORENO,consultas odontologicas,periodoncias,2007-04-01,1,1
PUERTO QUIJARRO,consultas odontologicas,periodoncias,2007-04-01,4,4
PUERTO RICO,consultas odontologicas,periodoncias,2007-04-01,4,4
PUERTO SILES,consultas odontologicas,periodoncias,2007-04-01,1,1
PUERTO SUAREZ,consultas odontologicas,periodoncias,2007-04-01,25,25
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2007-04-01,9,9
PUNATA,consultas odontologicas,periodoncias,2007-04-01,268,268
QUILLACOLLO,consultas odontologicas,periodoncias,2007-04-01,82,82
QUIME,consultas odontologicas,periodoncias,2007-04-01,89,89
QUIRUSILLAS,consultas odontologicas,periodoncias,2007-04-01,3,3
REYES,consultas odontologicas,periodoncias,2007-04-01,12,12
RIBERALTA,consultas odontologicas,periodoncias,2007-04-01,19,19
ROBORE,consultas odontologicas,periodoncias,2007-04-01,46,46
RURRENABAQUE,consultas odontologicas,periodoncias,2007-04-01,77,77
SABAYA,consultas odontologicas,periodoncias,2007-04-01,6,6
SACABA,consultas odontologicas,periodoncias,2007-04-01,63,63
SALINAS DE GARCI MENDOZA,consultas odontologicas,periodoncias,2007-04-01,3,3
SAMAIPATA,consultas odontologicas,periodoncias,2007-04-01,21,21
SAN ANDRES,consultas odontologicas,periodoncias,2007-04-01,12,12
SAN BENITO,consultas odontologicas,periodoncias,2007-04-01,14,14
SAN BORJA,consultas odontologicas,periodoncias,2007-04-01,16,16
SAN CARLOS,consultas odontologicas,periodoncias,2007-04-01,12,12
SAN IGNACIO,consultas odontologicas,periodoncias,2007-04-01,53,53
SAN JOSE DE CHIQUITOS,consultas odontologicas,periodoncias,2007-04-01,1,1
SAN JUAN DE YAPACANI,consultas odontologicas,periodoncias,2007-04-01,7,7
SAN LORENZO(PND),consultas odontologicas,periodoncias,2007-04-01,4,4
SAN LORENZO(TJA),consultas odontologicas,periodoncias,2007-04-01,214,214
SAN LUCAS,consultas odontologicas,periodoncias,2007-04-01,22,22
SAN MATIAS,consultas odontologicas,periodoncias,2007-04-01,2,2
SAN MIGUEL DE VELASCO,consultas odontologicas,periodoncias,2007-04-01,12,12
SAN PEDRO,consultas odontologicas,periodoncias,2007-04-01,6,6
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2007-04-01,6,6
SAN PEDRO DE CURAHUARA,consultas odontologicas,periodoncias,2007-04-01,4,4
SAN RAFAEL,consultas odontologicas,periodoncias,2007-04-01,20,20
SAN RAMON,consultas odontologicas,periodoncias,2007-04-01,6,6
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2007-04-01,972,972
SANTA ROSA,consultas odontologicas,periodoncias,2007-04-01,5,5
SANTA ROSA DEL SARA,consultas odontologicas,periodoncias,2007-04-01,218,218
SANTIAGO DE HUARI,consultas odontologicas,periodoncias,2007-04-01,9,9
SANTUARIO DE QUILLACAS,consultas odontologicas,periodoncias,2007-04-01,1,1
SAPAHAQUI,consultas odontologicas,periodoncias,2007-04-01,1,1
SICA SICA (VILLA AROMA),consultas odontologicas,periodoncias,2007-04-01,37,37
SICAYA,consultas odontologicas,periodoncias,2007-04-01,3,3
SIPE SIPE,consultas odontologicas,periodoncias,2007-04-01,41,41
SOPACHUY,consultas odontologicas,periodoncias,2007-04-01,9,9
SORACACHI,consultas odontologicas,periodoncias,2007-04-01,10,10
SUCRE,consultas odontologicas,periodoncias,2007-04-01,384,384
TACACOMA,consultas odontologicas,periodoncias,2007-04-01,1,1
TACOPAYA,consultas odontologicas,periodoncias,2007-04-01,288,288
TARABUCO,consultas odontologicas,periodoncias,2007-04-01,13,13
TARACO,consultas odontologicas,periodoncias,2007-04-01,3,3
TARATA,consultas odontologicas,periodoncias,2007-04-01,12,12
TARIJA,consultas odontologicas,periodoncias,2007-04-01,167,167
TARVITA,consultas odontologicas,periodoncias,2007-04-01,14,14
TIAWANACU,consultas odontologicas,periodoncias,2007-04-01,6,6
TINGUIPAYA,consultas odontologicas,periodoncias,2007-04-01,18,18
TIQUIPAYA,consultas odontologicas,periodoncias,2007-04-01,45,45
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2007-04-01,57,57
TOCO,consultas odontologicas,periodoncias,2007-04-01,10,10
TOLATA,consultas odontologicas,periodoncias,2007-04-01,4,4
TOMAVE,consultas odontologicas,periodoncias,2007-04-01,2,2
TOMINA,consultas odontologicas,periodoncias,2007-04-01,35,35
TORO TORO,consultas odontologicas,periodoncias,2007-04-01,1,1
TRIGAL,consultas odontologicas,periodoncias,2007-04-01,1,1
TRINIDAD,consultas odontologicas,periodoncias,2007-04-01,16,16
TUPIZA,consultas odontologicas,periodoncias,2007-04-01,64,64
UNCIA,consultas odontologicas,periodoncias,2007-04-01,17,17
URIONDO (A. CONCEPCION),consultas odontologicas,periodoncias,2007-04-01,4,4
URUBICHA,consultas odontologicas,periodoncias,2007-04-01,1,1
UYUNI,consultas odontologicas,periodoncias,2007-04-01,5,5
VACAS,consultas odontologicas,periodoncias,2007-04-01,1,1
VALLEGRANDE,consultas odontologicas,periodoncias,2007-04-01,8,8
VIACHA,consultas odontologicas,periodoncias,2007-04-01,8,8
VILLA MONTES,consultas odontologicas,periodoncias,2007-04-01,6,6
VILLA RIVERO,consultas odontologicas,periodoncias,2007-04-01,11,11
VILLA TUNARI,consultas odontologicas,periodoncias,2007-04-01,118,118
VILLAZON,consultas odontologicas,periodoncias,2007-04-01,69,69
VINTO,consultas odontologicas,periodoncias,2007-04-01,10,10
VITICHI,consultas odontologicas,periodoncias,2007-04-01,21,21
WARNES,consultas odontologicas,periodoncias,2007-04-01,29,29
YACUIBA,consultas odontologicas,periodoncias,2007-04-01,34,34
YAPACANI,consultas odontologicas,periodoncias,2007-04-01,2,2
YOCALLA,consultas odontologicas,periodoncias,2007-04-01,4,4
YUNCHARA,consultas odontologicas,periodoncias,2007-04-01,4,4
ACACIO,consultas odontologicas,periodoncias,2007-05-01,5,5
ACHACACHI,consultas odontologicas,periodoncias,2007-05-01,77,77
AIQUILE,consultas odontologicas,periodoncias,2007-05-01,425,425
ALCALA,consultas odontologicas,periodoncias,2007-05-01,211,211
ANCORAIMES,consultas odontologicas,periodoncias,2007-05-01,77,77
ANDAMARCA,consultas odontologicas,periodoncias,2007-05-01,4,4
ANZALDO,consultas odontologicas,periodoncias,2007-05-01,10,10
ARAMPAMPA,consultas odontologicas,periodoncias,2007-05-01,2,2
ARBIETO,consultas odontologicas,periodoncias,2007-05-01,6,6
ARQUE,consultas odontologicas,periodoncias,2007-05-01,51,51
ATOCHA,consultas odontologicas,periodoncias,2007-05-01,23,23
AYATA,consultas odontologicas,periodoncias,2007-05-01,1,1
AZURDUY,consultas odontologicas,periodoncias,2007-05-01,2,2
BAURES,consultas odontologicas,periodoncias,2007-05-01,3,3
BERMEJO,consultas odontologicas,periodoncias,2007-05-01,60,60
BETANZOS,consultas odontologicas,periodoncias,2007-05-01,1,1
BOLIVAR,consultas odontologicas,periodoncias,2007-05-01,166,166
BOYUIBE,consultas odontologicas,periodoncias,2007-05-01,11,11
CABEZAS,consultas odontologicas,periodoncias,2007-05-01,29,29
CALAMARCA,consultas odontologicas,periodoncias,2007-05-01,2,2
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,periodoncias,2007-05-01,5,5
CAMIRI,consultas odontologicas,periodoncias,2007-05-01,194,194
CAPINOTA,consultas odontologicas,periodoncias,2007-05-01,151,151
