municipality,group,variable,month,Consultas nuevas en personas de 5 años y más,TOTAL
YAPACANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-02-01,105,105
YOCALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-02-01,58,58
YOTALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-02-01,95,95
YUNCHARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-02-01,149,149
ZUDAÑEZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-02-01,38,38
ACACIO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,79,79
ACHACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,240,240
ACHOCALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,155,155
AIQUILE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,1061,1061
ALCALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,265,265
ANCORAIMES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,89,89
ANDAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,177,177
ANTEQUERA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,42,42
ANZALDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,690,690
APOLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,57,57
ARAMPAMPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,174,174
ARANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,160,160
ARBIETO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,26,26
ARQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,104,104
ASCENCION DE GUARAYOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,66,66
ATOCHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,1160,1160
AYATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,60,60
AYO AYO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,171,171
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,165,165
AZURDUY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,102,102
BATALLAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,166,166
BAURES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,65,65
BELEN DE ANDAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,1,1
BELLA FLOR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,132,132
BERMEJO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,454,454
BETANZOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,16,16
BOLIVAR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,204,204
BOLPEBRA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,64,64
BOYUIBE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,4,4
BUENA VISTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,529,529
CABEZAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,216,216
CAIROMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,192,192
"CAIZA ""D""",consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,449,449
CAJUATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,13,13
CALACOTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,13,13
CALAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,54,54
CAMARGO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,223,223
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,46,46
CAMIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,1560,1560
CAPINOTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,110,110
CAQUIAVIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,82,82
CARACOLLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,276,276
CARANAVI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,442,442
CARAPARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,276,276
CARIPUYO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,80,80
CATACORA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,6,6
CHALLAPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,266,266
CHAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,30,30
CHARAGUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,412,412
CHAYANTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,80,80
CHIMORE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,267,267
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,199,199
CHUMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,397,397
CLIZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,504,504
COBIJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,495,495
COCHABAMBA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,10652,10652
COIPASA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,4,4
COLCAPIRHUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,182,182
"COLCHA ""K""",consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,21,21
COLLANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,82,82
COLOMI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,95,95
COLPA BELGICA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,57,57
COLQUECHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,125,125
COLQUENCHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,69,69
COLQUIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,90,90
COMANCHE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,31,31
COMARAPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,800,800
CONCEPCION,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,105,105
COPACABANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,360,360
CORIPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,97,97
CORO CORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,49,49
COROICO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,105,105
CORQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,69,69
COTAGAITA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,630,630
COTOCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,98,98
CUATRO CAÑADAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,48,48
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,29,29
CUEVO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,363,363
CULPINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,329,329
CURAHUARA DE CARANGAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,171,171
DESAGUADERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,114,114
EL ALTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,8577,8577
EL PUENTE(STC),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,58,58
EL PUENTE(TJA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,510,510
EL TORNO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,84,84
EL VILLAR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,43,43
ENTRE RIOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,763,763
ENTRE RIOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,112,112
ESMERALDA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,23,23
EUCALIPTUS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,54,54
EXALTACION,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,27,27
FERNANDEZ ALONSO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,187,187
FILADELFIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,171,171
GENERAL SAAVEDRA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,42,42
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,534,534
GUANAY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,147,147
GUAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,101,101
GUAYARAMERIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,327,327
GUTIERREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,392,392
HUACARETA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,269,269
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,63,63
HUACHACALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,56,56
HUANUNI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,471,471
HUARACAJE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,20,20
HUAYLLAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,134,134
ICHOCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,165,165
ICLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,32,32
INCAHUASI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,217,217
INQUISIVI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,290,290
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,185,185
IXIAMAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,156,156
JESUS DE MACHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,107,107
LA ASUNTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,62,62
LA GUARDIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,926,926
LA PAZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,15926,15926
LAGUNILLAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,276,276
LAJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,216,216
LAS CARRERAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,10,10
LLALLAGUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,301,301
LLICA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,40,40
LORETO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,50,50
MACHACAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,74,74
MACHARETI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,27,27
MAGDALENA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,87,87
MAIRANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,144,144
MALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,5,5
MAPIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,217,217
MECAPACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,133,133
MINEROS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,45,45
MIZQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,190,190
MOCOMOCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,62,62
MOJOCOYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,86,86
MONTEAGUDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,106,106
MONTERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,739,739
MORO MORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,430,430
MOROCHATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,109,109
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,56,56
OCURI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,35,35
OKINAWA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,102,102
OMEREQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,36,36
ORURO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,4659,4659
PADCAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,697,697
PADILLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,425,425
PAILON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,425,425
PALCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,583,583
PALOS BLANCOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,688,688
PAMPA AULLAGAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,246,246
PAPEL PAMPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,16,16
PASORAPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,54,54
PATACAMAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,45,45
PAZÑA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,266,266
PELECHUCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,132,132
POCOATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,334,334
POJO (CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,206,206
POOPO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,33,33
PORCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,55,55
PORONGO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,530,530
PORTACHUELO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,555,555
PORVENIR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,30,30
POSTRER VALLE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,40,40
POTOSI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,1352,1352
PRESTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,265,265
PUCARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,158,158
PUCARANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,218,218
PUERTO ACOSTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,478,478
PUERTO CARABUCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,508,508
PUERTO GONZALO MORENO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,41,41
PUERTO PEREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,18,18
PUERTO QUIJARRO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,1344,1344
PUERTO RICO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,125,125
PUERTO SUAREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,242,242
PUERTO VILLARROEL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,363,363
PUNA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,816,816
PUNATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,2565,2565
QUIABAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,276,276
QUILLACOLLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,481,481
QUIME,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,214,214
QUIRUSILLAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,61,61
RAVELO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,53,53
REYES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,201,201
RIBERALTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,1517,1517
ROBORE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,588,588
RURRENABAQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,339,339
SABAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,30,30
SACABA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,1178,1178
SACACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,45,45
SAIPINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,319,319
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,251,251
SAMAIPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,210,210
SAN ANDRES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,282,282
SAN ANDRES DE MACHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,85,85
SAN BENITO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,2,2
SAN BORJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,353,353
SAN BUENA VENTURA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,59,59
SAN CARLOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,154,154
SAN IGNACIO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,367,367
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,996,996
SAN JAVIER(STC),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,1861,1861
SAN JOAQUIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,181,181
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,58,58
SAN JUAN DE YAPACANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,108,108
SAN JULIAN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,57,57
SAN LORENZO(PND),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,199,199
SAN LORENZO(TJA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,1209,1209
SAN LUCAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,383,383
SAN MATIAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,136,136
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,201,201
SAN PEDRO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,86,86
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,197,197
SAN PEDRO DE CURAHUARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,21,21
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,74,74
SAN RAFAEL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,75,75
SAN RAMON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,57,57
SAN RAMON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,91,91
SANTA ANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,254,254
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,10176,10176
SANTA ROSA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,53,53
SANTA ROSA DEL SARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,577,577
SANTIAGO DE CALLAPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,163,163
SANTIAGO DE HUARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,229,229
SANTIAGO DE MACHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,151,151
SANTIVAÑES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,17,17
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,147,147
SAPAHAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,494,494
SENA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,181,181
SICA SICA (VILLA AROMA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,244,244
SICAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,5,5
SIPE SIPE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,165,165
SOPACHUY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,139,139
SORACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,194,194
SORATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,129,129
SUCRE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,4455,4455
TACACOMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,187,187
TAPACARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,52,52
TARABUCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,243,243
TARACO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,80,80
TARATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,88,88
TARIJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,2374,2374
TARVITA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,171,171
TEOPONTE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,57,57
TIAWANACU,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,376,376
TINGUIPAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,368,368
TIPUANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,15,15
TIQUIPAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,292,292
TIRAQUE (CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,421,421
TOCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,798,798
TOLATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,37,37
TOLEDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,180,180
TOMAVE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,105,105
TOMINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,213,213
TORO TORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,51,51
TOTORA(CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,100,100
TOTORA(ORR),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,99,99
TRIGAL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,59,59
TRINIDAD,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,1209,1209
TUPIZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,437,437
TURCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,176,176
UMALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,152,152
UNCIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,496,496
URIONDO (A. CONCEPCION),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,159,159
URUBICHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,23,23
UYUNI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,321,321
VACAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,64,64
VALLEGRANDE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,682,682
VIACHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,1138,1138
VILA VILA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,28,28
VILLA MONTES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,2270,2270
VILLA RIVERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,381,381
VILLA SERRANO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,20,20
VILLA TUNARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,400,400
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,980,980
VILLAZON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,486,486
VINTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,56,56
VITICHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,18,18
WALDO BALLIVIAN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,34,34
WARNES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,331,331
YACO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,141,141
YACUIBA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,615,615
YAMPARAEZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2007-03-01,48,48
