municipality,group,variable,month,Consultas nuevas en menores de 5 años,TOTAL
EL ALTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,3164,3164
EL PUENTE(STC),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,4,4
EL PUENTE(TJA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,64,64
EL TORNO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,34,34
EL VILLAR,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,39,39
ENTRE RIOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,140,140
ENTRE RIOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,178,178
EUCALIPTUS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,9,9
EXALTACION,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,11,11
FERNANDEZ ALONSO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,45,45
FILADELFIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,48,48
GENERAL SAAVEDRA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,28,28
GUANAY,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,28,28
GUAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,50,50
GUAYARAMERIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,100,100
GUTIERREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,66,66
HUACARETA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,84,84
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,68,68
HUACHACALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,9,9
HUANUNI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,192,192
HUARACAJE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,15,15
HUAYLLAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,40,40
ICHOCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,21,21
ICLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,147,147
INCAHUASI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,61,61
INQUISIVI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,64,64
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,37,37
IXIAMAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,73,73
JESUS DE MACHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,58,58
LA ASUNTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,30,30
LA GUARDIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,259,259
LA PAZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,6360,6360
LAGUNILLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,4,4
LAJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,43,43
LAS CARRERAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,16,16
LLALLAGUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,129,129
LLICA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,19,19
LORETO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,47,47
LURIBAY,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,22,22
MACHACAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,17,17
MACHARETI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,49,49
MAGDALENA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,2,2
MAIRANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,16,16
MAPIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,198,198
MECAPACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,17,17
MINEROS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,15,15
MIZQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,70,70
MOCOMOCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,9,9
MOJOCOYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,24,24
MONTEAGUDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,39,39
MONTERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,330,330
MORO MORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,43,43
MOROCHATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,61,61
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,8,8
OCURI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,74,74
OKINAWA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,40,40
OMEREQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,10,10
ORURO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,816,816
PADCAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,79,79
PADILLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,358,358
PAILON,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,41,41
PALCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,146,146
PALOS BLANCOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,128,128
PAMPA AULLAGAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,16,16
PAPEL PAMPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,7,7
PASORAPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,2,2
PATACAMAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,76,76
PAZÑA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,88,88
PELECHUCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,43,43
POCOATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,288,288
POJO (CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,270,270
POOPO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,26,26
PORCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,17,17
PORONGO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,114,114
PORTACHUELO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,125,125
PORVENIR,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,18,18
POSTRER VALLE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,15,15
POTOSI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,635,635
PRESTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,258,258
PUCARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,28,28
PUCARANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,86,86
PUERTO ACOSTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,54,54
PUERTO CARABUCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,77,77
PUERTO GONZALO MORENO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,9,9
PUERTO PEREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,40,40
PUERTO QUIJARRO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,198,198
PUERTO RICO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,43,43
PUERTO SUAREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,154,154
PUERTO VILLARROEL,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,172,172
PUNA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,372,372
PUNATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,176,176
QUIABAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,65,65
QUILLACOLLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,519,519
QUIME,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,75,75
QUIRUSILLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,31,31
RAVELO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,39,39
REYES,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,91,91
RIBERALTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,430,430
ROBORE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,188,188
RURRENABAQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,32,32
SABAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,19,19
SACABA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,371,371
SACACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,56,56
SAIPINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,134,134
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,119,119
SAMAIPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,84,84
SAN ANDRES,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,143,143
SAN ANDRES DE MACHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,53,53
SAN BENITO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,7,7
SAN BORJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,64,64
SAN BUENA VENTURA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,4,4
SAN CARLOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,52,52
SAN IGNACIO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,249,249
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,302,302
SAN JAVIER(STC),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,144,144
SAN JOAQUIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,52,52
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,28,28
SAN JUAN DE YAPACANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,35,35
SAN JULIAN,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,63,63
SAN LORENZO(PND),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,50,50
SAN LORENZO(TJA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,160,160
SAN LUCAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,109,109
SAN MATIAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,122,122
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,15,15
SAN PEDRO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,10,10
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,164,164
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,14,14
SAN RAFAEL,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,76,76
SAN RAMON,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,6,6
SAN RAMON,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,75,75
SANTA ANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,7,7
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,6225,6225
SANTA ROSA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,2,2
SANTA ROSA DEL SARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,200,200
SANTIAGO DE CALLAPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,6,6
SANTIAGO DE HUARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,59,59
SANTIAGO DE MACHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,10,10
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,19,19
SAPAHAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,78,78
SENA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,55,55
SICA SICA (VILLA AROMA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,180,180
SICAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,11,11
SIPE SIPE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,57,57
SOPACHUY,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,180,180
SORACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,51,51
SORATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,134,134
SUCRE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,1271,1271
TACACOMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,24,24
TAPACARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,38,38
TARABUCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,1162,1162
TARACO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,16,16
TARATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,28,28
TARIJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,245,245
TARVITA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,458,458
TEOPONTE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,10,10
TIAWANACU,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,46,46
TINGUIPAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,78,78
TIPUANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,3,3
TIQUIPAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,491,491
TIRAQUE (CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,183,183
TOCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,161,161
TOLATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,23,23
TOLEDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,2,2
TOMAVE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,47,47
TOMINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,146,146
TORO TORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,8,8
TOTORA(CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,64,64
TOTORA(ORR),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,41,41
TRIGAL,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,23,23
TRINIDAD,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,238,238
TUPIZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,102,102
TURCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,54,54
UMALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,67,67
UNCIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,277,277
URIONDO (A. CONCEPCION),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,8,8
URUBICHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,1,1
UYUNI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,27,27
VACAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,12,12
VALLEGRANDE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,157,157
VIACHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,205,205
VILA VILA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,7,7
VILLA MONTES,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,66,66
VILLA RIVERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,6,6
VILLA SERRANO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,83,83
VILLA TUNARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,131,131
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,229,229
VILLAZON,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,96,96
VINTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,74,74
VITICHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,1,1
WALDO BALLIVIAN,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,50,50
WARNES,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,184,184
YACO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,34,34
YACUIBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,183,183
YAMPARAEZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,45,45
YANACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,6,6
YAPACANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,36,36
YOCALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,33,33
YOTALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,103,103
YUNCHARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,138,138
ZUDAÑEZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-03-01,7,7
ACACIO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,82,82
ACHACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,120,120
ACHOCALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,63,63
AIQUILE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,206,206
ALCALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,224,224
ANCORAIMES,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,41,41
ANDAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,12,12
ANTEQUERA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,24,24
ANZALDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,18,18
APOLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,9,9
ARAMPAMPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,68,68
ARANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,18,18
ARBIETO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,43,43
ARQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,37,37
ASCENCION DE GUARAYOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,7,7
ATOCHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,89,89
AUCAPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,19,19
AYATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,1,1
AYO AYO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,81,81
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,185,185
AZURDUY,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,628,628
BATALLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,14,14
BAURES,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,4,4
BELEN DE ANDAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,9,9
BELLA FLOR,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,35,35
BERMEJO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,115,115
BETANZOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,11,11
BOLIVAR,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,9,9
BOLPEBRA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,26,26
BOYUIBE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,8,8
BUENA VISTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,29,29
CABEZAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,151,151
CAIROMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,48,48
"CAIZA ""D""",consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,31,31
CAJUATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,27,27
CALACOTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,25,25
CALAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,23,23
CAMARGO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,371,371
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,1,1
CAMIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,214,214
CAPINOTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,27,27
CAQUIAVIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,6,6
CARACOLLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,54,54
CARANAVI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,55,55
CARAPARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,55,55
CARIPUYO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,49,49
CATACORA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,5,5
CHALLAPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,167,167
CHARAGUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,59,59
CHARAÑA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,12,12
CHAYANTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,187,187
CHIMORE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,60,60
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,59,59
CHUMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,18,18
CLIZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,156,156
COBIJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,359,359
COCHABAMBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,1959,1959
COLCAPIRHUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,130,130
"COLCHA ""K""",consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,2,2
COLLANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,15,15
COLOMI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,78,78
COLPA BELGICA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,186,186
COLQUECHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,174,174
COLQUENCHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,6,6
COLQUIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,58,58
COMARAPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,27,27
COPACABANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,27,27
CORIPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,49,49
CORO CORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,5,5
COROICO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,123,123
CORQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,29,29
COTAGAITA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,91,91
COTOCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,10,10
CUATRO CAÑADAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,254,254
CUEVO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,79,79
CULPINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,7,7
CURAHUARA DE CARANGAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,25,25
CURVA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,19,19
DESAGUADERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,9,9
EL ALTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,2666,2666
EL CHORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,29,29
EL PUENTE(STC),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,20,20
EL PUENTE(TJA),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,14,14
EL TORNO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,21,21
EL VILLAR,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,196,196
ENTRE RIOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,107,107
ENTRE RIOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,47,47
EUCALIPTUS,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,8,8
EXALTACION,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,54,54
FERNANDEZ ALONSO,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,40,40
FILADELFIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,24,24
GENERAL SAAVEDRA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,76,76
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,24,24
GUANAY,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,33,33
GUAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,48,48
GUAYARAMERIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,82,82
GUTIERREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,55,55
HUACARETA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,86,86
HUACHACALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,6,6
HUANUNI,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,65,65
HUARACAJE,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,25,25
HUAYLLAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2007-04-01,3,3
