municipality,group,variable,month,Endodoncias,TOTAL
YUNCHARA,consultas odontologicas,endodoncias,2007-02-01,2,2
ZUDAÑEZ,consultas odontologicas,endodoncias,2007-02-01,1,1
ACHACACHI,consultas odontologicas,endodoncias,2007-03-01,44,44
AIQUILE,consultas odontologicas,endodoncias,2007-03-01,71,71
ALCALA,consultas odontologicas,endodoncias,2007-03-01,47,47
ANCORAIMES,consultas odontologicas,endodoncias,2007-03-01,6,6
ANDAMARCA,consultas odontologicas,endodoncias,2007-03-01,4,4
ARAMPAMPA,consultas odontologicas,endodoncias,2007-03-01,5,5
ARANI,consultas odontologicas,endodoncias,2007-03-01,4,4
ARQUE,consultas odontologicas,endodoncias,2007-03-01,6,6
ASCENCION DE GUARAYOS,consultas odontologicas,endodoncias,2007-03-01,3,3
ATOCHA,consultas odontologicas,endodoncias,2007-03-01,52,52
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2007-03-01,4,4
AZURDUY,consultas odontologicas,endodoncias,2007-03-01,15,15
BATALLAS,consultas odontologicas,endodoncias,2007-03-01,7,7
BAURES,consultas odontologicas,endodoncias,2007-03-01,8,8
BERMEJO,consultas odontologicas,endodoncias,2007-03-01,53,53
BETANZOS,consultas odontologicas,endodoncias,2007-03-01,3,3
BUENA VISTA,consultas odontologicas,endodoncias,2007-03-01,11,11
CABEZAS,consultas odontologicas,endodoncias,2007-03-01,1,1
"CAIZA ""D""",consultas odontologicas,endodoncias,2007-03-01,4,4
CALAMARCA,consultas odontologicas,endodoncias,2007-03-01,8,8
CAMARGO,consultas odontologicas,endodoncias,2007-03-01,16,16
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2007-03-01,3,3
CAMIRI,consultas odontologicas,endodoncias,2007-03-01,138,138
CAPINOTA,consultas odontologicas,endodoncias,2007-03-01,33,33
CARACOLLO,consultas odontologicas,endodoncias,2007-03-01,2,2
CARANAVI,consultas odontologicas,endodoncias,2007-03-01,17,17
CARAPARI,consultas odontologicas,endodoncias,2007-03-01,5,5
CHALLAPATA,consultas odontologicas,endodoncias,2007-03-01,64,64
CHAQUI,consultas odontologicas,endodoncias,2007-03-01,7,7
CHARAGUA,consultas odontologicas,endodoncias,2007-03-01,1,1
CHAYANTA,consultas odontologicas,endodoncias,2007-03-01,10,10
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2007-03-01,32,32
CHUMA,consultas odontologicas,endodoncias,2007-03-01,2,2
CLIZA,consultas odontologicas,endodoncias,2007-03-01,38,38
COBIJA,consultas odontologicas,endodoncias,2007-03-01,28,28
COCHABAMBA,consultas odontologicas,endodoncias,2007-03-01,1900,1900
COLCAPIRHUA,consultas odontologicas,endodoncias,2007-03-01,21,21
COLOMI,consultas odontologicas,endodoncias,2007-03-01,2,2
COLPA BELGICA,consultas odontologicas,endodoncias,2007-03-01,14,14
COLQUECHACA,consultas odontologicas,endodoncias,2007-03-01,1,1
COLQUENCHA,consultas odontologicas,endodoncias,2007-03-01,3,3
COLQUIRI,consultas odontologicas,endodoncias,2007-03-01,4,4
COMARAPA,consultas odontologicas,endodoncias,2007-03-01,59,59
CONCEPCION,consultas odontologicas,endodoncias,2007-03-01,14,14
COPACABANA,consultas odontologicas,endodoncias,2007-03-01,13,13
CORIPATA,consultas odontologicas,endodoncias,2007-03-01,6,6
CORO CORO,consultas odontologicas,endodoncias,2007-03-01,2,2
COROICO,consultas odontologicas,endodoncias,2007-03-01,28,28
CORQUE,consultas odontologicas,endodoncias,2007-03-01,2,2
COTAGAITA,consultas odontologicas,endodoncias,2007-03-01,36,36
COTOCA,consultas odontologicas,endodoncias,2007-03-01,3,3
CULPINA,consultas odontologicas,endodoncias,2007-03-01,8,8
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2007-03-01,2,2
EL ALTO,consultas odontologicas,endodoncias,2007-03-01,1146,1146
EL PUENTE(STC),consultas odontologicas,endodoncias,2007-03-01,5,5
EL PUENTE(TJA),consultas odontologicas,endodoncias,2007-03-01,13,13
EL TORNO,consultas odontologicas,endodoncias,2007-03-01,15,15
ENTRE RIOS,consultas odontologicas,endodoncias,2007-03-01,8,8
ENTRE RIOS,consultas odontologicas,endodoncias,2007-03-01,38,38
EUCALIPTUS,consultas odontologicas,endodoncias,2007-03-01,3,3
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2007-03-01,23,23
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2007-03-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2007-03-01,4,4
GUANAY,consultas odontologicas,endodoncias,2007-03-01,45,45
GUAQUI,consultas odontologicas,endodoncias,2007-03-01,9,9
GUAYARAMERIN,consultas odontologicas,endodoncias,2007-03-01,7,7
GUTIERREZ,consultas odontologicas,endodoncias,2007-03-01,3,3
HUACARETA,consultas odontologicas,endodoncias,2007-03-01,36,36
HUACHACALLA,consultas odontologicas,endodoncias,2007-03-01,5,5
HUANUNI,consultas odontologicas,endodoncias,2007-03-01,51,51
HUARACAJE,consultas odontologicas,endodoncias,2007-03-01,4,4
HUAYLLAMARCA,consultas odontologicas,endodoncias,2007-03-01,12,12
INCAHUASI,consultas odontologicas,endodoncias,2007-03-01,6,6
INQUISIVI,consultas odontologicas,endodoncias,2007-03-01,1,1
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2007-03-01,14,14
IXIAMAS,consultas odontologicas,endodoncias,2007-03-01,8,8
JESUS DE MACHACA,consultas odontologicas,endodoncias,2007-03-01,1,1
LA ASUNTA,consultas odontologicas,endodoncias,2007-03-01,3,3
LA GUARDIA,consultas odontologicas,endodoncias,2007-03-01,14,14
LA PAZ,consultas odontologicas,endodoncias,2007-03-01,2116,2116
LAGUNILLAS,consultas odontologicas,endodoncias,2007-03-01,1,1
LAJA,consultas odontologicas,endodoncias,2007-03-01,1,1
LLALLAGUA,consultas odontologicas,endodoncias,2007-03-01,92,92
MACHACAMARCA,consultas odontologicas,endodoncias,2007-03-01,4,4
MACHARETI,consultas odontologicas,endodoncias,2007-03-01,3,3
MAGDALENA,consultas odontologicas,endodoncias,2007-03-01,1,1
MAIRANA,consultas odontologicas,endodoncias,2007-03-01,8,8
MAPIRI,consultas odontologicas,endodoncias,2007-03-01,22,22
MECAPACA,consultas odontologicas,endodoncias,2007-03-01,4,4
MINEROS,consultas odontologicas,endodoncias,2007-03-01,6,6
MIZQUE,consultas odontologicas,endodoncias,2007-03-01,4,4
MOJOCOYA,consultas odontologicas,endodoncias,2007-03-01,6,6
MONTEAGUDO,consultas odontologicas,endodoncias,2007-03-01,9,9
MONTERO,consultas odontologicas,endodoncias,2007-03-01,58,58
MOROCHATA,consultas odontologicas,endodoncias,2007-03-01,19,19
OKINAWA,consultas odontologicas,endodoncias,2007-03-01,6,6
OMEREQUE,consultas odontologicas,endodoncias,2007-03-01,2,2
ORURO,consultas odontologicas,endodoncias,2007-03-01,746,746
PADCAYA,consultas odontologicas,endodoncias,2007-03-01,6,6
PADILLA,consultas odontologicas,endodoncias,2007-03-01,4,4
PAILON,consultas odontologicas,endodoncias,2007-03-01,7,7
PALCA,consultas odontologicas,endodoncias,2007-03-01,4,4
PALOS BLANCOS,consultas odontologicas,endodoncias,2007-03-01,5,5
PASORAPA,consultas odontologicas,endodoncias,2007-03-01,3,3
PATACAMAYA,consultas odontologicas,endodoncias,2007-03-01,9,9
PAZÑA,consultas odontologicas,endodoncias,2007-03-01,13,13
POOPO,consultas odontologicas,endodoncias,2007-03-01,7,7
PORCO,consultas odontologicas,endodoncias,2007-03-01,7,7
PORONGO,consultas odontologicas,endodoncias,2007-03-01,30,30
PORTACHUELO,consultas odontologicas,endodoncias,2007-03-01,15,15
POTOSI,consultas odontologicas,endodoncias,2007-03-01,152,152
PRESTO,consultas odontologicas,endodoncias,2007-03-01,1,1
PUCARA,consultas odontologicas,endodoncias,2007-03-01,6,6
PUCARANI,consultas odontologicas,endodoncias,2007-03-01,17,17
PUERTO ACOSTA,consultas odontologicas,endodoncias,2007-03-01,144,144
PUERTO CARABUCO,consultas odontologicas,endodoncias,2007-03-01,61,61
PUERTO GONZALO MORENO,consultas odontologicas,endodoncias,2007-03-01,1,1
PUERTO QUIJARRO,consultas odontologicas,endodoncias,2007-03-01,6,6
PUERTO RICO,consultas odontologicas,endodoncias,2007-03-01,2,2
PUERTO SUAREZ,consultas odontologicas,endodoncias,2007-03-01,25,25
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2007-03-01,99,99
PUNA,consultas odontologicas,endodoncias,2007-03-01,6,6
PUNATA,consultas odontologicas,endodoncias,2007-03-01,49,49
QUILLACOLLO,consultas odontologicas,endodoncias,2007-03-01,97,97
QUIME,consultas odontologicas,endodoncias,2007-03-01,21,21
QUIRUSILLAS,consultas odontologicas,endodoncias,2007-03-01,3,3
REYES,consultas odontologicas,endodoncias,2007-03-01,13,13
RIBERALTA,consultas odontologicas,endodoncias,2007-03-01,9,9
ROBORE,consultas odontologicas,endodoncias,2007-03-01,18,18
RURRENABAQUE,consultas odontologicas,endodoncias,2007-03-01,4,4
SABAYA,consultas odontologicas,endodoncias,2007-03-01,2,2
SACABA,consultas odontologicas,endodoncias,2007-03-01,95,95
SAIPINA,consultas odontologicas,endodoncias,2007-03-01,94,94
SALINAS DE GARCI MENDOZA,consultas odontologicas,endodoncias,2007-03-01,5,5
SAMAIPATA,consultas odontologicas,endodoncias,2007-03-01,10,10
SAN BENITO,consultas odontologicas,endodoncias,2007-03-01,4,4
SAN BORJA,consultas odontologicas,endodoncias,2007-03-01,19,19
SAN CARLOS,consultas odontologicas,endodoncias,2007-03-01,9,9
SAN IGNACIO,consultas odontologicas,endodoncias,2007-03-01,48,48
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2007-03-01,80,80
SAN JAVIER(STC),consultas odontologicas,endodoncias,2007-03-01,92,92
SAN JUAN DE YAPACANI,consultas odontologicas,endodoncias,2007-03-01,16,16
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2007-03-01,203,203
SAN LUCAS,consultas odontologicas,endodoncias,2007-03-01,43,43
SAN MATIAS,consultas odontologicas,endodoncias,2007-03-01,1,1
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2007-03-01,14,14
SAN PEDRO,consultas odontologicas,endodoncias,2007-03-01,13,13
SAN RAFAEL,consultas odontologicas,endodoncias,2007-03-01,18,18
SAN RAMON,consultas odontologicas,endodoncias,2007-03-01,15,15
SAN RAMON,consultas odontologicas,endodoncias,2007-03-01,9,9
SANTA ANA,consultas odontologicas,endodoncias,2007-03-01,4,4
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2007-03-01,655,655
SANTA ROSA,consultas odontologicas,endodoncias,2007-03-01,2,2
SANTA ROSA DEL SARA,consultas odontologicas,endodoncias,2007-03-01,6,6
SANTIAGO DE HUARI,consultas odontologicas,endodoncias,2007-03-01,65,65
SANTIVAÑES,consultas odontologicas,endodoncias,2007-03-01,4,4
SANTUARIO DE QUILLACAS,consultas odontologicas,endodoncias,2007-03-01,8,8
SAPAHAQUI,consultas odontologicas,endodoncias,2007-03-01,4,4
SIPE SIPE,consultas odontologicas,endodoncias,2007-03-01,33,33
SOPACHUY,consultas odontologicas,endodoncias,2007-03-01,11,11
SORATA,consultas odontologicas,endodoncias,2007-03-01,7,7
SUCRE,consultas odontologicas,endodoncias,2007-03-01,897,897
TACACOMA,consultas odontologicas,endodoncias,2007-03-01,12,12
TARABUCO,consultas odontologicas,endodoncias,2007-03-01,1,1
TARATA,consultas odontologicas,endodoncias,2007-03-01,6,6
TARIJA,consultas odontologicas,endodoncias,2007-03-01,694,694
TEOPONTE,consultas odontologicas,endodoncias,2007-03-01,8,8
TIAWANACU,consultas odontologicas,endodoncias,2007-03-01,6,6
TINGUIPAYA,consultas odontologicas,endodoncias,2007-03-01,11,11
TIQUIPAYA,consultas odontologicas,endodoncias,2007-03-01,29,29
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2007-03-01,84,84
TOCO,consultas odontologicas,endodoncias,2007-03-01,1,1
TOLATA,consultas odontologicas,endodoncias,2007-03-01,43,43
TOLEDO,consultas odontologicas,endodoncias,2007-03-01,6,6
TOMAVE,consultas odontologicas,endodoncias,2007-03-01,1,1
TOMINA,consultas odontologicas,endodoncias,2007-03-01,7,7
TOTORA(CBBA),consultas odontologicas,endodoncias,2007-03-01,2,2
TRIGAL,consultas odontologicas,endodoncias,2007-03-01,3,3
TRINIDAD,consultas odontologicas,endodoncias,2007-03-01,91,91
TUPIZA,consultas odontologicas,endodoncias,2007-03-01,22,22
TURCO,consultas odontologicas,endodoncias,2007-03-01,2,2
UNCIA,consultas odontologicas,endodoncias,2007-03-01,130,130
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2007-03-01,19,19
URUBICHA,consultas odontologicas,endodoncias,2007-03-01,2,2
UYUNI,consultas odontologicas,endodoncias,2007-03-01,27,27
VACAS,consultas odontologicas,endodoncias,2007-03-01,4,4
VALLEGRANDE,consultas odontologicas,endodoncias,2007-03-01,107,107
VIACHA,consultas odontologicas,endodoncias,2007-03-01,26,26
VILLA MONTES,consultas odontologicas,endodoncias,2007-03-01,97,97
VILLA RIVERO,consultas odontologicas,endodoncias,2007-03-01,1,1
VILLA SERRANO,consultas odontologicas,endodoncias,2007-03-01,20,20
VILLA TUNARI,consultas odontologicas,endodoncias,2007-03-01,36,36
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2007-03-01,3,3
VILLAZON,consultas odontologicas,endodoncias,2007-03-01,105,105
VINTO,consultas odontologicas,endodoncias,2007-03-01,33,33
WARNES,consultas odontologicas,endodoncias,2007-03-01,41,41
YACUIBA,consultas odontologicas,endodoncias,2007-03-01,120,120
YAMPARAEZ,consultas odontologicas,endodoncias,2007-03-01,12,12
YAPACANI,consultas odontologicas,endodoncias,2007-03-01,2,2
YUNCHARA,consultas odontologicas,endodoncias,2007-03-01,20,20
ZUDAÑEZ,consultas odontologicas,endodoncias,2007-03-01,2,2
ACHACACHI,consultas odontologicas,endodoncias,2007-04-01,12,12
AIQUILE,consultas odontologicas,endodoncias,2007-04-01,48,48
ANZALDO,consultas odontologicas,endodoncias,2007-04-01,2,2
ARANI,consultas odontologicas,endodoncias,2007-04-01,24,24
ARBIETO,consultas odontologicas,endodoncias,2007-04-01,5,5
ARQUE,consultas odontologicas,endodoncias,2007-04-01,2,2
ATOCHA,consultas odontologicas,endodoncias,2007-04-01,56,56
AYO AYO,consultas odontologicas,endodoncias,2007-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2007-04-01,2,2
AZURDUY,consultas odontologicas,endodoncias,2007-04-01,12,12
BATALLAS,consultas odontologicas,endodoncias,2007-04-01,6,6
BAURES,consultas odontologicas,endodoncias,2007-04-01,5,5
BERMEJO,consultas odontologicas,endodoncias,2007-04-01,33,33
BETANZOS,consultas odontologicas,endodoncias,2007-04-01,1,1
BOLIVAR,consultas odontologicas,endodoncias,2007-04-01,9,9
BOYUIBE,consultas odontologicas,endodoncias,2007-04-01,5,5
BUENA VISTA,consultas odontologicas,endodoncias,2007-04-01,1,1
CABEZAS,consultas odontologicas,endodoncias,2007-04-01,2,2
CAJUATA,consultas odontologicas,endodoncias,2007-04-01,8,8
CALAMARCA,consultas odontologicas,endodoncias,2007-04-01,4,4
CAMARGO,consultas odontologicas,endodoncias,2007-04-01,31,31
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2007-04-01,8,8
CAMIRI,consultas odontologicas,endodoncias,2007-04-01,50,50
CAPINOTA,consultas odontologicas,endodoncias,2007-04-01,9,9
CAQUIAVIRI,consultas odontologicas,endodoncias,2007-04-01,3,3
CARACOLLO,consultas odontologicas,endodoncias,2007-04-01,6,6
CARANAVI,consultas odontologicas,endodoncias,2007-04-01,12,12
CARAPARI,consultas odontologicas,endodoncias,2007-04-01,11,11
CHALLAPATA,consultas odontologicas,endodoncias,2007-04-01,49,49
CHAYANTA,consultas odontologicas,endodoncias,2007-04-01,6,6
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2007-04-01,19,19
CHUMA,consultas odontologicas,endodoncias,2007-04-01,1,1
CLIZA,consultas odontologicas,endodoncias,2007-04-01,42,42
COBIJA,consultas odontologicas,endodoncias,2007-04-01,32,32
COCHABAMBA,consultas odontologicas,endodoncias,2007-04-01,1696,1696
COLCAPIRHUA,consultas odontologicas,endodoncias,2007-04-01,5,5
COLLANA,consultas odontologicas,endodoncias,2007-04-01,2,2
COLOMI,consultas odontologicas,endodoncias,2007-04-01,5,5
COLPA BELGICA,consultas odontologicas,endodoncias,2007-04-01,7,7
COLQUECHACA,consultas odontologicas,endodoncias,2007-04-01,2,2
COLQUENCHA,consultas odontologicas,endodoncias,2007-04-01,1,1
COLQUIRI,consultas odontologicas,endodoncias,2007-04-01,5,5
COMARAPA,consultas odontologicas,endodoncias,2007-04-01,53,53
COPACABANA,consultas odontologicas,endodoncias,2007-04-01,15,15
CORIPATA,consultas odontologicas,endodoncias,2007-04-01,12,12
COROICO,consultas odontologicas,endodoncias,2007-04-01,40,40
CORQUE,consultas odontologicas,endodoncias,2007-04-01,1,1
COTAGAITA,consultas odontologicas,endodoncias,2007-04-01,28,28
COTOCA,consultas odontologicas,endodoncias,2007-04-01,10,10
CULPINA,consultas odontologicas,endodoncias,2007-04-01,4,4
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2007-04-01,3,3
EL ALTO,consultas odontologicas,endodoncias,2007-04-01,1165,1165
EL PUENTE(STC),consultas odontologicas,endodoncias,2007-04-01,2,2
EL PUENTE(TJA),consultas odontologicas,endodoncias,2007-04-01,18,18
EL TORNO,consultas odontologicas,endodoncias,2007-04-01,6,6
ENTRE RIOS,consultas odontologicas,endodoncias,2007-04-01,14,14
ENTRE RIOS,consultas odontologicas,endodoncias,2007-04-01,7,7
EUCALIPTUS,consultas odontologicas,endodoncias,2007-04-01,2,2
EXALTACION,consultas odontologicas,endodoncias,2007-04-01,2,2
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2007-04-01,30,30
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2007-04-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2007-04-01,3,3
GUANAY,consultas odontologicas,endodoncias,2007-04-01,22,22
GUAQUI,consultas odontologicas,endodoncias,2007-04-01,2,2
GUAYARAMERIN,consultas odontologicas,endodoncias,2007-04-01,14,14
GUTIERREZ,consultas odontologicas,endodoncias,2007-04-01,15,15
HUACARETA,consultas odontologicas,endodoncias,2007-04-01,49,49
HUACHACALLA,consultas odontologicas,endodoncias,2007-04-01,2,2
HUANUNI,consultas odontologicas,endodoncias,2007-04-01,29,29
HUARACAJE,consultas odontologicas,endodoncias,2007-04-01,4,4
HUAYLLAMARCA,consultas odontologicas,endodoncias,2007-04-01,8,8
ICHOCA,consultas odontologicas,endodoncias,2007-04-01,1,1
ICLA,consultas odontologicas,endodoncias,2007-04-01,10,10
INQUISIVI,consultas odontologicas,endodoncias,2007-04-01,2,2
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2007-04-01,6,6
IXIAMAS,consultas odontologicas,endodoncias,2007-04-01,4,4
JESUS DE MACHACA,consultas odontologicas,endodoncias,2007-04-01,1,1
LA ASUNTA,consultas odontologicas,endodoncias,2007-04-01,18,18
LA GUARDIA,consultas odontologicas,endodoncias,2007-04-01,24,24
LA PAZ,consultas odontologicas,endodoncias,2007-04-01,1789,1789
LAGUNILLAS,consultas odontologicas,endodoncias,2007-04-01,3,3
LLALLAGUA,consultas odontologicas,endodoncias,2007-04-01,37,37
MACHACAMARCA,consultas odontologicas,endodoncias,2007-04-01,1,1
MACHARETI,consultas odontologicas,endodoncias,2007-04-01,1,1
MAGDALENA,consultas odontologicas,endodoncias,2007-04-01,16,16
MAIRANA,consultas odontologicas,endodoncias,2007-04-01,7,7
MAPIRI,consultas odontologicas,endodoncias,2007-04-01,7,7
MECAPACA,consultas odontologicas,endodoncias,2007-04-01,2,2
MINEROS,consultas odontologicas,endodoncias,2007-04-01,4,4
MIZQUE,consultas odontologicas,endodoncias,2007-04-01,3,3
MOCOMOCO,consultas odontologicas,endodoncias,2007-04-01,1,1
MOJOCOYA,consultas odontologicas,endodoncias,2007-04-01,8,8
MONTEAGUDO,consultas odontologicas,endodoncias,2007-04-01,12,12
MONTERO,consultas odontologicas,endodoncias,2007-04-01,36,36
MOROCHATA,consultas odontologicas,endodoncias,2007-04-01,3,3
OCURI,consultas odontologicas,endodoncias,2007-04-01,2,2
OKINAWA,consultas odontologicas,endodoncias,2007-04-01,3,3
OMEREQUE,consultas odontologicas,endodoncias,2007-04-01,1,1
ORURO,consultas odontologicas,endodoncias,2007-04-01,701,701
PADCAYA,consultas odontologicas,endodoncias,2007-04-01,10,10
PADILLA,consultas odontologicas,endodoncias,2007-04-01,11,11
PAILON,consultas odontologicas,endodoncias,2007-04-01,4,4
PALCA,consultas odontologicas,endodoncias,2007-04-01,14,14
PALOS BLANCOS,consultas odontologicas,endodoncias,2007-04-01,6,6
PAMPA AULLAGAS,consultas odontologicas,endodoncias,2007-04-01,1,1
PAMPA GRANDE,consultas odontologicas,endodoncias,2007-04-01,10,10
PASORAPA,consultas odontologicas,endodoncias,2007-04-01,2,2
PATACAMAYA,consultas odontologicas,endodoncias,2007-04-01,2,2
PAZÑA,consultas odontologicas,endodoncias,2007-04-01,19,19
POOPO,consultas odontologicas,endodoncias,2007-04-01,11,11
PORCO,consultas odontologicas,endodoncias,2007-04-01,13,13
POROMA,consultas odontologicas,endodoncias,2007-04-01,2,2
PORONGO,consultas odontologicas,endodoncias,2007-04-01,14,14
PORTACHUELO,consultas odontologicas,endodoncias,2007-04-01,8,8
PORVENIR,consultas odontologicas,endodoncias,2007-04-01,7,7
POTOSI,consultas odontologicas,endodoncias,2007-04-01,110,110
PRESTO,consultas odontologicas,endodoncias,2007-04-01,1,1
PUCARA,consultas odontologicas,endodoncias,2007-04-01,1,1
PUCARANI,consultas odontologicas,endodoncias,2007-04-01,8,8
PUERTO ACOSTA,consultas odontologicas,endodoncias,2007-04-01,140,140
PUERTO CARABUCO,consultas odontologicas,endodoncias,2007-04-01,1,1
PUERTO QUIJARRO,consultas odontologicas,endodoncias,2007-04-01,8,8
PUERTO RICO,consultas odontologicas,endodoncias,2007-04-01,2,2
PUERTO SILES,consultas odontologicas,endodoncias,2007-04-01,3,3
PUERTO SUAREZ,consultas odontologicas,endodoncias,2007-04-01,18,18
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2007-04-01,98,98
PUNA,consultas odontologicas,endodoncias,2007-04-01,1,1
PUNATA,consultas odontologicas,endodoncias,2007-04-01,29,29
QUILLACOLLO,consultas odontologicas,endodoncias,2007-04-01,108,108
QUIME,consultas odontologicas,endodoncias,2007-04-01,16,16
QUIRUSILLAS,consultas odontologicas,endodoncias,2007-04-01,10,10
REYES,consultas odontologicas,endodoncias,2007-04-01,14,14
RIBERALTA,consultas odontologicas,endodoncias,2007-04-01,2,2
ROBORE,consultas odontologicas,endodoncias,2007-04-01,10,10
RURRENABAQUE,consultas odontologicas,endodoncias,2007-04-01,5,5
SABAYA,consultas odontologicas,endodoncias,2007-04-01,2,2
SACABA,consultas odontologicas,endodoncias,2007-04-01,94,94
SACACA,consultas odontologicas,endodoncias,2007-04-01,1,1
SALINAS DE GARCI MENDOZA,consultas odontologicas,endodoncias,2007-04-01,4,4
SAMAIPATA,consultas odontologicas,endodoncias,2007-04-01,49,49
SAN BENITO,consultas odontologicas,endodoncias,2007-04-01,4,4
SAN BORJA,consultas odontologicas,endodoncias,2007-04-01,27,27
SAN BUENA VENTURA,consultas odontologicas,endodoncias,2007-04-01,1,1
SAN CARLOS,consultas odontologicas,endodoncias,2007-04-01,18,18
SAN IGNACIO,consultas odontologicas,endodoncias,2007-04-01,29,29
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2007-04-01,57,57
SAN JOSE DE CHIQUITOS,consultas odontologicas,endodoncias,2007-04-01,1,1
SAN JULIAN,consultas odontologicas,endodoncias,2007-04-01,4,4
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2007-04-01,160,160
SAN LUCAS,consultas odontologicas,endodoncias,2007-04-01,27,27
SAN MATIAS,consultas odontologicas,endodoncias,2007-04-01,15,15
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2007-04-01,20,20
SAN PEDRO,consultas odontologicas,endodoncias,2007-04-01,10,10
SAN PEDRO DE TIQUINA,consultas odontologicas,endodoncias,2007-04-01,2,2
SAN RAFAEL,consultas odontologicas,endodoncias,2007-04-01,17,17
SAN RAMON,consultas odontologicas,endodoncias,2007-04-01,5,5
SAN RAMON,consultas odontologicas,endodoncias,2007-04-01,15,15
SANTA ANA,consultas odontologicas,endodoncias,2007-04-01,4,4
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2007-04-01,622,622
SANTA ROSA DEL SARA,consultas odontologicas,endodoncias,2007-04-01,11,11
SANTIAGO DE HUARI,consultas odontologicas,endodoncias,2007-04-01,17,17
SAPAHAQUI,consultas odontologicas,endodoncias,2007-04-01,1,1
SICA SICA (VILLA AROMA),consultas odontologicas,endodoncias,2007-04-01,6,6
SIPE SIPE,consultas odontologicas,endodoncias,2007-04-01,44,44
SOPACHUY,consultas odontologicas,endodoncias,2007-04-01,17,17
SORATA,consultas odontologicas,endodoncias,2007-04-01,1,1
SUCRE,consultas odontologicas,endodoncias,2007-04-01,750,750
TACACOMA,consultas odontologicas,endodoncias,2007-04-01,16,16
TACOPAYA,consultas odontologicas,endodoncias,2007-04-01,8,8
TARABUCO,consultas odontologicas,endodoncias,2007-04-01,11,11
TARACO,consultas odontologicas,endodoncias,2007-04-01,1,1
TARATA,consultas odontologicas,endodoncias,2007-04-01,20,20
TARIJA,consultas odontologicas,endodoncias,2007-04-01,406,406
TARVITA,consultas odontologicas,endodoncias,2007-04-01,1,1
TIAWANACU,consultas odontologicas,endodoncias,2007-04-01,1,1
TINGUIPAYA,consultas odontologicas,endodoncias,2007-04-01,6,6
TIQUIPAYA,consultas odontologicas,endodoncias,2007-04-01,31,31
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2007-04-01,71,71
TOCO,consultas odontologicas,endodoncias,2007-04-01,2,2
TOLATA,consultas odontologicas,endodoncias,2007-04-01,9,9
TOLEDO,consultas odontologicas,endodoncias,2007-04-01,2,2
TOMAVE,consultas odontologicas,endodoncias,2007-04-01,1,1
TOMINA,consultas odontologicas,endodoncias,2007-04-01,2,2
TORO TORO,consultas odontologicas,endodoncias,2007-04-01,2,2
TOTORA(CBBA),consultas odontologicas,endodoncias,2007-04-01,4,4
TRIGAL,consultas odontologicas,endodoncias,2007-04-01,2,2
TRINIDAD,consultas odontologicas,endodoncias,2007-04-01,57,57
TUPIZA,consultas odontologicas,endodoncias,2007-04-01,26,26
UNCIA,consultas odontologicas,endodoncias,2007-04-01,99,99
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2007-04-01,29,29
URUBICHA,consultas odontologicas,endodoncias,2007-04-01,14,14
UYUNI,consultas odontologicas,endodoncias,2007-04-01,34,34
VACAS,consultas odontologicas,endodoncias,2007-04-01,2,2
VALLEGRANDE,consultas odontologicas,endodoncias,2007-04-01,49,49
VIACHA,consultas odontologicas,endodoncias,2007-04-01,10,10
VILLA MONTES,consultas odontologicas,endodoncias,2007-04-01,43,43
VILLA TUNARI,consultas odontologicas,endodoncias,2007-04-01,80,80
