municipality,group,variable,month,Primeras consultas,TOTAL
SAN PEDRO DE CURAHUARA,consultas odontologicas,primeras consultas,2007-03-01,18,18
SAN PEDRO DE TIQUINA,consultas odontologicas,primeras consultas,2007-03-01,83,83
SAN RAFAEL,consultas odontologicas,primeras consultas,2007-03-01,77,77
SAN RAMON,consultas odontologicas,primeras consultas,2007-03-01,63,63
SANTA ANA,consultas odontologicas,primeras consultas,2007-03-01,238,238
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2007-03-01,9738,9738
SANTA ROSA,consultas odontologicas,primeras consultas,2007-03-01,55,55
SANTA ROSA DEL SARA,consultas odontologicas,primeras consultas,2007-03-01,578,578
SANTIAGO DE CALLAPA,consultas odontologicas,primeras consultas,2007-03-01,169,169
SANTIAGO DE HUARI,consultas odontologicas,primeras consultas,2007-03-01,97,97
SANTIAGO DE MACHACA,consultas odontologicas,primeras consultas,2007-03-01,145,145
SANTIVAÑES,consultas odontologicas,primeras consultas,2007-03-01,22,22
SANTUARIO DE QUILLACAS,consultas odontologicas,primeras consultas,2007-03-01,146,146
SENA,consultas odontologicas,primeras consultas,2007-03-01,236,236
SICA SICA (VILLA AROMA),consultas odontologicas,primeras consultas,2007-03-01,474,474
SIPE SIPE,consultas odontologicas,primeras consultas,2007-03-01,130,130
SOPACHUY,consultas odontologicas,primeras consultas,2007-03-01,173,173
SORACACHI,consultas odontologicas,primeras consultas,2007-03-01,62,62
SORATA,consultas odontologicas,primeras consultas,2007-03-01,222,222
SUCRE,consultas odontologicas,primeras consultas,2007-03-01,2919,2919
TACACOMA,consultas odontologicas,primeras consultas,2007-03-01,59,59
TAPACARI,consultas odontologicas,primeras consultas,2007-03-01,60,60
TARABUCO,consultas odontologicas,primeras consultas,2007-03-01,939,939
TARATA,consultas odontologicas,primeras consultas,2007-03-01,13,13
TARIJA,consultas odontologicas,primeras consultas,2007-03-01,1410,1410
TARVITA,consultas odontologicas,primeras consultas,2007-03-01,462,462
TEOPONTE,consultas odontologicas,primeras consultas,2007-03-01,43,43
TIAWANACU,consultas odontologicas,primeras consultas,2007-03-01,286,286
TIPUANI,consultas odontologicas,primeras consultas,2007-03-01,18,18
TIQUIPAYA,consultas odontologicas,primeras consultas,2007-03-01,100,100
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2007-03-01,118,118
TOCO,consultas odontologicas,primeras consultas,2007-03-01,857,857
TOLATA,consultas odontologicas,primeras consultas,2007-03-01,42,42
TOLEDO,consultas odontologicas,primeras consultas,2007-03-01,170,170
TOMINA,consultas odontologicas,primeras consultas,2007-03-01,300,300
TORO TORO,consultas odontologicas,primeras consultas,2007-03-01,59,59
TOTORA(CBBA),consultas odontologicas,primeras consultas,2007-03-01,141,141
TOTORA(ORR),consultas odontologicas,primeras consultas,2007-03-01,111,111
TRINIDAD,consultas odontologicas,primeras consultas,2007-03-01,327,327
TUPIZA,consultas odontologicas,primeras consultas,2007-03-01,379,379
TURCO,consultas odontologicas,primeras consultas,2007-03-01,36,36
UMALA,consultas odontologicas,primeras consultas,2007-03-01,219,219
UNCIA,consultas odontologicas,primeras consultas,2007-03-01,120,120
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2007-03-01,271,271
URUBICHA,consultas odontologicas,primeras consultas,2007-03-01,6,6
UYUNI,consultas odontologicas,primeras consultas,2007-03-01,352,352
VACAS,consultas odontologicas,primeras consultas,2007-03-01,77,77
VALLEGRANDE,consultas odontologicas,primeras consultas,2007-03-01,14,14
VIACHA,consultas odontologicas,primeras consultas,2007-03-01,210,210
VILA VILA,consultas odontologicas,primeras consultas,2007-03-01,35,35
VILLA MONTES,consultas odontologicas,primeras consultas,2007-03-01,1339,1339
VILLA RIVERO,consultas odontologicas,primeras consultas,2007-03-01,438,438
VILLA TUNARI,consultas odontologicas,primeras consultas,2007-03-01,406,406
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2007-03-01,930,930
VILLAZON,consultas odontologicas,primeras consultas,2007-03-01,261,261
VINTO,consultas odontologicas,primeras consultas,2007-03-01,26,26
VITICHI,consultas odontologicas,primeras consultas,2007-03-01,26,26
WALDO BALLIVIAN,consultas odontologicas,primeras consultas,2007-03-01,84,84
YACO,consultas odontologicas,primeras consultas,2007-03-01,187,187
YACUIBA,consultas odontologicas,primeras consultas,2007-03-01,262,262
YAMPARAEZ,consultas odontologicas,primeras consultas,2007-03-01,69,69
YANACACHI,consultas odontologicas,primeras consultas,2007-03-01,42,42
YAPACANI,consultas odontologicas,primeras consultas,2007-03-01,182,182
YOCALLA,consultas odontologicas,primeras consultas,2007-03-01,63,63
YOTALA,consultas odontologicas,primeras consultas,2007-03-01,215,215
YUNCHARA,consultas odontologicas,primeras consultas,2007-03-01,550,550
ZUDAÑEZ,consultas odontologicas,primeras consultas,2007-03-01,57,57
ACACIO,consultas odontologicas,primeras consultas,2007-04-01,106,106
ACHACACHI,consultas odontologicas,primeras consultas,2007-04-01,192,192
ACHOCALLA,consultas odontologicas,primeras consultas,2007-04-01,54,54
AIQUILE,consultas odontologicas,primeras consultas,2007-04-01,203,203
ALCALA,consultas odontologicas,primeras consultas,2007-04-01,1,1
ANCORAIMES,consultas odontologicas,primeras consultas,2007-04-01,49,49
ANDAMARCA,consultas odontologicas,primeras consultas,2007-04-01,60,60
ANTEQUERA,consultas odontologicas,primeras consultas,2007-04-01,33,33
ANZALDO,consultas odontologicas,primeras consultas,2007-04-01,85,85
APOLO,consultas odontologicas,primeras consultas,2007-04-01,105,105
ARAMPAMPA,consultas odontologicas,primeras consultas,2007-04-01,253,253
ARANI,consultas odontologicas,primeras consultas,2007-04-01,262,262
ARBIETO,consultas odontologicas,primeras consultas,2007-04-01,47,47
ARQUE,consultas odontologicas,primeras consultas,2007-04-01,159,159
ASCENCION DE GUARAYOS,consultas odontologicas,primeras consultas,2007-04-01,113,113
ATOCHA,consultas odontologicas,primeras consultas,2007-04-01,2424,2424
AUCAPATA,consultas odontologicas,primeras consultas,2007-04-01,19,19
AYATA,consultas odontologicas,primeras consultas,2007-04-01,29,29
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2007-04-01,297,297
AZURDUY,consultas odontologicas,primeras consultas,2007-04-01,1173,1173
BATALLAS,consultas odontologicas,primeras consultas,2007-04-01,118,118
BELLA FLOR,consultas odontologicas,primeras consultas,2007-04-01,161,161
BERMEJO,consultas odontologicas,primeras consultas,2007-04-01,475,475
BETANZOS,consultas odontologicas,primeras consultas,2007-04-01,85,85
BOLIVAR,consultas odontologicas,primeras consultas,2007-04-01,65,65
BOLPEBRA,consultas odontologicas,primeras consultas,2007-04-01,69,69
BOYUIBE,consultas odontologicas,primeras consultas,2007-04-01,52,52
CABEZAS,consultas odontologicas,primeras consultas,2007-04-01,270,270
CAIROMA,consultas odontologicas,primeras consultas,2007-04-01,223,223
"CAIZA ""D""",consultas odontologicas,primeras consultas,2007-04-01,215,215
CAJUATA,consultas odontologicas,primeras consultas,2007-04-01,182,182
CALACOTO,consultas odontologicas,primeras consultas,2007-04-01,80,80
CALAMARCA,consultas odontologicas,primeras consultas,2007-04-01,70,70
CAMARGO,consultas odontologicas,primeras consultas,2007-04-01,472,472
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2007-04-01,279,279
CAMIRI,consultas odontologicas,primeras consultas,2007-04-01,1117,1117
CAPINOTA,consultas odontologicas,primeras consultas,2007-04-01,36,36
CAQUIAVIRI,consultas odontologicas,primeras consultas,2007-04-01,22,22
CARACOLLO,consultas odontologicas,primeras consultas,2007-04-01,248,248
CARANAVI,consultas odontologicas,primeras consultas,2007-04-01,108,108
CARAPARI,consultas odontologicas,primeras consultas,2007-04-01,171,171
CARIPUYO,consultas odontologicas,primeras consultas,2007-04-01,112,112
CATACORA,consultas odontologicas,primeras consultas,2007-04-01,43,43
CHALLAPATA,consultas odontologicas,primeras consultas,2007-04-01,105,105
CHARAGUA,consultas odontologicas,primeras consultas,2007-04-01,454,454
CHARAÑA,consultas odontologicas,primeras consultas,2007-04-01,84,84
CHAYANTA,consultas odontologicas,primeras consultas,2007-04-01,341,341
CHIMORE,consultas odontologicas,primeras consultas,2007-04-01,97,97
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,primeras consultas,2007-04-01,195,195
CHUMA,consultas odontologicas,primeras consultas,2007-04-01,374,374
CLIZA,consultas odontologicas,primeras consultas,2007-04-01,61,61
COBIJA,consultas odontologicas,primeras consultas,2007-04-01,281,281
COCHABAMBA,consultas odontologicas,primeras consultas,2007-04-01,5325,5325
COLCAPIRHUA,consultas odontologicas,primeras consultas,2007-04-01,84,84
"COLCHA ""K""",consultas odontologicas,primeras consultas,2007-04-01,8,8
COLLANA,consultas odontologicas,primeras consultas,2007-04-01,15,15
COLOMI,consultas odontologicas,primeras consultas,2007-04-01,134,134
COLPA BELGICA,consultas odontologicas,primeras consultas,2007-04-01,270,270
COLQUIRI,consultas odontologicas,primeras consultas,2007-04-01,31,31
COMARAPA,consultas odontologicas,primeras consultas,2007-04-01,80,80
COPACABANA,consultas odontologicas,primeras consultas,2007-04-01,350,350
CORIPATA,consultas odontologicas,primeras consultas,2007-04-01,268,268
CORO CORO,consultas odontologicas,primeras consultas,2007-04-01,68,68
COROICO,consultas odontologicas,primeras consultas,2007-04-01,20,20
CORQUE,consultas odontologicas,primeras consultas,2007-04-01,25,25
COTAGAITA,consultas odontologicas,primeras consultas,2007-04-01,307,307
COTOCA,consultas odontologicas,primeras consultas,2007-04-01,105,105
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,primeras consultas,2007-04-01,10,10
CUEVO,consultas odontologicas,primeras consultas,2007-04-01,235,235
CULPINA,consultas odontologicas,primeras consultas,2007-04-01,53,53
CURAHUARA DE CARANGAS,consultas odontologicas,primeras consultas,2007-04-01,9,9
CURVA,consultas odontologicas,primeras consultas,2007-04-01,4,4
DESAGUADERO,consultas odontologicas,primeras consultas,2007-04-01,2,2
EL ALTO,consultas odontologicas,primeras consultas,2007-04-01,3372,3372
EL PUENTE(TJA),consultas odontologicas,primeras consultas,2007-04-01,173,173
EL TORNO,consultas odontologicas,primeras consultas,2007-04-01,104,104
EL VILLAR,consultas odontologicas,primeras consultas,2007-04-01,325,325
ENTRE RIOS,consultas odontologicas,primeras consultas,2007-04-01,114,114
ENTRE RIOS,consultas odontologicas,primeras consultas,2007-04-01,567,567
EUCALIPTUS,consultas odontologicas,primeras consultas,2007-04-01,2,2
EXALTACION,consultas odontologicas,primeras consultas,2007-04-01,211,211
FERNANDEZ ALONSO,consultas odontologicas,primeras consultas,2007-04-01,89,89
FILADELFIA,consultas odontologicas,primeras consultas,2007-04-01,32,32
GENERAL SAAVEDRA,consultas odontologicas,primeras consultas,2007-04-01,63,63
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2007-04-01,80,80
GUANAY,consultas odontologicas,primeras consultas,2007-04-01,139,139
GUAQUI,consultas odontologicas,primeras consultas,2007-04-01,178,178
GUAYARAMERIN,consultas odontologicas,primeras consultas,2007-04-01,85,85
GUTIERREZ,consultas odontologicas,primeras consultas,2007-04-01,471,471
HUACARETA,consultas odontologicas,primeras consultas,2007-04-01,14,14
HUACHACALLA,consultas odontologicas,primeras consultas,2007-04-01,23,23
HUANUNI,consultas odontologicas,primeras consultas,2007-04-01,236,236
HUARACAJE,consultas odontologicas,primeras consultas,2007-04-01,15,15
HUAYLLAMARCA,consultas odontologicas,primeras consultas,2007-04-01,27,27
ICHOCA,consultas odontologicas,primeras consultas,2007-04-01,33,33
ICLA,consultas odontologicas,primeras consultas,2007-04-01,334,334
INCAHUASI,consultas odontologicas,primeras consultas,2007-04-01,456,456
INQUISIVI,consultas odontologicas,primeras consultas,2007-04-01,61,61
IRUPANA (VILLA DE LANZA),consultas odontologicas,primeras consultas,2007-04-01,240,240
IXIAMAS,consultas odontologicas,primeras consultas,2007-04-01,20,20
JESUS DE MACHACA,consultas odontologicas,primeras consultas,2007-04-01,506,506
LA ASUNTA,consultas odontologicas,primeras consultas,2007-04-01,80,80
LA GUARDIA,consultas odontologicas,primeras consultas,2007-04-01,108,108
LA PAZ,consultas odontologicas,primeras consultas,2007-04-01,8524,8524
LAGUNILLAS,consultas odontologicas,primeras consultas,2007-04-01,337,337
LAJA,consultas odontologicas,primeras consultas,2007-04-01,165,165
LAS CARRERAS,consultas odontologicas,primeras consultas,2007-04-01,215,215
LICOMA PAMPA,consultas odontologicas,primeras consultas,2007-04-01,155,155
LLALLAGUA,consultas odontologicas,primeras consultas,2007-04-01,237,237
LLICA,consultas odontologicas,primeras consultas,2007-04-01,61,61
LURIBAY,consultas odontologicas,primeras consultas,2007-04-01,8,8
MACHACAMARCA,consultas odontologicas,primeras consultas,2007-04-01,51,51
MACHARETI,consultas odontologicas,primeras consultas,2007-04-01,53,53
MAIRANA,consultas odontologicas,primeras consultas,2007-04-01,27,27
MALLA,consultas odontologicas,primeras consultas,2007-04-01,9,9
MAPIRI,consultas odontologicas,primeras consultas,2007-04-01,113,113
MECAPACA,consultas odontologicas,primeras consultas,2007-04-01,28,28
MINEROS,consultas odontologicas,primeras consultas,2007-04-01,65,65
MIZQUE,consultas odontologicas,primeras consultas,2007-04-01,39,39
MOCOMOCO,consultas odontologicas,primeras consultas,2007-04-01,420,420
MOJOCOYA,consultas odontologicas,primeras consultas,2007-04-01,98,98
MONTEAGUDO,consultas odontologicas,primeras consultas,2007-04-01,40,40
MONTERO,consultas odontologicas,primeras consultas,2007-04-01,256,256
MORO MORO,consultas odontologicas,primeras consultas,2007-04-01,392,392
MOROCHATA,consultas odontologicas,primeras consultas,2007-04-01,104,104
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,primeras consultas,2007-04-01,148,148
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,primeras consultas,2007-04-01,59,59
OCURI,consultas odontologicas,primeras consultas,2007-04-01,29,29
OKINAWA,consultas odontologicas,primeras consultas,2007-04-01,9,9
OMEREQUE,consultas odontologicas,primeras consultas,2007-04-01,75,75
ORURO,consultas odontologicas,primeras consultas,2007-04-01,2203,2203
PADCAYA,consultas odontologicas,primeras consultas,2007-04-01,567,567
PADILLA,consultas odontologicas,primeras consultas,2007-04-01,101,101
PAILON,consultas odontologicas,primeras consultas,2007-04-01,50,50
PALCA,consultas odontologicas,primeras consultas,2007-04-01,71,71
PALOS BLANCOS,consultas odontologicas,primeras consultas,2007-04-01,506,506
PAMPA AULLAGAS,consultas odontologicas,primeras consultas,2007-04-01,276,276
PAMPA GRANDE,consultas odontologicas,primeras consultas,2007-04-01,194,194
PAPEL PAMPA,consultas odontologicas,primeras consultas,2007-04-01,1,1
PASORAPA,consultas odontologicas,primeras consultas,2007-04-01,255,255
PATACAMAYA,consultas odontologicas,primeras consultas,2007-04-01,52,52
PAZÑA,consultas odontologicas,primeras consultas,2007-04-01,16,16
PELECHUCO,consultas odontologicas,primeras consultas,2007-04-01,75,75
POJO (CBBA),consultas odontologicas,primeras consultas,2007-04-01,42,42
POOPO,consultas odontologicas,primeras consultas,2007-04-01,118,118
POROMA,consultas odontologicas,primeras consultas,2007-04-01,71,71
PORTACHUELO,consultas odontologicas,primeras consultas,2007-04-01,210,210
PORVENIR,consultas odontologicas,primeras consultas,2007-04-01,12,12
POTOSI,consultas odontologicas,primeras consultas,2007-04-01,1166,1166
PRESTO,consultas odontologicas,primeras consultas,2007-04-01,36,36
PUCARA,consultas odontologicas,primeras consultas,2007-04-01,59,59
PUCARANI,consultas odontologicas,primeras consultas,2007-04-01,50,50
PUERTO ACOSTA,consultas odontologicas,primeras consultas,2007-04-01,454,454
PUERTO CARABUCO,consultas odontologicas,primeras consultas,2007-04-01,103,103
PUERTO GONZALO MORENO,consultas odontologicas,primeras consultas,2007-04-01,15,15
PUERTO PEREZ,consultas odontologicas,primeras consultas,2007-04-01,33,33
PUERTO QUIJARRO,consultas odontologicas,primeras consultas,2007-04-01,1167,1167
PUERTO RICO,consultas odontologicas,primeras consultas,2007-04-01,104,104
PUERTO SUAREZ,consultas odontologicas,primeras consultas,2007-04-01,300,300
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2007-04-01,209,209
PUNA,consultas odontologicas,primeras consultas,2007-04-01,538,538
PUNATA,consultas odontologicas,primeras consultas,2007-04-01,119,119
QUILLACOLLO,consultas odontologicas,primeras consultas,2007-04-01,700,700
QUIME,consultas odontologicas,primeras consultas,2007-04-01,358,358
QUIRUSILLAS,consultas odontologicas,primeras consultas,2007-04-01,83,83
REYES,consultas odontologicas,primeras consultas,2007-04-01,122,122
RIBERALTA,consultas odontologicas,primeras consultas,2007-04-01,29,29
RURRENABAQUE,consultas odontologicas,primeras consultas,2007-04-01,23,23
SABAYA,consultas odontologicas,primeras consultas,2007-04-01,18,18
SACABA,consultas odontologicas,primeras consultas,2007-04-01,1462,1462
SACACA,consultas odontologicas,primeras consultas,2007-04-01,427,427
SALINAS DE GARCI MENDOZA,consultas odontologicas,primeras consultas,2007-04-01,30,30
SAMAIPATA,consultas odontologicas,primeras consultas,2007-04-01,38,38
SAN ANDRES,consultas odontologicas,primeras consultas,2007-04-01,10,10
SAN ANDRES DE MACHACA,consultas odontologicas,primeras consultas,2007-04-01,43,43
SAN ANTONIO DE LOMERIO,consultas odontologicas,primeras consultas,2007-04-01,63,63
SAN BORJA,consultas odontologicas,primeras consultas,2007-04-01,92,92
SAN BUENA VENTURA,consultas odontologicas,primeras consultas,2007-04-01,79,79
SAN CARLOS,consultas odontologicas,primeras consultas,2007-04-01,153,153
SAN IGNACIO,consultas odontologicas,primeras consultas,2007-04-01,133,133
SAN IGNACIO DE VELASCO,consultas odontologicas,primeras consultas,2007-04-01,203,203
SAN JAVIER(STC),consultas odontologicas,primeras consultas,2007-04-01,48,48
SAN JOAQUIN,consultas odontologicas,primeras consultas,2007-04-01,235,235
SAN JOSE DE CHIQUITOS,consultas odontologicas,primeras consultas,2007-04-01,48,48
SAN JUAN DE YAPACANI,consultas odontologicas,primeras consultas,2007-04-01,27,27
SAN LORENZO(PND),consultas odontologicas,primeras consultas,2007-04-01,126,126
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2007-04-01,294,294
SAN LUCAS,consultas odontologicas,primeras consultas,2007-04-01,190,190
SAN MIGUEL DE VELASCO,consultas odontologicas,primeras consultas,2007-04-01,169,169
SAN PEDRO,consultas odontologicas,primeras consultas,2007-04-01,15,15
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2007-04-01,87,87
SAN PEDRO DE CURAHUARA,consultas odontologicas,primeras consultas,2007-04-01,13,13
SAN PEDRO DE TIQUINA,consultas odontologicas,primeras consultas,2007-04-01,85,85
SAN RAFAEL,consultas odontologicas,primeras consultas,2007-04-01,59,59
SAN RAMON,consultas odontologicas,primeras consultas,2007-04-01,340,340
SANTA ANA,consultas odontologicas,primeras consultas,2007-04-01,42,42
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2007-04-01,9059,9059
SANTA ROSA,consultas odontologicas,primeras consultas,2007-04-01,198,198
SANTA ROSA DEL SARA,consultas odontologicas,primeras consultas,2007-04-01,1095,1095
SANTIAGO DE CALLAPA,consultas odontologicas,primeras consultas,2007-04-01,60,60
SANTIAGO DE HUARI,consultas odontologicas,primeras consultas,2007-04-01,297,297
SANTIAGO DE MACHACA,consultas odontologicas,primeras consultas,2007-04-01,40,40
SANTUARIO DE QUILLACAS,consultas odontologicas,primeras consultas,2007-04-01,47,47
SENA,consultas odontologicas,primeras consultas,2007-04-01,68,68
SICA SICA (VILLA AROMA),consultas odontologicas,primeras consultas,2007-04-01,104,104
SICAYA,consultas odontologicas,primeras consultas,2007-04-01,7,7
SIPE SIPE,consultas odontologicas,primeras consultas,2007-04-01,110,110
SOPACHUY,consultas odontologicas,primeras consultas,2007-04-01,83,83
SORACACHI,consultas odontologicas,primeras consultas,2007-04-01,25,25
SORATA,consultas odontologicas,primeras consultas,2007-04-01,28,28
SUCRE,consultas odontologicas,primeras consultas,2007-04-01,2187,2187
TACACOMA,consultas odontologicas,primeras consultas,2007-04-01,179,179
TACOPAYA,consultas odontologicas,primeras consultas,2007-04-01,358,358
TARABUCO,consultas odontologicas,primeras consultas,2007-04-01,905,905
TARACO,consultas odontologicas,primeras consultas,2007-04-01,106,106
TARATA,consultas odontologicas,primeras consultas,2007-04-01,31,31
TARIJA,consultas odontologicas,primeras consultas,2007-04-01,968,968
TARVITA,consultas odontologicas,primeras consultas,2007-04-01,160,160
TIAWANACU,consultas odontologicas,primeras consultas,2007-04-01,205,205
TINGUIPAYA,consultas odontologicas,primeras consultas,2007-04-01,15,15
TIPUANI,consultas odontologicas,primeras consultas,2007-04-01,30,30
TIQUIPAYA,consultas odontologicas,primeras consultas,2007-04-01,161,161
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2007-04-01,159,159
TOCO,consultas odontologicas,primeras consultas,2007-04-01,36,36
TOLATA,consultas odontologicas,primeras consultas,2007-04-01,17,17
TOLEDO,consultas odontologicas,primeras consultas,2007-04-01,227,227
TOMAVE,consultas odontologicas,primeras consultas,2007-04-01,37,37
TOMINA,consultas odontologicas,primeras consultas,2007-04-01,260,260
TORO TORO,consultas odontologicas,primeras consultas,2007-04-01,84,84
TOTORA(CBBA),consultas odontologicas,primeras consultas,2007-04-01,260,260
TOTORA(ORR),consultas odontologicas,primeras consultas,2007-04-01,31,31
TRINIDAD,consultas odontologicas,primeras consultas,2007-04-01,403,403
TUPIZA,consultas odontologicas,primeras consultas,2007-04-01,419,419
TURCO,consultas odontologicas,primeras consultas,2007-04-01,19,19
UMALA,consultas odontologicas,primeras consultas,2007-04-01,165,165
UNCIA,consultas odontologicas,primeras consultas,2007-04-01,109,109
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2007-04-01,178,178
URUBICHA,consultas odontologicas,primeras consultas,2007-04-01,2,2
UYUNI,consultas odontologicas,primeras consultas,2007-04-01,508,508
VACAS,consultas odontologicas,primeras consultas,2007-04-01,15,15
VIACHA,consultas odontologicas,primeras consultas,2007-04-01,96,96
VILLA MONTES,consultas odontologicas,primeras consultas,2007-04-01,457,457
VILLA NUEVA (LOMA ALTA),consultas odontologicas,primeras consultas,2007-04-01,168,168
VILLA RIVERO,consultas odontologicas,primeras consultas,2007-04-01,93,93
VILLA TUNARI,consultas odontologicas,primeras consultas,2007-04-01,979,979
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2007-04-01,86,86
VILLAZON,consultas odontologicas,primeras consultas,2007-04-01,239,239
VINTO,consultas odontologicas,primeras consultas,2007-04-01,67,67
VITICHI,consultas odontologicas,primeras consultas,2007-04-01,48,48
WALDO BALLIVIAN,consultas odontologicas,primeras consultas,2007-04-01,18,18
WARNES,consultas odontologicas,primeras consultas,2007-04-01,51,51
YACO,consultas odontologicas,primeras consultas,2007-04-01,35,35
YACUIBA,consultas odontologicas,primeras consultas,2007-04-01,381,381
YAMPARAEZ,consultas odontologicas,primeras consultas,2007-04-01,664,664
YANACACHI,consultas odontologicas,primeras consultas,2007-04-01,8,8
YAPACANI,consultas odontologicas,primeras consultas,2007-04-01,128,128
YOCALLA,consultas odontologicas,primeras consultas,2007-04-01,41,41
YOTALA,consultas odontologicas,primeras consultas,2007-04-01,231,231
YUNCHARA,consultas odontologicas,primeras consultas,2007-04-01,36,36
ZUDAÑEZ,consultas odontologicas,primeras consultas,2007-04-01,623,623
ACACIO,consultas odontologicas,primeras consultas,2007-05-01,172,172
ACHACACHI,consultas odontologicas,primeras consultas,2007-05-01,573,573
ACHOCALLA,consultas odontologicas,primeras consultas,2007-05-01,37,37
AIQUILE,consultas odontologicas,primeras consultas,2007-05-01,198,198
ANCORAIMES,consultas odontologicas,primeras consultas,2007-05-01,119,119
ANDAMARCA,consultas odontologicas,primeras consultas,2007-05-01,57,57
ANTEQUERA,consultas odontologicas,primeras consultas,2007-05-01,18,18
ANZALDO,consultas odontologicas,primeras consultas,2007-05-01,121,121
APOLO,consultas odontologicas,primeras consultas,2007-05-01,128,128
ARAMPAMPA,consultas odontologicas,primeras consultas,2007-05-01,224,224
ARBIETO,consultas odontologicas,primeras consultas,2007-05-01,19,19
ARQUE,consultas odontologicas,primeras consultas,2007-05-01,70,70
ASCENCION DE GUARAYOS,consultas odontologicas,primeras consultas,2007-05-01,127,127
ATOCHA,consultas odontologicas,primeras consultas,2007-05-01,1649,1649
AYATA,consultas odontologicas,primeras consultas,2007-05-01,282,282
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2007-05-01,211,211
AZURDUY,consultas odontologicas,primeras consultas,2007-05-01,29,29
BATALLAS,consultas odontologicas,primeras consultas,2007-05-01,98,98
BELEN DE URMIRI,consultas odontologicas,primeras consultas,2007-05-01,53,53
BELLA FLOR,consultas odontologicas,primeras consultas,2007-05-01,62,62
BERMEJO,consultas odontologicas,primeras consultas,2007-05-01,393,393
BETANZOS,consultas odontologicas,primeras consultas,2007-05-01,64,64
BOLIVAR,consultas odontologicas,primeras consultas,2007-05-01,266,266
BOLPEBRA,consultas odontologicas,primeras consultas,2007-05-01,10,10
BOYUIBE,consultas odontologicas,primeras consultas,2007-05-01,198,198
BUENA VISTA,consultas odontologicas,primeras consultas,2007-05-01,292,292
CABEZAS,consultas odontologicas,primeras consultas,2007-05-01,405,405
CAIROMA,consultas odontologicas,primeras consultas,2007-05-01,382,382
"CAIZA ""D""",consultas odontologicas,primeras consultas,2007-05-01,371,371
CAJUATA,consultas odontologicas,primeras consultas,2007-05-01,201,201
CALACOTO,consultas odontologicas,primeras consultas,2007-05-01,88,88
CALAMARCA,consultas odontologicas,primeras consultas,2007-05-01,72,72
CAMARGO,consultas odontologicas,primeras consultas,2007-05-01,354,354
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2007-05-01,40,40
CAMIRI,consultas odontologicas,primeras consultas,2007-05-01,1311,1311
CAPINOTA,consultas odontologicas,primeras consultas,2007-05-01,182,182
CAQUIAVIRI,consultas odontologicas,primeras consultas,2007-05-01,38,38
CARACOLLO,consultas odontologicas,primeras consultas,2007-05-01,198,198
CARANAVI,consultas odontologicas,primeras consultas,2007-05-01,428,428
CARAPARI,consultas odontologicas,primeras consultas,2007-05-01,406,406
CARIPUYO,consultas odontologicas,primeras consultas,2007-05-01,233,233
CARMEN RIVERO TORREZ,consultas odontologicas,primeras consultas,2007-05-01,53,53
CATACORA,consultas odontologicas,primeras consultas,2007-05-01,22,22
CHACARILLA,consultas odontologicas,primeras consultas,2007-05-01,1,1
CHALLAPATA,consultas odontologicas,primeras consultas,2007-05-01,401,401
CHAQUI,consultas odontologicas,primeras consultas,2007-05-01,2,2
CHARAGUA,consultas odontologicas,primeras consultas,2007-05-01,379,379
CHARAÑA,consultas odontologicas,primeras consultas,2007-05-01,114,114
CHAYANTA,consultas odontologicas,primeras consultas,2007-05-01,112,112
CHIMORE,consultas odontologicas,primeras consultas,2007-05-01,214,214
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,primeras consultas,2007-05-01,274,274
CHUMA,consultas odontologicas,primeras consultas,2007-05-01,795,795
CLIZA,consultas odontologicas,primeras consultas,2007-05-01,70,70
COBIJA,consultas odontologicas,primeras consultas,2007-05-01,237,237
COCHABAMBA,consultas odontologicas,primeras consultas,2007-05-01,4924,4924
COLCAPIRHUA,consultas odontologicas,primeras consultas,2007-05-01,96,96
"COLCHA ""K""",consultas odontologicas,primeras consultas,2007-05-01,22,22
COLOMI,consultas odontologicas,primeras consultas,2007-05-01,171,171
COLPA BELGICA,consultas odontologicas,primeras consultas,2007-05-01,310,310
