municipality,group,variable,month,Acciones preventivas,TOTAL
BOLIVAR,consultas odontologicas,acciones preventivas,2007-04-01,18,18
BOLPEBRA,consultas odontologicas,acciones preventivas,2007-04-01,115,115
BOYUIBE,consultas odontologicas,acciones preventivas,2007-04-01,93,93
BUENA VISTA,consultas odontologicas,acciones preventivas,2007-04-01,20,20
CABEZAS,consultas odontologicas,acciones preventivas,2007-04-01,99,99
CAIROMA,consultas odontologicas,acciones preventivas,2007-04-01,110,110
"CAIZA ""D""",consultas odontologicas,acciones preventivas,2007-04-01,18,18
CAJUATA,consultas odontologicas,acciones preventivas,2007-04-01,104,104
CALACOTO,consultas odontologicas,acciones preventivas,2007-04-01,28,28
CALAMARCA,consultas odontologicas,acciones preventivas,2007-04-01,35,35
CAMARGO,consultas odontologicas,acciones preventivas,2007-04-01,426,426
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,acciones preventivas,2007-04-01,42,42
CAMIRI,consultas odontologicas,acciones preventivas,2007-04-01,483,483
CAPINOTA,consultas odontologicas,acciones preventivas,2007-04-01,38,38
CAQUIAVIRI,consultas odontologicas,acciones preventivas,2007-04-01,4,4
CARACOLLO,consultas odontologicas,acciones preventivas,2007-04-01,37,37
CARANAVI,consultas odontologicas,acciones preventivas,2007-04-01,107,107
CARAPARI,consultas odontologicas,acciones preventivas,2007-04-01,61,61
CARIPUYO,consultas odontologicas,acciones preventivas,2007-04-01,17,17
CHALLAPATA,consultas odontologicas,acciones preventivas,2007-04-01,244,244
CHARAGUA,consultas odontologicas,acciones preventivas,2007-04-01,289,289
CHARAÑA,consultas odontologicas,acciones preventivas,2007-04-01,17,17
CHAYANTA,consultas odontologicas,acciones preventivas,2007-04-01,192,192
CHIMORE,consultas odontologicas,acciones preventivas,2007-04-01,48,48
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,acciones preventivas,2007-04-01,180,180
CHUMA,consultas odontologicas,acciones preventivas,2007-04-01,231,231
CLIZA,consultas odontologicas,acciones preventivas,2007-04-01,262,262
COBIJA,consultas odontologicas,acciones preventivas,2007-04-01,330,330
COCHABAMBA,consultas odontologicas,acciones preventivas,2007-04-01,43843,43843
COLCAPIRHUA,consultas odontologicas,acciones preventivas,2007-04-01,64,64
"COLCHA ""K""",consultas odontologicas,acciones preventivas,2007-04-01,2,2
COLOMI,consultas odontologicas,acciones preventivas,2007-04-01,135,135
COLPA BELGICA,consultas odontologicas,acciones preventivas,2007-04-01,188,188
COLQUECHACA,consultas odontologicas,acciones preventivas,2007-04-01,144,144
COLQUIRI,consultas odontologicas,acciones preventivas,2007-04-01,560,560
COMARAPA,consultas odontologicas,acciones preventivas,2007-04-01,257,257
COPACABANA,consultas odontologicas,acciones preventivas,2007-04-01,177,177
CORIPATA,consultas odontologicas,acciones preventivas,2007-04-01,250,250
CORO CORO,consultas odontologicas,acciones preventivas,2007-04-01,5,5
COROICO,consultas odontologicas,acciones preventivas,2007-04-01,56,56
CORQUE,consultas odontologicas,acciones preventivas,2007-04-01,24,24
COTAGAITA,consultas odontologicas,acciones preventivas,2007-04-01,538,538
COTOCA,consultas odontologicas,acciones preventivas,2007-04-01,23,23
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,acciones preventivas,2007-04-01,4,4
CUEVO,consultas odontologicas,acciones preventivas,2007-04-01,304,304
CULPINA,consultas odontologicas,acciones preventivas,2007-04-01,7,7
CURAHUARA DE CARANGAS,consultas odontologicas,acciones preventivas,2007-04-01,3,3
CURVA,consultas odontologicas,acciones preventivas,2007-04-01,35,35
DESAGUADERO,consultas odontologicas,acciones preventivas,2007-04-01,2,2
EL ALTO,consultas odontologicas,acciones preventivas,2007-04-01,3848,3848
EL CHORO,consultas odontologicas,acciones preventivas,2007-04-01,29,29
EL PUENTE(STC),consultas odontologicas,acciones preventivas,2007-04-01,8,8
EL PUENTE(TJA),consultas odontologicas,acciones preventivas,2007-04-01,91,91
EL TORNO,consultas odontologicas,acciones preventivas,2007-04-01,8,8
EL VILLAR,consultas odontologicas,acciones preventivas,2007-04-01,264,264
ENTRE RIOS,consultas odontologicas,acciones preventivas,2007-04-01,171,171
ENTRE RIOS,consultas odontologicas,acciones preventivas,2007-04-01,179,179
EUCALIPTUS,consultas odontologicas,acciones preventivas,2007-04-01,3,3
FERNANDEZ ALONSO,consultas odontologicas,acciones preventivas,2007-04-01,3,3
FILADELFIA,consultas odontologicas,acciones preventivas,2007-04-01,56,56
GENERAL SAAVEDRA,consultas odontologicas,acciones preventivas,2007-04-01,26,26
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,acciones preventivas,2007-04-01,112,112
GUANAY,consultas odontologicas,acciones preventivas,2007-04-01,64,64
GUAQUI,consultas odontologicas,acciones preventivas,2007-04-01,54,54
GUAYARAMERIN,consultas odontologicas,acciones preventivas,2007-04-01,71,71
GUTIERREZ,consultas odontologicas,acciones preventivas,2007-04-01,361,361
HUACARETA,consultas odontologicas,acciones preventivas,2007-04-01,20,20
HUACHACALLA,consultas odontologicas,acciones preventivas,2007-04-01,105,105
HUANUNI,consultas odontologicas,acciones preventivas,2007-04-01,47,47
HUARACAJE,consultas odontologicas,acciones preventivas,2007-04-01,25,25
ICHOCA,consultas odontologicas,acciones preventivas,2007-04-01,50,50
ICLA,consultas odontologicas,acciones preventivas,2007-04-01,900,900
INCAHUASI,consultas odontologicas,acciones preventivas,2007-04-01,361,361
INGAVI (HUMAITA),consultas odontologicas,acciones preventivas,2007-04-01,70,70
INQUISIVI,consultas odontologicas,acciones preventivas,2007-04-01,80,80
IRUPANA (VILLA DE LANZA),consultas odontologicas,acciones preventivas,2007-04-01,176,176
IXIAMAS,consultas odontologicas,acciones preventivas,2007-04-01,19,19
JESUS DE MACHACA,consultas odontologicas,acciones preventivas,2007-04-01,166,166
LA ASUNTA,consultas odontologicas,acciones preventivas,2007-04-01,47,47
LA GUARDIA,consultas odontologicas,acciones preventivas,2007-04-01,126,126
LA PAZ,consultas odontologicas,acciones preventivas,2007-04-01,5775,5775
LAGUNILLAS,consultas odontologicas,acciones preventivas,2007-04-01,289,289
LAJA,consultas odontologicas,acciones preventivas,2007-04-01,77,77
LAS CARRERAS,consultas odontologicas,acciones preventivas,2007-04-01,192,192
LICOMA PAMPA,consultas odontologicas,acciones preventivas,2007-04-01,96,96
LLALLAGUA,consultas odontologicas,acciones preventivas,2007-04-01,595,595
LLICA,consultas odontologicas,acciones preventivas,2007-04-01,3,3
LORETO,consultas odontologicas,acciones preventivas,2007-04-01,100,100
MACHACAMARCA,consultas odontologicas,acciones preventivas,2007-04-01,26,26
MACHARETI,consultas odontologicas,acciones preventivas,2007-04-01,94,94
MAGDALENA,consultas odontologicas,acciones preventivas,2007-04-01,30,30
MAIRANA,consultas odontologicas,acciones preventivas,2007-04-01,217,217
MAPIRI,consultas odontologicas,acciones preventivas,2007-04-01,80,80
MECAPACA,consultas odontologicas,acciones preventivas,2007-04-01,12,12
MINEROS,consultas odontologicas,acciones preventivas,2007-04-01,17,17
MIZQUE,consultas odontologicas,acciones preventivas,2007-04-01,76,76
MOCOMOCO,consultas odontologicas,acciones preventivas,2007-04-01,214,214
MOJOCOYA,consultas odontologicas,acciones preventivas,2007-04-01,80,80
MONTEAGUDO,consultas odontologicas,acciones preventivas,2007-04-01,899,899
MONTERO,consultas odontologicas,acciones preventivas,2007-04-01,3827,3827
MORO MORO,consultas odontologicas,acciones preventivas,2007-04-01,352,352
MOROCHATA,consultas odontologicas,acciones preventivas,2007-04-01,38,38
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,acciones preventivas,2007-04-01,112,112
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,acciones preventivas,2007-04-01,23,23
OCURI,consultas odontologicas,acciones preventivas,2007-04-01,2,2
OKINAWA,consultas odontologicas,acciones preventivas,2007-04-01,945,945
OMEREQUE,consultas odontologicas,acciones preventivas,2007-04-01,125,125
ORURO,consultas odontologicas,acciones preventivas,2007-04-01,1949,1949
PADCAYA,consultas odontologicas,acciones preventivas,2007-04-01,489,489
PADILLA,consultas odontologicas,acciones preventivas,2007-04-01,235,235
PAILON,consultas odontologicas,acciones preventivas,2007-04-01,675,675
PALCA,consultas odontologicas,acciones preventivas,2007-04-01,24,24
PALOS BLANCOS,consultas odontologicas,acciones preventivas,2007-04-01,1472,1472
PAMPA AULLAGAS,consultas odontologicas,acciones preventivas,2007-04-01,277,277
PAMPA GRANDE,consultas odontologicas,acciones preventivas,2007-04-01,19,19
PASORAPA,consultas odontologicas,acciones preventivas,2007-04-01,228,228
PATACAMAYA,consultas odontologicas,acciones preventivas,2007-04-01,11,11
PAZÑA,consultas odontologicas,acciones preventivas,2007-04-01,9,9
PELECHUCO,consultas odontologicas,acciones preventivas,2007-04-01,45,45
POCOATA,consultas odontologicas,acciones preventivas,2007-04-01,13,13
POJO (CBBA),consultas odontologicas,acciones preventivas,2007-04-01,16,16
POOPO,consultas odontologicas,acciones preventivas,2007-04-01,34,34
PORCO,consultas odontologicas,acciones preventivas,2007-04-01,80,80
POROMA,consultas odontologicas,acciones preventivas,2007-04-01,14,14
PORONGO,consultas odontologicas,acciones preventivas,2007-04-01,343,343
PORTACHUELO,consultas odontologicas,acciones preventivas,2007-04-01,214,214
PORVENIR,consultas odontologicas,acciones preventivas,2007-04-01,36,36
POSTRER VALLE,consultas odontologicas,acciones preventivas,2007-04-01,2,2
POTOSI,consultas odontologicas,acciones preventivas,2007-04-01,623,623
PRESTO,consultas odontologicas,acciones preventivas,2007-04-01,235,235
PUCARA,consultas odontologicas,acciones preventivas,2007-04-01,40,40
PUCARANI,consultas odontologicas,acciones preventivas,2007-04-01,74,74
PUERTO ACOSTA,consultas odontologicas,acciones preventivas,2007-04-01,11,11
PUERTO CARABUCO,consultas odontologicas,acciones preventivas,2007-04-01,1,1
PUERTO GONZALO MORENO,consultas odontologicas,acciones preventivas,2007-04-01,327,327
PUERTO QUIJARRO,consultas odontologicas,acciones preventivas,2007-04-01,563,563
PUERTO RICO,consultas odontologicas,acciones preventivas,2007-04-01,50,50
PUERTO SILES,consultas odontologicas,acciones preventivas,2007-04-01,2,2
PUERTO SUAREZ,consultas odontologicas,acciones preventivas,2007-04-01,25,25
PUERTO VILLARROEL,consultas odontologicas,acciones preventivas,2007-04-01,111,111
PUNA,consultas odontologicas,acciones preventivas,2007-04-01,431,431
PUNATA,consultas odontologicas,acciones preventivas,2007-04-01,517,517
QUILLACOLLO,consultas odontologicas,acciones preventivas,2007-04-01,407,407
QUIME,consultas odontologicas,acciones preventivas,2007-04-01,217,217
QUIRUSILLAS,consultas odontologicas,acciones preventivas,2007-04-01,20,20
RAVELO,consultas odontologicas,acciones preventivas,2007-04-01,26,26
REYES,consultas odontologicas,acciones preventivas,2007-04-01,88,88
RIBERALTA,consultas odontologicas,acciones preventivas,2007-04-01,288,288
ROBORE,consultas odontologicas,acciones preventivas,2007-04-01,83,83
RURRENABAQUE,consultas odontologicas,acciones preventivas,2007-04-01,77,77
SABAYA,consultas odontologicas,acciones preventivas,2007-04-01,6,6
SACABA,consultas odontologicas,acciones preventivas,2007-04-01,1333,1333
SACACA,consultas odontologicas,acciones preventivas,2007-04-01,256,256
SALINAS DE GARCI MENDOZA,consultas odontologicas,acciones preventivas,2007-04-01,5,5
SAMAIPATA,consultas odontologicas,acciones preventivas,2007-04-01,259,259
SAN ANDRES,consultas odontologicas,acciones preventivas,2007-04-01,230,230
SAN ANDRES DE MACHACA,consultas odontologicas,acciones preventivas,2007-04-01,8,8
SAN BORJA,consultas odontologicas,acciones preventivas,2007-04-01,38,38
SAN BUENA VENTURA,consultas odontologicas,acciones preventivas,2007-04-01,27,27
SAN CARLOS,consultas odontologicas,acciones preventivas,2007-04-01,29,29
SAN IGNACIO,consultas odontologicas,acciones preventivas,2007-04-01,129,129
SAN IGNACIO DE VELASCO,consultas odontologicas,acciones preventivas,2007-04-01,158,158
SAN JAVIER(STC),consultas odontologicas,acciones preventivas,2007-04-01,3,3
SAN JOAQUIN,consultas odontologicas,acciones preventivas,2007-04-01,218,218
SAN JUAN DE YAPACANI,consultas odontologicas,acciones preventivas,2007-04-01,11,11
SAN JULIAN,consultas odontologicas,acciones preventivas,2007-04-01,1,1
SAN LORENZO(PND),consultas odontologicas,acciones preventivas,2007-04-01,88,88
SAN LORENZO(TJA),consultas odontologicas,acciones preventivas,2007-04-01,706,706
SAN LUCAS,consultas odontologicas,acciones preventivas,2007-04-01,132,132
SAN MATIAS,consultas odontologicas,acciones preventivas,2007-04-01,7,7
SAN MIGUEL DE VELASCO,consultas odontologicas,acciones preventivas,2007-04-01,207,207
SAN PEDRO,consultas odontologicas,acciones preventivas,2007-04-01,2,2
SAN PEDRO DE BUENA VISTA,consultas odontologicas,acciones preventivas,2007-04-01,6,6
SAN PEDRO DE TIQUINA,consultas odontologicas,acciones preventivas,2007-04-01,32,32
SAN RAFAEL,consultas odontologicas,acciones preventivas,2007-04-01,19,19
SAN RAMON,consultas odontologicas,acciones preventivas,2007-04-01,322,322
SAN RAMON,consultas odontologicas,acciones preventivas,2007-04-01,58,58
SANTA ANA,consultas odontologicas,acciones preventivas,2007-04-01,92,92
SANTA CRUZ DE LA SIERRA,consultas odontologicas,acciones preventivas,2007-04-01,7449,7449
SANTA ROSA,consultas odontologicas,acciones preventivas,2007-04-01,170,170
SANTA ROSA DEL SARA,consultas odontologicas,acciones preventivas,2007-04-01,314,314
SANTIAGO DE CALLAPA,consultas odontologicas,acciones preventivas,2007-04-01,46,46
SANTIAGO DE HUARI,consultas odontologicas,acciones preventivas,2007-04-01,57,57
SANTUARIO DE QUILLACAS,consultas odontologicas,acciones preventivas,2007-04-01,4,4
SAPAHAQUI,consultas odontologicas,acciones preventivas,2007-04-01,129,129
SENA,consultas odontologicas,acciones preventivas,2007-04-01,64,64
SICA SICA (VILLA AROMA),consultas odontologicas,acciones preventivas,2007-04-01,62,62
SICAYA,consultas odontologicas,acciones preventivas,2007-04-01,4,4
SIPE SIPE,consultas odontologicas,acciones preventivas,2007-04-01,338,338
SOPACHUY,consultas odontologicas,acciones preventivas,2007-04-01,264,264
SORACACHI,consultas odontologicas,acciones preventivas,2007-04-01,155,155
SORATA,consultas odontologicas,acciones preventivas,2007-04-01,44,44
SUCRE,consultas odontologicas,acciones preventivas,2007-04-01,3824,3824
TACACOMA,consultas odontologicas,acciones preventivas,2007-04-01,336,336
TACOPAYA,consultas odontologicas,acciones preventivas,2007-04-01,78,78
TAPACARI,consultas odontologicas,acciones preventivas,2007-04-01,90,90
TARABUCO,consultas odontologicas,acciones preventivas,2007-04-01,1551,1551
TARACO,consultas odontologicas,acciones preventivas,2007-04-01,5,5
TARATA,consultas odontologicas,acciones preventivas,2007-04-01,3,3
TARIJA,consultas odontologicas,acciones preventivas,2007-04-01,842,842
TARVITA,consultas odontologicas,acciones preventivas,2007-04-01,75,75
TIAWANACU,consultas odontologicas,acciones preventivas,2007-04-01,5,5
TINGUIPAYA,consultas odontologicas,acciones preventivas,2007-04-01,525,525
TIPUANI,consultas odontologicas,acciones preventivas,2007-04-01,46,46
TIQUIPAYA,consultas odontologicas,acciones preventivas,2007-04-01,325,325
TIRAQUE (CBBA),consultas odontologicas,acciones preventivas,2007-04-01,371,371
TOCO,consultas odontologicas,acciones preventivas,2007-04-01,28,28
TOLATA,consultas odontologicas,acciones preventivas,2007-04-01,350,350
TOLEDO,consultas odontologicas,acciones preventivas,2007-04-01,19,19
TOMAVE,consultas odontologicas,acciones preventivas,2007-04-01,14,14
TOMINA,consultas odontologicas,acciones preventivas,2007-04-01,320,320
TORO TORO,consultas odontologicas,acciones preventivas,2007-04-01,16,16
TOTORA(CBBA),consultas odontologicas,acciones preventivas,2007-04-01,1078,1078
TRIGAL,consultas odontologicas,acciones preventivas,2007-04-01,3,3
TRINIDAD,consultas odontologicas,acciones preventivas,2007-04-01,879,879
TUPIZA,consultas odontologicas,acciones preventivas,2007-04-01,600,600
TURCO,consultas odontologicas,acciones preventivas,2007-04-01,64,64
UNCIA,consultas odontologicas,acciones preventivas,2007-04-01,332,332
URIONDO (A. CONCEPCION),consultas odontologicas,acciones preventivas,2007-04-01,201,201
UYUNI,consultas odontologicas,acciones preventivas,2007-04-01,3,3
VACAS,consultas odontologicas,acciones preventivas,2007-04-01,3,3
VALLEGRANDE,consultas odontologicas,acciones preventivas,2007-04-01,2103,2103
VIACHA,consultas odontologicas,acciones preventivas,2007-04-01,495,495
VILA VILA,consultas odontologicas,acciones preventivas,2007-04-01,19,19
VILLA MONTES,consultas odontologicas,acciones preventivas,2007-04-01,332,332
VILLA NUEVA (LOMA ALTA),consultas odontologicas,acciones preventivas,2007-04-01,111,111
VILLA RIVERO,consultas odontologicas,acciones preventivas,2007-04-01,43,43
VILLA TUNARI,consultas odontologicas,acciones preventivas,2007-04-01,411,411
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,acciones preventivas,2007-04-01,403,403
VILLAZON,consultas odontologicas,acciones preventivas,2007-04-01,97,97
VINTO,consultas odontologicas,acciones preventivas,2007-04-01,150,150
VITICHI,consultas odontologicas,acciones preventivas,2007-04-01,65,65
WARNES,consultas odontologicas,acciones preventivas,2007-04-01,392,392
YACO,consultas odontologicas,acciones preventivas,2007-04-01,5,5
YACUIBA,consultas odontologicas,acciones preventivas,2007-04-01,391,391
YAMPARAEZ,consultas odontologicas,acciones preventivas,2007-04-01,643,643
YAPACANI,consultas odontologicas,acciones preventivas,2007-04-01,15,15
YOCALLA,consultas odontologicas,acciones preventivas,2007-04-01,6,6
YOTALA,consultas odontologicas,acciones preventivas,2007-04-01,244,244
YUNCHARA,consultas odontologicas,acciones preventivas,2007-04-01,2,2
ZUDAÑEZ,consultas odontologicas,acciones preventivas,2007-04-01,650,650
ACACIO,consultas odontologicas,acciones preventivas,2007-05-01,9,9
ACHACACHI,consultas odontologicas,acciones preventivas,2007-05-01,321,321
ACHOCALLA,consultas odontologicas,acciones preventivas,2007-05-01,49,49
AIQUILE,consultas odontologicas,acciones preventivas,2007-05-01,1208,1208
ALCALA,consultas odontologicas,acciones preventivas,2007-05-01,349,349
ANCORAIMES,consultas odontologicas,acciones preventivas,2007-05-01,626,626
ANDAMARCA,consultas odontologicas,acciones preventivas,2007-05-01,162,162
ANTEQUERA,consultas odontologicas,acciones preventivas,2007-05-01,1,1
ANZALDO,consultas odontologicas,acciones preventivas,2007-05-01,258,258
APOLO,consultas odontologicas,acciones preventivas,2007-05-01,29,29
ARAMPAMPA,consultas odontologicas,acciones preventivas,2007-05-01,190,190
ARBIETO,consultas odontologicas,acciones preventivas,2007-05-01,50,50
ARQUE,consultas odontologicas,acciones preventivas,2007-05-01,7,7
ASCENCION DE GUARAYOS,consultas odontologicas,acciones preventivas,2007-05-01,1570,1570
ATOCHA,consultas odontologicas,acciones preventivas,2007-05-01,568,568
AYATA,consultas odontologicas,acciones preventivas,2007-05-01,214,214
AYO AYO,consultas odontologicas,acciones preventivas,2007-05-01,22,22
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,acciones preventivas,2007-05-01,711,711
AZURDUY,consultas odontologicas,acciones preventivas,2007-05-01,155,155
BATALLAS,consultas odontologicas,acciones preventivas,2007-05-01,1,1
BELEN DE URMIRI,consultas odontologicas,acciones preventivas,2007-05-01,12,12
BELLA FLOR,consultas odontologicas,acciones preventivas,2007-05-01,49,49
BERMEJO,consultas odontologicas,acciones preventivas,2007-05-01,448,448
BOLIVAR,consultas odontologicas,acciones preventivas,2007-05-01,29,29
BOLPEBRA,consultas odontologicas,acciones preventivas,2007-05-01,47,47
BUENA VISTA,consultas odontologicas,acciones preventivas,2007-05-01,92,92
CABEZAS,consultas odontologicas,acciones preventivas,2007-05-01,489,489
CAIROMA,consultas odontologicas,acciones preventivas,2007-05-01,468,468
"CAIZA ""D""",consultas odontologicas,acciones preventivas,2007-05-01,554,554
CAJUATA,consultas odontologicas,acciones preventivas,2007-05-01,119,119
CALACOTO,consultas odontologicas,acciones preventivas,2007-05-01,24,24
CALAMARCA,consultas odontologicas,acciones preventivas,2007-05-01,72,72
CAMARGO,consultas odontologicas,acciones preventivas,2007-05-01,332,332
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,acciones preventivas,2007-05-01,21,21
CAMIRI,consultas odontologicas,acciones preventivas,2007-05-01,475,475
CAPINOTA,consultas odontologicas,acciones preventivas,2007-05-01,115,115
CAQUIAVIRI,consultas odontologicas,acciones preventivas,2007-05-01,1,1
CARACOLLO,consultas odontologicas,acciones preventivas,2007-05-01,76,76
CARANAVI,consultas odontologicas,acciones preventivas,2007-05-01,269,269
CARAPARI,consultas odontologicas,acciones preventivas,2007-05-01,1570,1570
CARIPUYO,consultas odontologicas,acciones preventivas,2007-05-01,105,105
CARMEN RIVERO TORREZ,consultas odontologicas,acciones preventivas,2007-05-01,53,53
CHALLAPATA,consultas odontologicas,acciones preventivas,2007-05-01,251,251
CHARAGUA,consultas odontologicas,acciones preventivas,2007-05-01,93,93
CHARAÑA,consultas odontologicas,acciones preventivas,2007-05-01,18,18
CHAYANTA,consultas odontologicas,acciones preventivas,2007-05-01,22,22
CHIMORE,consultas odontologicas,acciones preventivas,2007-05-01,86,86
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,acciones preventivas,2007-05-01,238,238
CHUMA,consultas odontologicas,acciones preventivas,2007-05-01,510,510
CLIZA,consultas odontologicas,acciones preventivas,2007-05-01,663,663
COBIJA,consultas odontologicas,acciones preventivas,2007-05-01,438,438
COCHABAMBA,consultas odontologicas,acciones preventivas,2007-05-01,47721,47721
COLCAPIRHUA,consultas odontologicas,acciones preventivas,2007-05-01,192,192
"COLCHA ""K""",consultas odontologicas,acciones preventivas,2007-05-01,18,18
COLOMI,consultas odontologicas,acciones preventivas,2007-05-01,535,535
COLPA BELGICA,consultas odontologicas,acciones preventivas,2007-05-01,253,253
COLQUECHACA,consultas odontologicas,acciones preventivas,2007-05-01,9,9
COLQUENCHA,consultas odontologicas,acciones preventivas,2007-05-01,15,15
COLQUIRI,consultas odontologicas,acciones preventivas,2007-05-01,212,212
COMANCHE,consultas odontologicas,acciones preventivas,2007-05-01,15,15
COMARAPA,consultas odontologicas,acciones preventivas,2007-05-01,133,133
COPACABANA,consultas odontologicas,acciones preventivas,2007-05-01,6,6
CORIPATA,consultas odontologicas,acciones preventivas,2007-05-01,43,43
COROICO,consultas odontologicas,acciones preventivas,2007-05-01,54,54
CORQUE,consultas odontologicas,acciones preventivas,2007-05-01,48,48
COTAGAITA,consultas odontologicas,acciones preventivas,2007-05-01,437,437
COTOCA,consultas odontologicas,acciones preventivas,2007-05-01,20,20
CUATRO CAÑADAS,consultas odontologicas,acciones preventivas,2007-05-01,83,83
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,acciones preventivas,2007-05-01,4,4
CUEVO,consultas odontologicas,acciones preventivas,2007-05-01,133,133
CULPINA,consultas odontologicas,acciones preventivas,2007-05-01,97,97
CURAHUARA DE CARANGAS,consultas odontologicas,acciones preventivas,2007-05-01,6,6
CURVA,consultas odontologicas,acciones preventivas,2007-05-01,48,48
DESAGUADERO,consultas odontologicas,acciones preventivas,2007-05-01,60,60
EL ALTO,consultas odontologicas,acciones preventivas,2007-05-01,3657,3657
EL PUENTE(TJA),consultas odontologicas,acciones preventivas,2007-05-01,278,278
EL TORNO,consultas odontologicas,acciones preventivas,2007-05-01,15,15
EL VILLAR,consultas odontologicas,acciones preventivas,2007-05-01,80,80
ENTRE RIOS,consultas odontologicas,acciones preventivas,2007-05-01,212,212
ENTRE RIOS,consultas odontologicas,acciones preventivas,2007-05-01,124,124
EUCALIPTUS,consultas odontologicas,acciones preventivas,2007-05-01,4,4
FERNANDEZ ALONSO,consultas odontologicas,acciones preventivas,2007-05-01,1,1
FILADELFIA,consultas odontologicas,acciones preventivas,2007-05-01,98,98
GENERAL SAAVEDRA,consultas odontologicas,acciones preventivas,2007-05-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,acciones preventivas,2007-05-01,352,352
GUANAY,consultas odontologicas,acciones preventivas,2007-05-01,103,103
GUAQUI,consultas odontologicas,acciones preventivas,2007-05-01,20,20
GUAYARAMERIN,consultas odontologicas,acciones preventivas,2007-05-01,133,133
GUTIERREZ,consultas odontologicas,acciones preventivas,2007-05-01,473,473
HUACARETA,consultas odontologicas,acciones preventivas,2007-05-01,179,179
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,acciones preventivas,2007-05-01,14,14
HUACHACALLA,consultas odontologicas,acciones preventivas,2007-05-01,2,2
HUANUNI,consultas odontologicas,acciones preventivas,2007-05-01,908,908
HUARACAJE,consultas odontologicas,acciones preventivas,2007-05-01,12,12
HUAYLLAMARCA,consultas odontologicas,acciones preventivas,2007-05-01,4,4
ICHOCA,consultas odontologicas,acciones preventivas,2007-05-01,7,7
ICLA,consultas odontologicas,acciones preventivas,2007-05-01,325,325
INCAHUASI,consultas odontologicas,acciones preventivas,2007-05-01,205,205
INQUISIVI,consultas odontologicas,acciones preventivas,2007-05-01,238,238
IRUPANA (VILLA DE LANZA),consultas odontologicas,acciones preventivas,2007-05-01,45,45
IXIAMAS,consultas odontologicas,acciones preventivas,2007-05-01,46,46
JESUS DE MACHACA,consultas odontologicas,acciones preventivas,2007-05-01,23,23
LA ASUNTA,consultas odontologicas,acciones preventivas,2007-05-01,52,52
LA GUARDIA,consultas odontologicas,acciones preventivas,2007-05-01,53,53
LA PAZ,consultas odontologicas,acciones preventivas,2007-05-01,6153,6153
LAGUNILLAS,consultas odontologicas,acciones preventivas,2007-05-01,46,46
LAJA,consultas odontologicas,acciones preventivas,2007-05-01,18,18
LAS CARRERAS,consultas odontologicas,acciones preventivas,2007-05-01,127,127
LICOMA PAMPA,consultas odontologicas,acciones preventivas,2007-05-01,21,21
LLALLAGUA,consultas odontologicas,acciones preventivas,2007-05-01,275,275
LLICA,consultas odontologicas,acciones preventivas,2007-05-01,3,3
MACHACAMARCA,consultas odontologicas,acciones preventivas,2007-05-01,29,29
MACHARETI,consultas odontologicas,acciones preventivas,2007-05-01,251,251
MAGDALENA,consultas odontologicas,acciones preventivas,2007-05-01,12,12
MAIRANA,consultas odontologicas,acciones preventivas,2007-05-01,50,50
MAPIRI,consultas odontologicas,acciones preventivas,2007-05-01,26,26
MECAPACA,consultas odontologicas,acciones preventivas,2007-05-01,42,42
MINEROS,consultas odontologicas,acciones preventivas,2007-05-01,39,39
MIZQUE,consultas odontologicas,acciones preventivas,2007-05-01,656,656
MOCOMOCO,consultas odontologicas,acciones preventivas,2007-05-01,48,48
MOJOCOYA,consultas odontologicas,acciones preventivas,2007-05-01,28,28
MONTEAGUDO,consultas odontologicas,acciones preventivas,2007-05-01,458,458
MONTERO,consultas odontologicas,acciones preventivas,2007-05-01,158,158
MORO MORO,consultas odontologicas,acciones preventivas,2007-05-01,2,2
MOROCHATA,consultas odontologicas,acciones preventivas,2007-05-01,261,261
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,acciones preventivas,2007-05-01,86,86
OKINAWA,consultas odontologicas,acciones preventivas,2007-05-01,22,22
OMEREQUE,consultas odontologicas,acciones preventivas,2007-05-01,260,260
ORURO,consultas odontologicas,acciones preventivas,2007-05-01,2333,2333
PADCAYA,consultas odontologicas,acciones preventivas,2007-05-01,285,285
PADILLA,consultas odontologicas,acciones preventivas,2007-05-01,342,342
PAILON,consultas odontologicas,acciones preventivas,2007-05-01,127,127
PALCA,consultas odontologicas,acciones preventivas,2007-05-01,233,233
PALOS BLANCOS,consultas odontologicas,acciones preventivas,2007-05-01,1189,1189
PAMPA AULLAGAS,consultas odontologicas,acciones preventivas,2007-05-01,72,72
