,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES
MIZQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,0,0,1
MOCOMOCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,2,2,5
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,0,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,4,5,3,14
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,15,9,41,40,105
MORO MORO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,0,1,1
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,1,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,3,0,3
OKINAWA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,3,0,8,9,20
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,29,20,108,145,302
PADCAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,0,0,1
PADILLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,4,5,11,12,32
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,7,0,2,11
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,5,7,8,20
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,3,1,1,2,7
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,1,0,0,2
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,4,3,8
PAZÑA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,1,0,2
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,1,1,3
POCOATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,7,2,10
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,1,1,1,3
POOPO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,1,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,1,0,0,2
POROMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,1,0,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,0,5,6,13
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,3,4,7,3,17
PORVENIR,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,1,2,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,23,21,55,56,155
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,3,5,10,6,24
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,1,0,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,1,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,3,9,10,24
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,1,1,0,3
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,6,7,6,21
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,10,1,4,17
PUNA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,1,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,1,2,2,7
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,7,15,13,10,45
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,3,4,0,0,7
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,2,0,1,4
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,15,16,27,19,77
ROBORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,1,9,8,19
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,2,5,3,11
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,10,8,12,17,47
SACACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,2,0,2,4
SAIPINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,1,1,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,1,2,1,5
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,2,0,1,4
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,1,0,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,2,10,7,19
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,2,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,0,1,2
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,2,3,2,9
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,9,5,32,30,76
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,2,5,7
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,4,7,3,16
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,5,6,4,17
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,9,12,20,23,64
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,1,0,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,1,6,5,13
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,0,7,5,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,4,6,12,15,37
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,3,3,7
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,8,6,13,11,38
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,1,2,2,7
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,3,6,0,1,10
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,1,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,1,11,11,25
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,1,2,1,5
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,2,7,2,11
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,2,2,2,6
SAN PEDRO DE MACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,0,0,2,4
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,1,1,2
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,2,2,5
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,2,11,6,21
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,3,3,2,4,12
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,228,225,653,681,1787
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,3,3,0,0,6
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,7,11,6,8,32
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,1,0,0,2
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,1,0,0,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,0,1,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,2,0,0,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,1,1,0,2
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,3,0,0,5
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,3,2,8,8,21
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,6,0,1,2,9
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,1,1,0,3
SICAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,4,5,3,14
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,0,0,1
SORACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,2,3,0,7
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,3,0,1,6
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,28,27,48,43,146
TACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,2,0,2
TACACOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,1,1,0,2
TARATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,0,1,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,23,18,38,29,108
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,5,4,2,13
TIAHUANACU,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,0,1,1
TIPUANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,2,1,1,6
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,4,8,11,4,27
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,0,0,2,4
TOLATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,1,0,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,2,0,1,3
TOMAVE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,5,2,1,0,8
TRIGAL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,9,8,91,90,198
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,3,3,1,3,10
TURCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,2,2,3,7
UNCIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,3,4,11,5,23
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,2,2,2,0,6
URUBICHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,3,2,0,0,5
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,5,6,1,7,19
VACAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,0,2,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,6,3,26,16,51
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,1,3,1,6
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,3,4,9,20,36
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,2,2,4
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,1,1,0,2
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,6,8,10,6,30
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,7,3,9,5,24
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,6,3,0,2,11
VITICHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,3,2,6
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,21,16,54,52,143
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,4,11,25,21,61
YANACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,1,1,0,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,4,1,8,11,24
YOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,0,0,1
YUNCHARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,0,0,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-04-01,1,0,0,1,2
ACACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,0,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,3,4,0,0,7
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,5,3,0,0,8
AIQUILE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,1,0,1,2
ALALAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,1,0,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,0,0,0,1
APOLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,1,3,0,5
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,2,0,2
ARBIETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,3,0,2,1,6
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,6,2,0,0,8
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,5,2,1,1,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,2,0,1,4
AZURDUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,1,0,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,1,0,1,3
BELEN DE URMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,2,2,2,0,6
BETANZOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,2,1,3,0,6
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,3,0,1,2,6
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,2,3,6,8,19
CAIROMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,2,2,0,0,4
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,0,0,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,5,3,1,0,9
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,0,0,0,1
CAMARGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,2,0,4,1,7
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,6,10,3,0,19
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,1,0,1,3
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,0,0,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,2,4,1,0,7
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,6,5,5,2,18
CARAPARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,1,1,0,3
CARIPUYO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,0,0,1,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,0,3,3
CHACARILLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,5,6,4,16
CHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,1,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,9,5,19,9,42
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,3,1,5,10
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,5,5,0,2,12
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,2,4,1,1,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,2,4,6
CLIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,0,2,1,4
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,2,1,12,6,21
COCAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,0,1,1,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,90,96,56,69,311
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,3,5,6,15
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,4,0,0,5
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,3,1,0,5
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,5,2,0,0,7
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,0,3,3
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,0,0,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,2,2,0,1,5
COMARAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,6,5,2,1,14
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,3,3,2,1,9
COPACABANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,2,0,0,0,2
CORO CORO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,0,1,0,2
COROICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,2,0,0,2
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,10,7,5,2,24
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,6,2,2,11
CULPINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,2,0,2,5
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,2,1,0,4
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,91,100,146,136,473
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,1,2,3
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,1,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,10,5,0,0,15
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,3,0,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,10,6,2,4,22
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,1,1,2
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,2,1,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,1,2,2,5
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,2,1,2,0,5
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,2,0,0,3
GUANAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,3,3,0,2,8
GUAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,12,10,26,22,70
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,2,4,1,2,9
HUACARETA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,1,2,2,5
HUARINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,0,0,0,1
HUATAJATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,0,1,1
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,1,0,0,0,1
ICHOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-05-01,0,0,1,1,2
