,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,2,2,2,7
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,0,1,1,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,41,37,5,5,88
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,2,1,1,3,7
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
COMANCHE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,1,1,2
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,2,0,0,2
CORO CORO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,5,3,1,0,9
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,3,0,0,0,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,26,33,19,32,110
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,2,0,0,3
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,3,8,2,0,13
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,0,1,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,1,2,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,3,5,0,0,8
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
HUACARETA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,1,1,0,3
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,1,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,2,1,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,3,2,4,0,9
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,7,1,1,0,9
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,34,23,1,4,62
LAJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
LURIBAY,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,3,1,0,0,4
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,3,2,0,2,7
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,1,0,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,6,1,0,3,10
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,0,1,1
OCURI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,2,0,2,0,4
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,10,5,0,0,15
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,2,0,3,5
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,2,2,1,2,7
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,0,4,0,5
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,2,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,0,1,5,7
POROMA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,2,0,0,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,14,7,1,1,23
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,2,0,0,0,2
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,1,2,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,1,1,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,2,6,3,1,12
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,2,5,2,1,10
REYES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,6,3,0,0,9
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,3,4,0,5,12
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,0,2,1,4
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,5,1,1,3,10
SACACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
SAIPINA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,5,6,1,2,14
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,2,1,5,3,11
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,3,3,1,3,10
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,0,1,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,2,1,0,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,5,5,14,7,31
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,3,1,0,0,4
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,2,1,0,0,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,2,1,1,0,4
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,5,1,7
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,3,1,4
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,3,0,0,4
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,7,3,10
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,60,64,10,15,149
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,1,1,4,7
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,0,1,2
SENA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,1,1,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,3,0,0,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,2,0,1,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,3,3,0,0,6
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,1,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,4,4,0,0,8
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,3,1,3,3,10
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,7,4,2,3,16
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
TOMINA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,5,5,0,0,10
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,3,4,0,0,7
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,4,1,0,0,5
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,2,0,1,3
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,3,2,1,1,7
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,1,1,0,3
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,5,4,5,0,14
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,1,1,0,3
VINTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,1,2,0,4
WARNES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,3,4,0,0,7
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,2,0,0,3,5
YANACACHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,1,0,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,1,1,0,2
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-03-01,0,2,0,0,2
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,3,1,1,0,5
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,1,0,0,2
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
APOLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
ARANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,3,0,0,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,2,12,4,18
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,2,2,3,7
BOLPEBRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,1,1,2
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,3,1,2,6
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,3,4,8
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,2,5,4,12
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,2,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,1,2,2,6
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,4,2,1,2,9
CARAPARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,2,0,0,4
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,3,6,9
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,1,7,1,11
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,2,0,0,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,1,7,2,12
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,1,0,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,11,2,13
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,27,22,9,14,72
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,3,0,4,6,13
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,0,1,2
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,2,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,2,1,4
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
COMANCHE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,2,3,5
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,5,1,1,2,9
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,1,0,2,4
CORO CORO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,5,0,0,6
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,6,18,21,47
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,0,1,2
CULPINA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,3,0,0,5
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,28,36,131,112,307
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,2,2,4
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,2,1,1,6
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,2,0,0,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,2,1,3
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,7,5,12
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,2,1,4
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,1,7,4,14
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,1,1,2
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,3,3,6
HUATAJATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,3,0,0,5
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,1,1,0,4
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,3,1,5
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,1,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,4,3,10,12,29
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,34,27,39,50,150
LAJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,5,0,6
LORETO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,2,0,0,2
LURIBAY,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,0,0,0,2
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,3,2,0,7
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,1,3,4
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,1,1,3
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,0,3,1,6
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,0,1,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,4,4,15,12,35
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
OCURI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,4,4,8
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,8,12,54,51,125
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,4,1,9,18,32
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,10,2,13
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,1,1,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,2,1,3
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
POCOATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,1,3,1,6
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,2,0,1,4
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,14,13,17,14,58
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,3,2,3,10
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,1,1,2
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,2,2,5
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,0,3,2,7
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,6,3,1,12
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,3,4,1,4,12
QUIME,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
QUIRUSILLAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,0,1,2
REYES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,3,3,23,11,40
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,1,5,6
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,2,0,1,3
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,3,3,1,2,9
SACACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,3,0,1,4
SAIPINA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,1,0,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,2,1,2,3,8
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,10,6,23,26,65
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,0,5,5
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,5,5,0,0,10
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,2,9,2,13
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,4,6,4,14,28
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,4,2,7
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,3,2,5
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,0,0,4,1,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2022-04-01,1,0,7,6,14
