,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
GUANAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,5,7,0,0,12
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,1,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,2,1,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,3,3,4,0,10
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,7,1,1,3,12
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,26,12,1,4,43
LURIBAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,2,0,0,0,2
MACHARETI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,2,0,0,1,3
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,2,2,2,2,8
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,0,1,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,6,3,1,3,13
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,9,9,0,0,18
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,1,4,6
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,2,2,1,2,7
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,4,0,5
PAZÑA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,2,4,7
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,2,0,0,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,8,3,0,1,12
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,4,8,17,30
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,1,2,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,3,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,2,6,3,1,12
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,2,5,2,1,10
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,6,3,0,0,9
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,3,0,0,4
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,1,0,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,1,2,4
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,5,1,1,2,9
SAIPINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,3,0,0,4
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,1,4,2,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,3,3,2,3,11
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,0,1,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,4,3,3,0,10
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,3,1,0,0,4
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,2,1,4,4,11
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,3,0,0,4
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,8,4,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,62,73,8,11,154
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,3,2,6
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,1,2
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,1,1,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,3,0,0,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,3,0,1,0,4
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,3,3,0,0,6
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,0,1,1
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,1,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,3,3,0,0,6
TACACOMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,4,6,1,1,12
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,3,0,2,2,7
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
TOMINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,3,5,0,0,8
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,2,1,0,0,3
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,1,1,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,2,0,1,3
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,1,0,1,3
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,1,1,0,3
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,5,4,5,0,14
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,2,1,0,3
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,1,2,0,4
VITICHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,1,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,3,4,0,0,7
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,3,1,0,3,7
YANACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,1,0,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-03-01,0,0,2,1,3
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,2,1,1,0,4
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,1,0,0,2
ALALAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,0,0,1
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,0,0,1
APOLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
ARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,3,0,0,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,7,6,5,18
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,2,2
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,1,0,0,2
BOLPEBRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,1,2
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,0,1,2
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,2,5,4,11
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,2,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,1,2,2,6
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,4,2,1,2,9
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,5,6,11
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,7,1,8
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,3,0,0,3
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,4,2,6,4,16
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,11,2,13
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,19,18,6,2,45
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,3,0,0,0,3
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,3,0,0,4
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,2,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,2,1,3
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,2,3,5
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,5,1,1,1,8
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,1,0,2,4
CORO CORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,2,5,0,0,7
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,2,19,18,40
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,0,1,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,18,30,61,66,175
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,2,2,4
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,8,3,1,1,13
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,2,2,0,0,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,11,12
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,5,3,8
GUANAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,3,4,3,4,14
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,2,3
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,3,3,6
HUATAJATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,2,3,0,0,5
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,1,0,2
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,3,1,5
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,1,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,5,5,10,11,31
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,19,24,32,36,111
LAJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,5,0,6
LURIBAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,2,0,0,0,2
MACHARETI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,2,3,6
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,1,1,3
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,2,0,3,1,6
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,0,1,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,3,4,10,9,26
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,0,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,4,4,8
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,7,14,27,19,67
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,5,2,2,8,17
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,10,2,13
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,1,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,2,1,3
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
PORCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,2,3,5
PORONGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,3,1,4
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,3,3,2,2,10
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,6,9,11,7,33
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,2,3,2,3,10
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,2,1,2,5
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,2,2,5
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,2,0,4,3,9
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,2,6,3,1,12
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,3,4,1,4,12
QUIME,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
QUIRUSILLAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,0,1,2
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,2,2,1,1,6
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,2,1,4
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,2,1,1,4
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,3,3,1,2,9
SAIPINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,2,1,2,3,8
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,9,4,27,21,61
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,2,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,6,10,17
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,4,6,4,14,28
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,4,2,7
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,3,2,5
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,3,0,2,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,3,0,5,5,13
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,2,1,3,4,10
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,7,9,17
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,1,0,2
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,1,2
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,2,0,3
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,1,1,1,4
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,5,1,9,3,18
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,91,75,219,219,604
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,3,3,6
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,1,0,2
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,1,0,2,4
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,3,1,0,5
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,1,2
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,0,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,7,2,3,2,14
TACACOMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,0,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,1,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,4,3,2,2,11
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,3,4,7
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,2,2
TOLEDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,0,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,3,0,28,33,64
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,2,3,0,0,5
TURCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,2,0,2
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,1,1,1,3
VACAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,0,0,0,1,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,1,0,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2022-04-01,2,1,5,4,12
