,group,variable,month,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,TOTALES
CORO CORO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,1,2
COROICO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,6,4,0,2,12
CORQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,0,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,4,0,1,6
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,7,9,43,56,115
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,2,3,6,11
CULPINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,5,2,1,10
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,100,107,406,376,989
EL CHORO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,0,0,1
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,3,0,4,1,8
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,2,0,2
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,5,8,8,3,24
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,1,1,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,3,3,1,0,7
ESCOMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,1,2
EXALTACION,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,5,1,6
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,0,1
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,2,3,0,5
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,6,7,23,23,59
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,0,0,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,1,6,4,12
GUAQUI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,0,1,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,8,7,18,11,44
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,6,1,4,5,16
HUACARETA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,1,0,2
HUACHACALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,5,3,9
HUARINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,0,1,1
HUATAJATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,3,0,3
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,1,2,4
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,0,0,0,2
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,0,2,3
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,2,4,2,10
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,1,0,1,3
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,0,1,0,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,4,4,7,3,18
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,15,8,40,35,98
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,97,69,117,115,398
LA RIVERA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,0,1
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,4,5
LAJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,3,0,0,3
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,0,0,1
LICOMA PAMPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,6,8,11,10,35
LLICA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,1,0,1,4
LURIBAY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,1,0,1,4
MACHARETI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,1,1,3
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,6,5,3,15
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,4,1,6
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,2,0,1,4
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,0,2,3
MINEROS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,6,7,17,19,49
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,0,0,1
MOCOMOCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,2,2,5
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,0,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,4,5,3,14
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,15,9,41,41,106
MORO MORO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,0,1,1
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,3,0,3
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,3,0,8,9,20
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,30,20,108,145,303
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,0,0,1
PADILLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,4,5,11,12,32
PALCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,7,0,2,11
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,5,7,8,20
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,3,1,1,2,7
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,1,0,0,2
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,4,3,8
PAZÑA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,1,0,2
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,1,1,3
POCOATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,7,2,10
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,1,1,3
POOPO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,1,5,10,17
POROMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,0,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,0,5,6,13
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,3,4,7,3,17
PORVENIR,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,2,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,25,27,74,69,195
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,3,5,10,6,24
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,0,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,3,91,84,180
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,1,1,0,3
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,6,7,6,21
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,10,1,4,17
PUNA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,1,2,2,7
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,7,15,13,10,45
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,3,4,0,0,7
REYES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,2,0,1,4
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,15,16,30,24,85
ROBORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,10,8,19
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,2,5,3,11
SACABA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,10,8,12,17,47
SACACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,2,0,2,4
SAIPINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,1,1,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,1,2,1,5
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,2,0,1,4
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,1,0,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,2,10,8,22
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,2,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,0,1,2
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,2,3,2,9
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,10,5,32,31,78
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,2,5,7
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,4,7,3,16
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,5,6,5,18
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,9,12,20,23,64
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,1,2
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,1,6,5,13
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,0,7,5,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,4,6,12,15,37
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,4,2,3,3,12
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,8,6,13,11,38
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,1,2,2,7
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,3,6,0,0,9
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,13,10,113,107,243
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,1,2,1,5
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,2,7,2,11
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,2,2,2,6
SAN PEDRO DE MACHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,0,0,2,4
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,1,2
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,2,2,5
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,2,11,6,21
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,3,3,2,4,12
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,229,233,653,681,1796
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,3,3,0,0,6
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,7,11,6,8,32
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,1,0,0,2
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,1,0,0,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,0,1,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,2,0,0,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,1,0,2
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,3,0,0,5
SENA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,3,2,8,8,21
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,6,0,1,2,9
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,1,1,0,3
SICAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,4,5,3,14
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,0,0,1
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,2,3,0,7
SORATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,3,0,1,6
SUCRE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,28,27,48,43,146
TACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,2,0,2
TACACOMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,1,0,2
TARATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,0,1,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,27,22,45,39,133
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,5,4,2,13
TIAHUANACU,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,0,1,1
TIPUANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,2,1,1,6
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,4,8,11,4,27
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,2,0,0,2,4
TOLATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,0,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,2,0,1,3
TOMAVE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,5,2,1,0,8
TRIGAL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,10,8,94,91,203
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,3,3,1,3,10
TURCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,2,2,3,7
UNCIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,3,4,11,5,23
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,3,7,2,0,12
URUBICHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,3,2,0,0,5
UYUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,6,6,0,7,19
VACAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,0,2,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,6,3,26,16,51
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,1,3,1,6
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,5,7,9,20,41
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,2,2,4
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,1,1,0,2
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,6,8,10,6,30
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,7,3,9,5,24
VINTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,6,3,0,2,11
VITICHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,3,2,6
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,21,16,54,52,143
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,4,11,26,21,62
YANACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,1,1,0,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,4,1,8,11,24
YOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,0,0,1
YUNCHARA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,1,0,2
ZUDAÑEZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-04-01,1,0,0,1,2
ACACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,1,0,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,3,4,0,0,7
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,5,3,0,0,8
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,0,1,0,1,2
ALALAY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,0,0,1,0,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,1,0,0,0,1
APOLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,1,1,3,0,5
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,0,0,2,0,2
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,3,0,2,1,6
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,3,0,0,0,3
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,6,5,1,1,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,1,2,0,1,4
AZURDUY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,0,1,0,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,1,1,0,1,3
BELEN DE URMIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,2,2,2,0,6
BETANZOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,2,1,3,0,6
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,14,5,3,3,25
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,2,3,6,8,19
CAIROMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis,2022-05-01,2,2,0,0,4
