,group,variable,month,3. Nº DE MUJERES CON PRUEBA RAPIDA VIH EN EL PARTO O PUERTPERIO CANTIDAD,3. Nº DE MUJERES CON PRUEBA RAPIDA VIH EN EL PARTO O PUERTPERIO CANTIDAD,TOTALES
CULPINA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,2,2
CURAHUARA DE CARANGAS,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,1,1
CURVA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,2,2
EL ALTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,250,250
EL PUENTE(STC),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,3,3
EL TORNO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,8,8
HUANUNI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,8,8
LA GUARDIA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,1,1
LA PAZ,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,127,127
MONTERO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,5,5
OCURI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,4,4
ORURO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,14,14
POCOATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,2,2
PORCO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,2,2
POROMA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,3,3
POTOSI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,112,112
PRESTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,3,3
PUERTO RICO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,3,3
PUERTO VILLARROEL,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,2,2
QUIRUSILLAS,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,2,2
RIBERALTA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,37,37
ROBORE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,2,2
SAN BORJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,3,3
SAN IGNACIO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,8,8
SAN LORENZO(PND),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,3,3
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,5,5
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,29,29
SUCRE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,5,5
TARIJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,33,33
TOTORA(CBBA),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,2,2
UNCIA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,7,7
URUBICHA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,2,2
VILA VILA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,1,1
VILLA MONTES,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,11,11
VILLA TUNARI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,1,1
VINTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-06-01,0,1,1
AIQUILE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,8,8
ATOCHA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,1,1
CARACOLLO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,1,1
CARMEN RIVERO TORREZ,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,2,2
CHALLAPATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,17,17
CHIMORE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,4,4
CHOQUE COTA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,1,1
CHUMA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,1,1
COBIJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,3,3
COCAPATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,17,17
COCHABAMBA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,4,4
COLOMI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,4,4
COLQUECHACA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,12,12
COTOCA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,1,1
CUATRO CAÑADAS,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,22,22
CURAHUARA DE CARANGAS,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,2,2
CURVA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,3,3
EL ALTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,421,421
EL PUENTE(STC),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,1,1
EL TORNO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,70,70
ENTRE RIOS CBBA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,3,3
HUANUNI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,10,10
LA ASUNTA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,2,2
LA GUARDIA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,4,4
LA PAZ,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,34,34
LLICA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,2,2
MIZQUE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,22,22
MONTERO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,9,9
OCURI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,3,3
ORURO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,17,17
POCOATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,2,2
PORCO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,2,2
POTOSI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,94,94
PRESTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,3,3
PUERTO GONZALO MORENO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,1,1
PUERTO VILLARROEL,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,7,7
RAVELO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,3,3
RIBERALTA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,20,20
ROBORE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,4,4
SACACA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,5,5
SAN BUENA VENTURA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,1,1
SAN IGNACIO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,13,13
SAN LORENZO(PND),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,9,9
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,3,3
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,76,76
SUCRE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,1,1
TARIJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,34,34
TOTORA(CBBA),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,1,1
UNCIA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,10,10
VILLA MONTES,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,29,29
VINTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-07-01,0,5,5
ACACIO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,2,2
AIQUILE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,10,10
ALCALA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
ARAMPAMPA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
ATOCHA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,4,4
CARIPUYO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
CARMEN RIVERO TORREZ,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,2,2
CHALLAPATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,27,27
CHIMORE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,2,2
CHOQUE COTA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
COCAPATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,6,6
COCHABAMBA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,56,56
COLOMI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,3,3
COLQUECHACA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,11,11
COROICO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,13,13
CUATRO CAÑADAS,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,18,18
CURAHUARA DE CARANGAS,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
CURVA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
EL ALTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,170,170
EL PUENTE(STC),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
EL TORNO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,143,143
ENTRE RIOS TRJ,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
HUANUNI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,16,16
LA ASUNTA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
LA GUARDIA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,2,2
LA PAZ,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,2,2
LLICA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,2,2
MAIRANA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
MIZQUE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,16,16
MONTERO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,6,6
OCURI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,8,8
OMEREQUE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,3,3
ORURO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,194,194
PADCAYA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
PAILON,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
POCOATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,3,3
POTOSI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,145,145
PRESTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,8,8
RIBERALTA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,15,15
ROBORE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,3,3
SAIPINA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
SAN BORJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,3,3
SAN IGNACIO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,11,11
SAN LORENZO(PND),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,3,3
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,2,2
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,116,116
SENA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
SUCRE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,6,6
TARIJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,35,35
TOTORA(CBBA),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,3,3
TURCO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
UNCIA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,1,1
UYUNI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,4,4
VILLA MONTES,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-08-01,0,27,27
ACACIO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,2,2
AIQUILE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,11,11
AYOPAYA (V. DE INDEPENDENCIA),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,2,2
CARACOLLO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,4,4
CARIPUYO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,1,1
CARMEN RIVERO TORREZ,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,2,2
CHALLAPATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,15,15
CHAYANTA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,4,4
CHIMORE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,7,7
CHUMA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,1,1
COCAPATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,20,20
COCHABAMBA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,14,14
COLOMI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,3,3
COLQUECHACA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,7,7
COROICO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,10,10
CUATRO CAÑADAS,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,10,10
CURVA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,6,6
EL ALTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,469,469
ENTRE RIOS CBBA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,3,3
HUANUNI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,18,18
LA GUARDIA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,2,2
LAGUNILLAS,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,1,1
MAIRANA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,3,3
MIZQUE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,12,12
MONTERO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,4,4
OCURI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,5,5
ORURO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,21,21
PAILON,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,2,2
PAMPA GRANDE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,1,1
POCOATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,7,7
POTOSI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,81,81
PRESTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,4,4
PUERTO VILLARROEL,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,9,9
ROBORE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,8,8
SACACA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,2,2
SAN BORJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,5,5
SAN IGNACIO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,11,11
SAN JUAN DE YAPACANI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,1,1
SAN LORENZO(PND),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,5,5
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,4,4
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,18,18
SENA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,2,2
SIPE SIPE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,3,3
SUCRE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,6,6
TARIJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,25,25
TOTORA(CBBA),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,2,2
TURCO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,2,2
UNCIA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,4,4
UYUNI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,36,36
VILLA MONTES,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,25,25
VILLA TUNARI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,61,61
VILLA VACA GUZMAN (MUYUPAMPA),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,1,1
VINTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-09-01,0,5,5
ACACIO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,2,2
AIQUILE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,9,9
ANDAMARCA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,1,1
ATOCHA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,2,2
BETANZOS,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,1,1
CARIPUYO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,1,1
CARMEN RIVERO TORREZ,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,2,2
CHALLAPATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,26,26
CHIMORE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,2,2
CHUMA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,1,1
COCAPATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,17,17
COCHABAMBA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,1,1
COLOMI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,5,5
COLQUECHACA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,19,19
COROICO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,9,9
COTAGAITA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,1,1
CUATRO CAÑADAS,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,21,21
CURAHUARA DE CARANGAS,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,2,2
CURVA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,1,1
EL ALTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,8,8
FERNANDEZ ALONSO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,4,4
HUANUNI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,15,15
LA GUARDIA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,2,2
LA PAZ,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,1,1
LLICA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,1,1
MAIRANA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,1,1
MIZQUE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,20,20
MONTERO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,10,10
OCURI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,4,4
OMEREQUE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,4,4
ORURO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,43,43
PASORAPA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,1,1
POCOATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,5,5
POTOSI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,99,99
PRESTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,6,6
PUERTO VILLARROEL,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,10,10
RAVELO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,1,1
ROBORE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,11,11
SACACA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,3,3
SAN BORJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,4,4
SAN IGNACIO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,10,10
SAN JUAN DE YAPACANI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,2,2
SAN LORENZO(PND),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,4,4
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,5,5
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,15,15
SANTIAGO DE HUARI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,2,2
SENA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,7,7
SIPE SIPE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,1,1
SUCRE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,7,7
TARIJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,34,34
TOLEDO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,3,3
TOTORA(CBBA),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,1,1
TRINIDAD,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,2,2
UNCIA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,4,4
UYUNI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,16,16
VILLA MONTES,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,30,30
