,group,variable,month,L 18.3 DPT 1RA DOSIS,L 18.3 DPT 1RA DOSIS,TOTALES,TOTALES,TOTALES
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,2,2,2,2,4
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,1,1,1,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,19,0,19,0,19
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,10,0,10,10
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,9,0,9,9
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,10,0,10,10
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,9,0,9,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,20,3,20,3,23
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,24,1,24,1,25
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,2,1,2,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,4,0,4,4
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,2,0,2,0,2
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,27,0,27,27
CLIZA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,8,9,8,9,17
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,8,0,8,0,8
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,186,14,186,14,200
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,5,0,5,0,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,5,1,5,6
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,3,0,3,0,3
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,11,75,11,75,86
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,0,1,0,1
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,1,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,26,2,26,2,28
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,23,16,23,16,39
COROICO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,5,1,5,6
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,3,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,109,1,109,1,110
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,7,0,7,0,7
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,6,0,6,0,6
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,6,0,6,0,6
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,2,6,2,6,8
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,7,13,7,13,20
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,49,40,49,40,89
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,11,2,11,2,13
HUANUNI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,3,0,3,0,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,0,1,0,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,5,0,5,5
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,4,0,4,4
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,1,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,2,0,2,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,108,22,108,22,130
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,0,1,0,1
LAJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,3,0,3,3
MECAPACA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,2,0,2,0,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,13,3,13,3,16
MIZQUE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,107,0,107,107
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,2,0,2,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,38,3,38,3,41
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,8,10,8,10,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,3,3,3,3,6
OCURI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,25,0,25,0,25
PAILON,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,3,0,3,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,4,0,4,0,4
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,0,1,0,1
POCONA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,5,10,5,10,15
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,12,1,12,13
PORVENIR,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,12,0,12,0,12
PUCARANI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,2,1,2,3
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,2,0,2,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,2,1,2,1,3
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,4,1,4,1,5
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,5,1,5,1,6
PUNA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,10,0,10,0,10
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,3,5,3,5,8
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,19,0,19,0,19
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,50,0,50,0,50
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,2,0,2,0,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,3,1,3,1,4
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,18,30,18,30,48
SACACA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,2,0,2,0,2
SAIPINA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,4,2,4,2,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,3,0,3,3
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,2,0,2,0,2
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,5,0,5,0,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,2,6,2,6,8
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,5,8,5,8,13
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,7,8,7,8,15
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,12,11,12,11,23
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,19,0,19,19
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,9,14,9,14,23
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,6,0,6,0,6
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,0,1,0,1
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,4,0,4,0,4
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,14,2,14,2,16
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,2,5,2,5,7
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,0,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,4,1,4,5
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,12,0,12,0,12
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,334,31,334,31,365
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,2,0,2,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,2,3,2,3,5
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,7,0,7,7
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,1,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,4,0,4,0,4
SICAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,2,0,2,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,9,11,9,11,20
SORACACHI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,5,1,5,6
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,18,8,18,8,26
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,16,0,16,16
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,6,6,6,6,12
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,2,0,2,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,10,10,10,10,20
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,13,2,13,2,15
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,2,0,2,2
TOMAVE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,16,8,16,8,24
TOMINA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,2,3,2,3,5
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,4,3,4,3,7
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,6,0,6,0,6
TUPIZA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,4,0,4,0,4
UNCIA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,8,0,8,8
UYUNI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,39,0,39,0,39
VILA VILA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,0,1,0,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,3,0,3,0,3
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,7,0,7,7
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,4,5,4,5,9
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,8,5,8,5,13
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,2,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,15,0,15,0,15
VITICHI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,6,5,6,5,11
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,9,7,9,7,16
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,11,0,11,0,11
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,0,1,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-03-01,1,1,1,1,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,2,0,2,0,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,3,0,3,3
ALCALA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,0,1,0,1
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,5,0,5,0,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,2,2,2,2,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,8,15,8,15,23
BETANZOS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,8,0,8,8
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,4,0,4,4
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,3,3,3,3,6
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,2,0,2,2
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,7,5,7,5,12
CAMIRI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,3,1,3,1,4
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,7,0,7,7
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,9,0,9,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,13,5,13,5,18
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,9,1,9,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,2,0,2,2
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,8,0,8,0,8
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,4,0,4,0,4
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,13,0,13,0,13
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,3,0,3,3
COMANCHE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,1,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,10,2,10,2,12
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,2,0,2,0,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,7,5,7,5,12
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,1,1,1,2
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,7,3,7,3,10
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,68,18,68,18,86
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,4,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,10,17,10,17,27
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,14,23,14,23,37
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,1,0,1,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,15,0,15,15
HUACARETA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,3,1,3,4
HUARINA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,3,0,3,0,3
ICHOCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,4,0,4,4
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,3,2,3,2,5
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,2,2,2,2,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,76,34,76,34,110
LAJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,8,0,8,8
MACHARETI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,8,0,8,8
MECAPACA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,2,0,2,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,8,65,8,65,73
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,40,1,40,1,41
PAILON,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,7,0,7,0,7
PALCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,5,1,5,6
PASORAPA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,3,0,3,3
PORCO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,17,0,17,0,17
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,2,0,2,0,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,20,0,20,20
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,2,3,2,3,5
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,1,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,40,10,40,10,50
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,2,0,2,0,2
PUNA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,2,0,2,0,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,8,0,8,8
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,1,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,3,0,3,0,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,5,3,5,3,8
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,4,0,4,0,4
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,4,6,4,6,10
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,8,0,8,0,8
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,4,28,4,28,32
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,30,8,30,8,38
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,3,2,3,2,5
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,4,1,4,5
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,53,0,53,0,53
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,197,111,197,111,308
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,4,0,4,4
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,1,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,1,1,1,2
