,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,TOTALES
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2018-03-01,0,0,13,0,42,1,1,0,0,0,57
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-03-01,0,0,13,1,66,10,15,0,0,0,105
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-03-01,0,0,2,0,2,0,1,0,0,0,5
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2018-03-01,0,0,1,0,1,0,2,0,0,0,4
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2018-03-01,4,0,37,0,117,0,17,0,0,0,175
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-03-01,0,0,2,0,1,0,2,0,0,0,5
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-03-01,0,0,18,0,119,0,15,0,0,0,152
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2018-03-01,0,0,0,0,0,0,1,0,0,0,1
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-03-01,0,0,2,0,2,0,0,0,0,0,4
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-03-01,1,0,12,2,39,11,8,1,0,0,74
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-03-01,0,0,1,1,2,1,2,1,0,0,8
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-03-01,0,0,1,0,4,0,2,0,0,0,7
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-03-01,0,0,1,0,1,1,0,1,0,0,4
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2018-03-01,0,0,2,0,3,2,1,0,0,0,8
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,1,0,1,0,0,0,2
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,6,0,17,1,3,0,0,0,27
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,17,0,1,0,0,0,19
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,0,15,1,4,0,0,0,24
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,1,0,0,0,0,0,1
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,3,0,4,0,0,0,0,0,7
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,1,3,0,2,0,0,0,10
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,1,1,0,0,0,0,4
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,1,0,1,0,0,0,2
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,0,1,0,2,0,0,5
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,1,7,0,3,0,0,0,11
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,2,0,0,0,0,0,3
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,3,0,0,0,0,0,3
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,5,0,17,0,3,0,0,0,25
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,8,0,3,0,0,0,13
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,16,2,19,0,5,0,0,0,43
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,7,0,0,0,0,0,7
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,0,0,4,0,0,0,0,0,5
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,2,0,1,0,0,0,3
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,6,0,2,0,0,0,9
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,5,0,12,1,3,0,0,0,21
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,3,2,6,1,2,3,0,0,17
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,0,15,0,1,0,0,0,20
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,1,4,1,1,0,0,0,8
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,2,1,0,0,0,0,3
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,3,0,2,0,3,0,1,0,0,0,9
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,17,0,51,0,10,0,0,0,78
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,0,24,0,3,1,0,0,32
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,1,1,0,1,0,0,4
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,3,0,1,0,0,0,5
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,3,0,14,0,5,0,0,0,23
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,11,0,20,1,6,0,0,0,38
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,10,0,0,0,0,0,11
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,0,6,0,0,0,0,0,10
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,5,0,11,0,1,0,0,0,18
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,1,0,0,0,0,0,0,2
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,7,1,0,0,0,0,9
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,16,1,1,0,0,0,20
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,4,0,1,0,0,0,6
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,13,1,45,0,8,0,0,0,68
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,25,0,4,0,0,0,31
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,3,0,1,0,0,0,6
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,9,0,14,2,1,1,0,0,27
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,13,0,50,0,6,0,0,0,69
CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,0,1,0,0,0,0,1
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,14,1,2,0,0,0,19
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,2,1,0,0,0,0,4
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,2,0,0,0,0,0,2
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,0,0,0,1,0,0,1
CHACARILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,1,0,0,0,0,0,2
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,13,1,3,0,0,0,18
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,0,0,4,0,1,0,0,0,6
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,7,0,28,1,2,0,0,0,39
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,0,5,0,0,1,0,0,10
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,10,3,26,3,5,1,0,0,49
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,35,0,5,0,0,0,42
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,3,0,9,1,1,1,0,0,15
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,2,0,0,0,0,0,2
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,4,2,1,1,0,0,9
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,3,0,13,0,3,0,0,0,19
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,21,0,127,0,19,1,0,0,168
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,6,7,7,1,0,0,0,23
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,3,0,122,1,741,1,184,0,0,0,1052
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,8,0,44,0,5,0,0,0,57
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,2,0,7,1,1,0,0,0,12
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,1,0,0,0,0,0,1
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,6,0,13,0,5,0,0,0,24
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,2,0,0,0,0,0,3
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,7,0,21,4,3,2,0,0,37
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,3,0,1,0,0,0,5
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,2,12,5,2,0,0,0,22
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,11,0,23,0,8,0,0,0,42
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,8,0,17,5,5,0,0,0,36
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,1,1,1,8,1,1,0,0,0,13
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,10,0,7,0,0,0,0,0,18
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,5,0,0,2,0,0,9
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,2,0,5,0,6,0,3,0,0,0,16
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,0,20,0,2,1,0,0,27
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,2,0,23,6,89,13,12,1,0,0,146
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,6,0,15,0,1,0,0,0,22
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,6,2,0,0,0,0,10
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,1,8,1,10,0,2,0,0,0,22
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,4,0,2,0,0,0,7
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,3,0,0,0,0,0,3
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,4,0,1,0,0,0,7
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,146,30,1042,155,215,24,1,0,1614
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,0,2,1,0,0,0,4
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,5,0,0,0,0,0,7
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,1,5,0,1,0,0,0,7
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,2,0,17,1,24,4,8,1,0,0,57
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,1,1,0,2,1,3,0,0,0,8
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,1,4,0,15,2,3,0,0,0,25
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,17,0,45,0,8,0,0,0,70
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,3,0,2,0,0,0,0,0,5
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,0,0,0,0,0,0,1
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,1,0,0,0,0,0,2
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,3,0,9,0,0,0,0,0,12
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,1,0,5,0,0,0,0,0,7
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,8,0,10,0,2,0,0,0,20
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,4,0,0,0,0,0,5
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,1,14,1,1,1,0,0,22
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,1,0,0,0,0,0,1
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,26,0,53,0,4,0,0,0,84
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,3,0,7,0,0,1,0,0,11
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,6,2,1,0,0,0,10
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,1,0,0,0,0,0,1
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,1,0,0,0,0,0,1
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,0,24,0,6,0,0,0,34
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,1,0,4,0,1,0,0,0,7
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,1,2,0,1,1,0,0,5
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,0,0,0,0,0,0,2
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,2,0,0,0,0,0,2
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,4,0,0,0,0,0,6
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,3,1,1,0,0,0,7
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,8,1,12,4,3,0,0,0,28
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,2,1,0,0,0,0,5
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,4,1,2,0,0,0,9
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,9,0,0,0,0,0,11
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,3,0,5,1,3,0,0,0,13
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,12,2,26,1,3,0,0,0,45
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,31,0,70,0,5,0,0,0,107
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,114,12,891,5,240,0,0,0,1263
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,3,0,0,0,0,0,3
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,9,1,2,0,0,0,14
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,1,0,0,0,0,0,1
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,0,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,17,2,22,5,6,1,0,0,53
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,0,0,1,0,0,0,1
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,3,0,1,0,0,0,6
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,5,0,1,0,0,0,7
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,3,0,1,0,0,0,6
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,1,7,0,1,0,0,0,9
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,2,1,4,0,11,2,0,0,0,0,20
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,6,0,7,0,1,0,0,0,14
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,0,0,1,0,0,0,1
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,5,0,17,0,0,0,0,0,22
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,2,0,10,0,2,0,0,0,15
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,22,1,2,0,0,0,27
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,9,0,24,0,3,0,0,0,37
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,0,4,1,0,0,0,0,9
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,3,1,6,1,3,0,0,0,14
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,15,0,29,1,8,1,0,0,54
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,2,0,59,0,180,0,32,0,0,0,273
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,2,0,2,0,1,0,0,5
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,0,0,2,1,1,0,0,0,5
NAZACARA DE PACAJES,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,0,0,0,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,2,1,0,0,0,0,4
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,6,1,11,3,5,2,0,0,28
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,0,10,1,0,1,0,0,16
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,2,0,1,0,0,0,3
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,54,1,351,11,62,2,0,0,481
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,8,2,18,0,2,0,0,0,30
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,12,1,1,0,0,0,16
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,5,0,17,0,2,0,0,0,24
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,0,12,1,2,0,0,0,19
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,10,0,28,3,3,1,0,0,46
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,0,0,0,0,0,0,1
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,0,9,0,0,0,0,0,13
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,4,0,0,0,0,0,5
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,0,0,0,0,0,0,1
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,5,0,23,0,3,0,0,0,31
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,0,0,5,0,2,0,0,0,8
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,1,1,0,0,0,0,2
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,3,9,2,0,1,0,0,17
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,8,0,1,0,0,0,11
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,2,0,2,0,0,0,6
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,2,0,0,0,0,0,2
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,5,0,11,0,2,1,0,0,19
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,0,5,0,1,0,0,0,10
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,6,0,1,0,0,0,7
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,7,0,13,1,3,0,0,0,24
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,4,0,0,0,0,0,5
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,2,0,79,6,280,9,51,0,0,0,427
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,6,0,1,1,0,0,10
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,10,0,17,0,3,0,0,0,31
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,5,0,3,0,0,0,9
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,1,4,1,0,0,0,0,6
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,0,5,0,2,0,0,0,11
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,1,0,0,0,0,0,3
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,3,0,18,0,1,0,0,0,22
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,4,0,8,2,1,0,0,0,16
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,5,2,36,0,3,0,0,0,46
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,27,0,61,0,16,0,0,0,104
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,3,1,13,1,0,0,0,0,18
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,12,0,45,1,10,1,0,0,70
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,3,0,2,0,0,0,6
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,31,2,174,3,28,0,0,0,239
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,6,0,0,0,0,0,7
RAQAYPAMPA(ETA),consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,2,0,1,0,0,0,4
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,0,3,1,0,0,0,0,8
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,4,0,20,2,1,0,0,0,27
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,4,0,49,1,135,0,17,0,0,0,206
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,1,0,9,0,16,0,1,0,0,0,27
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,14,0,23,0,1,0,0,0,38
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,1,0,0,0,0,0,1
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,42,1,209,4,40,1,0,0,297
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,0,0,2,0,0,0,0,0,2
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,6,1,6,0,0,0,15
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,0,0,1,0,0,0,3
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,2,0,0,3,0,0,0,0,5
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,3,0,9,0,0,0,0,0,12
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,1,0,0,0,1,0,0,0,2
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2018-04-01,0,0,7,0,13,0,2,0,0,0,22
