,group,variable,month,REPETIDAS A. < 15,REPETIDAS A. < 15,REPETIDAS B. 15 A 19,REPETIDAS B. 15 A 19,REPETIDAS C. 20 - 34,REPETIDAS C. 20 - 34,REPETIDAS D. 35 - 49,REPETIDAS D. 35 - 49,REPETIDAS E. 50 Y +,REPETIDAS E. 50 Y +,TOTALES
SAN BENITO,consultas prenatales,repetidas,2018-03-01,0,0,12,1,52,0,10,1,0,0,76
SAN BORJA,consultas prenatales,repetidas,2018-03-01,4,0,85,0,189,2,35,0,1,0,316
SAN BUENA VENTURA,consultas prenatales,repetidas,2018-03-01,0,0,7,0,6,1,0,0,0,0,14
SAN CARLOS,consultas prenatales,repetidas,2018-03-01,2,0,29,0,106,0,13,0,0,0,150
SAN IGNACIO,consultas prenatales,repetidas,2018-03-01,0,0,60,3,119,3,10,1,0,0,196
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2018-03-01,2,0,84,3,255,5,40,1,0,0,390
SAN JAVIER(BNI),consultas prenatales,repetidas,2018-03-01,0,0,3,0,5,2,0,0,0,0,10
SAN JAVIER(STC),consultas prenatales,repetidas,2018-03-01,2,0,26,0,85,1,13,0,0,0,127
SAN JOAQUIN,consultas prenatales,repetidas,2018-03-01,2,0,2,0,5,0,0,0,0,0,9
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2018-03-01,5,0,48,0,122,0,12,0,0,0,187
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2018-03-01,0,0,11,0,32,2,1,2,0,0,48
SAN JULIAN,consultas prenatales,repetidas,2018-03-01,5,0,81,0,248,1,25,0,0,0,360
SAN LORENZO(PND),consultas prenatales,repetidas,2018-03-01,1,0,10,4,14,2,0,0,0,0,31
SAN LORENZO(TJA),consultas prenatales,repetidas,2018-03-01,0,0,18,3,70,8,10,1,1,0,111
SAN LUCAS,consultas prenatales,repetidas,2018-03-01,1,0,35,17,76,26,15,11,0,0,181
SAN MATIAS,consultas prenatales,repetidas,2018-03-01,1,0,16,0,41,0,6,0,0,0,64
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2018-03-01,1,0,17,2,46,2,14,0,0,0,82
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2018-03-01,0,0,3,0,10,0,0,0,0,0,13
SAN PEDRO,consultas prenatales,repetidas,2018-03-01,0,0,18,0,72,1,11,0,3,0,105
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2018-03-01,0,0,21,4,42,11,17,7,0,0,102
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2018-03-01,0,0,9,0,13,0,2,1,0,0,25
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2018-03-01,0,0,1,0,0,0,2,1,0,0,4
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2018-03-01,0,0,5,1,19,0,1,1,0,0,27
SAN PEDRO(PND),consultas prenatales,repetidas,2018-03-01,1,1,2,2,1,4,0,3,0,0,14
SAN RAFAEL,consultas prenatales,repetidas,2018-03-01,0,0,14,0,31,0,4,0,0,0,49
SAN RAMON BENI,consultas prenatales,repetidas,2018-03-01,4,0,5,0,31,0,2,0,0,0,42
SAN RAMON SCZ,consultas prenatales,repetidas,2018-03-01,0,0,11,0,41,0,4,0,0,0,56
SANTA ANA,consultas prenatales,repetidas,2018-03-01,2,0,31,0,94,1,17,0,0,0,145
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2018-03-01,90,0,1794,9,7062,705,1429,3,1,0,11093
SANTA ROSA,consultas prenatales,repetidas,2018-03-01,1,0,13,0,46,0,13,0,0,0,73
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2018-03-01,2,0,26,0,63,0,11,0,0,0,102
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2018-03-01,0,0,3,0,2,4,2,0,0,0,11
SANTIAGO DE HUARI,consultas prenatales,repetidas,2018-03-01,0,0,3,0,20,2,3,0,0,0,28
SANTIAGO DE HUATA,consultas prenatales,repetidas,2018-03-01,1,0,7,0,11,0,2,0,0,0,21
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2018-03-01,0,0,0,0,9,0,3,0,0,0,12
SANTIVAÑES,consultas prenatales,repetidas,2018-03-01,0,0,12,0,20,0,2,0,0,0,34
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2018-03-01,0,0,3,0,7,3,4,0,0,0,17
SAPAHAQUI,consultas prenatales,repetidas,2018-03-01,0,0,5,1,22,6,12,0,0,0,46
SENA,consultas prenatales,repetidas,2018-03-01,3,0,21,0,36,0,8,0,0,0,68
SHINAOTA,consultas prenatales,repetidas,2018-03-01,2,0,79,0,261,3,35,1,0,0,381
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2018-03-01,0,0,26,0,60,3,10,0,0,0,99
SICAYA,consultas prenatales,repetidas,2018-03-01,0,0,5,0,27,2,2,0,0,0,36
SIPE SIPE,consultas prenatales,repetidas,2018-03-01,1,0,120,1,411,1,74,3,0,0,611
SOPACHUY,consultas prenatales,repetidas,2018-03-01,0,0,9,1,15,2,9,2,0,0,38
SORACACHI,consultas prenatales,repetidas,2018-03-01,0,0,9,0,26,6,7,1,0,0,49
SORATA,consultas prenatales,repetidas,2018-03-01,0,0,16,1,62,3,6,0,0,0,88
SUCRE,consultas prenatales,repetidas,2018-03-01,4,0,368,1,2000,12,435,2,0,0,2822
TACACHI,consultas prenatales,repetidas,2018-03-01,0,0,0,0,4,0,1,0,0,0,5
TACACOMA,consultas prenatales,repetidas,2018-03-01,0,0,14,0,36,0,3,0,0,0,53
TACOBAMBA,consultas prenatales,repetidas,2018-03-01,0,0,1,0,8,3,4,4,0,0,20
TACOPAYA,consultas prenatales,repetidas,2018-03-01,0,1,3,1,10,2,4,0,0,0,21
TAHUA,consultas prenatales,repetidas,2018-03-01,0,0,1,0,3,0,0,0,0,0,4
TAPACARI,consultas prenatales,repetidas,2018-03-01,1,0,30,1,68,7,11,4,0,0,122
TARABUCO,consultas prenatales,repetidas,2018-03-01,1,0,7,4,29,6,7,2,0,0,56
TARACO,consultas prenatales,repetidas,2018-03-01,0,0,6,0,11,0,2,0,0,0,19
TARATA,consultas prenatales,repetidas,2018-03-01,0,0,18,0,62,1,10,0,0,0,91
TARIJA,consultas prenatales,repetidas,2018-03-01,9,2,205,22,1328,103,263,11,0,0,1943
TARVITA,consultas prenatales,repetidas,2018-03-01,1,0,13,1,34,4,18,2,0,0,73
TEOPONTE,consultas prenatales,repetidas,2018-03-01,1,0,12,0,43,0,5,0,0,0,61
TIAWANACU,consultas prenatales,repetidas,2018-03-01,1,0,8,0,31,0,7,1,0,0,48
TINGUIPAYA,consultas prenatales,repetidas,2018-03-01,0,0,6,5,20,26,10,15,0,0,82
TIPUANI,consultas prenatales,repetidas,2018-03-01,0,0,11,0,39,0,8,0,0,0,58
TIQUIPAYA,consultas prenatales,repetidas,2018-03-01,1,0,81,4,300,11,42,4,0,0,443
TIRAQUE (CBBA),consultas prenatales,repetidas,2018-03-01,2,0,42,1,61,7,17,4,0,0,134
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2018-03-01,0,0,0,0,4,0,2,0,0,0,6
TOCO,consultas prenatales,repetidas,2018-03-01,0,0,11,0,23,0,4,1,0,0,39
TOLATA,consultas prenatales,repetidas,2018-03-01,0,0,4,0,29,0,5,0,0,0,38
TOLEDO,consultas prenatales,repetidas,2018-03-01,0,0,7,1,10,1,3,0,0,0,22
TOMAVE,consultas prenatales,repetidas,2018-03-01,1,0,9,0,23,8,7,3,0,0,51
TOMINA,consultas prenatales,repetidas,2018-03-01,1,0,12,0,21,0,4,2,0,0,40
TORO TORO,consultas prenatales,repetidas,2018-03-01,0,0,6,3,26,4,6,2,0,0,47
TOTORA(CBBA),consultas prenatales,repetidas,2018-03-01,3,0,44,3,81,6,10,1,0,0,148
TOTORA(ORR),consultas prenatales,repetidas,2018-03-01,0,0,2,0,3,0,2,0,0,0,7
TRIGAL,consultas prenatales,repetidas,2018-03-01,0,0,0,0,7,1,2,0,0,0,10
TRINIDAD,consultas prenatales,repetidas,2018-03-01,18,0,237,61,900,5,113,0,0,0,1334
TUPIZA,consultas prenatales,repetidas,2018-03-01,1,0,66,0,262,12,62,4,0,0,407
TURCO,consultas prenatales,repetidas,2018-03-01,0,0,5,0,9,0,2,0,0,0,16
UMALA,consultas prenatales,repetidas,2018-03-01,0,0,6,0,18,1,3,0,0,0,28
UNCIA,consultas prenatales,repetidas,2018-03-01,0,0,25,2,102,8,23,3,0,0,163
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2018-03-01,1,0,29,1,72,2,8,0,1,0,114
URUBICHA,consultas prenatales,repetidas,2018-03-01,3,0,3,0,24,0,4,0,0,0,34
UYUNI,consultas prenatales,repetidas,2018-03-01,2,0,31,1,192,5,24,3,0,0,258
VACAS,consultas prenatales,repetidas,2018-03-01,3,0,7,0,28,0,4,0,0,0,42
VALLEGRANDE,consultas prenatales,repetidas,2018-03-01,0,0,22,0,77,1,13,0,0,0,113
VIACHA,consultas prenatales,repetidas,2018-03-01,0,0,72,1,312,5,62,0,0,0,452
VILA VILA,consultas prenatales,repetidas,2018-03-01,0,0,7,1,11,2,5,1,0,0,27
VILLA CHARCAS,consultas prenatales,repetidas,2018-03-01,1,0,22,4,49,5,12,4,0,0,97
VILLA MONTES,consultas prenatales,repetidas,2018-03-01,0,0,56,0,228,3,63,0,0,0,350
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2018-03-01,0,0,3,0,6,0,1,0,0,0,10
VILLA RIVERO,consultas prenatales,repetidas,2018-03-01,1,0,20,1,45,0,4,0,0,0,71
VILLA SERRANO,consultas prenatales,repetidas,2018-03-01,1,0,10,5,28,5,8,3,0,0,60
VILLA TUNARI,consultas prenatales,repetidas,2018-03-01,7,1,158,2,489,3,88,3,0,0,751
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2018-03-01,0,0,7,0,31,1,7,1,0,0,47
VILLAZON,consultas prenatales,repetidas,2018-03-01,1,0,53,2,185,7,28,2,0,0,278
VINTO,consultas prenatales,repetidas,2018-03-01,0,0,77,9,332,26,55,2,0,0,501
VITICHI,consultas prenatales,repetidas,2018-03-01,0,0,5,0,14,2,8,0,0,0,29
WALDO BALLIVIAN,consultas prenatales,repetidas,2018-03-01,0,0,2,0,10,0,3,0,0,0,15
WARNES,consultas prenatales,repetidas,2018-03-01,20,0,206,0,547,1,86,0,1,0,861
YACO,consultas prenatales,repetidas,2018-03-01,1,0,6,0,13,1,5,2,0,0,28
YACUIBA,consultas prenatales,repetidas,2018-03-01,2,0,117,4,452,9,90,2,0,0,676
YAMPARAEZ,consultas prenatales,repetidas,2018-03-01,0,0,1,1,12,2,5,0,0,0,21
YANACACHI,consultas prenatales,repetidas,2018-03-01,0,0,4,0,16,0,1,0,0,0,21
YAPACANI,consultas prenatales,repetidas,2018-03-01,6,1,78,4,268,39,42,1,0,0,439
YOCALLA,consultas prenatales,repetidas,2018-03-01,0,0,6,2,21,6,4,2,0,0,41
YOTALA,consultas prenatales,repetidas,2018-03-01,0,0,7,0,24,2,7,0,0,0,40
YUNCHARA,consultas prenatales,repetidas,2018-03-01,0,0,5,4,6,5,4,3,0,0,27
ZUDAÑEZ,consultas prenatales,repetidas,2018-03-01,0,0,13,0,21,2,3,1,0,0,40
ACACIO,consultas prenatales,repetidas,2018-04-01,0,0,2,0,10,2,2,2,0,0,18
ACHACACHI,consultas prenatales,repetidas,2018-04-01,2,0,34,0,116,2,22,2,0,0,178
ACHOCALLA,consultas prenatales,repetidas,2018-04-01,1,0,13,0,104,0,17,0,0,0,135
AIQUILE,consultas prenatales,repetidas,2018-04-01,3,0,45,1,101,5,23,4,0,0,182
ALALAY,consultas prenatales,repetidas,2018-04-01,1,0,0,0,3,0,1,1,0,0,6
ALCALA,consultas prenatales,repetidas,2018-04-01,0,0,1,1,4,0,2,0,0,0,8
ALTO BENI,consultas prenatales,repetidas,2018-04-01,0,0,11,0,39,0,6,0,0,0,56
ANCORAIMES,consultas prenatales,repetidas,2018-04-01,0,0,11,2,24,0,5,0,0,0,42
ANDAMARCA,consultas prenatales,repetidas,2018-04-01,1,0,4,2,6,3,0,0,0,0,16
ANTEQUERA,consultas prenatales,repetidas,2018-04-01,0,0,2,0,8,0,4,0,0,0,14
ANZALDO,consultas prenatales,repetidas,2018-04-01,0,0,11,1,8,4,4,2,0,0,30
APOLO,consultas prenatales,repetidas,2018-04-01,1,2,32,1,78,7,24,2,0,0,147
ARAMPAMPA,consultas prenatales,repetidas,2018-04-01,0,0,3,2,4,5,0,4,0,0,18
ARANI,consultas prenatales,repetidas,2018-04-01,0,0,5,0,26,0,3,0,0,0,34
ARBIETO,consultas prenatales,repetidas,2018-04-01,0,0,38,0,124,0,20,2,0,0,184
ARQUE,consultas prenatales,repetidas,2018-04-01,0,0,8,1,38,2,14,1,0,0,64
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2018-04-01,9,0,73,3,157,0,32,0,0,0,274
ATOCHA,consultas prenatales,repetidas,2018-04-01,1,0,14,2,49,6,10,0,0,0,82
AUCAPATA,consultas prenatales,repetidas,2018-04-01,1,0,4,0,13,0,1,0,0,0,19
AYATA,consultas prenatales,repetidas,2018-04-01,0,0,5,0,10,1,2,0,0,0,18
AYO AYO,consultas prenatales,repetidas,2018-04-01,0,0,11,0,24,0,4,0,0,0,39
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2018-04-01,1,0,26,1,75,3,24,1,0,0,131
AZURDUY,consultas prenatales,repetidas,2018-04-01,1,0,9,6,31,10,10,6,0,0,73
BATALLAS,consultas prenatales,repetidas,2018-04-01,0,1,11,0,53,0,9,0,0,0,74
BAURES,consultas prenatales,repetidas,2018-04-01,1,0,6,1,24,2,5,0,0,0,39
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2018-04-01,0,0,0,0,3,1,0,0,0,0,4
BELEN DE URMIRI,consultas prenatales,repetidas,2018-04-01,0,0,1,2,1,2,0,0,0,0,6
BELLA FLOR,consultas prenatales,repetidas,2018-04-01,2,0,7,0,15,0,2,0,0,0,26
BERMEJO,consultas prenatales,repetidas,2018-04-01,1,0,81,0,250,2,46,0,0,0,380
BETANZOS,consultas prenatales,repetidas,2018-04-01,1,0,33,3,71,8,18,8,0,0,142
BOLIVAR,consultas prenatales,repetidas,2018-04-01,0,0,4,1,9,3,4,4,0,0,25
BOLPEBRA,consultas prenatales,repetidas,2018-04-01,0,0,1,1,2,1,0,0,0,0,5
BOYUIBE,consultas prenatales,repetidas,2018-04-01,0,0,10,0,19,1,2,1,0,0,33
BUENA VISTA,consultas prenatales,repetidas,2018-04-01,1,0,20,0,52,1,5,0,0,0,79
CABEZAS,consultas prenatales,repetidas,2018-04-01,5,0,37,1,95,3,14,0,0,0,155
CAIROMA,consultas prenatales,repetidas,2018-04-01,0,0,3,1,46,2,2,0,0,0,54
"CAIZA ""D""",consultas prenatales,repetidas,2018-04-01,0,0,14,0,26,2,2,0,0,0,44
CAJUATA,consultas prenatales,repetidas,2018-04-01,2,0,21,0,58,0,10,0,0,0,91
CALACOTO,consultas prenatales,repetidas,2018-04-01,0,0,2,2,3,2,1,3,0,0,13
CALAMARCA,consultas prenatales,repetidas,2018-04-01,0,0,18,0,43,1,2,0,0,0,64
CAMARGO,consultas prenatales,repetidas,2018-04-01,1,0,14,1,76,9,7,0,0,0,108
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2018-04-01,0,0,3,0,8,1,0,0,0,0,12
CAMIRI,consultas prenatales,repetidas,2018-04-01,5,0,56,0,238,1,28,0,0,0,328
CAPINOTA,consultas prenatales,repetidas,2018-04-01,0,0,29,0,160,0,23,0,0,0,212
CAQUIAVIRI,consultas prenatales,repetidas,2018-04-01,1,0,15,2,15,1,4,0,0,0,38
CARACOLLO,consultas prenatales,repetidas,2018-04-01,0,0,62,1,106,8,7,1,0,0,185
CARANAVI,consultas prenatales,repetidas,2018-04-01,3,0,77,0,277,1,43,1,1,0,403
CARANGAS,consultas prenatales,repetidas,2018-04-01,0,0,0,0,0,2,0,0,0,0,2
CARAPARI,consultas prenatales,repetidas,2018-04-01,0,0,12,1,80,1,13,1,0,0,108
CARIPUYO,consultas prenatales,repetidas,2018-04-01,0,0,8,1,21,4,6,0,0,0,40
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2018-04-01,0,0,10,0,32,0,4,0,0,0,46
CATACORA,consultas prenatales,repetidas,2018-04-01,0,0,2,0,2,0,0,1,0,0,5
CHACARILLA,consultas prenatales,repetidas,2018-04-01,0,0,2,0,2,0,0,1,0,0,5
CHALLAPATA,consultas prenatales,repetidas,2018-04-01,0,0,26,1,90,5,18,1,0,0,141
CHAQUI,consultas prenatales,repetidas,2018-04-01,1,0,10,1,26,1,5,0,0,0,44
CHARAGUA,consultas prenatales,repetidas,2018-04-01,2,0,32,2,86,2,13,0,0,0,137
CHARAÑA,consultas prenatales,repetidas,2018-04-01,0,0,1,0,2,0,3,0,0,0,6
CHAYANTA,consultas prenatales,repetidas,2018-04-01,0,0,14,0,37,6,10,1,0,0,68
CHIMORE,consultas prenatales,repetidas,2018-04-01,4,0,68,4,166,12,27,2,0,0,283
CHIPAYA,consultas prenatales,repetidas,2018-04-01,0,0,2,0,5,1,0,0,0,0,8
CHOQUE COTA,consultas prenatales,repetidas,2018-04-01,0,0,0,0,3,1,1,0,0,0,5
CHUA COCANI,consultas prenatales,repetidas,2018-04-01,0,0,0,0,11,0,2,0,0,0,13
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2018-04-01,1,0,32,0,118,0,25,0,0,0,176
CHUMA,consultas prenatales,repetidas,2018-04-01,0,0,6,0,17,6,3,1,0,0,33
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2018-04-01,0,0,4,0,18,2,3,1,0,0,28
CKOCHAS,consultas prenatales,repetidas,2018-04-01,1,0,5,1,20,9,9,5,0,0,50
CLIZA,consultas prenatales,repetidas,2018-04-01,0,0,48,0,191,0,30,1,0,0,270
COBIJA,consultas prenatales,repetidas,2018-04-01,5,0,127,4,469,4,44,4,0,0,657
COCAPATA,consultas prenatales,repetidas,2018-04-01,0,1,18,17,37,26,6,6,0,0,111
COCHABAMBA,consultas prenatales,repetidas,2018-04-01,10,0,672,4,5346,4,1164,1,3,0,7204
COIPASA,consultas prenatales,repetidas,2018-04-01,0,0,1,0,0,0,0,0,0,0,1
COLCAPIRHUA,consultas prenatales,repetidas,2018-04-01,2,0,47,2,325,3,30,0,0,0,409
"COLCHA ""K""",consultas prenatales,repetidas,2018-04-01,1,0,7,2,46,2,9,1,0,0,68
COLLANA,consultas prenatales,repetidas,2018-04-01,0,0,3,0,11,0,0,0,0,0,14
COLOMI,consultas prenatales,repetidas,2018-04-01,1,0,60,0,110,0,23,0,0,0,194
COLPA BELGICA,consultas prenatales,repetidas,2018-04-01,0,0,17,0,11,0,1,0,0,0,29
COLQUECHACA,consultas prenatales,repetidas,2018-04-01,1,0,25,1,93,14,33,11,0,0,178
COLQUENCHA,consultas prenatales,repetidas,2018-04-01,1,0,18,1,33,0,7,0,0,0,60
COLQUIRI,consultas prenatales,repetidas,2018-04-01,0,0,9,3,40,13,7,4,0,0,76
COMANCHE,consultas prenatales,repetidas,2018-04-01,0,0,1,1,2,0,0,0,0,0,4
COMARAPA,consultas prenatales,repetidas,2018-04-01,3,0,42,0,108,0,41,0,0,0,194
COMBAYA,consultas prenatales,repetidas,2018-04-01,0,0,0,0,4,0,1,1,0,0,6
CONCEPCION,consultas prenatales,repetidas,2018-04-01,4,1,39,1,103,9,13,1,0,0,171
COPACABANA,consultas prenatales,repetidas,2018-04-01,0,1,9,1,44,1,11,0,0,0,67
CORIPATA,consultas prenatales,repetidas,2018-04-01,1,0,36,0,77,0,9,0,0,0,123
CORO CORO,consultas prenatales,repetidas,2018-04-01,0,0,7,0,14,2,4,3,0,0,30
COROICO,consultas prenatales,repetidas,2018-04-01,4,0,19,1,62,3,22,1,0,0,112
CORQUE,consultas prenatales,repetidas,2018-04-01,0,0,1,1,7,1,1,0,0,0,11
COTAGAITA,consultas prenatales,repetidas,2018-04-01,2,0,26,1,78,3,10,2,0,0,122
COTOCA,consultas prenatales,repetidas,2018-04-01,7,0,107,8,306,18,49,2,1,0,498
CUATRO CAÑADAS,consultas prenatales,repetidas,2018-04-01,1,1,29,0,58,2,13,1,0,0,105
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2018-04-01,0,0,2,0,4,0,0,0,0,0,6
CUEVO,consultas prenatales,repetidas,2018-04-01,1,0,5,0,22,3,1,0,0,0,32
CULPINA,consultas prenatales,repetidas,2018-04-01,2,1,34,5,53,9,12,1,0,0,117
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2018-04-01,0,0,9,0,12,0,2,0,0,0,23
CURVA,consultas prenatales,repetidas,2018-04-01,0,0,1,1,4,0,2,1,0,0,9
DESAGUADERO,consultas prenatales,repetidas,2018-04-01,0,0,4,0,16,0,1,0,0,0,21
EL ALTO,consultas prenatales,repetidas,2018-04-01,7,1,817,127,5104,743,981,118,1,0,7899
EL CHORO,consultas prenatales,repetidas,2018-04-01,0,0,1,0,10,2,3,1,0,0,17
EL PUENTE(STC),consultas prenatales,repetidas,2018-04-01,1,0,20,1,39,1,2,0,0,0,64
EL PUENTE(TJA),consultas prenatales,repetidas,2018-04-01,0,0,6,3,31,3,8,0,0,0,51
EL TORNO,consultas prenatales,repetidas,2018-04-01,4,0,106,3,238,11,55,2,0,0,419
EL VILLAR,consultas prenatales,repetidas,2018-04-01,0,1,1,2,9,3,6,0,0,0,22
ENTRE RIOS TRJ,consultas prenatales,repetidas,2018-04-01,0,1,16,2,62,9,13,4,0,0,107
ENTRE RIOS CBBA,consultas prenatales,repetidas,2018-04-01,2,0,86,0,235,1,43,0,0,0,367
ESCARA,consultas prenatales,repetidas,2018-04-01,0,0,1,0,0,0,1,0,0,0,2
ESCOMA,consultas prenatales,repetidas,2018-04-01,1,0,15,0,16,0,2,0,0,0,34
ESMERALDA,consultas prenatales,repetidas,2018-04-01,0,0,1,0,1,0,2,0,0,0,4
EUCALIPTUS,consultas prenatales,repetidas,2018-04-01,0,0,4,0,15,0,2,0,0,0,21
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2018-04-01,2,0,1,0,4,0,0,0,0,0,7
EXALTACION,consultas prenatales,repetidas,2018-04-01,1,0,3,0,4,0,0,0,0,0,8
FERNANDEZ ALONSO,consultas prenatales,repetidas,2018-04-01,2,0,13,0,46,0,8,0,0,0,69
FILADELFIA,consultas prenatales,repetidas,2018-04-01,3,0,17,0,36,1,2,0,0,0,59
GENERAL SAAVEDRA,consultas prenatales,repetidas,2018-04-01,3,0,30,0,50,0,9,0,0,0,92
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2018-04-01,1,0,3,1,31,3,2,0,0,0,41
GUANAY,consultas prenatales,repetidas,2018-04-01,0,0,18,2,73,6,9,1,0,0,109
GUAQUI,consultas prenatales,repetidas,2018-04-01,0,0,7,1,18,1,3,0,0,0,30
GUAYARAMERIN,consultas prenatales,repetidas,2018-04-01,6,0,88,0,263,1,42,1,0,0,401
GUTIERREZ,consultas prenatales,repetidas,2018-04-01,0,0,18,0,48,2,5,1,0,0,74
HUACARETA,consultas prenatales,repetidas,2018-04-01,1,1,7,0,31,2,4,2,0,0,48
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2018-04-01,0,0,1,2,3,1,0,1,0,0,8
HUACHACALLA,consultas prenatales,repetidas,2018-04-01,0,0,0,0,3,0,0,0,0,0,3
HUANUNI,consultas prenatales,repetidas,2018-04-01,0,0,23,0,117,0,22,1,0,0,163
HUARACAJE,consultas prenatales,repetidas,2018-04-01,1,0,2,0,15,0,1,0,0,0,19
HUARINA,consultas prenatales,repetidas,2018-04-01,0,0,4,2,10,1,4,1,0,0,22
HUATAJATA,consultas prenatales,repetidas,2018-04-01,0,0,3,0,2,0,1,0,0,0,6
HUAYLLAMARCA,consultas prenatales,repetidas,2018-04-01,0,0,8,0,3,0,0,0,0,0,11
HUMANATA,consultas prenatales,repetidas,2018-04-01,0,0,2,0,5,0,0,0,0,0,7
ICHOCA,consultas prenatales,repetidas,2018-04-01,0,0,5,1,10,0,0,1,0,0,17
ICLA,consultas prenatales,repetidas,2018-04-01,0,1,6,3,7,3,5,2,0,0,27
INCAHUASI,consultas prenatales,repetidas,2018-04-01,0,0,17,2,24,12,7,5,0,1,68
INGAVI (HUMAITA),consultas prenatales,repetidas,2018-04-01,0,0,0,0,1,0,1,0,0,0,2
INQUISIVI,consultas prenatales,repetidas,2018-04-01,0,0,10,2,14,3,1,3,0,0,33
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2018-04-01,0,0,6,4,41,1,6,1,0,0,59
IXIAMAS,consultas prenatales,repetidas,2018-04-01,0,0,13,0,34,0,1,0,0,0,48
JESUS DE MACHACA,consultas prenatales,repetidas,2018-04-01,1,0,12,0,16,1,7,1,0,0,38
LA ASUNTA,consultas prenatales,repetidas,2018-04-01,1,0,70,3,208,4,30,1,0,0,317
LA GUARDIA,consultas prenatales,repetidas,2018-04-01,5,0,166,0,517,0,64,0,0,0,752
LA PAZ,consultas prenatales,repetidas,2018-04-01,10,0,516,6,4845,26,1274,6,0,0,6683
LAGUNILLAS,consultas prenatales,repetidas,2018-04-01,0,0,7,0,21,3,4,0,0,0,35
LAJA,consultas prenatales,repetidas,2018-04-01,3,0,23,0,66,2,8,0,0,0,102
LAS CARRERAS,consultas prenatales,repetidas,2018-04-01,0,0,2,0,6,0,0,0,0,0,8
LICOMA PAMPA,consultas prenatales,repetidas,2018-04-01,0,0,3,0,11,0,0,0,0,0,14
LLALLAGUA,consultas prenatales,repetidas,2018-04-01,0,0,58,0,288,6,36,0,0,0,388
LLICA,consultas prenatales,repetidas,2018-04-01,0,0,4,0,4,0,3,0,0,0,11
LORETO,consultas prenatales,repetidas,2018-04-01,0,0,2,0,7,0,1,0,0,0,10
LURIBAY,consultas prenatales,repetidas,2018-04-01,0,0,8,0,15,0,6,1,0,0,30
MACHACAMARCA,consultas prenatales,repetidas,2018-04-01,0,0,5,0,16,0,2,0,0,0,23
MACHARETI,consultas prenatales,repetidas,2018-04-01,0,0,8,2,22,0,1,0,0,0,33
MAGDALENA,consultas prenatales,repetidas,2018-04-01,8,0,11,0,50,0,11,0,0,0,80
MAIRANA,consultas prenatales,repetidas,2018-04-01,2,0,32,0,53,0,11,0,0,0,98
MALLA,consultas prenatales,repetidas,2018-04-01,0,0,1,0,3,0,3,1,0,0,8
MAPIRI,consultas prenatales,repetidas,2018-04-01,0,0,38,0,92,3,13,0,0,0,146
MECAPACA,consultas prenatales,repetidas,2018-04-01,1,0,19,1,48,0,12,0,0,0,81
MINEROS,consultas prenatales,repetidas,2018-04-01,4,1,40,0,96,2,13,0,0,0,156
MIZQUE,consultas prenatales,repetidas,2018-04-01,1,0,53,0,101,0,34,0,0,0,189
MOCOMOCO,consultas prenatales,repetidas,2018-04-01,0,0,14,0,19,2,2,3,0,0,40
MOJINETE,consultas prenatales,repetidas,2018-04-01,0,0,0,0,0,0,1,0,0,0,1
MOJOCOYA,consultas prenatales,repetidas,2018-04-01,0,0,6,1,18,1,8,1,0,0,35
MONTEAGUDO,consultas prenatales,repetidas,2018-04-01,2,0,62,1,160,3,38,1,0,0,267
MONTERO,consultas prenatales,repetidas,2018-04-01,9,0,196,3,755,8,148,2,0,0,1121
MORO MORO,consultas prenatales,repetidas,2018-04-01,0,0,7,0,5,2,2,0,0,0,16
