municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
CURVA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,32,32
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,2,2
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,7,7
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,4,4
GUANAY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,6,6
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,78,78
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,494,494
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,4,4
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,5,5
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,20,20
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,61,61
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,4,4
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,4,4
PUNA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,4,4
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,82,82
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,2,2
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,2,2
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,4,4
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,8,8
SAN JAVIER(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,8,8
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,346,346
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,2,2
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,2,2
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,217,217
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,6,6
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,6,6
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,33,33
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,4,4
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,4,4
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,1,1
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-05-01,4,4
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,12,12
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,4,4
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,30,30
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,39,39
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,8,8
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,6,6
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,21,21
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,4,4
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,2,2
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,114,114
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,2,2
CUEVO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,2,2
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,36,36
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,5,5
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,6,6
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,26,26
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,2,2
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,2,2
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,739,739
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,4,4
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,3,3
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,22,22
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,105,105
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,2,2
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,2,2
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,3,3
SAN ANDRES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,3,3
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,5,5
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,5,5
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,2,2
SAN RAMON SCZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,436,436
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,2,2
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,251,251
TACOPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,5,5
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,3,3
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,10,10
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,29,29
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,27,27
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,4,4
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,3,3
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-06-01,4,4
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,15,15
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,8,8
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
BOLIVAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,6,6
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,2,2
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,33,33
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,2,2
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,13,13
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,12,12
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,11,11
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,3,3
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,5,5
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
CURVA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,14,14
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,5,5
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,2,2
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,7,7
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,3,3
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,635,635
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,3,3
MIZQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,3,3
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,23,23
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,45,45
OMEREQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,113,113
POCOATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,3,3
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,6,6
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
SAN BORJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,7,7
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,7,7
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,2,2
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,3,3
SAN RAMON SCZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,352,352
SAPAHAQUI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,221,221
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,24,24
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,8,8
TIPUANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
TIRAQUE (CBBA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,5,5
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,30,30
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,16,16
UMALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,1,1
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,2,2
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,5,5
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,18,18
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,2,2
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,8,8
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-07-01,3,3
APOLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,13,13
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,2,2
AYATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,22,22
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,2,2
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,29,29
CAPINOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
CARANAVI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,25,25
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,4,4
"COLCHA ""K""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,5,5
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,2,2
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,4,4
CURVA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,4,4
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,23,23
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,3,3
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,3,3
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,6,6
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,2,2
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,15,15
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,783,783
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,2,2
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,3,3
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,28,28
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,4,4
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,89,89
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,4,4
POCOATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,14,14
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,2,2
PUERTO QUIJARRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
PUERTO RICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,2,2
PUNA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,2,2
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,2,2
SAN BORJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,5,5
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,3,3
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,47,47
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,3,3
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,4,4
SAN RAMON BENI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
SAN RAMON SCZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,328,328
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,2,2
SHINAOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,2,2
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,170,170
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,28,28
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,23,23
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,14,14
TOLATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,65,65
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,40,40
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,6,6
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,5,5
VINTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-08-01,3,3
ACHACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,8,8
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,7,7
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,15,15
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,24,24
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,29,29
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,12,12
COLOMI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,3,3
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,10,10
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,26,26
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,3,3
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,3,3
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,36,36
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,749,749
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,3,3
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
