municipality,group,variable,month,Pacientes referidos recibidos por el establecimiento,TOTAL
SACACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,5,5
SAIPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
SAN ANDRES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,3,3
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,23,23
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,9,9
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,47,47
SAN IGNACIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,48,48
SAN JAVIER(BNI),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,6,6
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,16,16
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,29,29
SAN LORENZO(PND),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,6,6
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,28,28
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,3,3
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
SAN PEDRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,5,5
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,8866,8866
SANTA ROSA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,3,3
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,7,7
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
SANTIAGO DE HUATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
SANTUARIO DE QUILLACAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
SENA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,4,4
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,5,5
SORATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,3,3
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1593,1593
TACOBAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
TACOPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
TAHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,4,4
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,34,34
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,388,388
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,8,8
TEOPONTE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
TIAWANACU,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,3,3
TINGUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,77,77
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
TOLATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,3,3
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,2,2
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,2,2
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1681,1681
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,87,87
TURCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
UMALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,6,6
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,27,27
VACAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,2,2
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,61,61
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,36,36
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,5,5
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,32,32
VILLA RIVERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,3,3
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,2,2
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,23,23
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,8,8
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,138,138
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,33,33
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,55,55
YAMPARAEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,5,5
YANACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,2,2
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,295,295
YOTALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-03-01,1,1
ACACIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,14,14
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,11,11
ALTO BENI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,7,7
ARQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,32,32
ATOCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
AUCAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
BATALLAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
BAURES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,33,33
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
BOYUIBE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,3,3
CABEZAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,3,3
CAIROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,7,7
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,31,31
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,89,89
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
CARANAVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,72,72
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,4,4
CHALLAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,16,16
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,25,25
CHARAÑA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
CHIMORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,10,10
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,63,63
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,22,22
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,54,54
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,708,708
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,4,4
"COLCHA ""K""",refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
COLOMI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,13,13
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,27,27
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,6,6
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,19,19
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,3,3
DESAGUADERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,3,3
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2068,2068
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,14,14
EL VILLAR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,3,3
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
ESCOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,16,16
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,4,4
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,4,4
GUANAY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,3,3
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,35,35
GUTIERREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,6,6
HUACARETA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,8,8
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,245,245
HUATAJATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,7,7
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,10,10
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,3258,3258
LAGUNILLAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,10,10
LAS CARRERAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,4,4
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,67,67
LLICA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
LORETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
MACHARETI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,4,4
MAGDALENA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,9,9
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,13,13
MAPIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
MECAPACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
MINEROS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,6,6
MOCOMOCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
MOJOCOYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
MONTEAGUDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,13,13
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1107,1107
OCURI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,4,4
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,420,420
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,44,44
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,3,3
PAPEL PAMPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
PATACAMAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,18,18
POCOATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,3,3
POJO (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,18,18
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,57,57
PRESTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,4,4
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
PUERTO RICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,5,5
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,49,49
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,299,299
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,57,57
REYES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,27,27
SABAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,76,76
SACACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,3,3
SAN BENITO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,10,10
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,3,3
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,51,51
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,41,41
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,15,15
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,61,61
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,4,4
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,9,9
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
SAN PEDRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
SAN PEDRO DE CURAHUARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
SAN RAMON SCZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
SANTA ANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,6553,6553
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,9,9
SANTIAGO DE CALLAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
SANTIVAÑES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
SANTUARIO DE QUILLACAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
SAPAHAQUI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,3,3
SENA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,4,4
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,7,7
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
SIPE SIPE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,8,8
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1595,1595
TACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
TACACOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
TAPACARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,33,33
TARACO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,3,3
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,286,286
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,9,9
TIAWANACU,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
TINGUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,58,58
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,3,3
TOLATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,6,6
TRIGAL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1585,1585
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,84,84
UMALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,8,8
URUBICHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,15,15
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,60,60
VACAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,6,6
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,12,12
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,39,39
VILLA RIVERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,3,3
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,27,27
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,4,4
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,134,134
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,45,45
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,38,38
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,233,233
YOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-04-01,2,2
ACACIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,2,2
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,29,29
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,13,13
ALTO BENI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,2,2
ARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
ARBIETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,2,2
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,26,26
ATOCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,3,3
BAURES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,2,2
BELLA FLOR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,45,45
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
CABEZAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,2,2
CAIROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,2,2
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,35,35
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,85,85
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,3,3
CARANAVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,56,56
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,9,9
CHALLAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,39,39
CHAYANTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,3,3
CHIMORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,2,2
CHUA COCANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,44,44
CKOCHAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,18,18
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,42,42
COCAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,484,484
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,6,6
"COLCHA ""K""",refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,4,4
COLQUECHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
COLQUIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,14,14
CONCEPCION,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,6,6
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,45,45
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,36,36
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,2,2
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
DESAGUADERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1,1
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,1917,1917
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,2,2
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,27,27
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2017-05-01,9,9
