municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,6,6
GUAYARAMERIN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,20,20
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,11,11
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,2,2
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,2,2
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,25,25
SAN IGNACIO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,2,2
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,25,25
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,10,10
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,4,4
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,25,25
SANTA ROSA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,5,5
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,57,57
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,6,6
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,42,42
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,4,4
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,28,28
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,1,1
YACUIBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-09-01,6,6
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,17,17
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,2,2
BERMEJO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,2,2
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,1,1
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,4,4
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,6,6
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,26,26
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,6,6
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,3,3
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,2,2
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,3,3
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,28,28
SAN BORJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,37,37
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,14,14
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,20,20
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,6,6
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,9,9
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,10,10
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,33,33
TIAWANACU,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,3,3
YACUIBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,2,2
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-10-01,6,6
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,9,9
BOLIVAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,2,2
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,2,2
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,6,6
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,12,12
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,19,19
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,5,5
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,4,4
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,5,5
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,36,36
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,25,25
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,16,16
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,26,26
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,5,5
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,64,64
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,2,2
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,11,11
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-11-01,6,6
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,7,7
BERMEJO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,2,2
CAMIRI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,3,3
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,12,12
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,3,3
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,7,7
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,1,1
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,2,2
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,6,6
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,21,21
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,18,18
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,4,4
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,6,6
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,2,2
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,12,12
TOLATA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,2,2
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,4,4
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,14,14
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,1,1
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2017-12-01,5,5
