,group,variable,month,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,26,16,8,11,34,27,61
GUANAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,11,15,16,35,27,50,77
GUAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,7,2,17,16,24,18,42
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,106,109,64,55,170,164,334
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,39,30,18,22,57,52,109
HUACARETA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,21,22,8,18,29,40,69
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,8,3,19,13,27,16,43
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,8,7,43,30,51,37,88
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,21,17,6,10,27,27,54
HUARINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,5,7,6,10,11,17,28
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,7,9,7,3,14,12,26
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,5,1,1,1,6,2,8
HUMANATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,4,2,4,1,8,3,11
ICHOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,8,14,8,8,16,22,38
ICLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,19,24,24,18,43,42,85
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,33,29,28,23,61,52,113
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,5,6,0,2,5,8,13
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,15,30,11,11,26,41,67
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,18,21,37,31,55,52,107
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,14,17,9,9,23,26,49
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,33,36,13,14,46,50,96
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,63,74,38,44,101,118,219
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,376,325,62,64,438,389,827
LA PAZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,1002,1030,87,101,1089,1131,2220
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,1,1,0,0,1,1,2
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,19,10,14,9,33,19,52
LAJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,49,48,4,2,53,50,103
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,5,2,5,8,10,10,20
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,4,6,0,0,4,6,10
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,100,105,169,170,269,275,544
LLICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,7,3,1,3,8,6,14
LORETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,5,1,1,0,6,1,7
LURIBAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,24,16,12,8,36,24,60
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,3,3,5,5,8,8,16
MACHARETI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,14,14,7,14,21,28,49
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,40,40,8,5,48,45,93
MAIRANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,47,54,5,0,52,54,106
MALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,0,4,7,10,7,14,21
MAPIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,33,47,2,0,35,47,82
MECAPACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,39,38,7,12,46,50,96
MINEROS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,47,34,15,17,62,51,113
MIZQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,48,43,18,11,66,54,120
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,11,19,17,11,28,30,58
MOJINETE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,1,0,2,0,3,0,3
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,18,17,10,9,28,26,54
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,78,74,25,21,103,95,198
MONTERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,277,247,42,42,319,289,608
MORO MORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,8,5,7,3,15,8,23
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,15,10,33,22,48,32,80
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,9,11,2,4,11,15,26
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,0,0,10,10,10,10,20
OCURI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,24,26,33,48,57,74,131
OKINAWA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,35,41,5,11,40,52,92
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,7,7,27,20,34,27,61
ORURO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,490,526,84,82,574,608,1182
PADCAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,37,47,44,40,81,87,168
PADILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,29,26,7,4,36,30,66
PAILON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,23,25,82,76,105,101,206
PALCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,32,18,15,23,47,41,88
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,75,67,29,33,104,100,204
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,1,1,0,1,1,2,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,29,29,2,5,31,34,65
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,19,4,4,5,23,9,32
PASORAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,1,4,4,5,5,9,14
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,13,41,8,11,21,52,73
PAZÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,3,9,2,2,5,11,16
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,25,28,9,12,34,40,74
POCOATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,15,20,38,35,53,55,108
POCONA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,24,22,50,48,74,70,144
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,22,30,14,15,36,45,81
POOPO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,6,4,2,4,8,8,16
PORCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,51,44,30,28,81,72,153
POROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,27,40,39,26,66,66,132
PORONGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,28,26,19,31,47,57,104
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,104,86,4,5,108,91,199
PORVENIR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,17,14,11,15,28,29,57
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,5,2,0,1,5,3,8
POTOSI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,499,515,161,162,660,677,1337
PRESTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,18,17,10,12,28,29,57
PUCARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,1,7,0,1,1,8,9
PUCARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,96,69,39,58,135,127,262
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,15,10,20,15,35,25,60
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,13,19,10,24,23,43,66
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,5,6,17,18,22,24,46
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,4,8,5,8,9,16,25
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,25,24,26,20,51,44,95
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,11,18,4,3,15,21,36
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,0,0,3,1,3,1,4
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,9,18,76,59,85,77,162
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,193,177,132,106,325,283,608
PUNA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,28,25,45,36,73,61,134
PUNATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,35,42,37,16,72,58,130
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,10,3,2,0,12,3,15
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,127,115,147,110,274,225,499
QUIME,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,30,21,13,7,43,28,71
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,2,5,0,2,2,7,9
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,37,33,8,5,45,38,83
RAVELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,45,40,49,39,94,79,173
REYES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,15,20,6,4,21,24,45
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,186,188,9,11,195,199,394
ROBORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,104,75,22,9,126,84,210
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,28,41,8,7,36,48,84
SABAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,4,8,1,0,5,8,13
SACABA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,297,292,131,118,428,410,838
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,10,10,14,13,24,23,47
SACACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,43,46,83,80,126,126,252
SAIPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,19,11,12,2,31,13,44
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,25,24,3,1,28,25,53
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,23,24,5,5,28,29,57
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,1,2,16,9,17,11,28
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,30,28,22,20,52,48,100
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,5,6,3,4,8,10,18
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,3,4,6,4,9,8,17
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,10,6,9,11,19,17,36
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,27,28,17,14,44,42,86
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,87,74,16,11,103,85,188
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,9,11,7,8,16,19,35
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,47,49,7,6,54,55,109
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,55,30,3,4,58,34,92
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,233,209,67,70,300,279,579
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,4,6,2,2,6,8,14
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,48,45,7,6,55,51,106
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,10,7,0,0,10,7,17
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,14,24,43,44,57,68,125
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,11,12,3,5,14,17,31
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,184,178,118,104,302,282,584
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,1,5,19,23,20,28,48
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,46,34,14,15,60,49,109
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,93,96,113,92,206,188,394
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,51,41,27,27,78,68,146
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,32,47,30,33,62,80,142
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,8,6,3,1,11,7,18
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,31,31,25,31,56,62,118
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,120,101,137,135,257,236,493
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,5,7,8,3,13,10,23
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,0,1,0,2,0,3,3
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,16,7,2,5,18,12,30
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,0,0,5,2,5,2,7
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,24,26,0,3,24,29,53
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,7,5,4,3,11,8,19
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,9,5,1,2,10,7,17
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,32,32,0,0,32,32,64
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,2611,2529,321,142,2932,2671,5603
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,29,46,28,27,57,73,130
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,70,87,30,36,100,123,223
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,12,7,0,2,12,9,21
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,3,4,17,17,20,21,41
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,7,5,2,1,9,6,15
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,10,8,2,2,12,10,22
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,24,25,5,11,29,36,65
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,1,1,1,2,2,3,5
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,14,15,12,9,26,24,50
SENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,23,11,0,0,23,11,34
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,90,80,27,22,117,102,219
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,92,101,52,73,144,174,318
SICAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,7,13,4,10,11,23,34
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,107,128,50,36,157,164,321
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,12,13,15,13,27,26,53
SORACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,18,19,4,9,22,28,50
SORATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,21,12,27,18,48,30,78
SUCRE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,955,920,105,92,1060,1012,2072
TACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,0,0,7,10,7,10,17
TACACOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,9,6,13,16,22,22,44
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,18,12,38,22,56,34,90
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,21,16,23,22,44,38,82
TAHUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,2,1,3,4,5,5,10
TAPACARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,71,83,54,59,125,142,267
TARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,38,36,35,38,73,74,147
TARACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,8,6,1,2,9,8,17
TARATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,32,29,14,18,46,47,93
TARIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,424,432,121,130,545,562,1107
TARVITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,27,27,42,40,69,67,136
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,14,12,13,7,27,19,46
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,36,33,8,4,44,37,81
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,19,22,80,78,99,100,199
TIPUANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,20,22,14,15,34,37,71
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,86,96,86,95,172,191,363
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,40,49,70,60,110,109,219
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,0,1,1,3,1,4,5
TOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,28,22,14,11,42,33,75
TOLATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,7,5,22,11,29,16,45
TOLEDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,4,6,1,0,5,6,11
TOMAVE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,28,27,31,42,59,69,128
TOMINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,29,22,14,17,43,39,82
TORO TORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,23,24,55,49,78,73,151
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,41,23,13,20,54,43,97
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,6,8,10,8,16,16,32
TRIGAL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,0,1,1,2,1,3,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,184,196,48,27,232,223,455
TUPIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,142,147,24,23,166,170,336
TURCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,2,4,2,2,4,6,10
UMALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,11,12,5,2,16,14,30
UNCIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,45,43,16,22,61,65,126
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,31,24,7,10,38,34,72
URUBICHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,12,19,2,0,14,19,33
UYUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,82,102,9,15,91,117,208
VACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,29,26,28,22,57,48,105
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,39,43,4,4,43,47,90
VIACHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,116,93,61,61,177,154,331
VILA VILA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,7,8,17,23,24,31,55
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,38,31,35,31,73,62,135
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,114,123,36,21,150,144,294
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,0,0,5,9,5,9,14
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,29,24,15,23,44,47,91
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,12,10,11,14,23,24,47
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,307,298,88,97,395,395,790
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,19,22,25,6,44,28,72
VILLAZON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,104,122,13,12,117,134,251
VINTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,124,114,98,110,222,224,446
VITICHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,22,24,8,7,30,31,61
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,0,4,0,0,0,4,4
WARNES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,269,254,18,22,287,276,563
YACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,23,28,17,15,40,43,83
YACUIBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,214,231,34,26,248,257,505
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2019-05-01,2,8,3,3,5,11,16
