,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,4,4,0,0,4,4,8
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,8,3,3,0,11,3,14
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,5,9,0,5,5,14,19
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,5,9,1,0,6,9,15
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,5,0,0,3,5,8
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,2,4,1,2,3,6,9
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,13,14,1,2,14,16,30
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,2,5,1,1,3,6,9
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,3,0,0,3,3,6
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,18,18,3,6,21,24,45
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,66,39,4,6,70,45,115
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,2,0,0,1,2,1,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,1,0,5,0,6,6
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,0,2,2,3,2,5
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,1,2,0,3,1,4
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,6,3,0,0,6,3,9
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,0,5,2,6,2,8
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,137,146,8,5,145,151,296
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,12,4,0,1,12,5,17
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,5,6,0,3,5,9,14
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,8,9,1,1,9,10,19
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,1,4,1,7,2,9
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,13,15,1,2,14,17,31
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,0,0,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,6,3,2,0,8,3,11
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,2,3,0,2,2,5,7
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,1,0,0,1,1,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,11,15,12,5,23,20,43
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,4,0,0,1,4,5
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,2,0,0,0,2,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,0,2,0,3,0,3
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,6,3,1,0,7,3,10
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,4,2,1,5,5,10
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,7,4,0,0,7,4,11
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,1,2,3,2,4,6
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,5,7,1,5,6,12,18
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,19,11,1,0,20,11,31
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,2,0,0,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,137,101,21,20,158,121,279
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,1,0,1,0,2,2
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,2,1,0,0,2,1,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,15,11,5,7,20,18,38
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,1,3,2,3,3,6
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,1,1,0,4,1,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,4,1,3,3,7,4,11
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,1,1,1,2,2,4
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,8,3,0,0,8,3,11
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,8,11,5,14,13,27
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,16,20,3,0,19,20,39
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,3,0,2,3,5,8
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,14,8,4,2,18,10,28
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,21,29,17,16,38,45,83
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,2,3,0,6,2,8
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,0,1,1,1,1,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,7,2,0,0,7,2,9
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,5,2,9,7,14,9,23
REYES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,13,5,0,0,13,5,18
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,18,23,1,1,19,24,43
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,6,7,0,0,6,7,13
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,8,3,0,2,8,5,13
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,2,0,0,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,45,29,14,9,59,38,97
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,2,3,2,3,4,6,10
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,6,5,6,6,12,18
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,4,2,0,0,4,2,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,2,2,1,5,3,7,10
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,6,5,2,1,8,6,14
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,6,9,1,2,7,11,18
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,0,0,1,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,3,3,1,3,4,7
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,7,2,2,5,9,14
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,20,28,0,1,20,29,49
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,4,7,0,0,4,7,11
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,5,8,0,0,5,8,13
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,13,14,3,2,16,16,32
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,27,30,6,7,33,37,70
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,0,0,0,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,8,3,14,13,22,16,38
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,9,9,2,0,11,9,20
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,22,21,1,3,23,24,47
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,10,7,2,1,12,8,20
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,11,6,14,6,25,12,37
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,0,0,0,1,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,2,8,5,7,7,15,22
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,0,1,0,4,0,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,6,4,3,5,9,9,18
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,0,0,2,1,2,3
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,1,0,0,1,1,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,2,0,0,1,2,3
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,4,3,3,1,7,4,11
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,11,18,0,0,11,18,29
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,11,4,0,0,11,4,15
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,541,497,27,28,568,525,1093
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,1,10,0,11,1,12
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,16,14,2,3,18,17,35
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,2,2,0,0,2,2,4
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,3,1,0,4,3,7
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,2,0,1,3,3,6
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,0,1,2,1,2,3
SENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,4,3,0,0,4,3,7
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,9,0,3,0,12,0,12
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,4,15,8,2,12,17,29
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,5,0,1,3,6,9
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,1,0,0,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,4,7,1,1,5,8,13
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,197,190,15,11,212,201,413
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,1,0,0,0,1,1
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,0,3,2,3,2,5
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,0,2,1,2,1,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,5,7,3,2,8,9,17
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,2,1,2,4,4,5,9
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,1,0,1,1,2,3
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,5,3,4,1,9,4,13
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,121,140,6,16,127,156,283
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,6,2,5,8,11,10,21
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,0,0,0,3,0,3
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,12,0,1,3,13,16
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,0,7,9,7,9,16
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,4,0,1,1,5,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,6,6,9,6,15,12,27
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,6,3,7,4,13,7,20
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,6,5,0,0,6,5,11
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,0,4,2,4,2,6
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,0,0,0,1,0,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,5,2,1,0,6,2,8
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,11,11,3,2,14,13,27
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,0,7,6,8,6,14
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,4,0,0,1,4,5
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,1,0,0,3,1,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,31,40,0,1,31,41,72
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,11,22,3,2,14,24,38
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,4,2,2,5,6,11
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,6,10,2,0,8,10,18
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,11,10,8,2,19,12,31
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,6,3,0,0,6,3,9
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,12,7,3,0,15,7,22
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,3,0,2,3,5,8
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,6,6,2,1,8,7,15
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,24,30,4,2,28,32,60
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,0,1,1,2,1,3
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,4,2,2,5,6,11
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,37,39,2,5,39,44,83
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,6,4,0,0,6,4,10
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,2,1,2,1,4,5
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,20,17,4,2,24,19,43
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,2,2,2,0,4,2,6
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,30,15,3,1,33,16,49
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,16,15,1,0,17,15,32
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,1,2,0,1,1,3,4
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,65,61,0,5,65,66,131
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,45,51,9,7,54,58,112
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,5,5,2,6,7,11,18
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,5,3,2,2,7,5,12
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,5,1,3,1,8,9
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,0,1,3,3,3,4,7
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-03-01,3,2,0,4,3,6,9
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,0,1,1,0,1,1,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,11,4,17,9,28,13,41
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,5,4,3,1,8,5,13
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,9,4,8,4,17,8,25
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,0,1,3,4,3,5,8
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,2,0,0,1,2,1,3
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,7,8,1,0,8,8,16
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,2,4,1,1,3,5,8
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,0,2,0,1,0,3,3
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,1,0,0,0,1,0,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,0,0,2,0,2,0,2
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,3,6,8,5,11,11,22
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,1,1,0,0,1,1,2
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,2,0,1,1,3,1,4
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,8,14,5,4,13,18,31
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,0,2,1,2,1,4,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,20,10,16,7,36,17,53
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,4,1,2,5,6,6,12
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,0,2,2,3,2,5,7
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,3,2,3,1,6,3,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,3,3,3,5,6,8,14
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,7,8,6,6,13,14,27
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,7,7,0,0,7,7,14
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,0,0,0,2,0,2,2
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,1,0,0,0,1,0,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,0,1,2,0,2,1,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,3,1,1,4,4,5,9
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,31,21,7,2,38,23,61
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,9,4,4,2,13,6,19
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,0,1,2,0,2,1,3
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,2,0,0,0,2,0,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,4,3,0,0,4,3,7
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,5,7,2,3,7,10,17
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,4,5,3,3,7,8,15
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,2,4,1,2,3,6,9
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,3,1,0,1,3,2,5
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,0,5,1,0,1,5,6
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,1,1,0,0,1,1,2
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,3,7,0,1,3,8,11
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,5,12,10,6,15,18,33
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,2,2,2,1,4,3,7
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,22,20,4,2,26,22,48
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,3,5,0,0,3,5,8
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,6,14,0,0,6,14,20
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,3,6,6,2,9,8,17
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,24,32,5,5,29,37,66
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,8,9,3,3,11,12,23
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,0,3,1,0,1,3,4
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,4,3,0,0,4,3,7
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,0,1,1,0,1,1,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,9,15,3,5,12,20,32
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,1,3,1,0,2,3,5
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,2,5,2,1,4,6,10
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,2,1,0,0,2,1,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,3,2,1,0,4,2,6
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,12,5,0,1,12,6,18
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,1,1,0,0,1,1,2
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,0,1,0,0,0,1,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,1,1,1,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,5,3,1,0,6,3,9
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,3,3,3,3,6,6,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,1,0,8,5,9,5,14
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,5,3,2,1,7,4,11
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,9,4,5,2,14,6,20
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,32,37,14,26,46,63,109
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,1,4,3,11,4,15,19
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-04-01,211,197,4,6,215,203,418
