,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,4,0,0,1,4,5
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,32,15,2,2,34,17,51
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,17,15,0,0,17,15,32
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,8,9,3,0,11,9,20
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,9,6,3,1,12,7,19
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,33,30,2,2,35,32,67
CARANGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,0,0,1,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,4,3,5,5,9,8,17
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,4,0,1,0,5,0,5
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,1,6,11,7,12,19
CATACORA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,1,0,1,1,2,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,9,16,10,5,19,21,40
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,8,6,1,2,9,8,17
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,10,12,19,13,29,25,54
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,1,0,0,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,5,5,4,8,9,17
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,14,28,2,3,16,31,47
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,0,3,2,3,2,5
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,10,15,1,0,11,15,26
CHUMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,3,2,2,3,5,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,3,4,1,6,4,10
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,5,11,3,13,8,21
CLIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,9,4,4,2,13,6,19
COBIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,23,32,19,15,42,47,89
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,5,6,6,8,11,19
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,446,442,6,5,452,447,899
COIPASA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,0,2,0,3,0,3
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,17,17,3,5,20,22,42
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,8,6,2,1,10,7,17
COLLANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,1,0,0,2,1,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,9,6,8,7,17,13,30
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,4,0,4,2,8,10
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,21,24,6,13,27,37,64
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,6,1,5,5,11,6,17
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,7,2,5,10,12,12,24
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,4,2,0,0,4,2,6
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,15,24,3,4,18,28,46
COMBAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,0,0,1,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,24,22,2,2,26,24,50
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,5,8,2,0,7,8,15
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,4,4,0,0,4,4,8
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,3,4,3,6,6,12
COROICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,8,4,1,1,9,5,14
CORQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,0,0,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,6,19,3,6,9,25,34
COTOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,51,55,6,6,57,61,118
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,15,8,2,2,17,10,27
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,0,0,0,2,0,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,2,1,1,4,3,7
CULPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,3,10,8,11,11,22
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,5,0,0,3,5,8
CURVA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,1,0,0,1,1,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,8,5,0,0,8,5,13
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,441,433,200,182,641,615,1256
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,0,2,0,2,0,2
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,10,4,5,12,15,16,31
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,5,3,5,1,10,4,14
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,41,30,5,3,46,33,79
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,2,0,1,3,3,6
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,11,7,5,2,16,9,25
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,32,34,0,1,32,35,67
ESCARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,0,0,0,1,0,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,0,2,1,2,1,3
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,1,2,0,2,1,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,2,0,0,0,2,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,4,1,12,5,16,6,22
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,0,1,5,1,5,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,10,11,2,4,12,15,27
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,4,3,0,1,4,4,8
GUANAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,14,20,5,8,19,28,47
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,3,1,4,1,7,8
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,19,28,6,3,25,31,56
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,10,9,0,3,10,12,22
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,7,4,1,1,8,5,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,4,0,2,0,6,0,6
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,1,0,0,2,1,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,11,16,5,10,16,26,42
HUARINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,0,0,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,2,1,0,1,2,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,1,1,0,1,1,2
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,5,1,1,2,6,3,9
ICLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,4,2,1,2,5,7
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,1,2,1,2,2,4
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,8,10,2,4,10,14,24
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,11,6,6,4,17,10,27
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,7,5,0,0,7,5,12
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,9,1,1,3,10,13
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,27,30,2,6,29,36,65
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,112,92,3,5,115,97,212
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,370,385,13,20,383,405,788
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,0,0,0,1,0,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,1,2,2,2,3,5
LAJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,7,11,3,2,10,13,23
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,1,1,0,3,1,4
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,2,0,0,3,2,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,22,21,21,33,43,54,97
LORETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,3,0,2,1,5,6
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,5,8,5,2,10,10,20
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,4,0,0,2,4,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,1,0,0,3,1,4
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,4,13,8,16,12,28
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,15,6,3,0,18,6,24
MALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,1,6,1,6,2,8
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,13,18,1,0,14,18,32
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,6,11,3,2,9,13,22
MINEROS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,25,21,4,3,29,24,53
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,16,13,5,6,21,19,40
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,3,8,6,11,9,20
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,2,0,1,3,3,6
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,12,12,0,1,12,13,25
MONTERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,79,78,8,2,87,80,167
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,0,0,0,2,0,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,2,7,11,10,13,23
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,2,1,1,2,3,5
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,0,0,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,4,5,5,5,9,14
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,8,13,2,5,10,18,28
ORURO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,211,234,13,7,224,241,465
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,10,13,0,5,10,18,28
PADILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,11,4,1,1,12,5,17
PAILON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,15,25,5,2,20,27,47
PALCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,2,7,2,10,4,14
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,24,24,9,12,33,36,69
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,1,4,4,6,5,11
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,8,0,1,3,9,12
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,1,4,1,7,2,9
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,9,7,9,9,18,16,34
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,6,2,1,3,7,10
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,4,2,1,4,5,9
POCOATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,4,9,5,10,9,19
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,2,1,0,3,2,5
POOPO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,5,3,1,3,6,6,12
PORCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,6,6,8,12,14,18,32
POROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,3,7,8,9,11,20
PORONGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,4,4,11,10,15,14,29
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,21,15,0,0,21,15,36
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,4,3,1,9,5,12,17
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,2,0,0,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,155,144,30,25,185,169,354
PRESTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,1,4,1,7,2,9
PUCARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,1,0,0,0,1,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,11,10,7,9,18,19,37
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,0,7,0,7,0,7
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,2,2,4,2,6,8
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,4,3,2,2,6,5,11
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,9,9,0,2,9,11,20
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,1,0,0,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,9,8,12,6,21,14,35
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,42,43,1,2,43,45,88
PUNA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,2,5,7,8,9,17
PUNATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,21,20,12,4,33,24,57
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,3,0,0,1,3,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,62,55,49,68,111,123,234
QUIME,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,8,2,4,3,12,5,17
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,0,0,1,0,1,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,11,6,2,2,13,8,21
RAVELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,7,5,8,4,15,9,24
REYES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,13,12,0,0,13,12,25
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,88,74,35,22,123,96,219
ROBORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,13,10,5,5,18,15,33
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,6,12,3,15,9,24
SABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,1,1,2,2,3,5
SACABA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,69,77,37,40,106,117,223
SACACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,4,9,2,8,6,17,23
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,1,5,2,7,3,10
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,4,4,2,4,6,10
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,7,10,2,0,9,10,19
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,0,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,8,5,11,7,19,12,31
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,0,3,3,4,3,7
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,4,0,0,0,4,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,4,2,5,5,9,7,16
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,6,3,1,0,7,3,10
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,44,49,11,5,55,54,109
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,9,15,2,2,11,17,28
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,13,13,3,5,16,18,34
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,2,0,0,0,2,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,46,54,12,15,58,69,127
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,0,0,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,13,12,0,0,13,12,25
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,7,5,0,0,7,5,12
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,10,10,18,19,28,29,57
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,2,2,3,5,5,10
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,25,23,9,12,34,35,69
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,1,3,6,5,7,12
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,16,11,8,2,24,13,37
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,6,6,3,2,9,8,17
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,17,14,1,1,18,15,33
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,4,4,7,5,11,9,20
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,2,1,0,3,2,5
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,1,3,8,6,9,15
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,14,13,11,9,25,22,47
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,0,0,1,0,1,1
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,3,0,0,1,3,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,4,2,2,1,6,3,9
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,0,3,3,4,3,7
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,6,7,0,0,6,7,13
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,11,14,1,0,12,14,26
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1221,1117,33,26,1254,1143,2397
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,7,3,5,12,12,15,27
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,12,17,3,1,15,18,33
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,0,2,1,3,1,4
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,0,4,3,5,3,8
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,0,0,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,2,2,2,0,4,2,6
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,0,3,1,3,1,6,7
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,5,5,8,7,13,12,25
SENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,8,6,2,4,10,10,20
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,20,19,1,1,21,20,41
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,7,11,1,6,8,17,25
SICAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,3,0,6,4,9,4,13
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,41,49,3,6,44,55,99
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,1,1,3,2,4,3,7
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,6,3,0,2,6,5,11
SORATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2019-03-01,6,11,5,2,11,13,24
