,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,0,2,0,3,0,3
CURVA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,1,1,1,2,2,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,1,0,0,3,1,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,315,383,182,145,497,528,1025
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,0,0,0,3,0,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,11,3,10,4,21,7,28
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,6,2,2,4,8,12
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,35,40,9,4,44,44,88
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,2,2,1,4,3,7
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,8,6,7,7,15,13,28
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,31,21,17,7,48,28,76
ESCOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,0,1,0,2,0,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,2,0,1,1,3,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,0,3,2,4,2,6
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,0,2,1,2,1,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,11,6,2,9,13,15,28
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,4,5,1,8,5,13
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,16,13,2,1,18,14,32
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,3,4,5,8,8,16
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,7,8,6,11,13,24
GUAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,1,2,3,5,4,9
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,21,20,5,4,26,24,50
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,0,0,0,3,0,3
HUACARETA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,7,8,1,3,8,11,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,1,1,0,1,1,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,0,1,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,5,8,4,12,9,21
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,2,0,0,3,2,5
HUARINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,1,1,0,3,1,4
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,0,0,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,0,0,1,0,1,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,1,2,1,3,2,5
ICHOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,1,1,0,2,1,3
ICLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,5,3,3,2,8,5,13
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,8,5,4,7,12,19
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,0,0,0,3,0,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,7,0,3,3,10,13
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,5,2,3,1,8,3,11
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,7,10,0,0,7,10,17
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,5,1,1,5,6,11
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,21,17,5,6,26,23,49
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,94,82,17,17,111,99,210
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,379,334,30,36,409,370,779
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,1,2,3,4,4,8
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,8,8,1,1,9,9,18
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,1,3,2,6,3,9
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,1,0,0,0,1,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,20,24,18,13,38,37,75
LLICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,1,0,0,1,1,2
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,0,0,5,0,5,5
LURIBAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,6,5,1,1,7,6,13
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,5,1,0,1,5,2,7
MACHARETI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,6,1,0,4,6,10
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,2,5,14,9,16,25
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,7,9,1,0,8,9,17
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,11,16,1,0,12,16,28
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,5,8,4,1,9,9,18
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,20,7,9,9,29,16,45
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,7,11,3,5,10,16,26
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,6,9,2,13,8,21
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,3,1,2,4,5,9
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,13,17,3,2,16,19,35
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,70,76,22,22,92,98,190
MORO MORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,2,2,0,5,2,7
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,1,7,2,11,3,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,0,1,0,4,0,4
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,0,0,1,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,5,7,2,5,7,12,19
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,7,8,2,4,9,12,21
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,0,1,3,3,3,6
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,136,170,23,18,159,188,347
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,13,11,5,6,18,17,35
PADILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,8,3,1,1,9,4,13
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,14,10,12,12,26,22,48
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,5,16,6,2,11,18,29
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,15,18,1,0,16,18,34
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,2,0,0,0,2,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,5,6,4,6,9,12,21
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,8,4,6,3,14,7,21
PASORAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,0,0,0,2,0,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,3,10,9,12,12,24
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,3,0,1,3,4,7
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,5,7,0,1,5,8,13
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,1,4,1,7,2,9
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,9,6,5,4,14,10,24
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,8,5,3,4,11,9,20
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,2,0,1,3,3,6
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,11,3,5,7,16,23
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,5,2,7,4,12,16
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,11,5,4,3,15,8,23
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,11,21,1,2,12,23,35
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,6,2,7,6,13,8,21
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,1,1,1,2,2,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,112,115,39,42,151,157,308
PRESTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,4,2,1,2,5,7
PUCARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,10,11,7,9,17,20,37
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,3,1,0,5,3,8
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,2,5,1,6,3,9
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,2,3,2,5,4,9
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,3,8,5,9,8,17
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,7,8,0,0,7,8,15
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,7,6,0,3,7,9,16
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,0,3,1,3,1,4
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,3,14,9,18,12,30
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,36,34,28,21,64,55,119
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,3,7,6,9,9,18
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,19,14,2,3,21,17,38
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,0,0,0,4,0,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,42,35,28,20,70,55,125
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,6,2,2,1,8,3,11
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,12,5,1,0,13,5,18
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,7,5,4,3,11,8,19
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,8,3,0,0,8,3,11
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,41,38,6,6,47,44,91
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,10,12,3,7,13,19,32
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,6,7,4,10,10,20
SABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,1,2,0,5,1,6
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,82,67,57,64,139,131,270
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,1,0,0,3,1,4
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,6,6,8,4,14,10,24
SAIPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,0,5,0,5,0,5
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,2,3,7,7,9,16
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,7,1,4,5,11,16
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,6,5,4,8,10,18
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,1,0,0,1,1,2
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,0,0,1,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,2,4,3,6,5,11
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,5,5,1,1,6,6,12
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,16,36,1,4,17,40,57
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,9,6,0,0,9,6,15
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,20,18,0,1,20,19,39
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,11,10,14,11,25,21,46
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,47,39,34,23,81,62,143
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,2,0,0,1,2,3
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,16,7,5,6,21,13,34
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,0,3,2,3,2,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,12,6,13,19,25,25,50
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,0,3,6,4,6,10
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,28,31,15,16,43,47,90
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,0,2,3,3,3,6
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,13,10,3,3,16,13,29
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,11,3,14,4,25,7,32
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,8,9,6,9,14,18,32
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,8,4,3,5,11,9,20
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,11,7,2,5,13,12,25
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,10,13,13,10,23,23,46
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,1,0,2,3,3,6
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,2,1,2,2,4,6
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,1,0,2,1,3,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,1,4,4,4,5,9
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,6,0,2,1,8,1,9
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,9,2,2,6,11,17
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,17,8,37,21,54,29,83
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,836,803,81,57,917,860,1777
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,13,0,0,4,13,17
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,11,9,5,5,16,14,30
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,1,0,1,1,2,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,0,0,1,3,1,4
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,0,0,0,2,0,2
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,0,0,0,4,0,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,7,5,0,0,7,5,12
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,0,0,2,0,2,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,5,5,1,1,6,6,12
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,9,2,4,4,13,17
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,20,19,3,1,23,20,43
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,7,12,1,1,8,13,21
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,0,0,1,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,11,17,7,2,18,19,37
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,0,0,2,1,2,3
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,4,4,3,6,7,13
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,10,4,2,6,12,18
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,183,190,36,26,219,216,435
TACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,8,3,0,2,8,5,13
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,3,2,6,4,9,13
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,1,6,4,6,5,11
TAHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,1,0,0,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,10,25,13,8,23,33,56
TARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,9,10,7,8,16,18,34
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,3,1,0,2,3,5
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,6,1,1,5,7,12
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,148,120,50,45,198,165,363
TARVITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,2,5,4,6,6,12
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,5,0,0,1,5,6
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,5,6,1,1,6,7,13
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,0,14,14,18,14,32
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,5,2,0,1,5,3,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,22,20,22,16,44,36,80
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,4,12,15,6,19,18,37
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,3,1,0,1,3,4
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,0,0,1,0,1,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,8,6,3,8,11,19
TOLEDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,5,1,1,1,6,2,8
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,6,7,1,8,7,15
TOMINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,5,4,4,3,9,7,16
TORO TORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,3,1,7,4,10,5,15
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,6,11,2,3,8,14,22
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,2,4,0,0,2,4,6
TRIGAL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,0,0,2,1,2,1,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,81,55,38,38,119,93,212
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,34,28,4,2,38,30,68
TURCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,1,0,0,0,1,0,1
UMALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,6,1,3,0,9,1,10
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,12,10,5,2,17,12,29
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,9,9,1,2,10,11,21
URUBICHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,6,6,1,3,7,9,16
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-04-01,11,17,0,1,11,18,29
