,group,variable,month,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,1,0,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,1,0,0,1,1,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,2,3,1,0,3,3,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,1,0,0,1,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,0,1,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,2,2,0,0,2,2,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,3,0,1,3,4,3,7
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,4,5,0,1,4,6,10
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,2,1,0,1,2,2,4
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,1,3,0,0,1,3,4
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,1,1,1,1,2,3
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,1,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,2,0,1,0,3,0,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,1,0,0,0,1,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,1,1,1,1,2
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,1,0,0,1,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,2,1,0,1,2,2,4
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,0,1,0,1,1
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,1,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,1,0,1,0,2,2
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,0,1,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,3,1,0,3,3,4,7
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,1,3,2,0,3,3,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,1,2,1,1,2,3,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,3,2,0,1,3,3,6
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,1,2,1,2,2,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,19,25,12,3,31,28,59
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,1,0,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,1,0,1,0,2,0,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,1,0,0,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,3,4,4,0,7,4,11
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,2,3,2,3,5
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,0,1,0,1,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,2,3,2,3,5
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,1,0,1,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,1,1,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,1,1,1,0,2,1,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,1,0,0,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,3,2,3,1,6,3,9
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,1,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-04-01,0,0,2,1,2,1,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,0,0,0,1,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,0,0,0,1,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,2,1,2,1,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,0,0,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,0,2,0,2,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,1,1,1,1,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,0,0,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,7,4,0,0,7,4,11
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,0,0,1,1,1,2
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,0,0,0,1,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,1,1,2,2,3,5
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,0,0,0,1,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,9,4,4,1,13,5,18
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,0,1,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,2,1,0,0,2,1,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,1,1,0,2,1,3
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,1,1,1,2,3
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,1,2,1,2,3
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,2,0,0,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,2,3,0,4,2,7,9
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,4,7,1,0,5,7,12
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,0,0,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,2,0,3,1,5,6
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,2,1,0,1,2,2,4
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,2,2,2,3,5
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,4,2,1,0,5,2,7
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,1,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,11,202,2,0,13,202,215
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,1,3,1,3,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,1,0,2,1,3,4
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,1,0,1,0,1
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,0,0,0,1,1
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,0,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,1,1,1,2,2,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,2,0,0,1,2,3
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,0,0,0,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,0,1,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,0,1,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,2,0,0,0,2,2
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,0,1,0,1,1
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,0,1,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,27,17,8,9,35,26,61
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,2,4,2,4,6
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,2,1,2,2,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,1,1,0,2,1,3
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,0,0,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,1,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,2,0,0,0,2,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,0,0,0,1,1
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,0,0,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,2,0,1,0,3,0,3
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,0,0,0,3,0,3,3
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,1,0,1,1,2,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-05-01,1,0,0,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,1,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,0,0,1,1,1,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,0,0,1,0,1,1
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,0,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,0,2,0,2,0,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,0,1,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,3,3,0,2,3,5,8
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,1,2,0,2,1,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,1,0,0,0,1,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,2,0,0,0,2,0,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,2,4,0,1,2,5,7
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,0,1,1,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,8,6,2,7,10,13,23
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,0,1,0,2,0,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,0,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,0,0,0,1,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,0,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,2,1,0,0,2,1,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,4,2,0,0,4,2,6
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,0,1,1,2,1,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,0,1,0,1,0,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,0,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,3,4,0,0,3,4,7
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,2,0,0,0,2,0,2
PALCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,2,0,1,1,3,4
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,2,0,0,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,2,2,2,1,4,3,7
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,2,0,0,0,2,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,2,1,0,0,2,1,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,1,1,1,2,2,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,0,2,2,2,2,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,18,23,2,1,20,24,44
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,1,0,0,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,0,1,1,2,1,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,2,0,0,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,1,1,0,2,1,3
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,0,2,2,2,2,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,2,0,0,0,2,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,0,1,0,1,0,1
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,1,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,2,0,1,0,3,0,3
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,2,0,0,1,2,1,3
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,2,0,0,1,2,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,1,0,0,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,4,2,0,0,4,2,6
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-06-01,0,1,0,0,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,0,2,1,2,1,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,0,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,0,2,2,2,2,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,1,1,0,2,1,3
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,1,1,1,2,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,6,3,0,1,6,4,10
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,0,0,1,1,1,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,1,0,0,1,1,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,0,0,0,1,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,3,4,0,0,3,4,7
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,4,9,4,7,8,16,24
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,2,0,0,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,0,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,0,0,0,1,1
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,0,1,0,2,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,2,1,1,1,3,2,5
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,6,6,1,0,7,6,13
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,0,0,0,1,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,0,0,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,2,0,0,0,2,0,2
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,0,0,6,0,6,6
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,0,2,1,2,1,3
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,0,0,0,1,1
