,group,variable,month,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS FUERA,PENTAVALENTE 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,1,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,2,0,0,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,15,13,1,1,16,14,30
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,2,0,0,0,2,2
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,2,0,2,0,2
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,0,1,0,1,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,0,1,1,2,1,3
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,0,2,0,2,2
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,2,1,0,0,2,1,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,5,2,0,0,5,2,7
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,15,13,10,14,25,27,52
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,1,0,0,1,1,2
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,0,1,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,3,0,1,0,4,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,2,0,0,0,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,1,2,0,2,1,3
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,4,2,1,0,5,2,7
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,14,16,0,1,14,17,31
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,3,0,0,0,3,0,3
LLICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,0,1,0,1,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,1,0,0,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,0,1,1,2,1,3
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,2,1,1,1,3,2,5
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,9,10,1,0,10,10,20
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,0,0,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,0,0,1,1,1,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,5,2,2,2,7,9
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,1,0,1,0,2,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,4,4,2,5,6,9,15
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,3,0,0,0,3,0,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,4,5,2,0,6,5,11
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,1,0,0,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,1,0,1,0,1
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,4,3,0,1,4,4,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,2,1,0,2,2,3,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,3,1,3,1,4
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,1,0,0,0,1,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,2,1,0,0,2,1,3
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,0,1,0,1,1
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,39,41,7,7,46,48,94
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,2,0,1,3,3,3,6
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,1,0,0,0,1,1
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,1,1,0,1,1,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,0,0,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,2,0,2,1,4,5
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,2,0,0,0,2,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,2,0,0,0,2,0,2
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,3,3,0,0,3,3,6
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,0,0,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,2,1,0,2,2,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,2,0,1,1,3,4
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,3,1,3,1,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,3,0,1,1,4,5
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,3,2,0,0,3,2,5
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,1,0,0,1,1,2
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,0,1,0,1,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,2,0,0,1,2,3
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,2,0,0,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,2,2,1,1,3,3,6
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,2,1,2,1,3
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,3,5,0,0,3,5,8
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,4,1,0,0,4,1,5
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,1,0,0,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-03-01,0,0,1,1,1,1,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,1,0,0,1,1,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,1,0,1,0,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,4,1,5,1,6
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,1,0,0,0,1,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,1,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,2,1,1,1,3,4
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,1,1,2,1,3
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,1,0,1,0,1
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,1,0,1,0,2,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,3,0,1,1,4,1,5
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,1,0,0,1,1,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,0,1,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,11,11,1,0,12,11,23
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,1,0,0,0,1,1
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,1,0,2,0,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,4,0,0,0,4,0,4
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,2,0,0,0,2,2
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,0,1,0,1
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,1,1,1,1,2,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,1,0,1,0,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,1,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,2,0,0,0,2,0,2
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,0,1,0,1,1
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,6,1,2,2,8,10
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,17,26,10,9,27,35,62
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,1,1,1,1,2
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,0,1,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,3,0,1,1,4,5
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,0,1,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,1,0,0,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,1,0,0,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,2,2,1,0,3,2,5
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,12,13,0,0,12,13,25
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,1,0,1,1,2,3
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,1,0,2,0,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,4,2,5,1,9,3,12
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,8,7,2,1,10,8,18
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,1,1,1,1,2
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,1,1,1,2
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,2,0,0,0,2,2
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,2,0,1,0,3,0,3
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,3,1,2,1,5,2,7
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,2,1,1,2,3,3,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,1,1,1,2
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,1,0,1,1,2,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,6,4,2,2,8,6,14
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,0,3,0,3,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,2,1,3,1,5,2,7
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,1,1,1,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,6,4,1,3,7,7,14
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,2,2,3,3,5,8
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,1,7,4,8,5,13
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,0,1,0,1,1
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,0,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,0,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,1,0,2,0,3,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,59,58,12,22,71,80,151
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,1,0,0,1,1,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,0,1,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,0,1,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,1,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,5,0,0,1,5,1,6
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,2,3,2,2,4,5,9
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,2,0,0,0,2,0,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,3,1,2,1,5,6
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,3,4,0,1,3,5,8
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,1,0,1,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,2,5,6,3,8,8,16
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,4,1,0,0,4,1,5
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,1,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,0,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,1,1,2,2,3,5
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,1,0,0,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,1,0,2,0,3,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,4,1,3,1,7,2,9
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,1,0,0,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,7,4,2,8,9,12,21
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,2,5,1,2,3,7,10
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-04-01,0,1,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,1,0,0,0,1,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,1,0,0,0,1,0,1
ARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,0,1,0,1,0,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,0,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,0,0,1,0,1,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,0,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,0,2,1,2,1,3
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,1,0,0,0,1,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,1,0,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,1,0,1,0,2,0,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,0,2,0,2,0,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,2,0,0,0,2,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,1,1,0,1,1,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,0,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,0,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,1,1,1,1,2,2,4
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,1,0,1,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,9,9,4,2,13,11,24
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,1,1,0,1,1,2,3
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,1,0,0,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,2,0,0,0,2,2
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,1,0,0,1,1,1,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,1,1,0,0,1,1,2
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,1,0,0,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,4,2,3,2,7,4,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,16,15,9,8,25,23,48
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,1,0,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,2,0,1,0,3,3
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,5,2,1,1,6,3,9
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,0,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,1,1,0,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,3,3,2,3,5,8
HUACARETA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,0,0,2,0,2,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,1,0,1,0,2,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,1,0,0,0,1,0,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,0,1,0,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,0,1,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 3ra dosis,2019-05-01,1,0,0,0,1,0,1
