,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,30,40,1,0,31,40,71
ESCARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,0,0,0,1,0,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,0,0,2,0,2,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,6,3,3,4,9,7,16
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,1,0,0,1,1,2
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,1,0,0,2,1,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,5,2,7,9,12,11,23
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,0,5,9,6,9,15
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,17,21,3,7,20,28,48
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,7,2,3,5,10,7,17
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,8,12,5,9,13,21,34
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,3,3,0,4,3,7
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,29,25,12,6,41,31,72
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,2,0,0,3,2,5
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,6,6,1,0,7,6,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,0,2,2,2,2,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,12,12,4,8,16,20,36
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,1,4,4,5,5,10
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,4,1,1,3,5,8
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,0,1,3,1,3,4
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,1,1,1,2,2,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,1,1,2,1,3,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,5,7,1,1,6,8,14
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,5,2,7,2,12,4,16
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,7,9,3,3,10,12,22
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,0,4,1,6,1,7
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,6,6,4,3,10,9,19
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,12,15,3,6,15,21,36
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,4,8,11,3,15,11,26
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,5,7,3,3,8,10,18
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,36,29,3,5,39,34,73
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,111,104,9,21,120,125,245
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,508,459,39,32,547,491,1038
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,2,7,2,10,4,14
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,9,7,1,1,10,8,18
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,1,2,2,3,3,6
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,2,1,0,2,2,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,16,13,17,16,33,29,62
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,2,0,0,1,2,3
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,1,6,5,8,6,14
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,3,0,2,3,5,8
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,1,0,0,1,1,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,3,3,10,5,13,18
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,0,8,8,9,8,17
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,9,5,4,1,13,6,19
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,4,4,3,4,7,11
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,17,18,6,8,23,26,49
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,4,5,3,3,7,8,15
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,23,17,11,1,34,18,52
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,10,12,8,8,18,20,38
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,6,3,6,6,12,9,21
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,0,0,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,4,4,2,0,6,4,10
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,20,21,1,3,21,24,45
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,131,99,19,12,150,111,261
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,0,0,1,3,1,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,2,13,1,15,3,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,0,5,8,7,8,15
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,4,0,0,1,4,5
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,5,4,9,8,14,12,26
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,5,12,4,4,9,16,25
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,2,0,0,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,246,228,26,24,272,252,524
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,9,13,9,4,18,17,35
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,10,3,0,3,10,6,16
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,12,27,25,29,37,56,93
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,14,11,11,9,25,20,45
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,23,17,4,6,27,23,50
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,1,1,2,2,3,5
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,10,8,1,2,11,10,21
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,2,1,1,2,3,5
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,2,0,0,0,2,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,7,11,7,6,14,17,31
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,2,2,3,3,5,8
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,6,2,5,5,11,16
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,7,5,12,6,19,11,30
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,5,10,7,13,12,25
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,11,11,5,1,16,12,28
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,1,0,1,1,2,3
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,4,7,14,15,18,22,40
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,8,1,9,5,17,6,23
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,5,7,16,8,21,15,36
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,19,13,1,0,20,13,33
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,5,2,8,10,13,12,25
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,1,1,0,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,189,177,40,33,229,210,439
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,3,1,1,4,4,8
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,1,0,0,0,1,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,17,13,12,9,29,22,51
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,6,3,2,3,8,6,14
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,2,5,10,8,12,20
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,2,4,7,4,9,13
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,2,3,2,4,4,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,11,4,2,4,13,8,21
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,8,3,2,4,10,7,17
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,0,0,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,7,4,17,12,24,16,40
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,64,64,18,23,82,87,169
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,5,3,5,8,10,11,21
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,11,11,3,3,14,14,28
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,1,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,68,66,37,37,105,103,208
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,4,10,1,1,5,11,16
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,2,0,0,1,2,3
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,6,3,2,3,8,6,14
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,8,10,2,3,10,13,23
REYES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,9,8,2,2,11,10,21
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,52,61,31,45,83,106,189
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,8,9,13,7,21,16,37
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,6,9,7,8,13,17,30
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,1,1,0,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,100,115,43,48,143,163,306
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,4,2,4,3,8,5,13
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,7,8,7,4,14,12,26
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,0,4,2,4,2,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,4,1,1,6,5,7,12
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,5,5,3,4,8,9,17
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,0,0,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,4,1,9,5,13,6,19
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,2,1,0,1,2,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,4,4,4,7,8,15
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,8,10,3,2,11,12,23
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,46,44,13,16,59,60,119
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,6,3,6,1,12,4,16
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,18,14,4,4,22,18,40
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,25,24,12,6,37,30,67
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,59,49,27,23,86,72,158
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,1,9,2,10,3,13
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,12,13,5,2,17,15,32
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,4,4,0,7,4,11
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,17,13,48,53,65,66,131
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,6,3,4,6,10,9,19
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,25,30,30,28,55,58,113
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,2,2,2,4,4,8
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,16,14,5,1,21,15,36
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,21,25,14,13,35,38,73
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,15,12,2,3,17,15,32
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,10,6,5,7,15,22
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,5,2,0,0,5,2,7
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,6,11,3,4,9,15,24
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,13,19,28,17,41,36,77
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,2,5,2,8,4,12
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,1,0,1,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,2,2,0,3,2,5
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,0,1,1,1,1,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,7,3,4,6,11,9,20
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,0,13,1,13,1,14
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,14,8,0,0,14,8,22
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,8,11,12,20,20,31,51
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1436,1327,107,94,1543,1421,2964
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,7,6,4,7,11,13,24
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,19,13,3,1,22,14,36
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,2,1,1,1,3,4
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,1,2,6,4,7,11
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,5,8,0,11,5,16
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,3,0,1,3,4,7
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,2,0,0,0,2,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,0,2,4,5,4,9
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,7,8,1,3,8,11,19
SENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,4,3,2,5,6,11
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,26,21,1,3,27,24,51
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,6,15,1,1,7,16,23
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,3,0,1,0,4,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,21,21,2,10,23,31,54
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,2,7,5,8,7,15
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,5,2,1,4,6,10
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,7,12,8,6,15,18,33
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,245,236,13,14,258,250,508
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,2,1,0,1,2,3
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,7,4,2,1,9,5,14
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,4,1,8,3,12,4,16
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,3,2,3,2,6,8
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,1,0,1,1,2,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,16,15,11,7,27,22,49
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,4,5,7,13,11,18,29
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,5,2,0,0,5,2,7
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,8,6,2,3,10,9,19
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,190,177,43,31,233,208,441
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,7,3,4,3,11,6,17
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,9,5,7,2,16,7,23
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,5,6,0,2,5,8,13
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,5,4,6,10,11,14,25
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,2,7,1,10,3,13
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,36,32,40,43,76,75,151
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,6,5,7,9,13,14,27
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,1,0,0,0,1,1
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,2,2,1,3,3,6
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,1,0,0,0,1,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,1,5,3,7,4,11
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,3,0,0,3,3,6
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,2,4,6,6,8,14
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,4,4,6,5,10,9,19
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,7,2,7,6,14,8,22
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,18,5,7,3,25,8,33
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,0,1,0,2,0,2
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,0,3,1,3,1,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,100,88,66,58,166,146,312
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,34,33,3,1,37,34,71
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,5,1,3,2,8,10
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,16,14,3,7,19,21,40
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,12,10,9,4,21,14,35
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,4,7,3,3,7,10,17
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,30,19,1,2,31,21,52
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,9,3,9,7,18,10,28
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,11,11,0,0,11,11,22
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,42,44,7,7,49,51,100
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,0,3,3,3,3,6
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,2,4,6,5,8,9,17
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,32,37,20,16,52,53,105
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,0,4,10,4,10,14
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,3,3,4,3,7,10
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,5,3,2,4,7,7,14
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,79,48,28,22,107,70,177
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,6,9,3,0,9,9,18
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,27,34,2,2,29,36,65
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,18,29,15,18,33,47,80
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,3,0,2,4,5,4,9
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,1,0,0,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,142,143,39,24,181,167,348
YACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,0,1,1,1,1,2,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,48,56,43,36,91,92,183
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-04-01,1,3,0,2,1,5,6
