municipality,group,variable,month,Número de Muestras hemáticas tomadas,TOTAL
COLOMI,malaria,numero de muestras hematicas tomadas,2008-05-01,1,1
CONCEPCION,malaria,numero de muestras hematicas tomadas,2008-05-01,5,5
CUEVO,malaria,numero de muestras hematicas tomadas,2008-05-01,10,10
CULPINA,malaria,numero de muestras hematicas tomadas,2008-05-01,1,1
EL TORNO,malaria,numero de muestras hematicas tomadas,2008-05-01,122,122
EL VILLAR,malaria,numero de muestras hematicas tomadas,2008-05-01,1,1
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-05-01,1,1
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-05-01,195,195
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2008-05-01,22,22
FILADELFIA,malaria,numero de muestras hematicas tomadas,2008-05-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2008-05-01,3,3
GUANAY,malaria,numero de muestras hematicas tomadas,2008-05-01,18,18
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2008-05-01,1043,1043
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2008-05-01,3,3
HUACARETA,malaria,numero de muestras hematicas tomadas,2008-05-01,2,2
HUARACAJE,malaria,numero de muestras hematicas tomadas,2008-05-01,26,26
INCAHUASI,malaria,numero de muestras hematicas tomadas,2008-05-01,12,12
IXIAMAS,malaria,numero de muestras hematicas tomadas,2008-05-01,89,89
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2008-05-01,10,10
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2008-05-01,17,17
MAGDALENA,malaria,numero de muestras hematicas tomadas,2008-05-01,286,286
MAPIRI,malaria,numero de muestras hematicas tomadas,2008-05-01,43,43
MIZQUE,malaria,numero de muestras hematicas tomadas,2008-05-01,5,5
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2008-05-01,3,3
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2008-05-01,42,42
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2008-05-01,98,98
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2008-05-01,223,223
OMEREQUE,malaria,numero de muestras hematicas tomadas,2008-05-01,1,1
PADCAYA,malaria,numero de muestras hematicas tomadas,2008-05-01,179,179
PADILLA,malaria,numero de muestras hematicas tomadas,2008-05-01,14,14
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2008-05-01,22,22
POROMA,malaria,numero de muestras hematicas tomadas,2008-05-01,4,4
PORONGO,malaria,numero de muestras hematicas tomadas,2008-05-01,22,22
PORVENIR,malaria,numero de muestras hematicas tomadas,2008-05-01,56,56
PRESTO,malaria,numero de muestras hematicas tomadas,2008-05-01,1,1
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2008-05-01,250,250
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2008-05-01,174,174
RAVELO,malaria,numero de muestras hematicas tomadas,2008-05-01,1,1
REYES,malaria,numero de muestras hematicas tomadas,2008-05-01,13,13
RIBERALTA,malaria,numero de muestras hematicas tomadas,2008-05-01,2252,2252
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2008-05-01,3,3
SAIPINA,malaria,numero de muestras hematicas tomadas,2008-05-01,122,122
SAN BORJA,malaria,numero de muestras hematicas tomadas,2008-05-01,1,1
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2008-05-01,3,3
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2008-05-01,1,1
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2008-05-01,97,97
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2008-05-01,144,144
SAN JULIAN,malaria,numero de muestras hematicas tomadas,2008-05-01,9,9
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2008-05-01,144,144
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2008-05-01,6,6
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2008-05-01,5,5
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2008-05-01,179,179
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-05-01,64,64
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2008-05-01,31,31
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2008-05-01,2,2
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2008-05-01,11,11
SENA,malaria,numero de muestras hematicas tomadas,2008-05-01,120,120
SOPACHUY,malaria,numero de muestras hematicas tomadas,2008-05-01,7,7
SUCRE,malaria,numero de muestras hematicas tomadas,2008-05-01,1,1
TARVITA,malaria,numero de muestras hematicas tomadas,2008-05-01,19,19
TEOPONTE,malaria,numero de muestras hematicas tomadas,2008-05-01,7,7
TOMINA,malaria,numero de muestras hematicas tomadas,2008-05-01,4,4
TORO TORO,malaria,numero de muestras hematicas tomadas,2008-05-01,128,128
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2008-05-01,1,1
VILA VILA,malaria,numero de muestras hematicas tomadas,2008-05-01,1,1
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2008-05-01,178,178
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2008-05-01,42,42
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2008-05-01,7,7
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2008-05-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2008-05-01,19,19
YACUIBA,malaria,numero de muestras hematicas tomadas,2008-05-01,158,158
YAPACANI,malaria,numero de muestras hematicas tomadas,2008-05-01,8,8
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2008-05-01,1,1
ACACIO,malaria,numero de muestras hematicas tomadas,2008-06-01,22,22
AIQUILE,malaria,numero de muestras hematicas tomadas,2008-06-01,13,13
AYATA,malaria,numero de muestras hematicas tomadas,2008-06-01,27,27
AZURDUY,malaria,numero de muestras hematicas tomadas,2008-06-01,23,23
BAURES,malaria,numero de muestras hematicas tomadas,2008-06-01,139,139
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2008-06-01,25,25
BERMEJO,malaria,numero de muestras hematicas tomadas,2008-06-01,295,295
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-06-01,9,9
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2008-06-01,13,13
CAMIRI,malaria,numero de muestras hematicas tomadas,2008-06-01,25,25
CARANAVI,malaria,numero de muestras hematicas tomadas,2008-06-01,15,15
CARAPARI,malaria,numero de muestras hematicas tomadas,2008-06-01,128,128
COBIJA,malaria,numero de muestras hematicas tomadas,2008-06-01,91,91
COCHABAMBA,malaria,numero de muestras hematicas tomadas,2008-06-01,6,6
CONCEPCION,malaria,numero de muestras hematicas tomadas,2008-06-01,50,50
CUEVO,malaria,numero de muestras hematicas tomadas,2008-06-01,36,36
CULPINA,malaria,numero de muestras hematicas tomadas,2008-06-01,2,2
EL TORNO,malaria,numero de muestras hematicas tomadas,2008-06-01,84,84
EL VILLAR,malaria,numero de muestras hematicas tomadas,2008-06-01,1,1
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-06-01,3,3
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-06-01,35,35
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2008-06-01,88,88
FILADELFIA,malaria,numero de muestras hematicas tomadas,2008-06-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2008-06-01,15,15
GUANAY,malaria,numero de muestras hematicas tomadas,2008-06-01,31,31
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2008-06-01,1605,1605
HUACARETA,malaria,numero de muestras hematicas tomadas,2008-06-01,13,13
HUARACAJE,malaria,numero de muestras hematicas tomadas,2008-06-01,27,27
ICLA,malaria,numero de muestras hematicas tomadas,2008-06-01,6,6
INCAHUASI,malaria,numero de muestras hematicas tomadas,2008-06-01,12,12
IXIAMAS,malaria,numero de muestras hematicas tomadas,2008-06-01,1,1
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2008-06-01,5,5
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2008-06-01,3,3
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2008-06-01,15,15
MAGDALENA,malaria,numero de muestras hematicas tomadas,2008-06-01,121,121
MAPIRI,malaria,numero de muestras hematicas tomadas,2008-06-01,19,19
MIZQUE,malaria,numero de muestras hematicas tomadas,2008-06-01,18,18
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2008-06-01,2,2
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2008-06-01,38,38
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2008-06-01,98,98
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2008-06-01,203,203
PADCAYA,malaria,numero de muestras hematicas tomadas,2008-06-01,78,78
PADILLA,malaria,numero de muestras hematicas tomadas,2008-06-01,64,64
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2008-06-01,26,26
PAMPA GRANDE,malaria,numero de muestras hematicas tomadas,2008-06-01,6,6
PASORAPA,malaria,numero de muestras hematicas tomadas,2008-06-01,4,4
PORONGO,malaria,numero de muestras hematicas tomadas,2008-06-01,20,20
PORVENIR,malaria,numero de muestras hematicas tomadas,2008-06-01,66,66
PUCARA,malaria,numero de muestras hematicas tomadas,2008-06-01,1,1
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2008-06-01,20,20
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2008-06-01,94,94
REYES,malaria,numero de muestras hematicas tomadas,2008-06-01,17,17
RIBERALTA,malaria,numero de muestras hematicas tomadas,2008-06-01,5131,5131
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2008-06-01,8,8
SAIPINA,malaria,numero de muestras hematicas tomadas,2008-06-01,64,64
SAN BORJA,malaria,numero de muestras hematicas tomadas,2008-06-01,1,1
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2008-06-01,2,2
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2008-06-01,4,4
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2008-06-01,304,304
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2008-06-01,66,66
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2008-06-01,216,216
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2008-06-01,1,1
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2008-06-01,4,4
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-06-01,69,69
SAN RAFAEL,malaria,numero de muestras hematicas tomadas,2008-06-01,1,1
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2008-06-01,18,18
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2008-06-01,17,17
SENA,malaria,numero de muestras hematicas tomadas,2008-06-01,107,107
SOPACHUY,malaria,numero de muestras hematicas tomadas,2008-06-01,21,21
TARVITA,malaria,numero de muestras hematicas tomadas,2008-06-01,20,20
TEOPONTE,malaria,numero de muestras hematicas tomadas,2008-06-01,7,7
TOMINA,malaria,numero de muestras hematicas tomadas,2008-06-01,5,5
TORO TORO,malaria,numero de muestras hematicas tomadas,2008-06-01,41,41
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2008-06-01,5,5
VILA VILA,malaria,numero de muestras hematicas tomadas,2008-06-01,2,2
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2008-06-01,148,148
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2008-06-01,42,42
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2008-06-01,51,51
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2008-06-01,24,24
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2008-06-01,13,13
YACUIBA,malaria,numero de muestras hematicas tomadas,2008-06-01,405,405
YAPACANI,malaria,numero de muestras hematicas tomadas,2008-06-01,8,8
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2008-06-01,1,1
AIQUILE,malaria,numero de muestras hematicas tomadas,2008-07-01,29,29
APOLO,malaria,numero de muestras hematicas tomadas,2008-07-01,44,44
ARAMPAMPA,malaria,numero de muestras hematicas tomadas,2008-07-01,365,365
AYATA,malaria,numero de muestras hematicas tomadas,2008-07-01,17,17
AZURDUY,malaria,numero de muestras hematicas tomadas,2008-07-01,61,61
BAURES,malaria,numero de muestras hematicas tomadas,2008-07-01,51,51
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2008-07-01,50,50
BERMEJO,malaria,numero de muestras hematicas tomadas,2008-07-01,476,476
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-07-01,22,22
CABEZAS,malaria,numero de muestras hematicas tomadas,2008-07-01,56,56
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2008-07-01,15,15
CAMIRI,malaria,numero de muestras hematicas tomadas,2008-07-01,13,13
CARANAVI,malaria,numero de muestras hematicas tomadas,2008-07-01,84,84
CARAPARI,malaria,numero de muestras hematicas tomadas,2008-07-01,214,214
COBIJA,malaria,numero de muestras hematicas tomadas,2008-07-01,129,129
COLOMI,malaria,numero de muestras hematicas tomadas,2008-07-01,1,1
CONCEPCION,malaria,numero de muestras hematicas tomadas,2008-07-01,73,73
CUATRO CAÑADAS,malaria,numero de muestras hematicas tomadas,2008-07-01,1024,1024
CUEVO,malaria,numero de muestras hematicas tomadas,2008-07-01,101,101
CULPINA,malaria,numero de muestras hematicas tomadas,2008-07-01,1,1
EL TORNO,malaria,numero de muestras hematicas tomadas,2008-07-01,79,79
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-07-01,33,33
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-07-01,2,2
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2008-07-01,93,93
FILADELFIA,malaria,numero de muestras hematicas tomadas,2008-07-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2008-07-01,17,17
GUANAY,malaria,numero de muestras hematicas tomadas,2008-07-01,36,36
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2008-07-01,1554,1554
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2008-07-01,207,207
HUACARETA,malaria,numero de muestras hematicas tomadas,2008-07-01,4,4
HUARACAJE,malaria,numero de muestras hematicas tomadas,2008-07-01,24,24
INCAHUASI,malaria,numero de muestras hematicas tomadas,2008-07-01,39,39
IXIAMAS,malaria,numero de muestras hematicas tomadas,2008-07-01,4,4
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2008-07-01,58,58
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2008-07-01,3,3
LA PAZ,malaria,numero de muestras hematicas tomadas,2008-07-01,22,22
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2008-07-01,25,25
MACHARETI,malaria,numero de muestras hematicas tomadas,2008-07-01,3,3
MAGDALENA,malaria,numero de muestras hematicas tomadas,2008-07-01,104,104
MAPIRI,malaria,numero de muestras hematicas tomadas,2008-07-01,10,10
MIZQUE,malaria,numero de muestras hematicas tomadas,2008-07-01,2,2
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2008-07-01,116,116
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2008-07-01,116,116
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2008-07-01,206,206
OMEREQUE,malaria,numero de muestras hematicas tomadas,2008-07-01,3,3
PADCAYA,malaria,numero de muestras hematicas tomadas,2008-07-01,82,82
PAILON,malaria,numero de muestras hematicas tomadas,2008-07-01,2,2
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2008-07-01,20,20
PASORAPA,malaria,numero de muestras hematicas tomadas,2008-07-01,2,2
POJO (CBBA),malaria,numero de muestras hematicas tomadas,2008-07-01,2,2
POROMA,malaria,numero de muestras hematicas tomadas,2008-07-01,203,203
PORONGO,malaria,numero de muestras hematicas tomadas,2008-07-01,11,11
PORVENIR,malaria,numero de muestras hematicas tomadas,2008-07-01,59,59
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2008-07-01,96,96
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2008-07-01,64,64
RAVELO,malaria,numero de muestras hematicas tomadas,2008-07-01,16,16
REYES,malaria,numero de muestras hematicas tomadas,2008-07-01,7,7
RIBERALTA,malaria,numero de muestras hematicas tomadas,2008-07-01,2055,2055
SAIPINA,malaria,numero de muestras hematicas tomadas,2008-07-01,19,19
SAN ANTONIO DE LOMERIO,malaria,numero de muestras hematicas tomadas,2008-07-01,238,238
SAN BORJA,malaria,numero de muestras hematicas tomadas,2008-07-01,2,2
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2008-07-01,4,4
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2008-07-01,2,2
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2008-07-01,168,168
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2008-07-01,138,138
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2008-07-01,145,145
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2008-07-01,22,22
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2008-07-01,1,1
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2008-07-01,168,168
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-07-01,36,36
SANTA ANA,malaria,numero de muestras hematicas tomadas,2008-07-01,4,4
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2008-07-01,2,2
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2008-07-01,14,14
SENA,malaria,numero de muestras hematicas tomadas,2008-07-01,187,187
SOPACHUY,malaria,numero de muestras hematicas tomadas,2008-07-01,26,26
SUCRE,malaria,numero de muestras hematicas tomadas,2008-07-01,2,2
TARVITA,malaria,numero de muestras hematicas tomadas,2008-07-01,10,10
TEOPONTE,malaria,numero de muestras hematicas tomadas,2008-07-01,12,12
TIQUIPAYA,malaria,numero de muestras hematicas tomadas,2008-07-01,3,3
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2008-07-01,8,8
TOMINA,malaria,numero de muestras hematicas tomadas,2008-07-01,9,9
TORO TORO,malaria,numero de muestras hematicas tomadas,2008-07-01,13,13
TOTORA(CBBA),malaria,numero de muestras hematicas tomadas,2008-07-01,2,2
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2008-07-01,10,10
VILA VILA,malaria,numero de muestras hematicas tomadas,2008-07-01,1,1
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2008-07-01,163,163
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2008-07-01,12,12
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2008-07-01,1,1
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2008-07-01,49,49
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2008-07-01,83,83
YACUIBA,malaria,numero de muestras hematicas tomadas,2008-07-01,1140,1140
YAPACANI,malaria,numero de muestras hematicas tomadas,2008-07-01,16,16
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2008-07-01,1,1
AIQUILE,malaria,numero de muestras hematicas tomadas,2008-08-01,16,16
AYATA,malaria,numero de muestras hematicas tomadas,2008-08-01,61,61
AZURDUY,malaria,numero de muestras hematicas tomadas,2008-08-01,3,3
BAURES,malaria,numero de muestras hematicas tomadas,2008-08-01,103,103
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2008-08-01,115,115
BERMEJO,malaria,numero de muestras hematicas tomadas,2008-08-01,465,465
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-08-01,38,38
CABEZAS,malaria,numero de muestras hematicas tomadas,2008-08-01,14,14
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2008-08-01,18,18
CAMIRI,malaria,numero de muestras hematicas tomadas,2008-08-01,19,19
CARANAVI,malaria,numero de muestras hematicas tomadas,2008-08-01,30,30
CARAPARI,malaria,numero de muestras hematicas tomadas,2008-08-01,10,10
COBIJA,malaria,numero de muestras hematicas tomadas,2008-08-01,134,134
COLOMI,malaria,numero de muestras hematicas tomadas,2008-08-01,3,3
CULPINA,malaria,numero de muestras hematicas tomadas,2008-08-01,3,3
EL TORNO,malaria,numero de muestras hematicas tomadas,2008-08-01,85,85
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-08-01,34,34
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2008-08-01,60,60
FILADELFIA,malaria,numero de muestras hematicas tomadas,2008-08-01,49,49
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2008-08-01,19,19
GUANAY,malaria,numero de muestras hematicas tomadas,2008-08-01,139,139
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2008-08-01,1506,1506
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2008-08-01,1,1
HUACARETA,malaria,numero de muestras hematicas tomadas,2008-08-01,10,10
INCAHUASI,malaria,numero de muestras hematicas tomadas,2008-08-01,3,3
IXIAMAS,malaria,numero de muestras hematicas tomadas,2008-08-01,11,11
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2008-08-01,27,27
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2008-08-01,3,3
LA PAZ,malaria,numero de muestras hematicas tomadas,2008-08-01,19,19
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2008-08-01,95,95
MAGDALENA,malaria,numero de muestras hematicas tomadas,2008-08-01,86,86
MAPIRI,malaria,numero de muestras hematicas tomadas,2008-08-01,7,7
MIZQUE,malaria,numero de muestras hematicas tomadas,2008-08-01,1,1
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2008-08-01,5,5
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2008-08-01,138,138
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2008-08-01,130,130
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2008-08-01,217,217
OMEREQUE,malaria,numero de muestras hematicas tomadas,2008-08-01,6,6
PADCAYA,malaria,numero de muestras hematicas tomadas,2008-08-01,38,38
PAILON,malaria,numero de muestras hematicas tomadas,2008-08-01,2,2
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2008-08-01,33,33
PAMPA GRANDE,malaria,numero de muestras hematicas tomadas,2008-08-01,2,2
POJO (CBBA),malaria,numero de muestras hematicas tomadas,2008-08-01,15,15
POROMA,malaria,numero de muestras hematicas tomadas,2008-08-01,45,45
PORONGO,malaria,numero de muestras hematicas tomadas,2008-08-01,16,16
PORVENIR,malaria,numero de muestras hematicas tomadas,2008-08-01,70,70
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2008-08-01,18,18
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2008-08-01,129,129
PUNA,malaria,numero de muestras hematicas tomadas,2008-08-01,1,1
RAVELO,malaria,numero de muestras hematicas tomadas,2008-08-01,76,76
REYES,malaria,numero de muestras hematicas tomadas,2008-08-01,9,9
RIBERALTA,malaria,numero de muestras hematicas tomadas,2008-08-01,1838,1838
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2008-08-01,2,2
SAIPINA,malaria,numero de muestras hematicas tomadas,2008-08-01,37,37
SAN BORJA,malaria,numero de muestras hematicas tomadas,2008-08-01,1,1
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2008-08-01,3,3
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2008-08-01,3,3
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2008-08-01,521,521
SAN JOAQUIN,malaria,numero de muestras hematicas tomadas,2008-08-01,1,1
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2008-08-01,71,71
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2008-08-01,223,223
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2008-08-01,2,2
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2008-08-01,32,32
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-08-01,2,2
SANTA ANA,malaria,numero de muestras hematicas tomadas,2008-08-01,1,1
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2008-08-01,0,0
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2008-08-01,15,15
SENA,malaria,numero de muestras hematicas tomadas,2008-08-01,112,112
SOPACHUY,malaria,numero de muestras hematicas tomadas,2008-08-01,25,25
TARIJA,malaria,numero de muestras hematicas tomadas,2008-08-01,1,1
TARVITA,malaria,numero de muestras hematicas tomadas,2008-08-01,64,64
TEOPONTE,malaria,numero de muestras hematicas tomadas,2008-08-01,58,58
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2008-08-01,12,12
TOMINA,malaria,numero de muestras hematicas tomadas,2008-08-01,5,5
TORO TORO,malaria,numero de muestras hematicas tomadas,2008-08-01,25,25
TOTORA(CBBA),malaria,numero de muestras hematicas tomadas,2008-08-01,3,3
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2008-08-01,3,3
VILA VILA,malaria,numero de muestras hematicas tomadas,2008-08-01,3,3
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2008-08-01,75,75
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2008-08-01,83,83
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2008-08-01,38,38
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2008-08-01,41,41
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2008-08-01,62,62
YACUIBA,malaria,numero de muestras hematicas tomadas,2008-08-01,207,207
YAPACANI,malaria,numero de muestras hematicas tomadas,2008-08-01,13,13
AIQUILE,malaria,numero de muestras hematicas tomadas,2008-09-01,8,8
APOLO,malaria,numero de muestras hematicas tomadas,2008-09-01,19,19
AYATA,malaria,numero de muestras hematicas tomadas,2008-09-01,60,60
AZURDUY,malaria,numero de muestras hematicas tomadas,2008-09-01,38,38
BAURES,malaria,numero de muestras hematicas tomadas,2008-09-01,98,98
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2008-09-01,21,21
BERMEJO,malaria,numero de muestras hematicas tomadas,2008-09-01,600,600
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-09-01,36,36
CABEZAS,malaria,numero de muestras hematicas tomadas,2008-09-01,4,4
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2008-09-01,22,22
CAMIRI,malaria,numero de muestras hematicas tomadas,2008-09-01,25,25
CARANAVI,malaria,numero de muestras hematicas tomadas,2008-09-01,18,18
CARAPARI,malaria,numero de muestras hematicas tomadas,2008-09-01,35,35
COBIJA,malaria,numero de muestras hematicas tomadas,2008-09-01,192,192
CONCEPCION,malaria,numero de muestras hematicas tomadas,2008-09-01,2,2
CUEVO,malaria,numero de muestras hematicas tomadas,2008-09-01,3,3
CULPINA,malaria,numero de muestras hematicas tomadas,2008-09-01,12,12
EL TORNO,malaria,numero de muestras hematicas tomadas,2008-09-01,99,99
