municipality,group,variable,month,Total de casos confirmados,TOTAL
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2008-09-01,16,16
SAN LORENZO(PND),malaria,total de casos confirmados,2008-09-01,3,3
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2008-09-01,0,0
SANTA ROSA,malaria,total de casos confirmados,2008-09-01,2,2
SENA,malaria,total de casos confirmados,2008-09-01,4,4
TIRAQUE (CBBA),malaria,total de casos confirmados,2008-09-01,2,2
TOMINA,malaria,total de casos confirmados,2008-09-01,1,1
TORO TORO,malaria,total de casos confirmados,2008-09-01,4,4
VALLEGRANDE,malaria,total de casos confirmados,2008-09-01,2,2
VILLA MONTES,malaria,total de casos confirmados,2008-09-01,9,9
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2008-09-01,2,2
VILLA TUNARI,malaria,total de casos confirmados,2008-09-01,19,19
YACUIBA,malaria,total de casos confirmados,2008-09-01,10,10
ZUDAÑEZ,malaria,total de casos confirmados,2008-09-01,2,2
AYATA,malaria,total de casos confirmados,2008-10-01,2,2
AZURDUY,malaria,total de casos confirmados,2008-10-01,3,3
BAURES,malaria,total de casos confirmados,2008-10-01,17,17
BERMEJO,malaria,total de casos confirmados,2008-10-01,6,6
BUENA VISTA,malaria,total de casos confirmados,2008-10-01,26,26
CABEZAS,malaria,total de casos confirmados,2008-10-01,3,3
CARANAVI,malaria,total de casos confirmados,2008-10-01,1,1
CARAPARI,malaria,total de casos confirmados,2008-10-01,2,2
COBIJA,malaria,total de casos confirmados,2008-10-01,9,9
COLOMI,malaria,total de casos confirmados,2008-10-01,1,1
EL TORNO,malaria,total de casos confirmados,2008-10-01,23,23
ENTRE RIOS,malaria,total de casos confirmados,2008-10-01,1,1
ENTRE RIOS,malaria,total de casos confirmados,2008-10-01,1,1
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2008-10-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2008-10-01,1,1
GUAYARAMERIN,malaria,total de casos confirmados,2008-10-01,208,208
LA PAZ,malaria,total de casos confirmados,2008-10-01,1,1
LAGUNILLAS,malaria,total de casos confirmados,2008-10-01,1,1
MOJOCOYA,malaria,total de casos confirmados,2008-10-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2008-10-01,8,8
PADILLA,malaria,total de casos confirmados,2008-10-01,2,2
PALOS BLANCOS,malaria,total de casos confirmados,2008-10-01,5,5
POROMA,malaria,total de casos confirmados,2008-10-01,1,1
POSTRER VALLE,malaria,total de casos confirmados,2008-10-01,1,1
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2008-10-01,4,4
PUERTO RICO,malaria,total de casos confirmados,2008-10-01,10,10
PUNATA,malaria,total de casos confirmados,2008-10-01,1,1
REYES,malaria,total de casos confirmados,2008-10-01,3,3
RIBERALTA,malaria,total de casos confirmados,2008-10-01,210,210
RURRENABAQUE,malaria,total de casos confirmados,2008-10-01,1,1
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2008-10-01,43,43
SAN LORENZO(PND),malaria,total de casos confirmados,2008-10-01,9,9
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2008-10-01,1,1
SANTA ROSA,malaria,total de casos confirmados,2008-10-01,1,1
SENA,malaria,total de casos confirmados,2008-10-01,2,2
TEOPONTE,malaria,total de casos confirmados,2008-10-01,3,3
TIRAQUE (CBBA),malaria,total de casos confirmados,2008-10-01,2,2
TORO TORO,malaria,total de casos confirmados,2008-10-01,1,1
VALLEGRANDE,malaria,total de casos confirmados,2008-10-01,6,6
VILA VILA,malaria,total de casos confirmados,2008-10-01,5,5
VILLA MONTES,malaria,total de casos confirmados,2008-10-01,3,3
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2008-10-01,3,3
VILLA RIVERO,malaria,total de casos confirmados,2008-10-01,2,2
VILLA TUNARI,malaria,total de casos confirmados,2008-10-01,127,127
YACUIBA,malaria,total de casos confirmados,2008-10-01,20,20
YAPACANI,malaria,total de casos confirmados,2008-10-01,2,2
YUNCHARA,malaria,total de casos confirmados,2008-10-01,4,4
AIQUILE,malaria,total de casos confirmados,2008-11-01,1,1
AZURDUY,malaria,total de casos confirmados,2008-11-01,7,7
BAURES,malaria,total de casos confirmados,2008-11-01,15,15
BERMEJO,malaria,total de casos confirmados,2008-11-01,10,10
BUENA VISTA,malaria,total de casos confirmados,2008-11-01,34,34
CABEZAS,malaria,total de casos confirmados,2008-11-01,3,3
CARANAVI,malaria,total de casos confirmados,2008-11-01,1,1
CARAPARI,malaria,total de casos confirmados,2008-11-01,1,1
COBIJA,malaria,total de casos confirmados,2008-11-01,11,11
COLOMI,malaria,total de casos confirmados,2008-11-01,1,1
EL TORNO,malaria,total de casos confirmados,2008-11-01,47,47
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2008-11-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2008-11-01,3,3
GUAYARAMERIN,malaria,total de casos confirmados,2008-11-01,155,155
IXIAMAS,malaria,total de casos confirmados,2008-11-01,3,3
LA GUARDIA,malaria,total de casos confirmados,2008-11-01,4,4
LA PAZ,malaria,total de casos confirmados,2008-11-01,3,3
LAGUNILLAS,malaria,total de casos confirmados,2008-11-01,2,2
MOJOCOYA,malaria,total de casos confirmados,2008-11-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2008-11-01,6,6
OKINAWA,malaria,total de casos confirmados,2008-11-01,1,1
PADILLA,malaria,total de casos confirmados,2008-11-01,1,1
PALOS BLANCOS,malaria,total de casos confirmados,2008-11-01,7,7
POROMA,malaria,total de casos confirmados,2008-11-01,1,1
PORONGO,malaria,total de casos confirmados,2008-11-01,5,5
PRESTO,malaria,total de casos confirmados,2008-11-01,1,1
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2008-11-01,4,4
PUERTO RICO,malaria,total de casos confirmados,2008-11-01,13,13
REYES,malaria,total de casos confirmados,2008-11-01,6,6
RIBERALTA,malaria,total de casos confirmados,2008-11-01,203,203
RURRENABAQUE,malaria,total de casos confirmados,2008-11-01,1,1
SACABA,malaria,total de casos confirmados,2008-11-01,5,5
SAN BORJA,malaria,total de casos confirmados,2008-11-01,1,1
SAN CARLOS,malaria,total de casos confirmados,2008-11-01,1,1
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2008-11-01,33,33
SAN LORENZO(PND),malaria,total de casos confirmados,2008-11-01,10,10
TEOPONTE,malaria,total de casos confirmados,2008-11-01,7,7
TIRAQUE (CBBA),malaria,total de casos confirmados,2008-11-01,4,4
TORO TORO,malaria,total de casos confirmados,2008-11-01,2,2
VALLEGRANDE,malaria,total de casos confirmados,2008-11-01,2,2
VILA VILA,malaria,total de casos confirmados,2008-11-01,3,3
VILLA MONTES,malaria,total de casos confirmados,2008-11-01,8,8
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2008-11-01,5,5
VILLA TUNARI,malaria,total de casos confirmados,2008-11-01,32,32
YACUIBA,malaria,total de casos confirmados,2008-11-01,33,33
YAPACANI,malaria,total de casos confirmados,2008-11-01,2,2
ZUDAÑEZ,malaria,total de casos confirmados,2008-11-01,2,2
BAURES,malaria,total de casos confirmados,2008-12-01,5,5
BELLA FLOR,malaria,total de casos confirmados,2008-12-01,3,3
BERMEJO,malaria,total de casos confirmados,2008-12-01,26,26
BUENA VISTA,malaria,total de casos confirmados,2008-12-01,40,40
CAMATAQUI (C. VILLA ABECIA),malaria,total de casos confirmados,2008-12-01,4,4
CARANAVI,malaria,total de casos confirmados,2008-12-01,2,2
CARAPARI,malaria,total de casos confirmados,2008-12-01,1,1
COBIJA,malaria,total de casos confirmados,2008-12-01,6,6
COLOMI,malaria,total de casos confirmados,2008-12-01,2,2
EL TORNO,malaria,total de casos confirmados,2008-12-01,53,53
ENTRE RIOS,malaria,total de casos confirmados,2008-12-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),malaria,total de casos confirmados,2008-12-01,1,1
GUAYARAMERIN,malaria,total de casos confirmados,2008-12-01,117,117
LA ASUNTA,malaria,total de casos confirmados,2008-12-01,2,2
MACHARETI,malaria,total de casos confirmados,2008-12-01,1,1
MOJOCOYA,malaria,total de casos confirmados,2008-12-01,2,2
MONTEAGUDO,malaria,total de casos confirmados,2008-12-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2008-12-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2008-12-01,7,7
PADCAYA,malaria,total de casos confirmados,2008-12-01,1,1
PADILLA,malaria,total de casos confirmados,2008-12-01,2,2
PAILON,malaria,total de casos confirmados,2008-12-01,1,1
PORONGO,malaria,total de casos confirmados,2008-12-01,4,4
PORVENIR,malaria,total de casos confirmados,2008-12-01,1,1
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2008-12-01,2,2
PUERTO RICO,malaria,total de casos confirmados,2008-12-01,3,3
REYES,malaria,total de casos confirmados,2008-12-01,6,6
RIBERALTA,malaria,total de casos confirmados,2008-12-01,195,195
RURRENABAQUE,malaria,total de casos confirmados,2008-12-01,2,2
SAIPINA,malaria,total de casos confirmados,2008-12-01,1,1
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2008-12-01,4,4
SAN LORENZO(PND),malaria,total de casos confirmados,2008-12-01,8,8
SAN LORENZO(TJA),malaria,total de casos confirmados,2008-12-01,2,2
SANTA ROSA,malaria,total de casos confirmados,2008-12-01,2,2
SENA,malaria,total de casos confirmados,2008-12-01,1,1
TEOPONTE,malaria,total de casos confirmados,2008-12-01,10,10
TORO TORO,malaria,total de casos confirmados,2008-12-01,2,2
VALLEGRANDE,malaria,total de casos confirmados,2008-12-01,6,6
VILA VILA,malaria,total de casos confirmados,2008-12-01,1,1
VILLA MONTES,malaria,total de casos confirmados,2008-12-01,3,3
VILLA SERRANO,malaria,total de casos confirmados,2008-12-01,1,1
VILLA TUNARI,malaria,total de casos confirmados,2008-12-01,2,2
YACUIBA,malaria,total de casos confirmados,2008-12-01,29,29
YAPACANI,malaria,total de casos confirmados,2008-12-01,4,4
