,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2024-06-01,2,1,0,0,2,1
PADILLA,chagas,tratamientos de 15 anos y mas,2024-06-01,0,2,0,0,0,2
PASORAPA,chagas,tratamientos de 15 anos y mas,2024-06-01,0,1,0,0,0,1
POROMA,chagas,tratamientos de 15 anos y mas,2024-06-01,0,0,1,0,1,0
PORONGO,chagas,tratamientos de 15 anos y mas,2024-06-01,0,0,0,1,0,1
POTOSI,chagas,tratamientos de 15 anos y mas,2024-06-01,1,4,0,0,1,4
PUCARA,chagas,tratamientos de 15 anos y mas,2024-06-01,0,1,0,0,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2024-06-01,2,7,3,2,5,9
PUNA,chagas,tratamientos de 15 anos y mas,2024-06-01,1,7,0,0,1,7
PUNATA,chagas,tratamientos de 15 anos y mas,2024-06-01,1,1,0,0,1,1
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2024-06-01,1,3,0,5,1,8
SACABA,chagas,tratamientos de 15 anos y mas,2024-06-01,0,4,1,5,1,9
SAN BENITO,chagas,tratamientos de 15 anos y mas,2024-06-01,1,1,0,1,1,2
SAN BORJA,chagas,tratamientos de 15 anos y mas,2024-06-01,0,0,1,0,1,0
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2024-06-01,3,3,1,2,4,5
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2024-06-01,8,11,5,2,13,13
SHINAOTA,chagas,tratamientos de 15 anos y mas,2024-06-01,0,1,0,0,0,1
SICAYA,chagas,tratamientos de 15 anos y mas,2024-06-01,0,0,2,1,2,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2024-06-01,0,1,2,2,2,3
SUCRE,chagas,tratamientos de 15 anos y mas,2024-06-01,6,5,0,2,6,7
TAPACARI,chagas,tratamientos de 15 anos y mas,2024-06-01,1,0,0,0,1,0
TARATA,chagas,tratamientos de 15 anos y mas,2024-06-01,1,1,0,0,1,1
TARIJA,chagas,tratamientos de 15 anos y mas,2024-06-01,1,0,12,12,13,12
TORO TORO,chagas,tratamientos de 15 anos y mas,2024-06-01,0,0,0,1,0,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2024-06-01,0,0,1,0,1,0
TRINIDAD,chagas,tratamientos de 15 anos y mas,2024-06-01,1,0,0,0,1,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2024-06-01,6,5,14,18,20,23
URIONDO (A. CONCEPCION),chagas,tratamientos de 15 anos y mas,2024-06-01,0,0,0,5,0,5
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2024-06-01,0,1,0,0,0,1
VILLA CHARCAS,chagas,tratamientos de 15 anos y mas,2024-06-01,1,2,0,0,1,2
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2024-06-01,0,2,0,2,0,4
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2024-06-01,0,1,0,1,0,2
YACUIBA,chagas,tratamientos de 15 anos y mas,2024-06-01,0,1,0,0,0,1
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2024-06-01,0,1,0,1,0,2
YAPACANI,chagas,tratamientos de 15 anos y mas,2024-06-01,1,3,0,0,1,3
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2024-06-01,1,0,0,1,1,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2024-07-01,1,2,0,2,1,4
ALCALA,chagas,tratamientos de 15 anos y mas,2024-07-01,1,1,0,0,1,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2024-07-01,0,1,0,1,0,2
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2024-07-01,0,0,0,2,0,2
ARBIETO,chagas,tratamientos de 15 anos y mas,2024-07-01,0,1,0,0,0,1
BETANZOS,chagas,tratamientos de 15 anos y mas,2024-07-01,0,1,0,0,0,1
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2024-07-01,0,1,0,0,0,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2024-07-01,0,2,0,1,0,3
CHIMORE,chagas,tratamientos de 15 anos y mas,2024-07-01,1,5,0,2,1,7
CKOCHAS,chagas,tratamientos de 15 anos y mas,2024-07-01,0,0,1,0,1,0
CLIZA,chagas,tratamientos de 15 anos y mas,2024-07-01,0,0,1,0,1,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2024-07-01,10,19,18,27,28,46
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2024-07-01,1,0,0,1,1,1
EL VILLAR,chagas,tratamientos de 15 anos y mas,2024-07-01,0,1,0,0,0,1
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2024-07-01,3,5,0,2,3,7
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2024-07-01,0,1,0,0,0,1
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2024-07-01,2,0,1,0,3,0
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2024-07-01,2,4,3,6,5,10
MAIRANA,chagas,tratamientos de 15 anos y mas,2024-07-01,0,0,0,1,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2024-07-01,1,0,1,0,2,0
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2024-07-01,0,0,0,1,0,1
MONTERO,chagas,tratamientos de 15 anos y mas,2024-07-01,0,0,0,1,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2024-07-01,0,0,0,1,0,1
POTOSI,chagas,tratamientos de 15 anos y mas,2024-07-01,10,4,0,0,10,4
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2024-07-01,8,4,0,1,8,5
PUNA,chagas,tratamientos de 15 anos y mas,2024-07-01,2,1,0,0,2,1
PUNATA,chagas,tratamientos de 15 anos y mas,2024-07-01,1,2,0,0,1,2
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2024-07-01,2,6,0,4,2,10
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2024-07-01,0,0,2,1,2,1
RAVELO,chagas,tratamientos de 15 anos y mas,2024-07-01,0,2,4,3,4,5
SACABA,chagas,tratamientos de 15 anos y mas,2024-07-01,3,3,0,4,3,7
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2024-07-01,1,0,0,0,1,0
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2024-07-01,1,2,0,2,1,4
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2024-07-01,6,7,2,7,8,14
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2024-07-01,0,2,0,0,0,2
SICAYA,chagas,tratamientos de 15 anos y mas,2024-07-01,1,1,0,0,1,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2024-07-01,0,1,0,0,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2024-07-01,4,8,8,9,12,17
TARIJA,chagas,tratamientos de 15 anos y mas,2024-07-01,1,0,4,5,5,5
TOCO,chagas,tratamientos de 15 anos y mas,2024-07-01,0,0,0,1,0,1
TOLATA,chagas,tratamientos de 15 anos y mas,2024-07-01,0,1,0,0,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2024-07-01,9,15,3,8,12,23
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2024-07-01,1,2,0,0,1,2
VILLA CHARCAS,chagas,tratamientos de 15 anos y mas,2024-07-01,1,2,0,1,1,3
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2024-07-01,2,3,2,3,4,6
VILLA SERRANO,chagas,tratamientos de 15 anos y mas,2024-07-01,1,1,1,0,2,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2024-07-01,2,2,0,0,2,2
VINTO,chagas,tratamientos de 15 anos y mas,2024-07-01,0,0,0,1,0,1
VITICHI,chagas,tratamientos de 15 anos y mas,2024-07-01,0,0,2,0,2,0
YACUIBA,chagas,tratamientos de 15 anos y mas,2024-07-01,0,0,0,2,0,2
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2024-07-01,1,1,1,1,2,2
YUNCHARA,chagas,tratamientos de 15 anos y mas,2024-07-01,0,0,0,1,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,0,0,0,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2024-08-01,1,2,1,1,2,3
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2024-08-01,1,0,1,0,2,0
ARBIETO,chagas,tratamientos de 15 anos y mas,2024-08-01,1,1,1,2,2,3
BERMEJO,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,0,0,0,1
BETANZOS,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,3,2,3,3
CAMARGO,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,0,0,0,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2024-08-01,1,0,0,0,1,0
CHIMORE,chagas,tratamientos de 15 anos y mas,2024-08-01,1,1,1,2,2,3
CKOCHAS,chagas,tratamientos de 15 anos y mas,2024-08-01,1,0,0,0,1,0
COBIJA,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2024-08-01,14,21,5,15,19,36
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2024-08-01,0,0,0,1,0,1
CORIPATA,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,0,0,0,1
COTAGAITA,chagas,tratamientos de 15 anos y mas,2024-08-01,1,0,0,0,1,0
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2024-08-01,0,4,2,3,2,7
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2024-08-01,1,0,0,0,1,0
EL VILLAR,chagas,tratamientos de 15 anos y mas,2024-08-01,1,2,0,0,1,2
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2024-08-01,1,5,4,2,5,7
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,0,0,0,1
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2024-08-01,2,1,0,0,2,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2024-08-01,1,3,1,6,2,9
MAIRANA,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,1,0,1,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,0,2,0,3
MOJOCOYA,chagas,tratamientos de 15 anos y mas,2024-08-01,0,0,0,1,0,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2024-08-01,1,0,3,0,4,0
MONTERO,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,0,0,0,1
ORURO,chagas,tratamientos de 15 anos y mas,2024-08-01,1,0,0,0,1,0
PADILLA,chagas,tratamientos de 15 anos y mas,2024-08-01,2,1,0,1,2,2
PASORAPA,chagas,tratamientos de 15 anos y mas,2024-08-01,1,0,1,1,2,1
PUCARA,chagas,tratamientos de 15 anos y mas,2024-08-01,0,0,0,1,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2024-08-01,2,5,2,4,4,9
PUNA,chagas,tratamientos de 15 anos y mas,2024-08-01,1,2,0,1,1,3
PUNATA,chagas,tratamientos de 15 anos y mas,2024-08-01,1,1,0,1,1,2
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2024-08-01,1,0,1,4,2,4
RAVELO,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,1,0,1,1
SACABA,chagas,tratamientos de 15 anos y mas,2024-08-01,1,5,1,3,2,8
SAN BENITO,chagas,tratamientos de 15 anos y mas,2024-08-01,0,0,1,1,1,1
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2024-08-01,0,0,3,4,3,4
SANTA ANA,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2024-08-01,13,15,10,6,23,21
SICAYA,chagas,tratamientos de 15 anos y mas,2024-08-01,1,0,0,0,1,0
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2024-08-01,1,1,2,1,3,2
SUCRE,chagas,tratamientos de 15 anos y mas,2024-08-01,1,2,6,5,7,7
TAPACARI,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,1,0,1,1
TARIJA,chagas,tratamientos de 15 anos y mas,2024-08-01,0,3,0,1,0,4
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2024-08-01,1,0,0,0,1,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2024-08-01,9,14,6,5,15,19
URIONDO (A. CONCEPCION),chagas,tratamientos de 15 anos y mas,2024-08-01,1,2,0,0,1,2
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,1,0,1,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,0,0,0,1
VILLA SERRANO,chagas,tratamientos de 15 anos y mas,2024-08-01,1,0,0,0,1,0
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2024-08-01,1,1,0,2,1,3
VILLA VACA GUZMAN (MUYUPAMPA),chagas,tratamientos de 15 anos y mas,2024-08-01,1,1,0,0,1,1
VINTO,chagas,tratamientos de 15 anos y mas,2024-08-01,1,1,0,0,1,1
YACUIBA,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,0,0,0,1
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,0,2,0,3
YAPACANI,chagas,tratamientos de 15 anos y mas,2024-08-01,2,1,1,1,3,2
YOTALA,chagas,tratamientos de 15 anos y mas,2024-08-01,0,1,0,0,0,1
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2024-08-01,1,0,1,0,2,0
AIQUILE,chagas,tratamientos de 15 anos y mas,2024-09-01,0,3,0,0,0,3
ALCALA,chagas,tratamientos de 15 anos y mas,2024-09-01,1,0,0,0,1,0
ANZALDO,chagas,tratamientos de 15 anos y mas,2024-09-01,0,0,0,1,0,1
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2024-09-01,3,4,1,1,4,5
ARBIETO,chagas,tratamientos de 15 anos y mas,2024-09-01,0,2,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),chagas,tratamientos de 15 anos y mas,2024-09-01,1,1,0,0,1,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2024-09-01,0,0,0,1,0,1
BETANZOS,chagas,tratamientos de 15 anos y mas,2024-09-01,3,15,6,7,9,22
CAPINOTA,chagas,tratamientos de 15 anos y mas,2024-09-01,0,1,0,2,0,3
CHIMORE,chagas,tratamientos de 15 anos y mas,2024-09-01,0,0,1,4,1,4
CKOCHAS,chagas,tratamientos de 15 anos y mas,2024-09-01,0,0,1,0,1,0
CLIZA,chagas,tratamientos de 15 anos y mas,2024-09-01,1,0,0,0,1,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2024-09-01,8,14,8,17,16,31
COLOMI,chagas,tratamientos de 15 anos y mas,2024-09-01,0,1,0,0,0,1
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2024-09-01,0,4,0,0,0,4
EL VILLAR,chagas,tratamientos de 15 anos y mas,2024-09-01,2,2,0,1,2,3
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2024-09-01,0,2,4,3,4,5
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2024-09-01,0,0,0,2,0,2
INCAHUASI,chagas,tratamientos de 15 anos y mas,2024-09-01,1,0,0,0,1,0
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2024-09-01,0,0,1,0,1,0
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2024-09-01,0,1,1,4,1,5
MAIRANA,chagas,tratamientos de 15 anos y mas,2024-09-01,1,0,0,0,1,0
MIZQUE,chagas,tratamientos de 15 anos y mas,2024-09-01,1,0,0,0,1,0
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2024-09-01,0,0,0,1,0,1
MONTERO,chagas,tratamientos de 15 anos y mas,2024-09-01,0,1,0,0,0,1
ORURO,chagas,tratamientos de 15 anos y mas,2024-09-01,1,0,0,0,1,0
PADILLA,chagas,tratamientos de 15 anos y mas,2024-09-01,2,0,0,1,2,1
PASORAPA,chagas,tratamientos de 15 anos y mas,2024-09-01,0,1,0,1,0,2
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2024-09-01,1,2,0,0,1,2
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2024-09-01,1,6,4,4,5,10
PUNA,chagas,tratamientos de 15 anos y mas,2024-09-01,1,0,0,0,1,0
PUNATA,chagas,tratamientos de 15 anos y mas,2024-09-01,1,0,2,1,3,1
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2024-09-01,1,4,2,4,3,8
RAVELO,chagas,tratamientos de 15 anos y mas,2024-09-01,1,1,0,3,1,4
SACABA,chagas,tratamientos de 15 anos y mas,2024-09-01,1,5,1,1,2,6
SAN BORJA,chagas,tratamientos de 15 anos y mas,2024-09-01,1,0,0,0,1,0
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2024-09-01,0,1,1,3,1,4
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2024-09-01,8,8,8,6,16,14
SICAYA,chagas,tratamientos de 15 anos y mas,2024-09-01,0,0,1,1,1,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2024-09-01,0,3,0,2,0,5
SOPACHUY,chagas,tratamientos de 15 anos y mas,2024-09-01,0,2,0,0,0,2
SUCRE,chagas,tratamientos de 15 anos y mas,2024-09-01,3,2,2,6,5,8
TARATA,chagas,tratamientos de 15 anos y mas,2024-09-01,1,0,0,0,1,0
TARIJA,chagas,tratamientos de 15 anos y mas,2024-09-01,4,5,0,0,4,5
TOCO,chagas,tratamientos de 15 anos y mas,2024-09-01,0,1,0,0,0,1
TOLATA,chagas,tratamientos de 15 anos y mas,2024-09-01,0,0,0,1,0,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2024-09-01,2,3,0,0,2,3
TUPIZA,chagas,tratamientos de 15 anos y mas,2024-09-01,6,14,9,15,15,29
URIONDO (A. CONCEPCION),chagas,tratamientos de 15 anos y mas,2024-09-01,1,0,0,0,1,0
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2024-09-01,0,1,1,2,1,3
VILLA CHARCAS,chagas,tratamientos de 15 anos y mas,2024-09-01,1,1,0,0,1,1
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2024-09-01,1,0,0,0,1,0
VILLA SERRANO,chagas,tratamientos de 15 anos y mas,2024-09-01,0,1,0,0,0,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2024-09-01,4,2,2,2,6,4
VINTO,chagas,tratamientos de 15 anos y mas,2024-09-01,1,0,0,0,1,0
YACUIBA,chagas,tratamientos de 15 anos y mas,2024-09-01,1,1,0,0,1,1
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2024-09-01,0,0,1,1,1,1
YAPACANI,chagas,tratamientos de 15 anos y mas,2024-09-01,1,2,0,1,1,3
ACACIO,chagas,tratamientos de 15 anos y mas,2024-10-01,0,1,0,0,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2024-10-01,0,1,0,1,0,2
ALCALA,chagas,tratamientos de 15 anos y mas,2024-10-01,1,0,0,0,1,0
ANZALDO,chagas,tratamientos de 15 anos y mas,2024-10-01,0,0,1,1,1,1
ARBIETO,chagas,tratamientos de 15 anos y mas,2024-10-01,2,0,1,0,3,0
ARQUE,chagas,tratamientos de 15 anos y mas,2024-10-01,1,0,0,0,1,0
BETANZOS,chagas,tratamientos de 15 anos y mas,2024-10-01,0,2,0,1,0,3
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2024-10-01,0,1,0,0,0,1
CAMARGO,chagas,tratamientos de 15 anos y mas,2024-10-01,0,0,0,1,0,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2024-10-01,0,3,0,1,0,4
CARAPARI,chagas,tratamientos de 15 anos y mas,2024-10-01,0,1,0,0,0,1
CHIMORE,chagas,tratamientos de 15 anos y mas,2024-10-01,0,1,0,1,0,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2024-10-01,9,22,16,12,25,34
COLQUECHACA,chagas,tratamientos de 15 anos y mas,2024-10-01,1,3,0,0,1,3
CORIPATA,chagas,tratamientos de 15 anos y mas,2024-10-01,0,0,0,1,0,1
COTAGAITA,chagas,tratamientos de 15 anos y mas,2024-10-01,0,1,0,0,0,1
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2024-10-01,0,0,1,0,1,0
EL VILLAR,chagas,tratamientos de 15 anos y mas,2024-10-01,0,0,0,1,0,1
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2024-10-01,1,1,1,5,2,6
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2024-10-01,0,2,0,0,0,2
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2024-10-01,0,2,2,2,2,4
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2024-10-01,0,0,1,1,1,1
LAS CARRERAS,chagas,tratamientos de 15 anos y mas,2024-10-01,0,1,0,0,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2024-10-01,0,3,1,0,1,3
MOJOCOYA,chagas,tratamientos de 15 anos y mas,2024-10-01,0,1,0,0,0,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2024-10-01,0,1,1,2,1,3
MONTERO,chagas,tratamientos de 15 anos y mas,2024-10-01,0,0,0,1,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2024-10-01,0,0,1,1,1,1
POROMA,chagas,tratamientos de 15 anos y mas,2024-10-01,1,0,0,0,1,0
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2024-10-01,4,5,1,6,5,11
PUNA,chagas,tratamientos de 15 anos y mas,2024-10-01,0,0,1,2,1,2
PUNATA,chagas,tratamientos de 15 anos y mas,2024-10-01,1,1,0,0,1,1
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2024-10-01,2,7,1,0,3,7
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2024-10-01,1,1,0,0,1,1
RAVELO,chagas,tratamientos de 15 anos y mas,2024-10-01,0,1,0,0,0,1
SACABA,chagas,tratamientos de 15 anos y mas,2024-10-01,3,8,1,6,4,14
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2024-10-01,1,4,1,0,2,4
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2024-10-01,0,1,0,2,0,3
SAN PEDRO,chagas,tratamientos de 15 anos y mas,2024-10-01,0,2,0,0,0,2
SANTA ANA,chagas,tratamientos de 15 anos y mas,2024-10-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2024-10-01,9,10,12,10,21,20
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2024-10-01,0,2,0,0,0,2
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2024-10-01,1,2,1,1,2,3
SOPACHUY,chagas,tratamientos de 15 anos y mas,2024-10-01,0,1,0,0,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2024-10-01,4,2,1,2,5,4
TAPACARI,chagas,tratamientos de 15 anos y mas,2024-10-01,0,0,0,1,0,1
TARATA,chagas,tratamientos de 15 anos y mas,2024-10-01,1,1,1,1,2,2
TARIJA,chagas,tratamientos de 15 anos y mas,2024-10-01,2,1,0,0,2,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2024-10-01,11,8,9,14,20,22
URIONDO (A. CONCEPCION),chagas,tratamientos de 15 anos y mas,2024-10-01,0,0,1,2,1,2
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2024-10-01,0,1,0,1,0,2
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2024-10-01,0,2,1,2,1,4
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2024-10-01,3,1,1,1,4,2
VILLA VACA GUZMAN (MUYUPAMPA),chagas,tratamientos de 15 anos y mas,2024-10-01,1,0,1,1,2,1
VINTO,chagas,tratamientos de 15 anos y mas,2024-10-01,0,0,0,1,0,1
YACUIBA,chagas,tratamientos de 15 anos y mas,2024-10-01,2,1,0,0,2,1
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2024-10-01,0,0,0,1,0,1
YANACACHI,chagas,tratamientos de 15 anos y mas,2024-10-01,1,0,0,0,1,0
YOTALA,chagas,tratamientos de 15 anos y mas,2024-10-01,0,0,0,1,0,1
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2024-10-01,1,1,0,0,1,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,0,2,0,2
ALCALA,chagas,tratamientos de 15 anos y mas,2024-11-01,0,1,0,0,0,1
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,3,4,3,4
ARBIETO,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,0,2,0,2
BETANZOS,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,2,8,2,8
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2024-11-01,0,1,1,0,1,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2024-11-01,0,2,0,1,0,3
CHIMORE,chagas,tratamientos de 15 anos y mas,2024-11-01,2,1,0,0,2,1
CKOCHAS,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2024-11-01,5,8,0,6,5,14
COTAGAITA,chagas,tratamientos de 15 anos y mas,2024-11-01,1,0,1,0,2,0
COTOCA,chagas,tratamientos de 15 anos y mas,2024-11-01,0,1,0,2,0,3
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2024-11-01,1,0,0,0,1,0
CULPINA,chagas,tratamientos de 15 anos y mas,2024-11-01,0,1,0,0,0,1
EL VILLAR,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,2,2,2,2
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2024-11-01,5,3,0,3,5,6
FERNANDEZ ALONSO,chagas,tratamientos de 15 anos y mas,2024-11-01,0,1,0,0,0,1
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2024-11-01,0,2,0,0,0,2
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2024-11-01,2,0,0,1,2,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2024-11-01,1,3,0,1,1,4
MOJOCOYA,chagas,tratamientos de 15 anos y mas,2024-11-01,2,2,0,0,2,2
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2024-11-01,3,1,0,0,3,1
MONTERO,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,0,1,0,1
PASORAPA,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,1,0,1,0
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,1,2,1,2
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2024-11-01,0,7,0,3,0,10
PUNA,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,1,0,1,0
PUNATA,chagas,tratamientos de 15 anos y mas,2024-11-01,1,2,0,0,1,2
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2024-11-01,1,2,1,3,2,5
RAVELO,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,0,1,0,1
