municipality,group,variable,month,Neumonías en menores de 5 años,TOTAL
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,3,3
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
BAURES,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,2,2
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,4,4
BOYUIBE,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,3,3
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,3,3
CAMARGO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,3,3
CAMATAQUI (C. VILLA ABECIA),diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,21,21
CARACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,2,2
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,13,13
CARMEN RIVERO TORREZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,8,8
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,5,5
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,13,13
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,11,11
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,30,30
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,140,140
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,7,7
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,8,8
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,4,4
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,9,9
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,2,2
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,86,86
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,2,2
ENTRE RIOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,11,11
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,6,6
IRUPANA (VILLA DE LANZA),diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,8,8
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,3,3
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,7,7
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,131,131
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,19,19
LURIBAY,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
MIZQUE,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,4,4
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,9,9
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,44,44
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,58,58
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,9,9
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,2,2
POROMA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,8,8
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,19,19
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,3,3
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,21,21
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,16,16
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,17,17
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,15,15
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,19,19
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,4,4
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,8,8
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,14,14
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,11,11
SAN BUENA VENTURA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,15,15
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,4,4
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,51,51
SAN JAVIER(STC),diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,15,15
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,2,2
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,4,4
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,5,5
SAN RAMON,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,2,2
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,10,10
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,214,214
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,3,3
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,2,2
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,88,88
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,25,25
TIPUANI,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,4,4
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,18,18
TIRAQUE (CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,23,23
TOMINA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,4,4
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,22,22
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,26,26
UNCIA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
URIONDO (A. CONCEPCION),diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,1,1
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,4,4
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,9,9
VIACHA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,3,3
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,17,17
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,31,31
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,6,6
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,10,10
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,6,6
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,59,59
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2008-05-01,11,11
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,10,10
APOLO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,8,8
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,7,7
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,3,3
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,2,2
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,5,5
BETANZOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,4,4
BOYUIBE,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,2,2
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,5,5
CAMARGO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,3,3
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,23,23
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,6,6
CARMEN RIVERO TORREZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,8,8
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,8,8
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,5,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,5,5
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,7,7
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,19,19
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,138,138
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,1,1
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,4,4
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,3,3
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,2,2
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,73,73
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,3,3
ENTRE RIOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,9,9
EXALTACION,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,1,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,6,6
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,10,10
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,4,4
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,3,3
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,79,79
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,13,13
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,1,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,9,9
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,24,24
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,60,60
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,4,4
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,15,15
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,5,5
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,1,1
POCOATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,3,3
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,3,3
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,65,65
PRESTO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,2,2
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,10,10
PUNA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,1,1
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,9,9
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,11,11
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,16,16
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,14,14
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,4,4
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,4,4
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,27,27
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,1,1
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,7,7
SAN BUENA VENTURA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,1,1
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,11,11
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,26,26
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,41,41
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,4,4
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,15,15
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,4,4
SAN RAMON,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,2,2
SAN RAMON,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,1,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,154,154
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,1,1
SANTA ROSA DEL SARA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,1,1
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,3,3
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,111,111
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,8,8
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,40,40
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,2,2
TIPUANI,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,2,2
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,7,7
TIRAQUE (CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,36,36
TOLEDO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,1,1
TOMINA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,3,3
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,18,18
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,37,37
UNCIA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,8,8
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,5,5
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,12,12
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,32,32
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,16,16
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,13,13
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,2,2
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,2,2
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,26,26
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,2,2
YOTALA,diagnostico de egreso,neumonias en menores de 5 anos,2008-06-01,1,1
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,7,7
APOLO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,20,20
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,2,2
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
BAURES,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,12,12
BETANZOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,2,2
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,2,2
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,15,15
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,10,10
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,6,6
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,7,7
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,2,2
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,5,5
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,8,8
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,107,107
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,3,3
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,4,4
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,3,3
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,3,3
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,41,41
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,8,8
ENTRE RIOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,7,7
FERNANDEZ ALONSO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,2,2
GUANAY,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,2,2
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,6,6
IRUPANA (VILLA DE LANZA),diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,3,3
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,48,48
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,30,30
MACHARETI,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,2,2
MIZQUE,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,4,4
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,12,12
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,29,29
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,54,54
PADCAYA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,4,4
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,2,2
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,12,12
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,4,4
PAMPA GRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
PORCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,77,77
PRESTO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,10,10
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,5,5
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,3,3
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,12,12
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,2,2
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,11,11
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,10,10
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,8,8
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,4,4
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,22,22
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,26,26
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,2,2
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,4,4
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,5,5
SAN RAMON,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,97,97
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,2,2
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,7,7
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,91,91
TAPACARI,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,3,3
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,43,43
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,9,9
TIPUANI,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,2,2
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,3,3
TIRAQUE (CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,14,14
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,28,28
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,30,30
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,5,5
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,18,18
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,19,19
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,42,42
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,2,2
VITICHI,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,2,2
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,22,22
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,20,20
YOTALA,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
ZUDAÑEZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-07-01,1,1
ACHACACHI,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,6,6
APOLO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,11,11
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,2,2
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,10,10
BETANZOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
CAMARGO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,7,7
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,8,8
CARMEN RIVERO TORREZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,4,4
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,3,3
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,9,9
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,2,2
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,2,2
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,13,13
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,66,66
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,2,2
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,20,20
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
EL VILLAR,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,3,3
ENTRE RIOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,2,2
FERNANDEZ ALONSO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,5,5
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,2,2
IRUPANA (VILLA DE LANZA),diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,3,3
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,8,8
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,37,37
LAGUNILLAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,11,11
MACHARETI,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,2,2
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,5,5
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,15,15
