municipality,group,variable,month,Otros en menores de 5 años,TOTAL
SANTA ROSA DEL SARA,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,1,1
SIPE SIPE,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,9,9
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,3,3
SORATA,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,2,2
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,230,230
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,2,2
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,49,49
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,1,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,8,8
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2008-04-01,13,13
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,350,350
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,17,17
UNCIA,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,92,92
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,18,18
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,21,21
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,38,38
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,7,7
VINTO,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,1,1
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,58,58
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2008-04-01,11,11
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,5,5
APOLO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,3,3
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,30,30
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,22,22
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,20,20
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
BUENA VISTA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,16,16
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,40,40
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,9,9
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,251,251
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,6,6
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,10,10
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2008-05-01,6,6
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,5,5
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,35,35
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,107,107
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,2,2
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,12,12
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,5,5
COROICO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,12,12
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,107,107
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,6,6
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,30,30
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,4,4
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,787,787
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,17,17
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
MIZQUE,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,8,8
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,14,14
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,174,174
ORURO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,164,164
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,2,2
PAILON,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,34,34
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,6,6
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,2,2
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,10,10
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,30,30
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,49,49
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,44,44
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,2,2
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,6,6
SACABA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,14,14
SAN ANTONIO DE LOMERIO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,7,7
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,5,5
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,61,61
SAN JAVIER(STC),diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,3,3
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,9,9
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,9,9
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,4,4
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
SAN RAMON,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,554,554
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
SIPE SIPE,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,7,7
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,4,4
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,173,173
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,5,5
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,107,107
TIPUANI,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,2,2
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,8,8
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2008-05-01,20,20
TORO TORO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,371,371
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,25,25
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,1,1
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,14,14
VIACHA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,2,2
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,12,12
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,54,54
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,10,10
VINTO,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,6,6
WARNES,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,12,12
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,56,56
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2008-05-01,6,6
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,5,5
APOLO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,6,6
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,31,31
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,18,18
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,28,28
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,26,26
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,34,34
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,16,16
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,10,10
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,5,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2008-06-01,5,5
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,4,4
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,5,5
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,116,116
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,5,5
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,4,4
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,6,6
COROICO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,7,7
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
CUEVO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,123,123
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,5,5
ENTRE RIOS,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,87,87
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,150,150
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,2,2
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,4,4
HUARACAJE,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2008-06-01,2,2
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,3,3
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,747,747
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,24,24
LURIBAY,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,2,2
MIZQUE,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,6,6
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,10,10
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,139,139
ORURO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,134,134
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,2,2
PAILON,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,115,115
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,3,3
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,63,63
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,8,8
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,14,14
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,19,19
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,32,32
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,60,60
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,2,2
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,10,10
SACABA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,34,34
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,6,6
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,4,4
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,70,70
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,39,39
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,5,5
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,4,4
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,7,7
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,653,653
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
SIPE SIPE,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,7,7
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,3,3
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,245,245
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,2,2
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,95,95
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
TIPUANI,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,3,3
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2008-06-01,19,19
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,341,341
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,10,10
UNCIA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,117,117
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,3,3
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,12,12
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,20,20
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,15,15
VINTO,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,4,4
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,44,44
YAMPARAEZ,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,4,4
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2008-06-01,1,1
ACHACACHI,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,1,1
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,6,6
APOLO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,59,59
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,15,15
AZURDUY,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,1,1
BAURES,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,1,1
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,25,25
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,2,2
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,2,2
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,50,50
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,13,13
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,6,6
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,8,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2008-07-01,5,5
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,6,6
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,31,31
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,111,111
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,2,2
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,5,5
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,6,6
COROICO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,7,7
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,135,135
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2008-07-01,5,5
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,7,7
ENTRE RIOS,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,2,2
EXALTACION,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,107,107
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,25,25
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,4,4
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2008-07-01,2,2
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,7,7
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,3,3
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,623,623
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,13,13
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,12,12
MIZQUE,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,6,6
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,2,2
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,113,113
ORURO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,59,59
PADCAYA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,32,32
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,9,9
PAILON,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,61,61
PALOS BLANCOS,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,3,3
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,1,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,8,8
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,80,80
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,2,2
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,16,16
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,12,12
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,19,19
REYES,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,1,1
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,3,3
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,7,7
SACABA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,29,29
SACACA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,4,4
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,5,5
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,5,5
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,50,50
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,31,31
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,5,5
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,3,3
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,4,4
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,2,2
SAN RAMON,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,1,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,1037,1037
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,1,1
SANTA ROSA DEL SARA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,3,3
SIPE SIPE,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,10,10
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,6,6
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,236,236
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,92,92
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,9,9
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2008-07-01,16,16
TOLEDO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,1,1
TOMINA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,1,1
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2008-07-01,1,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,345,345
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,16,16
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,7,7
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,21,21
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,29,29
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,17,17
VINTO,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,2,2
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,48,48
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2008-07-01,7,7
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,10,10
APOLO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,49,49
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,13,13
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,23,23
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,25,25
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,42,42
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,15,15
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,12,12
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,3,3
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,21,21
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2008-08-01,7,7
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,16,16
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,23,23
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,68,68
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,4,4
COLQUIRI,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,17,17
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,2,2
COROICO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,7,7
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,150,150
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,8,8
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,92,92
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,23,23
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2008-08-01,22,22
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,4,4
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,700,700
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,17,17
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,9,9
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
MIZQUE,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,4,4
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,7,7
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,91,91
OCURI,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
ORURO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,96,96
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,4,4
PALOS BLANCOS,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,9,9
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,92,92
PRESTO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,2,2
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,4,4
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,24,24
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,42,42
REYES,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,38,38
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,47,47
