municipality,group,variable,month,Diabetes en mayores de 5 años,TOTAL
LA GUARDIA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,1,1
LA PAZ,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,26,26
MAGDALENA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,2,2
ORURO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,2,2
PORTACHUELO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,46,46
POTOSI,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,17,17
PUERTO QUIJARRO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,1,1
PUERTO SUAREZ,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,2,2
PUNATA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,4,4
RIBERALTA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,16,16
ROBORE,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,5,5
RURRENABAQUE,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,2,2
SACABA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,2,2
SAMAIPATA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,1,1
SAN BORJA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,6,6
SAN CARLOS,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,6,6
SAN JAVIER(STC),diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,1,1
SAN JOAQUIN,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,1,1
SAN MATIAS,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,3,3
SAN MIGUEL DE VELASCO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,1,1
SAN PEDRO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,2,2
SAN RAMON,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,9,9
SANTA ANA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,143,143
SANTA ROSA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,5,5
SANTA ROSA DEL SARA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,5,5
SUCRE,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,12,12
TARIJA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,11,11
TIPUANI,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,1,1
TRINIDAD,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,7,7
TUPIZA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,1,1
VALLEGRANDE,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,4,4
VINTO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,19,19
YACUIBA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-10-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,2,2
BERMEJO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,4,4
CAMIRI,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,10,10
CARANAVI,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
CHARAGUA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
COBIJA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,2,2
COCHABAMBA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,53,53
COLCAPIRHUA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,3,3
COROICO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
COTOCA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
EL TORNO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,2,2
ENTRE RIOS,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
EUCALIPTUS,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,2,2
FERNANDEZ ALONSO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
GUAYARAMERIN,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,5,5
LA GUARDIA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
LA PAZ,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,15,15
MAGDALENA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,2,2
ORURO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
PORTACHUELO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,13,13
POTOSI,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,9,9
PUERTO ACOSTA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
PUERTO SUAREZ,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,2,2
REYES,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
RIBERALTA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,7,7
ROBORE,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,2,2
RURRENABAQUE,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,2,2
SACABA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
SAN BORJA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
SAN CARLOS,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,6,6
SAN JAVIER(STC),diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,3,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,3,3
SAN MATIAS,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
SANTA ANA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,123,123
SANTA ROSA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,6,6
SUCRE,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,3,3
TARIJA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,16,16
TIPUANI,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
TIQUIPAYA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
TRINIDAD,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,16,16
VILLA MONTES,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,1,1
VINTO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,19,19
YACUIBA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-11-01,6,6
ASCENCION DE GUARAYOS,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,2,2
BERMEJO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,3,3
CAMIRI,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,4,4
CARANAVI,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,2,2
CHARAGUA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,1,1
COBIJA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,1,1
COCHABAMBA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,67,67
COLCAPIRHUA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,1,1
COROICO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,2,2
EL ALTO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,7,7
EL TORNO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,2,2
FERNANDEZ ALONSO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,1,1
GUAYARAMERIN,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,15,15
LA PAZ,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,13,13
MAGDALENA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,1,1
MINEROS,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,1,1
MONTEAGUDO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,2,2
ORURO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,3,3
PORTACHUELO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,11,11
PUNATA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,1,1
REYES,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,2,2
RURRENABAQUE,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,1,1
SACABA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,2,2
SAN BORJA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,2,2
SAN CARLOS,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,8,8
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,1,1
SAN JULIAN,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,2,2
SAN RAMON,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,13,13
SANTA ANA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,83,83
SANTA ROSA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,9,9
SANTA ROSA DEL SARA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,1,1
SUCRE,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,10,10
TARABUCO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,1,1
TARIJA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,20,20
TIPUANI,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,1,1
TRINIDAD,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,10,10
VILLA TUNARI,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,2,2
VINTO,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,12,12
YACUIBA,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,16,16
YAPACANI,diagnostico de egreso,diabetes en mayores de 5 anos,2008-12-01,1,1
