municipality,group,variable,month,Diarreas en menores de 5 años,TOTAL
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,4,4
MIZQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,8,8
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,4,4
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,47,47
OMEREQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,1,1
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,110,110
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,4,4
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,10,10
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,2,2
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,2,2
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,2,2
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,81,81
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,35,35
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,15,15
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,1,1
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,51,51
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,6,6
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,16,16
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,38,38
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,11,11
SAN BUENA VENTURA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,5,5
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,31,31
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,16,16
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,2,2
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,95,95
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,3,3
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,2,2
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,1,1
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,6,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,273,273
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,1,1
SANTA ROSA DEL SARA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,1,1
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,3,3
SORATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,2,2
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,112,112
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,4,4
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,14,14
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,1,1
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,3,3
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,14,14
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,30,30
TOMINA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,1,1
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,2,2
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,26,26
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,21,21
TURCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,1,1
UNCIA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,102,102
URUBICHA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,1,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,2,2
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,6,6
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,51,51
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,12,12
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,14,14
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,10,10
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,27,27
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,19,19
ZUDAÑEZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-04-01,1,1
ACHACACHI,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
ANDAMARCA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,12,12
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,6,6
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,8,8
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,11,11
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,2,2
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,10,10
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,14,14
CARACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,2,2
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,20,20
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,25,25
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,6,6
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
CHAYANTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,7,7
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,5,5
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,10,10
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,127,127
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,8,8
COLOMI,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,4,4
COLQUIRI,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,3,3
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,12,12
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,4,4
COTAGAITA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,6,6
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,17,17
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,4,4
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,143,143
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,20,20
ENTRE RIOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,21,21
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,33,33
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,8,8
IRUPANA (VILLA DE LANZA),diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,3,3
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,18,18
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,8,8
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,188,188
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,23,23
LURIBAY,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,2,2
MIZQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,14,14
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,7,7
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,103,103
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,92,92
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,2,2
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,14,14
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,3,3
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,8,8
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,29,29
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,28,28
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,38,38
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,11,11
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,7,7
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,63,63
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,2,2
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,8,8
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,29,29
SACACA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
SAMAIPATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,2,2
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,27,27
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,24,24
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,17,17
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,40,40
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,7,7
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,4,4
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
SAN PEDRO DE BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,481,481
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,3,3
SANTA ROSA DEL SARA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,5,5
SORATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,103,103
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,36,36
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,13,13
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,9,9
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,43,43
TOMINA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,2,2
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,2,2
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,53,53
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,10,10
TURCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
UNCIA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,6,6
URUBICHA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,3,3
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,2,2
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,8,8
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,52,52
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,10,10
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,10,10
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,17,17
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,27,27
YAMPARAEZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,3,3
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,22,22
ZUDAÑEZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-05-01,1,1
ACHACACHI,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,3,3
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,3,3
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,3,3
ARQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,27,27
AYATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,22,22
BETANZOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
CABEZAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,6,6
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,9,9
CAMATAQUI (C. VILLA ABECIA),diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,20,20
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,7,7
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,9,9
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,4,4
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,7,7
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,10,10
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,2,2
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,15,15
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,60,60
COLQUIRI,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,4,4
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,3,3
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,3,3
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,17,17
CUEVO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,7,7
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,100,100
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,27,27
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,78,78
GRAL. J.J. PEREZ (CHARAZANI),diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,61,61
GUTIERREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,3,3
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,6,6
IRUPANA (VILLA DE LANZA),diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,3,3
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,13,13
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,8,8
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,122,122
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,13,13
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
MIZQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,5,5
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,13,13
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,79,79
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,57,57
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,2,2
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,26,26
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,3,3
PAMPA GRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,2,2
POCOATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,2,2
POROMA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,2,2
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,5,5
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,40,40
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,2,2
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,7,7
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,12,12
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,9,9
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,2,2
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,880,880
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,24,24
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,12,12
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,11,11
SACACA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,7,7
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,13,13
SAN BUENA VENTURA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,27,27
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,5,5
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,20,20
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,53,53
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,6,6
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,5,5
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,3,3
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,4,4
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,429,429
SANTA ROSA DEL SARA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,9,9
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,5,5
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,73,73
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,3,3
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,32,32
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,2,2
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,7,7
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,4,4
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,15,15
TOLEDO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,2,2
TOMINA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,2,2
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,3,3
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,114,114
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,6,6
UNCIA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,17,17
URUBICHA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,3,3
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,6,6
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,10,10
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,25,25
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,6,6
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,3,3
VITICHI,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,25,25
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,37,37
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,16,16
ZUDAÑEZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-06-01,1,1
ACHACACHI,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,3,3
ANCORAIMES,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,28,28
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,2,2
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,22,22
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,9,9
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
CABEZAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,2,2
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,29,29
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,10,10
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,5,5
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,3,3
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,24,24
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,2,2
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,2,2
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,45,45
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,56,56
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
COLQUIRI,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,2,2
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,2,2
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,7,7
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,3,3
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,5,5
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,2,2
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,74,74
EL PUENTE(TJA),diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,2,2
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,14,14
EL VILLAR,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,2,2
ENTRE RIOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,3,3
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,58,58
GUANAY,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,6,6
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,46,46
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,5,5
IRUPANA (VILLA DE LANZA),diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,38,38
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,87,87
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,6,6
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,5,5
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,2,2
MIZQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,4,4
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,17,17
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,67,67
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,54,54
PADCAYA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,13,13
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,3,3
