municipality,group,variable,month,Hipertensión Arterial en mayores de 5 años,TOTAL
OCURI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,1,1
ORURO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,5,5
PORTACHUELO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,62,62
POTOSI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,4,4
PUERTO SUAREZ,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,1,1
REYES,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,1,1
RIBERALTA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,4,4
RURRENABAQUE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,2,2
SACABA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,1,1
SAN BORJA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,1,1
SAN IGNACIO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,11,11
SAN JOAQUIN,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,2,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,1,1
SAN JULIAN,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,10,10
SAN MIGUEL DE VELASCO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,3,3
SAN RAFAEL,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,1,1
SAN RAMON,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,105,105
SANTA ROSA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,9,9
SUCRE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,12,12
TARIJA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,9,9
TIQUIPAYA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,1,1
TRINIDAD,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,23,23
TUPIZA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,46,46
VALLEGRANDE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,1,1
YACUIBA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-08-01,2,2
ACHACACHI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,1,1
APOLO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,2,2
ATOCHA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,11,11
BAURES,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,1,1
BERMEJO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,1,1
BOYUIBE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,4,4
CAMIRI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,15,15
CARANAVI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,1,1
CARMEN RIVERO TORREZ,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,7,7
CHARAGUA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,5,5
COBIJA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,5,5
COCHABAMBA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,26,26
COMARAPA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,2,2
COROICO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,1,1
COTOCA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,1,1
EL ALTO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,2,2
GUAYARAMERIN,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,14,14
GUTIERREZ,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,1,1
LA GUARDIA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,11,11
LA PAZ,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,16,16
LAGUNILLAS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,1,1
MAGDALENA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,2,2
MAIRANA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,3,3
MINEROS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,5,5
ORURO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,4,4
PAILON,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,2,2
PORTACHUELO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,68,68
POTOSI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,15,15
PUERTO QUIJARRO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,1,1
PUERTO SUAREZ,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,1,1
PUNATA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,4,4
RIBERALTA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,14,14
ROBORE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,1,1
SACABA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,1,1
SAN BORJA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,3,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,8,8
SAN JULIAN,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,1,1
SAN LUCAS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,1,1
SAN MATIAS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,4,4
SAN MIGUEL DE VELASCO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,2,2
SANTA ANA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,5,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,120,120
SANTA ROSA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,10,10
SANTA ROSA DEL SARA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,2,2
SUCRE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,30,30
TARIJA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,4,4
TRINIDAD,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,38,38
TUPIZA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,38,38
VALLEGRANDE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,4,4
WARNES,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,2,2
YACUIBA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-09-01,4,4
ASCENCION DE GUARAYOS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,4,4
BAURES,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,1,1
BOYUIBE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,4,4
CAMIRI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,17,17
CARANAVI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,1,1
CARMEN RIVERO TORREZ,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,17,17
COBIJA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,2,2
COCHABAMBA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,34,34
COLCAPIRHUA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,4,4
COROICO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,3,3
EL TORNO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,1,1
ENTRE RIOS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,2,2
GUAYARAMERIN,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,8,8
HUACARETA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,2,2
IRUPANA (VILLA DE LANZA),diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,2,2
LA GUARDIA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,2,2
LA PAZ,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,14,14
LAGUNILLAS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,1,1
LLALLAGUA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,2,2
MAGDALENA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,7,7
MINEROS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,5,5
ORURO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,3,3
PORTACHUELO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,88,88
POTOSI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,26,26
PUERTO QUIJARRO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,1,1
PUERTO SUAREZ,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,3,3
PUNATA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,3,3
REYES,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,3,3
RIBERALTA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,4,4
SACABA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,1,1
SAN BORJA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,4,4
SAN IGNACIO DE VELASCO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,15,15
SAN JOAQUIN,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,1,1
SAN MATIAS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,6,6
SAN MIGUEL DE VELASCO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,5,5
SAN PEDRO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,10,10
SAN RAFAEL,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,1,1
SANTA ANA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,6,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,134,134
SANTA ROSA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,20,20
SANTA ROSA DEL SARA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,10,10
SUCRE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,23,23
TARIJA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,19,19
TARVITA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,1,1
TIPUANI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,1,1
TIQUIPAYA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,1,1
TRINIDAD,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,38,38
TUPIZA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,1,1
VALLEGRANDE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,1,1
VINTO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,17,17
YACUIBA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-10-01,6,6
ACHACACHI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,3,3
ATOCHA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,10,10
BERMEJO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,2,2
BETANZOS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,1,1
CAMIRI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,16,16
CARANAVI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,1,1
CARMEN RIVERO TORREZ,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,5,5
CHARAGUA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,3,3
COBIJA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,1,1
COCHABAMBA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,21,21
COLCAPIRHUA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,3,3
COROICO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,3,3
COTOCA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,2,2
EL TORNO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,1,1
GUAYARAMERIN,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,6,6
LA GUARDIA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,8,8
LA PAZ,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,11,11
MAGDALENA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,6,6
MAIRANA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,1,1
MINEROS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,5,5
ORURO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,3,3
PADILLA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,1,1
PORTACHUELO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,13,13
POTOSI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,14,14
PUERTO ACOSTA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,1,1
PUERTO SUAREZ,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,6,6
REYES,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,2,2
RIBERALTA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,3,3
ROBORE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,1,1
RURRENABAQUE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,2,2
SACABA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,2,2
SAN BORJA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,4,4
SAN CARLOS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,7,7
SAN JAVIER(BNI),diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,1,1
SAN JAVIER(STC),diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,3,3
SAN MATIAS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,3,3
SANTA ANA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,120,120
SANTA ROSA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,15,15
SUCRE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,10,10
TARIJA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,20,20
TIPUANI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,1,1
TOMINA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,2,2
TRINIDAD,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,66,66
VILLA TUNARI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,2,2
VINTO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,15,15
YACUIBA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-11-01,4,4
ASCENCION DE GUARAYOS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
ATOCHA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
BETANZOS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
CABEZAS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
CAMIRI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,11,11
CARANAVI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
CARMEN RIVERO TORREZ,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
COCHABAMBA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,19,19
COMARAPA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
COROICO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
COTOCA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
CUATRO CAÑADAS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
CULPINA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
EL ALTO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,5,5
GUAYARAMERIN,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,21,21
LA PAZ,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,7,7
LAGUNILLAS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,2,2
LLALLAGUA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
MAGDALENA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,3,3
MAIRANA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
MINEROS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,5,5
MONTEAGUDO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,2,2
ORURO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,5,5
PAILON,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
PORTACHUELO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,12,12
PUNATA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,4,4
REYES,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,2,2
RURRENABAQUE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
SACABA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,3,3
SAN BORJA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
SAN IGNACIO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,9,9
SAN JOSE DE CHIQUITOS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,2,2
SAN LUCAS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,2,2
SAN MATIAS,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,3,3
SANTA ANA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,37,37
SANTA ROSA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,6,6
SUCRE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,19,19
TARABUCO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,2,2
TARIJA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,19,19
TIPUANI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,2,2
TRINIDAD,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,29,29
VALLEGRANDE,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,3,3
VILLA TUNARI,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,1,1
VINTO,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,20,20
YACUIBA,diagnostico de egreso,hipertension arterial en mayores de 5 anos,2008-12-01,9,9
