,group,variable,month,L 19.8 ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,L 19.8 ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTALES
LAJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,3,4,7
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,1,1,2
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,21,21
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,12,7,19
LORETO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,2,0,2
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,12,0,12
MAIRANA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,5,0,5
MINEROS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,4,4
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,3,3
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,24,0,24
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,72,0,72
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,4,10,14
OKINAWA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,5,11,16
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,2,8,10
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,72,10,82
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,1,0,1
PADILLA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,6,1,7
PAILON,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,58,315,373
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,34,60,94
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,5,0,5
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,7,24,31
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,9,9,18
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,8,12,20
PORCO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,28,28
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,4,0,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,85,0,85
PRESTO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,5,5,10
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,14,28,42
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,10,2,12
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,35,32,67
PUNA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,5,5
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,5,3,8
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,12,0,12
QUIME,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,11,33,44
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,19,0,19
RAVELO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,6,4,10
REYES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,4,0,4
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,11,0,11
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,37,0,37
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,21,53,74
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,45,105,150
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,15,49,64
SAIPINA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,5,5
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,1,0,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,5,0,5
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,13,14,27
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,27,13,40
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,2,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,69,6,75
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,1,7,8
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,5,4,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,4,0,4
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,2,18,20
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,5,5
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,3,2,5
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,10,29,39
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,6,3,9
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,3,1,4
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,4,4
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,15,55,70
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,7,15,22
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,11,0,11
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,299,142,441
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,13,1,14
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,8,6,14
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,1,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,12,0,12
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,3,0,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,15,10,25
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,21,3,24
SORATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,26,26
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,124,48,172
TACACOMA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,6,2,8
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,8,7,15
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,14,30,44
TARABUCO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,9,9
TARACO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,13,13
TARATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,5,0,5
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,64,12,76
TARVITA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,11,2,13
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,41,31,72
TIPUANI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,15,0,15
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,24,0,24
TOCO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,4,4
TOLATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,4,5,9
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,1,12,13
TRIGAL,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,26,39,65
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,32,99,131
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,2,0,2
URUBICHA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,7,0,7
VACAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,7,7
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,1,3,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,25,86,111
VILA VILA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,3,21,24
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,11,10,21
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,25,30,55
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,11,35,46
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,4,4
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,15,7,22
VITICHI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,6,20,26
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,69,14,83
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,36,3,39
YAPACANI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,37,0,37
YOCALLA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,15,28,43
YOTALA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,0,4,4
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-02-01,30,51,81
ACACIO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,9,59,68
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,71,72
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,19,12,31
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,1,1
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,1,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,18,18
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,20,20
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,2,35,37
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,7,6,13
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,13,0,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,2,2
AZURDUY,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,2,4,6
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,3,1,4
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,16,49,65
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,27,37,64
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,2,2
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,18,25,43
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,4,4
CALACOTO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,4,4
CAMARGO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,3,16,19
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,7,0,7
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,2,15,17
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,3,2,5
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,15,80,95
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,19,35,54
CATACORA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,3,0,3
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,8,23,31
CHAQUI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,6,0,6
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,59,59
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,3,0,3
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,11,7,18
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,0,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,2,2,4
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,15,9,24
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,12,24,36
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,18,22,40
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,259,280,539
COIPASA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,4,5
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,31,1,32
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,14,3,17
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,34,135,169
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,9,0,9
COMANCHE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,7,13,20
CORO CORO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,4,17,21
CORQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,3,28,31
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,9,33,42
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,18,3,21
CUEVO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,8,2,10
CULPINA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,16,26,42
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,12,12
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,340,208,548
EL CHORO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,8,8
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,33,7,40
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,27,25,52
ESCOMA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,8,8
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,3,3
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,4,4
GUAQUI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,9,90,99
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,5,14,19
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,6,0,6
HUARINA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,2,3
HUMANATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,12,12
ICLA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,7,14,21
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,57,28,85
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,3,3
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,58,1,59
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,329,151,480
LA RIVERA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,5,6
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,15,20,35
LAJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,8,8
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,77,388,465
LORETO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,3,0,3
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,9,18,27
MAIRANA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,16,0,16
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,2,103,105
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,26,45,71
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,97,10,107
MORO MORO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,3,3
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,7,7
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,1,1
NAZACARA DE PACAJES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,11,11
OKINAWA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,7,3,10
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,3,27,30
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,104,36,140
PADILLA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,17,8,25
PAILON,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,9,58,67
PALCA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,2,2
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,3,12,15
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,6,5,11
PASORAPA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,5,5
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,6,2,8
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,23,318,341
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,16,34,50
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,46,40,86
POOPO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,2,5,7
PORCO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,90,90
POROMA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,8,29,37
