,group,variable,month,VAGINALES < A 10,VAGINALES < A 10,VAGINALES 10 A 14,VAGINALES 10 A 14,VAGINALES 15 A 19,VAGINALES 15 A 19,VAGINALES 20 A 34,VAGINALES 20 A 34,VAGINALES 35 A 49,VAGINALES 35 A 49,VAGINALES 50 Y +,VAGINALES 50 Y +,TOTALES,TOTALES,TOTALES
GUAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,1,2,1,0,0,0,0,3,2,5
GUAYARAMERIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,9,0,19,2,4,0,0,0,32,2,34
GUTIERREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,5,0,9,5,0,0,0,0,14,5,19
HUACARAJE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
HUACARETA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,5,0,1,0,0,0,7,0,7
HUACAYA (VILLA DE HUACAYA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
HUACHACALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
HUANUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
HUARINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,1,1,1,0,1,0,0,2,3,5
HUATAJATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
HUAYLLAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
HUMANATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,1,0,1,0,1,0,0,0,3,3
ICHOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
ICLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,2,0,2,1,2,0,1,0,0,0,7,1,8
INCAHUASI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,2,6,4,1,2,0,0,8,8,16
INGAVI (HUMAITA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
INQUISIVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,5,4,0,0,0,0,5,4,9
IRUPANA (VILLA DE LANZA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,5,6,0,0,0,0,5,6,11
IXIAMAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,7,0,2,0,0,0,9,0,9
JESUS DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,2,0,4,2,0,0,0,0,6,2,8
LA ASUNTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,10,0,32,6,6,0,0,0,48,6,54
LA GUARDIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,3,0,38,0,2,0,0,0,43,0,43
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,27,1,360,1,78,0,0,0,465,2,467
LA RIVERA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LAGUNILLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LAJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,1,6,5,1,0,0,0,8,6,14
LICOMA PAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,4,2,23,3,1,0,0,0,28,5,33
LLICA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
LURIBAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
MACHACAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
MACHARETI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
MAGDALENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,3,0,5,1,1,0,0,0,9,1,10
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,3,0,4,0,0,0,0,0,7,0,7
MALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAPIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,3,0,15,0,0,0,0,0,18,0,18
MECAPACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
MINEROS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,5,0,8,0,0,0,0,0,13,0,13
MIZQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,1,0,4,0,4,1,2,0,0,0,11,1,12
MOCOMOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,1,1,10,0,3,0,0,2,14,16
MOJINETE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MOJOCOYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,1,2,0,2,0,2,0,0,0,6,1,7
MONTEAGUDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,3,0,10,2,4,0,0,0,17,2,19
MONTERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,1,0,12,0,84,1,3,0,0,0,100,1,101
MORO MORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MOROCHATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,1,0,3,0,2,0,0,0,6,6
NACEBE (SANTA ROSA DEL ABUNA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
NAZACARA DE PACAJES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
OCURI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,5,1,7,3,1,1,0,0,13,5,18
OKINAWA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,3,0,2,0,3,0,0,0,8,0,8
OMEREQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,1,0,28,2,187,16,31,0,0,0,247,18,265
PADCAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
PADILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,5,0,0,0,2,0,0,0,7,0,7
PAILON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,2,0,17,0,2,0,0,0,21,0,21
PALCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,2,2,4,4,0,0,0,0,6,6,12
PALOS BLANCOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,5,4,15,10,7,1,0,0,27,15,42
PAMPA AULLAGAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PAMPA GRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,2,0,7,0,0,0,0,0,9,0,9
PAPEL PAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,3,3,0,0,0,0,3,3,6
PASORAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,1,10,4,0,1,0,0,11,6,17
PAZÑA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,3,1,1,0,0,0,4,1,5
PELECHUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,1,0,5,0,1,0,0,1,7,8
POCOATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,5,3,11,8,0,2,0,0,16,13,29
POCONA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,6,0,1,0,0,0,8,0,8
POJO (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,2,0,8,1,1,0,0,0,11,1,12
POOPO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,2,1,1,0,0,0,3,1,4
PORCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,3,0,3,0,1,0,0,0,7,0,7
POROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,3,1,1,0,1,0,0,1,5,6
PORONGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,2,0,5,1,0,0,0,0,7,1,8
PORVENIR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
POSTRER VALLE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,1,0,48,2,194,2,37,0,0,0,280,4,284
PRESTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,1,1,1,0,1,0,0,1,3,4
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,1,6,19,0,0,0,0,7,20,27
PUERTO ACOSTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,1,1,4,1,0,0,0,3,5,8
PUERTO CARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,3,1,2,0,0,0,5,1,6
PUERTO GONZALO MORENO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,2,1,1,0,0,0,4,1,5
PUERTO PEREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,0,1,0,1,0,0,1,2,3
PUERTO QUIJARRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,5,0,0,0,0,0,6,0,6
PUERTO RICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,3,0,3,1,0,0,0,0,6,1,7
PUERTO SUAREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,5,1,0,0,0,0,5,1,6
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,1,0,25,1,58,1,11,0,0,0,95,2,97
PUNA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,2,0,9,0,1,1,0,0,12,1,13
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,4,0,26,1,9,0,0,0,39,1,40
QUIABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,117,10,3,0,0,0,121,10,131
QUIME,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,1,3,0,1,0,0,0,4,1,5
RAQAYPAMPA(ETA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,3,1,2,0,0,0,0,1,5,6
RAVELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,1,2,0,0,0,0,2,2,4
REYES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,8,0,7,0,0,1,0,0,15,1,16
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,6,0,25,0,78,0,3,0,0,0,112,0,112
ROBORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,11,0,3,0,0,0,14,0,14
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,4,0,19,1,3,0,0,0,26,1,27
SABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,2,1,1,0,0,0,3,1,4
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,17,0,96,0,12,0,0,0,125,0,125
SACABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SACACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,3,3,6,1,2,1,0,0,11,5,16
SAIPINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
SALINAS DE GARCI MENDOZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,3,1,1,0,0,0,5,1,6
SAMAIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
SAN AGUSTIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN ANDRES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,1,0,1,0,2,0,1,0,0,0,5,0,5
SAN ANDRES DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN ANTONIO DE ESMORUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SAN ANTONIO DE LOMERIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,4,0,0,1,0,0,4,1,5
SAN BENITO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,15,4,31,14,5,1,1,0,52,19,71
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,9,0,1,0,0,0,11,0,11
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,6,0,2,0,0,0,8,0,8
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,1,0,7,1,12,4,3,0,0,0,23,5,28
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,1,0,20,0,45,0,11,0,0,0,77,0,77
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,4,0,11,1,3,0,0,0,18,1,19
SAN JOAQUIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,8,1,0,0,0,0,9,1,10
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,3,0,12,0,3,0,0,0,18,0,18
SAN JUAN DE YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,5,0,26,0,3,0,0,0,34,0,34
SAN LORENZO(PND),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,2,2,0,0,0,0,3,2,5
SAN LORENZO(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,5,4,9,8,2,2,0,0,16,14,30
SAN MATIAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,6,0,12,2,1,0,0,0,19,2,21
SAN MIGUEL DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,7,0,7,1,1,0,0,0,15,1,16
SAN PABLO DE LIPEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN PEDRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,5,0,3,0,0,0,9,0,9
SAN PEDRO DE BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,6,2,7,8,1,2,0,0,14,12,26
SAN PEDRO DE CURAHUARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,0,6,0,1,0,0,1,7,8
SAN PEDRO DE MACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,6,2,8,3,1,1,0,0,15,6,21
SAN PEDRO DE TIQUINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN RAFAEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
SAN RAMON BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,1,0,0,0,2,0,1,1,0,0,4,1,5
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,1,0,3,0,12,1,1,1,0,0,17,2,19
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,1,0,100,0,628,3,63,1,1,0,793,4,797
SANTA ROSA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,3,0,12,1,1,0,0,0,16,1,17
SANTA ROSA DEL SARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,5,0,1,0,0,0,7,0,7
SANTIAGO DE CALLAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
SANTIAGO DE HUARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,2,0,0,1,1,0,0,1,3,4
SANTIAGO DE HUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTIVAÑES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SANTUARIO DE QUILLACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAPAHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,3,1,3,2,0,0,0,0,6,3,9
SENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,1,0,2,0,3,1,1,0,0,0,7,1,8
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,4,0,18,0,2,0,0,0,24,0,24
SICA SICA (VILLA AROMA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,2,3,2,1,1,0,0,5,5,10
SICAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,6,1,31,5,3,1,0,0,40,7,47
SOPACHUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
SORACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SORATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,3,1,6,7,2,0,0,0,11,8,19
