,group,variable,month,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO < A 10,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO < A 10,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 50 Y +,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 50 Y +,TOTALES,TOTALES,TOTALES
APOLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,5,1,10,1,4,0,0,0,19,2,21
ARBIETO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
ARQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,2,1,2,0,0,0,0,2,4,6
ATOCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,9,0,1,0,0,0,12,0,12
AUCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
AYATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,3,0,2,0,0,0,0,0,5,0,5
AYO AYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,1,1,2,0,1,0,0,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,5,1,10,1,0,0,0,0,15,2,17
AZURDUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BATALLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,2,1,0,0,0,0,3,1,4
BERMEJO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,7,0,24,0,6,0,0,0,37,0,37
BETANZOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,10,0,0,0,0,0,12,0,12
BOLIVAR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
BOYUIBE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
CABEZAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,5,0,1,0,0,0,8,0,8
CAIROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"CAIZA ""D""","atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,6,0,1,0,0,0,9,0,9
CAJUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,1,7,2,0,0,0,0,8,3,11
CALAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,1,0,0,0,3,1,0,0,0,0,4,1,5
CAMATAQUI (C. VILLA ABECIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAMIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,15,0,0,0,0,0,17,0,17
CAPINOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,9,0,4,0,0,0,14,0,14
CARACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,4,0,3,1,0,0,0,0,7,1,8
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,1,0,9,0,51,1,8,0,0,0,69,1,70
CARAPARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,7,0,1,0,0,0,10,0,10
CARIPUYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHACARILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,7,1,28,0,3,1,0,0,38,2,40
CHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,1,1,0,0,0,0,3,1,4
CHARAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,6,0,19,0,3,0,0,0,28,0,28
CHAYANTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,6,3,1,0,0,0,8,3,11
CHOQUE COTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,8,0,4,0,0,0,12,0,12
CHUMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,2,2,0,1,0,0,4,3,7
CHUQUIHUTA AYLLU JUCUMANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,4,3,1,0,0,0,5,3,8
CKOCHAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,2,3,0,0,0,0,0,4,2,6
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,12,0,0,0,0,0,13,0,13
COCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,1,2,3,0,0,0,0,3,4,7
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,3,0,37,0,562,0,160,0,0,0,762,0,762
COLCAPIRHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,31,0,0,0,0,0,33,0,33
"COLCHA ""K""","atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,3,1,0,0,0,2,3,5
COLLANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COLOMI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,1,0,0,0,8,1,1,0,0,0,10,1,11
COLPA BELGICA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
COLQUECHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,5,11,1,0,1,0,0,13,7,20
COLQUENCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,5,1,1,1,0,0,6,2,8
COLQUIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,4,2,0,2,0,0,4,4,8
CONCEPCION,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,11,0,1,0,0,0,14,0,14
CORIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,2,0,2,0,0,0,5,0,5
CORO CORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COROICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,3,0,8,3,5,0,0,0,16,3,19
CORQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,2,1,1,0,0,0,0,1,3,4
COTAGAITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,4,0,0,1,0,0,5,1,6
COTOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,7,0,62,0,5,1,0,0,74,1,75
CUATRO CAÑADAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,15,0,1,0,0,0,18,0,18
CUCHUMUELA (V. G. VILLARROEL),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CUEVO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
CULPINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,1,11,1,0,0,0,0,13,2,15
CURAHUARA DE CARANGAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
DESAGUADERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,2,0,1,0,0,0,4,0,4
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,3,0,89,1,647,8,141,2,0,0,880,11,891
EL CHORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL PUENTE(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,2,0,0,0,0,0,4,0,4
EL PUENTE(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,2,0,2,0,0,0,4,0,4
EL TORNO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,1,20,0,0,0,0,0,20,1,21
ENTRE RIOS TRJ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6
ENTRE RIOS CBBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,9,1,23,0,3,1,0,0,35,2,37
EUCALIPTUS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
FERNANDEZ ALONSO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
GAIOC JATUN AYLLU YURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,2,2,5,0,0,0,0,2,7,9
GUANAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,3,1,1,0,0,0,6,1,7
GUAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,1,2,0,0,0,0,2,2,4
GUTIERREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,2,0,1,0,0,0,4,0,4
HUACARETA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
HUANUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,12,0,0,0,0,0,13,0,13
HUARINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,1,3,0,0,0,0,0,3,1,4
HUMANATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
ICHOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
ICLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
INCAHUASI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,1,4,2,1,0,0,0,6,3,9
INQUISIVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,1,2,1,2,0,0,0,5,2,7
IRUPANA (VILLA DE LANZA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
IXIAMAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,3,0,5,0,0,1,0,0,8,1,9
JESUS DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,4,4,0,0,0,0,5,4,9
LA ASUNTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,7,2,20,0,7,0,0,0,34,2,36
LA GUARDIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,9,0,78,1,15,0,0,0,102,1,103
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,1,0,35,0,682,0,255,0,1,0,974,0,974
LAGUNILLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,3,0,1,0,0,0,0,0,4,0,4
LAJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LAS CARRERAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LICOMA PAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,10,0,37,1,9,0,0,0,56,1,57
LURIBAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MACHACAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MACHARETI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MAGDALENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,3,0,1,0,0,0,6,0,6
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,8,0,3,0,0,0,12,0,12
MAPIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,17,1,0,0,0,0,17,1,18
MIZQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,5,0,8,0,3,0,0,0,16,0,16
MOCOMOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,3,0,0,1,0,0,0,0,3,1,4
MOJOCOYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,2,1,1,0,0,0,4,1,5
MONTEAGUDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,18,0,3,0,0,0,22,0,22
MONTERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,2,0,23,0,139,0,11,0,0,0,175,0,175
MOROCHATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
OCURI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,2,7,2,1,0,0,0,10,4,14
OMEREQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,2,0,44,0,339,6,100,1,0,0,485,7,492
PADCAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,1,1,2,0,0,0,4,1,5
PADILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
PAILON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,4,0,18,6,4,0,0,0,26,6,32
PALCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
PALOS BLANCOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,1,0,2,1,8,3,0,0,0,0,11,4,15
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,15,1,5,0,0,0,22,1,23
PELECHUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
POCOATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,2,1,3,1,0,0,7,2,9
POCONA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,1,0,1,0,2,0,1,0,0,0,5,0,5
POJO (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,7,0,2,0,0,0,9,0,9
PORCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,4,0,0,0,0,0,6,0,6
POROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,3,0,1,4,1,0,0,0,5,4,9
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,12,0,0,0,0,0,13,0,13
PORVENIR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,1,0,0,0,2,0,0,0,0,0,3,0,3
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,1,0,19,0,101,0,11,0,0,0,132,0,132
PRESTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,2,1,7,0,1,0,0,1,10,11
PUERTO ACOSTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
PUERTO CARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,2,0,2,0,1,0,0,0,5,5
PUERTO GONZALO MORENO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
PUERTO PEREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,2,1,1,0,1,0,0,1,4,5
PUERTO RICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
PUERTO SUAREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,4,0,2,0,0,0,6,0,6
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,12,0,1,0,0,0,15,0,15
PUNA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,4,0,0,0,0,0,5,0,5
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,1,0,13,0,38,0,14,0,0,0,66,0,66
